t_s,q2_deg,q3_deg,base_euler_x_deg,base_euler_y_deg,base_euler_z_deg,base_dev_angle_deg,base_pos_x_m,base_pos_y_m,base_pos_z_m,tip_L_mm,tip_R_mm,W_joint_J,E_damp_J,abs_dP,abs_dL
0.0000,0.00000,0.00000,0.000000,0.000000,0.000000,0.000000,0.0000000,0.0000000,0.0000000,0.000000,0.000000,0.00000000e+00,0.00000000e+00,0.000e+00,0.000e+00
0.0200,0.00001,-0.00001,0.000000,0.000002,-0.000000,0.000002,-0.0000000,0.0000000,0.0000000,0.000000,0.000000,5.83214699e-11,0.00000000e+00,8.073e-22,1.491e-21
0.0400,0.00007,-0.00005,0.000000,0.000015,-0.000000,0.000015,-0.0000000,0.0000000,0.0000000,0.000000,0.000000,9.26484841e-10,0.00000000e+00,9.741e-21,2.912e-22
0.0600,0.00025,-0.00017,0.000000,0.000052,-0.000000,0.000052,-0.0000000,0.0000000,0.0000000,0.000000,0.000000,4.64275566e-09,0.00000000e+00,9.317e-21,3.084e-21
0.0800,0.00059,-0.00039,0.000000,0.000122,-0.000000,0.000122,-0.0000001,0.0000000,0.0000000,0.000000,0.000000,1.45261188e-08,0.00000000e+00,3.875e-20,3.229e-20
0.1000,0.00115,-0.00077,0.000000,0.000238,-0.000000,0.000238,-0.0000002,0.0000000,0.0000001,0.000000,0.000000,3.51075897e-08,0.00000000e+00,8.470e-21,2.560e-20
0.1200,0.00198,-0.00132,0.000000,0.000409,-0.000000,0.000409,-0.0000003,0.0000000,0.0000001,0.000000,0.000000,7.20640140e-08,0.00000000e+00,1.173e-19,3.277e-20
0.1400,0.00313,-0.00209,0.000001,0.000647,-0.000000,0.000647,-0.0000005,0.0000000,0.0000002,0.000000,0.000000,1.32157012e-07,0.00000000e+00,1.283e-19,7.729e-21
0.1600,0.00466,-0.00310,0.000001,0.000962,-0.000001,0.000962,-0.0000007,0.0000000,0.0000003,0.000000,0.000000,2.23166617e-07,0.00000000e+00,2.711e-20,3.632e-20
0.1800,0.00661,-0.00440,0.000001,0.001364,-0.000001,0.001364,-0.0000010,0.0000000,0.0000004,0.000000,0.000000,3.53833546e-07,0.00000000e+00,2.304e-19,2.266e-20
0.2000,0.00903,-0.00602,0.000002,0.001865,-0.000001,0.001865,-0.0000014,0.0000000,0.0000005,0.000000,0.000000,5.33797669e-07,0.00000000e+00,1.271e-19,4.659e-20
0.2200,0.01197,-0.00798,0.000003,0.002472,-0.000001,0.002472,-0.0000018,0.0000000,0.0000007,0.000000,0.000000,7.73539690e-07,0.00000000e+00,6.607e-20,9.063e-20
0.2400,0.01548,-0.01032,0.000003,0.003198,-0.000002,0.003198,-0.0000024,0.0000000,0.0000009,0.000000,0.000000,1.08432600e-06,0.00000000e+00,4.303e-19,1.986e-19
0.2600,0.01961,-0.01307,0.000004,0.004050,-0.000002,0.004050,-0.0000030,0.0000000,0.0000011,0.000000,0.000000,1.47815058e-06,0.00000000e+00,2.846e-19,2.588e-19
0.2800,0.02439,-0.01626,0.000005,0.005040,-0.000003,0.005040,-0.0000037,0.0000000,0.0000014,0.000000,0.000000,1.96768329e-06,0.00000000e+00,5.506e-19,3.581e-19
0.3000,0.02989,-0.01993,0.000007,0.006175,-0.000004,0.006175,-0.0000046,0.0000000,0.0000017,0.000000,0.000000,2.56621541e-06,0.00000000e+00,4.066e-19,5.675e-20
0.3200,0.03613,-0.02409,0.000008,0.007466,-0.000004,0.007466,-0.0000055,0.0000000,0.0000021,0.000000,0.000000,3.28760842e-06,0.00000000e+00,9.859e-19,5.953e-19
0.3400,0.04317,-0.02878,0.000010,0.008922,-0.000005,0.008922,-0.0000066,0.0000000,0.0000025,0.000000,0.000000,4.14624455e-06,0.00000000e+00,8.945e-19,4.320e-20
0.3600,0.05105,-0.03403,0.000011,0.010551,-0.000006,0.010551,-0.0000078,0.0000000,0.0000030,0.000000,0.000000,5.15697629e-06,0.00000000e+00,1.166e-18,4.023e-19
0.3800,0.05981,-0.03987,0.000013,0.012362,-0.000007,0.012362,-0.0000092,0.0000000,0.0000035,0.000000,0.000000,6.33508026e-06,0.00000000e+00,7.623e-19,8.424e-19
0.4000,0.06949,-0.04632,0.000015,0.014364,-0.000008,0.014364,-0.0000106,0.0000000,0.0000040,0.000000,0.000000,7.69620953e-06,0.00000000e+00,2.236e-19,7.179e-19
0.4200,0.08013,-0.05342,0.000018,0.016566,-0.000010,0.016566,-0.0000123,0.0000000,0.0000046,0.000000,0.000000,9.25634881e-06,0.00000000e+00,1.508e-18,2.893e-19
0.4400,0.09177,-0.06118,0.000020,0.018976,-0.000011,0.018976,-0.0000141,0.0000000,0.0000053,0.000000,0.000000,1.10317706e-05,0.00000000e+00,4.134e-19,3.460e-19
0.4600,0.10445,-0.06964,0.000023,0.021602,-0.000012,0.021602,-0.0000160,0.0000000,0.0000061,0.000000,0.000000,1.30389917e-05,0.00000000e+00,6.709e-19,5.548e-20
0.4800,0.11822,-0.07881,0.000026,0.024453,-0.000014,0.024453,-0.0000181,0.0000000,0.0000068,0.000000,0.000000,1.52947323e-05,0.00000000e+00,1.274e-18,4.447e-20
0.5000,0.13309,-0.08873,0.000029,0.027536,-0.000016,0.027536,-0.0000204,0.0000000,0.0000077,0.000000,0.000000,1.78158749e-05,0.00000000e+00,1.897e-19,3.685e-19
0.5200,0.14913,-0.09942,0.000033,0.030859,-0.000018,0.030859,-0.0000228,0.0000000,0.0000086,0.000000,0.000000,2.06194251e-05,0.00000000e+00,1.030e-18,1.204e-18
0.5400,0.16635,-0.11090,0.000037,0.034430,-0.000020,0.034430,-0.0000255,0.0000000,0.0000096,0.000000,0.000000,2.37224738e-05,0.00000000e+00,8.741e-19,1.265e-18
0.5600,0.18480,-0.12320,0.000041,0.038257,-0.000022,0.038257,-0.0000283,0.0000000,0.0000107,0.000000,0.000000,2.71421596e-05,0.00000000e+00,5.557e-19,1.293e-18
0.5800,0.20450,-0.13634,0.000045,0.042347,-0.000024,0.042347,-0.0000313,0.0000000,0.0000118,0.000000,0.000000,3.08956330e-05,0.00000000e+00,1.931e-18,1.992e-18
0.6000,0.22550,-0.15034,0.000050,0.046708,-0.000027,0.046708,-0.0000345,0.0000000,0.0000130,0.000000,0.000000,3.50000218e-05,0.00000000e+00,5.895e-19,1.364e-19
0.6200,0.24783,-0.16522,0.000055,0.051347,-0.000029,0.051347,-0.0000379,0.0000000,0.0000143,0.000000,0.000000,3.94723975e-05,0.00000000e+00,7.589e-19,3.998e-19
0.6400,0.27152,-0.18101,0.000060,0.056272,-0.000032,0.056272,-0.0000415,0.0000000,0.0000157,0.000000,0.000000,4.43297420e-05,0.00000000e+00,2.480e-18,1.563e-18
0.6600,0.29659,-0.19773,0.000066,0.061488,-0.000035,0.061488,-0.0000453,0.0000000,0.0000171,0.000000,0.000000,4.95889166e-05,0.00000000e+00,1.599e-18,2.761e-19
0.6800,0.32309,-0.21539,0.000072,0.067005,-0.000038,0.067005,-0.0000493,0.0000000,0.0000186,0.000000,0.000000,5.52666318e-05,0.00000000e+00,1.748e-18,5.319e-19
0.7000,0.35104,-0.23403,0.000078,0.072827,-0.000042,0.072827,-0.0000536,0.0000000,0.0000202,0.000000,0.000000,6.13794170e-05,0.00000000e+00,3.605e-18,5.599e-19
0.7200,0.38048,-0.25365,0.000085,0.078963,-0.000045,0.078963,-0.0000581,0.0000001,0.0000219,0.000000,0.000000,6.79435928e-05,0.00000000e+00,2.236e-18,5.048e-19
0.7400,0.41142,-0.27428,0.000092,0.085418,-0.000049,0.085418,-0.0000628,0.0000001,0.0000236,0.000000,0.000000,7.49752439e-05,0.00000000e+00,2.250e-18,2.711e-19
0.7600,0.44391,-0.29594,0.000099,0.092200,-0.000053,0.092200,-0.0000677,0.0000001,0.0000255,0.000000,0.000000,8.24901917e-05,0.00000000e+00,1.355e-18,1.779e-19
0.7800,0.47796,-0.31864,0.000107,0.099315,-0.000057,0.099315,-0.0000729,0.0000001,0.0000274,0.000000,0.000000,9.05039702e-05,0.00000000e+00,2.141e-18,7.996e-19
0.8000,0.51360,-0.34240,0.000115,0.106770,-0.000061,0.106770,-0.0000783,0.0000001,0.0000294,0.000000,0.000000,9.90318015e-05,0.00000000e+00,3.185e-18,5.353e-19
0.8200,0.55086,-0.36724,0.000123,0.114570,-0.000065,0.114570,-0.0000839,0.0000001,0.0000315,0.000000,0.000000,1.08088572e-04,0.00000000e+00,2.114e-18,1.084e-19
0.8400,0.58977,-0.39318,0.000132,0.122723,-0.000070,0.122723,-0.0000898,0.0000001,0.0000337,0.000000,0.000000,1.17688809e-04,0.00000000e+00,2.114e-18,8.250e-19
0.8600,0.63035,-0.42024,0.000141,0.131234,-0.000075,0.131234,-0.0000959,0.0000001,0.0000360,0.000000,0.000000,1.27846665e-04,0.00000000e+00,1.016e-18,9.080e-19
0.8800,0.67263,-0.44842,0.000151,0.140110,-0.000080,0.140110,-0.0001023,0.0000001,0.0000384,0.000000,0.000000,1.38575888e-04,0.00000000e+00,5.692e-19,1.059e-18
0.9000,0.71662,-0.47775,0.000161,0.149356,-0.000085,0.149356,-0.0001089,0.0000001,0.0000408,0.000000,0.000000,1.49889811e-04,0.00000000e+00,2.060e-18,7.589e-19
0.9200,0.76236,-0.50824,0.000171,0.158979,-0.000090,0.158979,-0.0001158,0.0000001,0.0000434,0.000000,0.000000,1.61801329e-04,0.00000000e+00,3.862e-18,4.235e-19
0.9400,0.80985,-0.53990,0.000182,0.168985,-0.000096,0.168985,-0.0001230,0.0000001,0.0000460,0.000000,0.000000,1.74322881e-04,0.00000000e+00,2.006e-18,1.110e-18
0.9600,0.85913,-0.57276,0.000193,0.179379,-0.000101,0.179379,-0.0001304,0.0000001,0.0000488,0.000000,0.000000,1.87466437e-04,0.00000000e+00,4.337e-19,3.502e-18
0.9800,0.91022,-0.60681,0.000205,0.190167,-0.000107,0.190167,-0.0001380,0.0000001,0.0000516,0.000000,0.000000,2.01243479e-04,0.00000000e+00,1.924e-18,1.916e-18
1.0000,0.96313,-0.64209,0.000217,0.201355,-0.000114,0.201355,-0.0001459,0.0000001,0.0000545,0.000000,0.000000,2.15664988e-04,0.00000000e+00,3.957e-18,5.235e-19
1.0200,1.01789,-0.67860,0.000230,0.212949,-0.000120,0.212949,-0.0001541,0.0000001,0.0000575,0.000000,0.000000,2.30741430e-04,0.00000000e+00,7.535e-18,2.185e-18
1.0400,1.07452,-0.71635,0.000243,0.224954,-0.000127,0.224954,-0.0001626,0.0000001,0.0000606,0.000000,0.000000,2.46482743e-04,0.00000000e+00,2.385e-18,5.675e-19
1.0600,1.13302,-0.75535,0.000256,0.237375,-0.000133,0.237376,-0.0001713,0.0000002,0.0000638,0.000000,0.000000,2.62898325e-04,0.00000000e+00,2.927e-18,1.487e-18
1.0800,1.19343,-0.79562,0.000270,0.250220,-0.000140,0.250220,-0.0001803,0.0000002,0.0000671,0.000000,0.000000,2.79997020e-04,0.00000000e+00,2.114e-18,9.453e-19
1.1000,1.25576,-0.83717,0.000285,0.263491,-0.000148,0.263491,-0.0001896,0.0000002,0.0000705,0.000000,0.000000,2.97787114e-04,0.00000000e+00,8.267e-18,1.860e-18
1.1200,1.32002,-0.88001,0.000300,0.277196,-0.000155,0.277196,-0.0001991,0.0000002,0.0000740,0.000000,0.000000,3.16276321e-04,0.00000000e+00,1.182e-17,1.050e-19
1.1400,1.38623,-0.92415,0.000315,0.291339,-0.000163,0.291340,-0.0002089,0.0000002,0.0000776,0.000000,0.000000,3.35471774e-04,0.00000000e+00,6.288e-18,8.707e-19
1.1600,1.45440,-0.96960,0.000331,0.305926,-0.000171,0.305927,-0.0002190,0.0000002,0.0000812,0.000000,0.000000,3.55380020e-04,0.00000000e+00,1.515e-17,1.555e-18
1.1800,1.52456,-1.01637,0.000348,0.320962,-0.000179,0.320962,-0.0002293,0.0000002,0.0000850,0.000000,0.000000,3.76007011e-04,0.00000000e+00,5.773e-18,6.742e-19
1.2000,1.59671,-1.06447,0.000365,0.336452,-0.000187,0.336452,-0.0002400,0.0000002,0.0000888,0.000000,0.000000,3.97358098e-04,0.00000000e+00,3.551e-18,6.133e-19
1.2200,1.67087,-1.11391,0.000383,0.352401,-0.000196,0.352402,-0.0002509,0.0000002,0.0000928,0.000000,0.000000,4.19438027e-04,0.00000000e+00,8.050e-18,2.626e-18
1.2400,1.74705,-1.16470,0.000401,0.368815,-0.000204,0.368815,-0.0002620,0.0000002,0.0000968,0.000000,0.000000,4.42250933e-04,0.00000000e+00,4.066e-19,3.558e-19
1.2600,1.82527,-1.21684,0.000419,0.385698,-0.000213,0.385698,-0.0002735,0.0000002,0.0001009,0.000000,0.000000,4.65800337e-04,0.00000000e+00,1.626e-18,8.572e-19
1.2800,1.90552,-1.27035,0.000438,0.403055,-0.000223,0.403055,-0.0002852,0.0000003,0.0001051,0.000000,0.000000,4.90089143e-04,0.00000000e+00,6.830e-18,1.704e-18
1.3000,1.98784,-1.32523,0.000458,0.420892,-0.000232,0.420892,-0.0002972,0.0000003,0.0001094,0.000000,0.000000,5.15119635e-04,0.00000000e+00,3.713e-18,7.095e-18
1.3200,2.07222,-1.38148,0.000479,0.439212,-0.000242,0.439213,-0.0003095,0.0000003,0.0001138,0.000000,0.000000,5.40893476e-04,0.00000000e+00,4.608e-19,3.707e-18
1.3400,2.15868,-1.43912,0.000499,0.458022,-0.000252,0.458023,-0.0003220,0.0000003,0.0001183,0.000000,0.000000,5.67411706e-04,0.00000000e+00,2.629e-18,4.408e-18
1.3600,2.24723,-1.49815,0.000521,0.477326,-0.000262,0.477326,-0.0003348,0.0000003,0.0001228,0.000000,0.000000,5.94674746e-04,0.00000000e+00,2.006e-18,7.898e-18
1.3800,2.33787,-1.55858,0.000543,0.497128,-0.000272,0.497128,-0.0003479,0.0000003,0.0001274,0.000000,0.000000,6.22682393e-04,0.00000000e+00,5.394e-18,2.284e-18
1.4000,2.43061,-1.62041,0.000566,0.517434,-0.000283,0.517434,-0.0003612,0.0000003,0.0001322,0.000000,0.000000,6.51433825e-04,0.00000000e+00,1.979e-18,2.368e-18
1.4200,2.52547,-1.68364,0.000589,0.538247,-0.000293,0.538248,-0.0003748,0.0000003,0.0001370,0.000000,0.000000,6.80927601e-04,0.00000000e+00,2.168e-18,2.101e-19
1.4400,2.62244,-1.74829,0.000613,0.559574,-0.000304,0.559574,-0.0003887,0.0000004,0.0001418,0.000000,0.000000,7.11161666e-04,0.00000000e+00,3.930e-18,4.401e-18
1.4600,2.72154,-1.81436,0.000637,0.581417,-0.000315,0.581418,-0.0004028,0.0000004,0.0001468,0.000000,0.000000,7.42133352e-04,0.00000000e+00,1.019e-17,1.525e-19
1.4800,2.82277,-1.88185,0.000662,0.603783,-0.000327,0.603783,-0.0004172,0.0000004,0.0001518,0.000000,0.000000,7.73839383e-04,0.00000000e+00,9.920e-18,1.870e-18
1.5000,2.92614,-1.95076,0.000688,0.626674,-0.000338,0.626675,-0.0004318,0.0000004,0.0001569,0.000000,0.000000,8.06275879e-04,0.00000000e+00,9.162e-18,9.592e-18
1.5200,3.03165,-2.02110,0.000714,0.650097,-0.000350,0.650097,-0.0004467,0.0000004,0.0001621,0.000000,0.000000,8.39438362e-04,0.00000000e+00,4.879e-18,1.056e-17
1.5400,3.13931,-2.09287,0.000742,0.674055,-0.000362,0.674055,-0.0004618,0.0000004,0.0001674,0.000000,0.000000,8.73321762e-04,0.00000000e+00,5.800e-18,8.064e-19
1.5600,3.24912,-2.16608,0.000769,0.698552,-0.000375,0.698553,-0.0004772,0.0000004,0.0001727,0.000000,0.000000,9.07920421e-04,0.00000000e+00,9.758e-18,5.533e-18
1.5800,3.36108,-2.24072,0.000798,0.723593,-0.000387,0.723594,-0.0004929,0.0000005,0.0001781,0.000000,0.000000,9.43228103e-04,0.00000000e+00,9.324e-18,8.464e-18
1.6000,3.47520,-2.31680,0.000827,0.749183,-0.000400,0.749184,-0.0005088,0.0000005,0.0001836,0.000000,0.000000,9.79237999e-04,0.00000000e+00,9.704e-18,5.875e-18
1.6200,3.59148,-2.39432,0.000856,0.775325,-0.000413,0.775326,-0.0005249,0.0000005,0.0001891,0.000000,0.000000,1.01594274e-03,0.00000000e+00,1.182e-17,3.165e-18
1.6400,3.70992,-2.47328,0.000887,0.802024,-0.000426,0.802024,-0.0005412,0.0000005,0.0001947,0.000000,0.000000,1.05333439e-03,0.00000000e+00,6.017e-18,2.954e-18
1.6600,3.83053,-2.55369,0.000918,0.829283,-0.000439,0.829284,-0.0005578,0.0000005,0.0002004,0.000000,0.000000,1.09140448e-03,0.00000000e+00,4.716e-18,1.039e-17
1.6800,3.95330,-2.63553,0.000950,0.857108,-0.000452,0.857108,-0.0005746,0.0000005,0.0002061,0.000000,0.000000,1.13014401e-03,0.00000000e+00,8.023e-18,1.220e-19
1.7000,4.07823,-2.71882,0.000982,0.885501,-0.000466,0.885502,-0.0005916,0.0000006,0.0002118,0.000000,0.000000,1.16954342e-03,0.00000000e+00,5.963e-18,8.314e-18
1.7200,4.20533,-2.80356,0.001015,0.914467,-0.000480,0.914468,-0.0006089,0.0000006,0.0002177,0.000000,0.000000,1.20959268e-03,0.00000000e+00,1.475e-17,3.632e-18
1.7400,4.33460,-2.88973,0.001049,0.944010,-0.000494,0.944011,-0.0006264,0.0000006,0.0002235,0.000000,0.000000,1.25028121e-03,0.00000000e+00,4.662e-18,7.860e-19
1.7600,4.46603,-2.97735,0.001084,0.974134,-0.000508,0.974135,-0.0006440,0.0000006,0.0002295,0.000000,0.000000,1.29159797e-03,0.00000000e+00,1.285e-17,1.382e-18
1.7800,4.59962,-3.06641,0.001120,1.004843,-0.000523,1.004844,-0.0006619,0.0000006,0.0002355,0.000000,0.000000,1.33353143e-03,0.00000000e+00,1.518e-18,7.881e-18
1.8000,4.73537,-3.15691,0.001156,1.036140,-0.000537,1.036140,-0.0006800,0.0000006,0.0002415,0.000000,0.000000,1.37606957e-03,0.00000000e+00,1.079e-17,7.366e-18
1.8200,4.87328,-3.24885,0.001193,1.068029,-0.000552,1.068029,-0.0006983,0.0000007,0.0002476,0.000000,0.000000,1.41919994e-03,0.00000000e+00,7.644e-18,2.453e-18
1.8400,5.01334,-3.34223,0.001230,1.100513,-0.000567,1.100514,-0.0007167,0.0000007,0.0002537,0.000000,0.000000,1.46290962e-03,0.00000000e+00,7.806e-18,3.829e-18
1.8600,5.15555,-3.43704,0.001269,1.133597,-0.000582,1.133598,-0.0007354,0.0000007,0.0002598,0.000000,0.000000,1.50718528e-03,0.00000000e+00,1.030e-17,8.979e-18
1.8800,5.29992,-3.53328,0.001308,1.167284,-0.000598,1.167285,-0.0007542,0.0000007,0.0002660,0.000000,0.000000,1.55201317e-03,0.00000000e+00,9.541e-18,1.167e-17
1.9000,5.44642,-3.63095,0.001348,1.201578,-0.000613,1.201579,-0.0007732,0.0000007,0.0002722,0.000000,0.000000,1.59737912e-03,0.00000000e+00,1.767e-17,4.066e-18
1.9200,5.59507,-3.73005,0.001389,1.236481,-0.000629,1.236482,-0.0007923,0.0000008,0.0002785,0.000000,0.000000,1.64326859e-03,0.00000000e+00,2.906e-17,4.574e-18
1.9400,5.74585,-3.83057,0.001431,1.271997,-0.000645,1.271998,-0.0008116,0.0000008,0.0002848,0.000000,0.000000,1.68966664e-03,0.00000000e+00,1.664e-17,8.287e-18
1.9600,5.89876,-3.93251,0.001473,1.308130,-0.000661,1.308131,-0.0008311,0.0000008,0.0002911,0.000000,0.000000,1.73655800e-03,0.00000000e+00,8.348e-18,2.057e-17
1.9800,6.05379,-4.03586,0.001516,1.344882,-0.000677,1.344883,-0.0008507,0.0000008,0.0002974,0.000000,0.000000,1.78392703e-03,0.00000000e+00,5.421e-18,9.351e-19
2.0000,6.21094,-4.14062,0.001560,1.382257,-0.000693,1.382258,-0.0008704,0.0000008,0.0003038,0.000000,0.000000,1.83175777e-03,0.00000000e+00,4.879e-18,7.251e-19
2.0200,6.37019,-4.24680,0.001605,1.420257,-0.000710,1.420258,-0.0008903,0.0000009,0.0003102,0.000000,0.000000,1.88003394e-03,0.00000000e+00,1.464e-17,3.388e-20
2.0400,6.53155,-4.35437,0.001651,1.458886,-0.000726,1.458887,-0.0009103,0.0000009,0.0003166,0.000000,0.000000,1.92873897e-03,0.00000000e+00,1.041e-17,3.951e-18
2.0600,6.69501,-4.46334,0.001698,1.498147,-0.000743,1.498148,-0.0009304,0.0000009,0.0003230,0.000000,0.000000,1.97785600e-03,0.00000000e+00,1.317e-17,2.636e-18
2.0800,6.86055,-4.57370,0.001745,1.538042,-0.000760,1.538043,-0.0009506,0.0000009,0.0003294,0.000000,0.000000,2.02736790e-03,0.00000000e+00,8.457e-18,1.073e-17
2.1000,7.02816,-4.68544,0.001794,1.578574,-0.000777,1.578575,-0.0009709,0.0000010,0.0003359,0.000000,0.000000,2.07725728e-03,0.00000000e+00,6.722e-18,5.895e-18
2.1200,7.19785,-4.79857,0.001843,1.619746,-0.000794,1.619747,-0.0009913,0.0000010,0.0003423,0.000000,0.000000,2.12750652e-03,0.00000000e+00,9.758e-18,1.144e-17
2.1400,7.36960,-4.91306,0.001893,1.661560,-0.000811,1.661561,-0.0010118,0.0000010,0.0003487,0.000000,0.000000,2.17809780e-03,0.00000000e+00,6.939e-18,1.464e-17
2.1600,7.54339,-5.02893,0.001944,1.704019,-0.000829,1.704020,-0.0010323,0.0000010,0.0003552,0.000000,0.000000,2.22901305e-03,0.00000000e+00,1.269e-17,2.826e-18
2.1800,7.71923,-5.14615,0.001996,1.747125,-0.000846,1.747126,-0.0010529,0.0000011,0.0003616,0.000000,0.000000,2.28023406e-03,0.00000000e+00,2.304e-17,8.836e-18
2.2000,7.89709,-5.26473,0.002048,1.790880,-0.000864,1.790881,-0.0010736,0.0000011,0.0003681,0.000000,0.000000,2.33174242e-03,0.00000000e+00,2.358e-17,5.407e-18
2.2200,8.07698,-5.38465,0.002102,1.835286,-0.000882,1.835288,-0.0010943,0.0000011,0.0003745,0.000000,0.000000,2.38351956e-03,0.00000000e+00,1.203e-17,1.127e-17
2.2400,8.25887,-5.50591,0.002157,1.880346,-0.000899,1.880348,-0.0011151,0.0000011,0.0003810,0.000000,0.000000,2.43554679e-03,0.00000000e+00,1.832e-17,6.681e-18
2.2600,8.44276,-5.62850,0.002212,1.926062,-0.000917,1.926063,-0.0011359,0.0000012,0.0003874,0.000000,0.000000,2.48780528e-03,0.00000000e+00,5.096e-18,1.274e-17
2.2800,8.62863,-5.75242,0.002268,1.972435,-0.000935,1.972436,-0.0011567,0.0000012,0.0003938,0.000000,0.000000,2.54027609e-03,0.00000000e+00,1.160e-17,1.172e-18
2.3000,8.81647,-5.87765,0.002326,2.019467,-0.000953,2.019468,-0.0011775,0.0000012,0.0004002,0.000000,0.000000,2.59294020e-03,0.00000000e+00,8.457e-18,8.199e-19
2.3200,9.00627,-6.00418,0.002384,2.067159,-0.000972,2.067161,-0.0011984,0.0000012,0.0004065,0.000000,0.000000,2.64577851e-03,0.00000000e+00,1.973e-17,2.514e-18
2.3400,9.19802,-6.13201,0.002443,2.115514,-0.000990,2.115515,-0.0012192,0.0000013,0.0004129,0.000000,0.000000,2.69877186e-03,0.00000000e+00,2.223e-18,4.960e-18
2.3600,9.39170,-6.26113,0.002503,2.164532,-0.001008,2.164534,-0.0012400,0.0000013,0.0004192,0.000000,0.000000,2.75190102e-03,0.00000000e+00,2.927e-18,1.725e-17
2.3800,9.58730,-6.39153,0.002564,2.214215,-0.001026,2.214217,-0.0012608,0.0000013,0.0004255,0.000000,0.000000,2.80514676e-03,0.00000000e+00,2.765e-17,1.744e-17
2.4000,9.78480,-6.52320,0.002626,2.264564,-0.001045,2.264566,-0.0012815,0.0000013,0.0004318,0.000000,0.000000,2.85848982e-03,0.00000000e+00,2.168e-18,1.287e-19
2.4200,9.98419,-6.65613,0.002689,2.315580,-0.001063,2.315582,-0.0013022,0.0000014,0.0004380,0.000000,0.000000,2.91191094e-03,0.00000000e+00,9.107e-18,9.690e-19
2.4400,10.18546,-6.79031,0.002753,2.367264,-0.001082,2.367266,-0.0013228,0.0000014,0.0004442,0.000000,0.000000,2.96539087e-03,0.00000000e+00,2.439e-18,2.215e-17
2.4600,10.38859,-6.92573,0.002818,2.419617,-0.001100,2.419619,-0.0013434,0.0000014,0.0004504,0.000000,0.000000,3.01891041e-03,0.00000000e+00,1.323e-17,4.777e-18
2.4800,10.59356,-7.06237,0.002884,2.472639,-0.001119,2.472641,-0.0013638,0.0000015,0.0004566,0.000000,0.000000,3.07245035e-03,0.00000000e+00,7.373e-18,7.982e-18
2.5000,10.80036,-7.20024,0.002951,2.526331,-0.001137,2.526333,-0.0013842,0.0000015,0.0004627,0.000000,0.000000,3.12599160e-03,0.00000000e+00,6.126e-18,7.583e-18
2.5200,11.00898,-7.33932,0.003019,2.580694,-0.001156,2.580696,-0.0014045,0.0000015,0.0004687,0.000000,0.000000,3.17951508e-03,0.00000000e+00,1.702e-17,7.786e-18
2.5400,11.21939,-7.47959,0.003088,2.635726,-0.001175,2.635728,-0.0014247,0.0000015,0.0004747,0.000000,0.000000,3.23300182e-03,0.00000000e+00,3.090e-18,3.896e-18
2.5600,11.43158,-7.62105,0.003157,2.691430,-0.001193,2.691432,-0.0014447,0.0000016,0.0004807,0.000000,0.000000,3.28643296e-03,0.00000000e+00,2.505e-17,4.933e-18
2.5800,11.64553,-7.76369,0.003228,2.747804,-0.001212,2.747806,-0.0014646,0.0000016,0.0004866,0.000000,0.000000,3.33978970e-03,0.00000000e+00,1.800e-17,1.842e-17
2.6000,11.86123,-7.90748,0.003300,2.804848,-0.001230,2.804850,-0.0014843,0.0000016,0.0004925,0.000000,0.000000,3.39305339e-03,0.00000000e+00,9.541e-18,6.817e-18
2.6200,12.07865,-8.05243,0.003373,2.862563,-0.001249,2.862565,-0.0015039,0.0000017,0.0004983,0.000000,0.000000,3.44620551e-03,0.00000000e+00,1.691e-17,9.704e-18
2.6400,12.29779,-8.19852,0.003447,2.920947,-0.001267,2.920949,-0.0015234,0.0000017,0.0005041,0.000000,0.000000,3.49922767e-03,0.00000000e+00,1.366e-17,1.138e-17
2.6600,12.51861,-8.34574,0.003522,2.980000,-0.001286,2.980002,-0.0015426,0.0000017,0.0005098,0.000000,0.000000,3.55210162e-03,0.00000000e+00,2.364e-17,8.728e-18
2.6800,12.74111,-8.49407,0.003597,3.039721,-0.001304,3.039724,-0.0015617,0.0000018,0.0005154,0.000000,0.000000,3.60480929e-03,0.00000000e+00,2.385e-18,2.163e-17
2.7000,12.96526,-8.64351,0.003674,3.100110,-0.001323,3.100112,-0.0015805,0.0000018,0.0005210,0.000000,0.000000,3.65733277e-03,0.00000000e+00,6.722e-18,5.462e-18
2.7200,13.19105,-8.79403,0.003752,3.161164,-0.001341,3.161167,-0.0015991,0.0000018,0.0005265,0.000000,0.000000,3.70965434e-03,0.00000000e+00,9.541e-18,7.549e-18
2.7400,13.41845,-8.94564,0.003831,3.222884,-0.001359,3.222887,-0.0016175,0.0000019,0.0005320,0.000000,0.000000,3.76175644e-03,0.00000000e+00,3.047e-17,1.857e-17
2.7600,13.64745,-9.09830,0.003911,3.285267,-0.001378,3.285270,-0.0016357,0.0000019,0.0005374,0.000000,0.000000,3.81362174e-03,0.00000000e+00,6.234e-18,8.267e-19
2.7800,13.87803,-9.25202,0.003992,3.348312,-0.001396,3.348315,-0.0016536,0.0000019,0.0005427,0.000000,0.000000,3.86523309e-03,0.00000000e+00,1.670e-17,2.048e-17
2.8000,14.11016,-9.40678,0.004074,3.412018,-0.001414,3.412020,-0.0016712,0.0000020,0.0005480,0.000000,0.000000,3.91657356e-03,0.00000000e+00,2.090e-17,1.045e-17
