t_s,q2_deg,q3_deg,base_euler_x_deg,base_euler_y_deg,base_euler_z_deg,base_dev_angle_deg,base_pos_x_m,base_pos_y_m,base_pos_z_m,tip_L_mm,tip_R_mm,W_joint_J,E_damp_J,abs_dP,abs_dL
6.5400,57.27846,-38.18564,0.026196,18.163664,0.000555,18.163682,0.0038107,0.0000085,0.0009846,0.000000,0.000000,1.09664655e-03,0.00000000e+00,1.496e-17,1.470e-17
6.5600,57.37756,-38.25171,0.026258,18.201345,0.000574,18.201364,0.0038461,0.0000085,0.0009873,0.000000,0.000000,1.05236732e-03,0.00000000e+00,9.975e-18,1.958e-18
6.5800,57.47453,-38.31636,0.026319,18.238223,0.000592,18.238242,0.0038808,0.0000085,0.0009900,0.000000,0.000000,1.00902290e-03,0.00000000e+00,3.361e-18,7.515e-18
6.6000,57.56939,-38.37959,0.026378,18.274299,0.000610,18.274318,0.0039148,0.0000085,0.0009926,0.000000,0.000000,9.66625590e-04,0.00000000e+00,1.681e-17,3.280e-18
6.6200,57.66213,-38.44142,0.026436,18.309576,0.000627,18.309595,0.0039482,0.0000085,0.0009953,0.000000,0.000000,9.25186617e-04,0.00000000e+00,1.615e-17,7.752e-18
6.6400,57.75277,-38.50185,0.026493,18.344057,0.000645,18.344075,0.0039809,0.0000085,0.0009978,0.000000,0.000000,8.84716139e-04,0.00000000e+00,4.554e-18,6.126e-18
6.6600,57.84132,-38.56088,0.026548,18.377743,0.000662,18.377762,0.0040129,0.0000086,0.0010004,0.000000,0.000000,8.45223225e-04,0.00000000e+00,2.385e-17,5.719e-18
6.6800,57.92778,-38.61852,0.026603,18.410639,0.000678,18.410658,0.0040443,0.0000086,0.0010028,0.000000,0.000000,8.06715842e-04,0.00000000e+00,9.758e-18,1.351e-17
6.7000,58.01216,-38.67477,0.026655,18.442747,0.000694,18.442766,0.0040750,0.0000086,0.0010053,0.000000,0.000000,7.69200849e-04,0.00000000e+00,2.060e-18,2.575e-18
6.7200,58.09448,-38.72965,0.026707,18.474072,0.000710,18.474091,0.0041050,0.0000086,0.0010077,0.000000,0.000000,7.32683990e-04,0.00000000e+00,8.023e-18,1.735e-18
6.7400,58.17473,-38.78316,0.026757,18.504616,0.000726,18.504636,0.0041344,0.0000086,0.0010101,0.000000,0.000000,6.97169879e-04,0.00000000e+00,1.182e-17,2.704e-18
6.7600,58.25295,-38.83530,0.026807,18.534385,0.000741,18.534404,0.0041630,0.0000086,0.0010124,0.000000,0.000000,6.62662005e-04,0.00000000e+00,1.659e-17,1.592e-18
6.7800,58.32913,-38.88609,0.026854,18.563382,0.000756,18.563401,0.0041910,0.0000086,0.0010146,0.000000,0.000000,6.29162725e-04,0.00000000e+00,8.782e-18,1.531e-18
6.8000,58.40329,-38.93553,0.026901,18.591612,0.000770,18.591631,0.0042183,0.0000086,0.0010168,0.000000,0.000000,5.96673258e-04,0.00000000e+00,6.180e-18,3.740e-18
6.8200,58.47544,-38.98363,0.026946,18.619079,0.000784,18.619098,0.0042449,0.0000086,0.0010190,0.000000,0.000000,5.65193691e-04,0.00000000e+00,3.795e-18,5.042e-18
6.8400,58.54560,-39.03040,0.026990,18.645788,0.000798,18.645808,0.0042708,0.0000087,0.0010211,0.000000,0.000000,5.34722979e-04,0.00000000e+00,3.361e-18,1.694e-18
6.8600,58.61377,-39.07585,0.027033,18.671746,0.000811,18.671765,0.0042961,0.0000087,0.0010232,0.000000,0.000000,5.05258947e-04,0.00000000e+00,7.481e-18,2.168e-18
6.8800,58.67998,-39.11999,0.027075,18.696956,0.000824,18.696975,0.0043207,0.0000087,0.0010252,0.000000,0.000000,4.76798296e-04,0.00000000e+00,3.740e-18,7.860e-19
6.9000,58.74424,-39.16283,0.027115,18.721425,0.000837,18.721444,0.0043446,0.0000087,0.0010272,0.000000,0.000000,4.49336611e-04,0.00000000e+00,5.096e-18,1.857e-18
6.9200,58.80657,-39.20438,0.027155,18.745159,0.000849,18.745178,0.0043678,0.0000087,0.0010291,0.000000,0.000000,4.22868369e-04,0.00000000e+00,9.758e-18,3.707e-18
6.9400,58.86698,-39.24465,0.027193,18.768163,0.000861,18.768182,0.0043903,0.0000087,0.0010310,0.000000,0.000000,3.97386950e-04,0.00000000e+00,8.565e-18,3.483e-18
6.9600,58.92548,-39.28365,0.027230,18.790445,0.000873,18.790464,0.0044122,0.0000087,0.0010328,0.000000,0.000000,3.72884650e-04,0.00000000e+00,2.927e-18,9.263e-18
6.9800,58.98211,-39.32140,0.027265,18.812010,0.000884,18.812030,0.0044334,0.0000087,0.0010346,0.000000,0.000000,3.49352691e-04,0.00000000e+00,7.264e-18,9.717e-18
7.0000,59.03687,-39.35791,0.027300,18.832866,0.000895,18.832886,0.0044540,0.0000087,0.0010363,0.000000,0.000000,3.26781245e-04,0.00000000e+00,1.626e-18,1.118e-19
7.0200,59.08978,-39.39319,0.027333,18.853021,0.000905,18.853040,0.0044739,0.0000087,0.0010380,0.000000,0.000000,3.05159445e-04,0.00000000e+00,9.378e-18,6.099e-19
7.0400,59.14087,-39.42724,0.027365,18.872480,0.000915,18.872500,0.0044931,0.0000087,0.0010396,0.000000,0.000000,2.84475408e-04,0.00000000e+00,7.589e-18,5.997e-19
7.0600,59.19015,-39.46010,0.027396,18.891252,0.000925,18.891272,0.0045117,0.0000087,0.0010412,0.000000,0.000000,2.64716256e-04,0.00000000e+00,1.393e-17,6.742e-18
7.0800,59.23764,-39.49176,0.027426,18.909346,0.000935,18.909365,0.0045296,0.0000087,0.0010427,0.000000,0.000000,2.45868139e-04,0.00000000e+00,2.331e-18,2.575e-19
7.1000,59.28338,-39.52225,0.027455,18.926768,0.000944,18.926787,0.0045469,0.0000087,0.0010442,0.000000,0.000000,2.27916259e-04,0.00000000e+00,5.042e-18,1.508e-18
7.1200,59.32737,-39.55158,0.027483,18.943527,0.000953,18.943547,0.0045635,0.0000088,0.0010456,0.000000,0.000000,2.10844903e-04,0.00000000e+00,6.397e-18,1.891e-18
7.1400,59.36965,-39.57976,0.027510,18.959632,0.000961,18.959652,0.0045795,0.0000088,0.0010470,0.000000,0.000000,1.94637464e-04,0.00000000e+00,3.090e-18,4.581e-18
7.1600,59.41023,-39.60682,0.027535,18.975093,0.000969,18.975112,0.0045949,0.0000088,0.0010483,0.000000,0.000000,1.79276474e-04,0.00000000e+00,5.042e-18,1.389e-19
7.1800,59.44914,-39.63276,0.027560,18.989917,0.000977,18.989937,0.0046097,0.0000088,0.0010496,0.000000,0.000000,1.64743643e-04,0.00000000e+00,6.180e-18,1.833e-18
7.2000,59.48640,-39.65760,0.027583,19.004115,0.000985,19.004134,0.0046239,0.0000088,0.0010508,0.000000,0.000000,1.51019884e-04,0.00000000e+00,3.307e-18,3.293e-18
7.2200,59.52204,-39.68136,0.027606,19.017696,0.000992,19.017715,0.0046374,0.0000088,0.0010519,0.000000,0.000000,1.38085353e-04,0.00000000e+00,1.301e-18,1.816e-18
7.2400,59.55609,-39.70406,0.027627,19.030669,0.000999,19.030689,0.0046504,0.0000088,0.0010531,0.000000,0.000000,1.25919492e-04,0.00000000e+00,2.223e-18,6.546e-18
7.2600,59.58858,-39.72572,0.027648,19.043047,0.001005,19.043066,0.0046628,0.0000088,0.0010541,0.000000,0.000000,1.14501058e-04,0.00000000e+00,5.421e-19,2.826e-18
7.2800,59.61952,-39.74635,0.027667,19.054838,0.001011,19.054857,0.0046746,0.0000088,0.0010551,0.000000,0.000000,1.03808174e-04,0.00000000e+00,5.665e-18,4.997e-19
7.3000,59.64896,-39.76597,0.027686,19.066053,0.001017,19.066073,0.0046858,0.0000088,0.0010561,0.000000,0.000000,9.38183705e-05,0.00000000e+00,4.066e-18,2.258e-18
7.3200,59.67691,-39.78461,0.027704,19.076704,0.001023,19.076724,0.0046965,0.0000088,0.0010570,0.000000,0.000000,8.45086240e-05,0.00000000e+00,8.674e-19,8.962e-19
7.3400,59.70341,-39.80227,0.027720,19.086802,0.001028,19.086821,0.0047067,0.0000088,0.0010579,0.000000,0.000000,7.58554118e-05,0.00000000e+00,2.873e-18,9.487e-20
7.3600,59.72848,-39.81899,0.027736,19.096357,0.001033,19.096377,0.0047163,0.0000088,0.0010587,0.000000,0.000000,6.78347567e-05,0.00000000e+00,8.945e-19,7.420e-19
7.3800,59.75217,-39.83478,0.027751,19.105383,0.001038,19.105403,0.0047253,0.0000088,0.0010595,0.000000,0.000000,6.04222764e-05,0.00000000e+00,1.599e-18,1.586e-18
7.4000,59.77450,-39.84966,0.027765,19.113892,0.001043,19.113911,0.0047339,0.0000088,0.0010603,0.000000,0.000000,5.35932372e-05,0.00000000e+00,8.674e-19,2.880e-19
7.4200,59.79550,-39.86366,0.027779,19.121894,0.001047,19.121914,0.0047420,0.0000088,0.0010610,0.000000,0.000000,4.73226069e-05,0.00000000e+00,1.409e-18,1.050e-18
7.4400,59.81520,-39.87680,0.027791,19.129404,0.001051,19.129424,0.0047495,0.0000088,0.0010616,0.000000,0.000000,4.15851093e-05,0.00000000e+00,8.403e-19,2.602e-18
7.4600,59.83365,-39.88910,0.027803,19.136434,0.001055,19.136454,0.0047566,0.0000088,0.0010623,0.000000,0.000000,3.63552818e-05,0.00000000e+00,3.063e-18,7.708e-19
7.4800,59.85087,-39.90058,0.027814,19.142997,0.001058,19.143017,0.0047632,0.0000088,0.0010628,0.000000,0.000000,3.16075335e-05,0.00000000e+00,2.155e-18,7.183e-19
7.5000,59.86691,-39.91127,0.027824,19.149107,0.001062,19.149127,0.0047694,0.0000088,0.0010634,0.000000,0.000000,2.73162049e-05,0.00000000e+00,1.247e-18,1.264e-18
7.5200,59.88178,-39.92119,0.027833,19.154777,0.001065,19.154797,0.0047751,0.0000088,0.0010639,0.000000,0.000000,2.34556302e-05,0.00000000e+00,1.003e-18,1.398e-18
7.5400,59.89555,-39.93036,0.027842,19.160022,0.001067,19.160042,0.0047804,0.0000088,0.0010643,0.000000,0.000000,2.00002003e-05,0.00000000e+00,1.870e-18,8.682e-19
7.5600,59.90823,-39.93882,0.027850,19.164856,0.001070,19.164876,0.0047853,0.0000088,0.0010648,0.000000,0.000000,1.69244277e-05,0.00000000e+00,1.369e-18,1.257e-18
7.5800,59.91987,-39.94658,0.027857,19.169293,0.001072,19.169313,0.0047898,0.0000088,0.0010652,0.000000,0.000000,1.42030129e-05,0.00000000e+00,2.128e-18,1.279e-19
7.6000,59.93051,-39.95368,0.027864,19.173348,0.001075,19.173368,0.0047939,0.0000088,0.0010655,0.000000,0.000000,1.18109126e-05,0.00000000e+00,8.538e-19,5.201e-19
7.6200,59.94019,-39.96013,0.027870,19.177037,0.001077,19.177057,0.0047976,0.0000088,0.0010658,0.000000,0.000000,9.72340899e-06,0.00000000e+00,1.044e-18,1.914e-19
7.6400,59.94895,-39.96597,0.027876,19.180374,0.001078,19.180394,0.0048010,0.0000088,0.0010661,0.000000,0.000000,7.91618155e-06,0.00000000e+00,6.505e-19,2.838e-19
7.6600,59.95683,-39.97122,0.027881,19.183377,0.001080,19.183397,0.0048040,0.0000088,0.0010664,0.000000,0.000000,6.36537866e-06,0.00000000e+00,6.505e-19,3.850e-19
7.6800,59.96387,-39.97591,0.027885,19.186060,0.001081,19.186080,0.0048067,0.0000088,0.0010666,0.000000,0.000000,5.04769327e-06,0.00000000e+00,8.809e-20,6.141e-20
7.7000,59.97011,-39.98007,0.027889,19.188440,0.001083,19.188460,0.0048091,0.0000088,0.0010669,0.000000,0.000000,3.94043852e-06,0.00000000e+00,3.930e-19,1.563e-19
7.7200,59.97561,-39.98374,0.027893,19.190534,0.001084,19.190554,0.0048113,0.0000088,0.0010670,0.000000,0.000000,3.02162516e-06,0.00000000e+00,3.998e-19,1.118e-19
7.7400,59.98039,-39.98693,0.027896,19.192359,0.001085,19.192379,0.0048131,0.0000088,0.0010672,0.000000,0.000000,2.27004064e-06,0.00000000e+00,4.134e-19,8.047e-21
7.7600,59.98452,-39.98968,0.027898,19.193931,0.001086,19.193951,0.0048147,0.0000088,0.0010674,0.000000,0.000000,1.66533031e-06,0.00000000e+00,5.828e-19,8.894e-20
7.7800,59.98803,-39.99202,0.027901,19.195269,0.001086,19.195289,0.0048160,0.0000088,0.0010675,0.000000,0.000000,1.18807812e-06,0.00000000e+00,4.371e-19,2.160e-19
7.8000,59.99097,-39.99398,0.027902,19.196391,0.001087,19.196410,0.0048172,0.0000088,0.0010676,0.000000,0.000000,8.19892480e-07,0.00000000e+00,2.846e-19,2.128e-19
7.8200,59.99339,-39.99560,0.027904,19.197313,0.001087,19.197333,0.0048181,0.0000088,0.0010677,0.000000,0.000000,5.43493827e-07,0.00000000e+00,1.050e-19,2.217e-19
7.8400,59.99534,-39.99690,0.027905,19.198056,0.001088,19.198076,0.0048189,0.0000088,0.0010677,0.000000,0.000000,3.42796834e-07,0.00000000e+00,1.796e-19,3.960e-20
7.8600,59.99687,-39.99791,0.027906,19.198637,0.001088,19.198657,0.0048195,0.0000088,0.0010678,0.000000,0.000000,2.03004743e-07,0.00000000e+00,9.317e-20,1.395e-19
7.8800,59.99802,-39.99868,0.027907,19.199076,0.001088,19.199096,0.0048199,0.0000088,0.0010678,0.000000,0.000000,1.10699387e-07,0.00000000e+00,4.574e-20,1.050e-19
7.9000,59.99885,-39.99923,0.027907,19.199393,0.001088,19.199412,0.0048202,0.0000088,0.0010678,0.000000,0.000000,5.39294916e-08,0.00000000e+00,1.254e-19,4.426e-20
7.9200,59.99941,-39.99961,0.027908,19.199606,0.001089,19.199626,0.0048204,0.0000088,0.0010679,0.000000,0.000000,2.23142169e-08,0.00000000e+00,1.355e-20,6.602e-20
7.9400,59.99975,-39.99983,0.027908,19.199736,0.001089,19.199755,0.0048206,0.0000088,0.0010679,0.000000,0.000000,7.13257387e-09,0.00000000e+00,2.922e-20,1.114e-20
7.9600,59.99993,-39.99995,0.027908,19.199803,0.001089,19.199822,0.0048206,0.0000088,0.0010679,0.000000,0.000000,1.42260671e-09,0.00000000e+00,2.287e-20,2.912e-21
7.9800,59.99999,-39.99999,0.027908,19.199827,0.001089,19.199847,0.0048207,0.0000088,0.0010679,0.000000,0.000000,8.98145468e-11,0.00000000e+00,3.282e-21,3.504e-21
8.0000,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,1.47952272e-16,0.00000000e+00,0.000e+00,0.000e+00
8.0200,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.0400,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.0600,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.0800,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.1000,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.1200,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.1400,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.1600,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.1800,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.2000,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.2200,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.2400,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.2600,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.2800,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.3000,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.3200,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.3400,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.3600,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.3800,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.4000,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.4200,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.4400,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.4600,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.4800,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.5000,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.5200,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.5400,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.5600,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.5800,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.6000,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.6200,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.6400,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.6600,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.6800,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.7000,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.7200,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.7400,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.7600,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.7800,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.8000,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.8200,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.8400,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.8600,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.8800,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.9000,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.9200,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.9400,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.9600,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
8.9800,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.0000,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.0200,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.0400,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.0600,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.0800,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.1000,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.1200,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.1400,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.1600,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.1800,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.2000,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.2200,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.2400,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.2600,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.2800,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.3000,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.3200,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.3400,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.3600,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.3800,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
9.4000,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000000,0.000000,3.85281613e-16,0.00000000e+00,0.000e+00,0.000e+00
