t_s,q2_deg,q3_deg,base_euler_x_deg,base_euler_y_deg,base_euler_z_deg,base_dev_angle_deg,base_pos_x_m,base_pos_y_m,base_pos_z_m,tip_L_mm,tip_R_mm,eta_L1,eta_L2,eta_L3,eta_L4,eta_R1,eta_R2,eta_R3,eta_R4,W_joint_J,E_damp_J,abs_dP,abs_dL
10.0200,60.00000,-40.00000,0.027908,19.199825,0.001089,19.199845,0.0048207,0.0000088,0.0010678,0.003508,0.003645,1.04541980e-06,9.97113891e-09,-3.64363743e-11,-4.49064994e-12,1.08569657e-06,9.86574683e-09,-3.87237264e-11,-4.89419085e-12,1.54644642e-09,5.43782739e-10,3.388e-21,4.235e-22
10.0400,60.00000,-40.00000,0.027908,19.199829,0.001089,19.199849,0.0048207,0.0000088,0.0010679,0.001354,0.001518,4.09776571e-07,1.03856162e-08,1.07055672e-10,-6.56499087e-12,4.58140240e-07,1.02853449e-08,1.03706391e-10,-7.02385495e-12,1.54644642e-09,5.46290066e-10,3.388e-21,4.235e-22
10.0600,60.00000,-40.00000,0.027908,19.199833,0.001089,19.199853,0.0048207,0.0000088,0.0010679,-0.000801,-0.000613,-2.31684357e-07,4.61424613e-09,-1.25948876e-10,3.87511582e-12,-1.76082524e-07,4.55394293e-09,-1.28386020e-10,3.30130092e-12,1.54644642e-09,5.48848326e-10,6.776e-21,1.694e-21
10.0800,60.00000,-40.00000,0.027909,19.199837,0.001089,19.199857,0.0048207,0.0000088,0.0010679,-0.002930,-0.002720,-8.68588041e-07,-3.77650589e-09,5.95993435e-11,6.11809331e-12,-8.06721973e-07,-3.78953454e-09,5.57625569e-11,5.47997154e-12,1.54644642e-09,5.51375456e-10,3.388e-21,8.470e-22
10.1000,60.00000,-40.00000,0.027909,19.199841,0.001089,19.199861,0.0048207,0.0000088,0.0010679,-0.005018,-0.004790,-1.49063850e-06,-9.70802881e-09,1.24021415e-10,2.95363898e-12,-1.42359024e-06,-9.69759610e-09,1.19740599e-10,2.29499924e-12,1.54644642e-09,5.53788692e-10,6.776e-21,8.470e-22
10.1200,60.00000,-40.00000,0.027909,19.199845,0.001089,19.199865,0.0048207,0.0000088,0.0010679,-0.007042,-0.006801,-2.08780676e-06,-9.59461231e-09,-8.30463955e-11,1.09474080e-11,-2.01674711e-06,-9.60075896e-09,-8.63875144e-11,1.02239751e-11,1.54644642e-09,5.56015394e-10,1.694e-21,1.059e-21
10.1400,60.00000,-40.00000,0.027909,19.199848,0.001089,19.199868,0.0048207,0.0000088,0.0010680,-0.008969,-0.008719,-2.65051265e-06,-3.44809449e-09,1.37646549e-10,1.43441580e-11,-2.57668004e-06,-3.50265991e-09,1.32977661e-10,1.35901452e-11,1.54644642e-09,5.57997844e-10,3.388e-21,4.235e-22
10.1600,60.00000,-40.00000,0.027909,19.199852,0.001089,19.199872,0.0048207,0.0000088,0.0010680,-0.010758,-0.010502,-3.16979245e-06,5.14849235e-09,1.09862721e-10,9.03537923e-12,-3.09447062e-06,5.04133482e-09,1.05473952e-10,8.30934199e-12,1.54644642e-09,5.59691663e-10,1.694e-21,7.412e-22
10.1800,60.00000,-40.00000,0.027909,19.199855,0.001089,19.199875,0.0048207,0.0000088,0.0010680,-0.012363,-0.012107,-3.63740382e-06,1.11895911e-08,-5.03027497e-11,1.35922582e-11,-3.56189952e-06,1.10562018e-08,-5.38495569e-11,1.28540743e-11,1.54644642e-09,5.61068381e-10,3.388e-21,5.294e-22
10.2000,60.00000,-40.00000,0.027909,19.199857,0.001089,19.199877,0.0048207,0.0000088,0.0010680,-0.013747,-0.013494,-4.04592693e-06,1.12096825e-08,1.88359202e-10,1.90807630e-11,-3.97154772e-06,1.10917325e-08,1.83596630e-10,1.83317834e-11,1.54644642e-09,5.62122253e-10,1.694e-21,4.235e-22
10.2200,60.00000,-40.00000,0.027909,19.199860,0.001089,19.199879,0.0048207,0.0000088,0.0010680,-0.014889,-0.014645,-4.38887093e-06,5.30949474e-09,9.14765640e-11,1.50343130e-11,-4.31690321e-06,5.23983134e-09,8.75176193e-11,1.43347333e-11,1.54644642e-09,5.62870436e-10,2.541e-21,4.235e-22
10.2400,60.00000,-40.00000,0.027909,19.199861,0.001089,19.199881,0.0048207,0.0000088,0.0010680,-0.015783,-0.015551,-4.66076259e-06,-2.92468319e-09,2.86845882e-12,1.74828291e-11,-4.59245004e-06,-2.94082815e-09,-4.92234693e-13,1.68129115e-11,1.54644642e-09,5.63346739e-10,8.470e-22,5.294e-23
10.2600,60.00000,-40.00000,0.027909,19.199863,0.001089,19.199883,0.0048207,0.0000088,0.0010680,-0.016429,-0.016214,-4.85726469e-06,-8.56980568e-09,2.30965141e-10,2.38954800e-11,-4.79378684e-06,-8.55707377e-09,2.26681713e-10,2.32442334e-11,1.54644642e-09,5.63599849e-10,2.541e-21,5.294e-23
10.2800,60.00000,-40.00000,0.027908,19.199863,0.001089,19.199883,0.0048207,0.0000088,0.0010681,-0.016830,-0.016635,-4.97528354e-06,-8.28604135e-09,6.94946194e-11,1.98921141e-11,-4.91773478e-06,-8.28349397e-09,6.65448112e-11,1.93246541e-11,1.54644642e-09,5.63695314e-10,2.118e-22,1.059e-22
10.3000,60.00000,-40.00000,0.027908,19.199864,0.001089,19.199884,0.0048207,0.0000088,0.0010681,-0.016978,-0.016807,-5.01302394e-06,-2.26813712e-09,4.30325245e-11,1.77303604e-11,-4.96239409e-06,-2.30548572e-09,4.05238130e-11,1.72497415e-11,1.54644642e-09,5.63710917e-10,3.474e-23,1.323e-23
10.3200,60.00000,-40.00000,0.027908,19.199863,0.001089,19.199883,0.0048207,0.0000088,0.0010680,-0.016860,-0.016714,-4.97002602e-06,5.89141366e-09,2.25431678e-10,2.22523188e-11,-4.92718265e-06,5.81184526e-09,2.22445923e-10,2.18279929e-11,1.54644642e-09,5.63726601e-10,5.294e-22,1.456e-22
10.3400,60.00000,-40.00000,0.027908,19.199863,0.001089,19.199882,0.0048207,0.0000088,0.0010680,-0.016463,-0.016346,-4.84714818e-06,1.13485459e-08,2.16934683e-11,1.88599115e-11,-4.81282166e-06,1.12534205e-08,2.03411042e-11,1.85344217e-11,1.54644642e-09,5.63819638e-10,8.470e-22,3.176e-22
10.3600,60.00000,-40.00000,0.027908,19.199861,0.001089,19.199881,0.0048207,0.0000088,0.0010680,-0.015781,-0.015695,-4.64650649e-06,1.08830615e-08,6.63806303e-11,1.45209557e-11,-4.62127816e-06,1.08123143e-08,6.51432195e-11,1.43041460e-11,1.54644642e-09,5.64064599e-10,5.929e-21,3.176e-22
10.3800,60.00000,-40.00000,0.027907,19.199860,0.001089,19.199879,0.0048207,0.0000088,0.0010680,-0.014828,-0.014774,-4.37143133e-06,4.77969818e-09,1.99386881e-10,1.88154377e-11,-4.35572433e-06,4.76306778e-09,1.98004385e-10,1.86627604e-11,1.54644642e-09,5.64528198e-10,1.271e-21,2.118e-22
10.4000,60.00000,-40.00000,0.027907,19.199857,0.001089,19.199877,0.0048207,0.0000088,0.0010680,-0.013632,-0.013612,-4.02641105e-06,-3.36525949e-09,-1.18222179e-11,1.79117194e-11,-4.02048371e-06,-3.32556948e-09,-1.15484311e-11,1.78493024e-11,1.54644642e-09,5.65260361e-10,1.694e-21,1.059e-22
10.4200,60.00000,-40.00000,0.027907,19.199855,0.001089,19.199875,0.0048207,0.0000088,0.0010680,-0.012226,-0.012240,-3.61703313e-06,-8.78699314e-09,9.35943657e-11,1.21355337e-11,-3.62097490e-06,-8.71731106e-09,9.36964029e-11,1.21932854e-11,1.54644642e-09,5.66291686e-10,5.082e-21,4.235e-22
10.4400,60.00000,-40.00000,0.027907,19.199852,0.001089,19.199872,0.0048207,0.0000088,0.0010680,-0.010644,-0.010691,-3.14993850e-06,-8.37969627e-09,1.54994268e-10,1.37893434e-11,-3.16366799e-06,-8.31898434e-09,1.55385894e-10,1.39289787e-11,1.54644642e-09,5.67636061e-10,2.965e-21,4.235e-22
10.4600,60.00000,-40.00000,0.027907,19.199849,0.001088,19.199868,0.0048207,0.0000088,0.0010680,-0.008912,-0.008991,-2.63272609e-06,-2.51131180e-09,-5.34136441e-11,1.28713094e-11,-2.65599203e-06,-2.48803125e-09,-5.14230203e-11,1.31007278e-11,1.54644642e-09,5.69289026e-10,3.388e-21,6.353e-22
10.4800,60.00000,-40.00000,0.027906,19.199845,0.001088,19.199865,0.0048207,0.0000088,0.0010679,-0.007044,-0.007154,-2.07382171e-06,5.22476551e-09,8.78908551e-11,5.12676519e-12,-2.10620708e-06,5.20928210e-09,8.94977009e-11,5.47755941e-12,1.54644642e-09,5.71223448e-10,1.694e-21,8.470e-22
10.5000,60.00000,-40.00000,0.027906,19.199841,0.001088,19.199861,0.0048207,0.0000088,0.0010679,-0.005057,-0.005195,-1.48233008e-06,1.01506947e-08,7.64000606e-11,4.21332612e-12,-1.52325948e-06,1.01226306e-08,7.86010066e-11,4.64223376e-12,1.54644642e-09,5.73392064e-10,5.082e-21,5.294e-22
10.5200,60.00000,-40.00000,0.027906,19.199837,0.001088,19.199857,0.0048207,0.0000088,0.0010679,-0.002972,-0.003138,-8.67845819e-07,9.28044398e-09,-9.55220589e-11,4.96419599e-12,-9.16596211e-07,9.27744628e-09,-9.21033872e-11,5.44970240e-12,1.54644642e-09,5.75735352e-10,1.694e-21,8.470e-22
10.5400,60.00000,-40.00000,0.027906,19.199833,0.001088,19.199853,0.0048207,0.0000088,0.0010679,-0.000824,-0.001013,-2.40278574e-07,3.07038552e-09,7.73359405e-11,-1.21576278e-12,-2.95992843e-07,3.11878040e-09,8.00679812e-11,-6.46590568e-13,1.54644642e-09,5.78184718e-10,3.388e-21,4.235e-22
10.5600,60.00000,-40.00000,0.027906,19.199829,0.001088,19.199849,0.0048207,0.0000088,0.0010679,0.001339,0.001130,3.90292974e-07,-4.88092515e-09,7.96148911e-12,-2.89250069e-12,3.28590582e-07,-4.78204969e-09,1.14287363e-11,-2.27030434e-12,1.54644642e-09,5.80662415e-10,6.776e-21,4.235e-22
10.5800,60.00000,-40.00000,0.027906,19.199825,0.001088,19.199845,0.0048207,0.0000088,0.0010678,0.003468,0.003242,1.01377160e-06,-9.97329187e-09,-1.11424323e-10,-1.03097639e-12,9.47158328e-07,-9.85184540e-09,-1.07208022e-10,-3.84633053e-13,1.54644642e-09,5.83087348e-10,5.082e-21,1.271e-21
10.6000,60.00000,-40.00000,0.027905,19.199821,0.001088,19.199841,0.0048207,0.0000088,0.0010678,0.005522,0.005283,1.62016933e-06,-9.32812820e-09,6.15356263e-11,-6.58239870e-12,1.54980560e-06,-9.22280321e-09,6.49595642e-11,-5.88249162e-12,1.54644642e-09,5.85384396e-10,2.541e-21,8.470e-22
10.6200,60.00000,-40.00000,0.027905,19.199818,0.001088,19.199837,0.0048206,0.0000088,0.0010678,0.007465,0.007218,2.19974208e-06,-3.47563098e-09,-6.72186827e-11,-1.08591174e-11,2.12685210e-06,-3.41344273e-09,-6.29119665e-11,-1.01208987e-11,1.54644642e-09,5.87488089e-10,1.016e-20,5.294e-22
10.6400,60.00000,-40.00000,0.027905,19.199814,0.001088,19.199834,0.0048206,0.0000088,0.0010678,0.009281,0.009030,2.74316246e-06,3.99311225e-09,-1.32115680e-10,-9.72693953e-12,2.66901327e-06,4.01210100e-09,-1.27556066e-10,-8.99255647e-12,1.54644642e-09,5.89342660e-10,3.388e-21,1.271e-21
10.6600,60.00000,-40.00000,0.027905,19.199811,0.001088,19.199831,0.0048206,0.0000088,0.0010678,0.010955,0.010704,3.24168563e-06,8.56716291e-09,2.34101092e-11,-1.36876891e-11,3.16756508e-06,8.56903953e-09,2.70966476e-11,-1.29460166e-11,1.54644642e-09,5.90906726e-10,3.388e-21,1.271e-21
10.6800,60.00000,-40.00000,0.027905,19.199808,0.001088,19.199828,0.0048206,0.0000088,0.0010677,0.012468,0.012222,3.68731616e-06,7.48509558e-09,-1.35669787e-10,-1.79311430e-11,3.61451010e-06,7.50580059e-09,-1.31201853e-10,-1.71925723e-11,1.54644642e-09,5.92160232e-10,6.776e-21,4.235e-22
10.7000,60.00000,-40.00000,0.027905,19.199806,0.001088,19.199825,0.0048206,0.0000088,0.0010677,0.013796,0.013558,4.07296502e-06,1.35803214e-09,-1.28687402e-10,-1.54975387e-11,4.00273419e-06,1.42130910e-09,-1.24592790e-10,-1.48090689e-11,1.54644642e-09,5.93104718e-10,5.082e-21,4.235e-22
10.7200,60.00000,-40.00000,0.027906,19.199804,0.001088,19.199823,0.0048206,0.0000088,0.0010677,0.014905,0.014679,4.39254777e-06,-6.22182187e-09,1.67811038e-12,-1.60948375e-11,4.32610561e-06,-6.11900905e-09,4.86660040e-12,-1.54522685e-11,1.54644642e-09,5.93758917e-10,2.541e-21,4.235e-22
10.7400,60.00000,-40.00000,0.027906,19.199802,0.001088,19.199822,0.0048206,0.0000088,0.0010677,0.015762,0.015553,4.64105806e-06,-1.08231618e-08,-1.69093005e-10,-1.98300476e-11,4.57954979e-06,-1.07092092e-08,-1.65261850e-10,-1.92229451e-11,1.54644642e-09,5.94158488e-10,1.117e-23,1.588e-22
10.7600,60.00000,-40.00000,0.027906,19.199801,0.001088,19.199821,0.0048206,0.0000088,0.0010677,0.016347,0.016158,4.81462618e-06,-9.79201860e-09,-1.05527146e-10,-1.82235374e-11,4.75910951e-06,-9.70424213e-09,-1.02498573e-10,-1.76855301e-11,1.54644642e-09,5.94357645e-10,4.235e-22,3.176e-22
10.7800,60.00000,-40.00000,0.027906,19.199800,0.001088,19.199820,0.0048206,0.0000088,0.0010677,0.016652,0.016487,4.91055098e-06,-3.80928400e-09,-2.57703764e-11,-1.77813425e-11,4.86197867e-06,-3.77222929e-09,-2.34647048e-11,-1.73156618e-11,1.54644642e-09,5.94424452e-10,2.118e-22,1.059e-22
10.8000,60.00000,-40.00000,0.027906,19.199800,0.001088,19.199820,0.0048206,0.0000088,0.0010677,0.016683,0.016545,4.92735134e-06,3.54031283e-09,-1.95742063e-10,-2.16738214e-11,4.88655529e-06,3.52884572e-09,-1.92956726e-10,-2.12644576e-11,1.54644642e-09,5.94432632e-10,1.588e-22,3.970e-23
10.8200,60.00000,-40.00000,0.027906,19.199800,0.001088,19.199820,0.0048206,0.0000088,0.0010677,0.016457,0.016348,4.86481810e-06,7.90987198e-09,-8.41259344e-11,-2.06853453e-11,4.83249495e-06,7.87688236e-09,-8.25080884e-11,-2.03634841e-11,1.54644642e-09,5.94458174e-10,8.470e-22,2.118e-22
10.8400,60.00000,-40.00000,0.027907,19.199801,0.001088,19.199821,0.0048206,0.0000088,0.0010677,0.015984,0.015905,4.72403324e-06,6.75591317e-09,-4.99873410e-11,-1.76594458e-11,4.70073206e-06,6.73668715e-09,-4.89533982e-11,-1.74437847e-11,1.54644642e-09,5.94578281e-10,3.388e-21,2.118e-22
10.8600,60.00000,-40.00000,0.027907,19.199803,0.001088,19.199822,0.0048206,0.0000088,0.0010677,0.015269,0.015222,4.50737509e-06,8.28928511e-10,-1.87190729e-10,-1.89329880e-11,4.49348736e-06,8.45783935e-10,-1.85987415e-10,-1.88037211e-11,1.54644642e-09,5.94865032e-10,1.694e-21,6.353e-22
10.8800,60.00000,-40.00000,0.027907,19.199804,0.001089,19.199824,0.0048206,0.0000088,0.0010677,0.014315,0.014301,4.21847498e-06,-6.29496482e-09,-3.53578919e-11,-1.73063453e-11,4.21422754e-06,-6.24600024e-09,-3.55563988e-11,-1.72759131e-11,1.54644642e-09,5.95376906e-10,1.694e-21,1.059e-22
10.9000,60.00000,-40.00000,0.027907,19.199807,0.001089,19.199827,0.0048206,0.0000088,0.0010677,0.013121,0.013140,3.86212329e-06,-1.03525302e-08,-4.95916879e-11,-1.26683215e-11,3.86757483e-06,-1.02992306e-08,-5.01047557e-11,-1.27510431e-11,1.54644642e-09,5.96156442e-10,8.470e-22,2.118e-22
10.9200,60.00000,-40.00000,0.027907,19.199809,0.001089,19.199829,0.0048206,0.0000088,0.0010678,0.011700,0.011751,3.44417210e-06,-8.91080281e-09,-1.50912108e-10,-1.29588030e-11,3.45921288e-06,-8.88812875e-09,-1.51430160e-10,-1.31248700e-11,1.54644642e-09,5.97231313e-10,1.186e-20,1.059e-21
10.9400,60.00000,-40.00000,0.027908,19.199812,0.001089,19.199832,0.0048206,0.0000088,0.0010678,0.010078,0.010161,2.97142198e-06,-2.79034596e-09,9.17967099e-12,-1.29023203e-11,2.99577663e-06,-2.81960578e-09,7.32662784e-12,-1.31466745e-11,1.54644642e-09,5.98611326e-10,6.776e-21,1.059e-21
10.9600,60.00000,-40.00000,0.027908,19.199816,0.001089,19.199836,0.0048206,0.0000088,0.0010678,0.008292,0.008404,2.45150975e-06,4.43975044e-09,-5.58737313e-11,-8.62852106e-12,2.48474274e-06,4.36359043e-09,-5.77004431e-11,-8.97010575e-12,1.54644642e-09,6.00284348e-10,5.082e-21,8.470e-22
10.9800,60.00000,-40.00000,0.027908,19.199819,0.001089,19.199839,0.0048206,0.0000088,0.0010678,0.006384,0.006525,1.89281857e-06,8.59388040e-09,-1.10035645e-10,-7.55767093e-12,1.93434185e-06,8.49920619e-09,-1.12069468e-10,-7.97631832e-12,1.54644642e-09,6.02218447e-10,6.776e-21,2.118e-22
11.0000,60.00000,-40.00000,0.027908,19.199823,0.001089,19.199843,0.0048207,0.0000088,0.0010678,0.004395,0.004562,1.30436497e-06,7.34103610e-09,5.00547001e-11,-7.14570907e-12,1.35344782e-06,7.26288180e-09,4.68045303e-11,-7.63000932e-12,1.54644642e-09,6.04367347e-10,2.541e-21,7.412e-22
11.0200,60.00000,-40.00000,0.027908,19.199827,0.001089,19.199847,0.0048207,0.0000088,0.0010679,0.002352,0.002541,6.95663851e-07,1.56210114e-09,-4.32262563e-11,-1.79287172e-12,7.51445182e-07,1.52172161e-09,-4.62159633e-11,-2.36046732e-12,1.54644642e-09,6.06671837e-10,3.388e-21,8.470e-22
11.0400,60.00000,-40.00000,0.027909,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000277,0.000485,7.65783274e-08,-5.19197519e-09,-4.05054546e-11,1.52400936e-12,1.38081320e-07,-5.19917782e-09,-4.38741013e-11,8.93604241e-13,1.54644642e-09,6.09060121e-10,3.388e-21,6.353e-22
11.0600,60.00000,-40.00000,0.027909,19.199835,0.001089,19.199855,0.0048207,0.0000088,0.0010679,-0.001809,-0.001585,-5.42870658e-07,-8.82238090e-09,9.89345080e-11,1.89682594e-12,-4.76721296e-07,-8.82341898e-09,9.46848425e-11,1.23341253e-12,1.54644642e-09,6.11454162e-10,3.388e-21,4.235e-22
11.0800,60.00000,-40.00000,0.027909,19.199839,0.001089,19.199859,0.0048207,0.0000088,0.0010679,-0.003882,-0.003646,-1.15269382e-06,-7.10789006e-09,-2.08598226e-11,5.80420090e-12,-1.08305249e-06,-7.13544948e-09,-2.45200003e-11,5.10294235e-12,1.54644642e-09,6.13778228e-10,3.309e-24,5.294e-22
11.1000,60.00000,-40.00000,0.027909,19.199843,0.001089,19.199862,0.0048207,0.0000088,0.0010679,-0.005903,-0.005659,-1.74310051e-06,-9.98386939e-10,2.24937937e-11,8.70807550e-12,-1.67118005e-06,-1.07085182e-09,1.84602591e-11,7.98486936e-12,1.54644642e-09,6.15962209e-10,2.541e-21,5.294e-22
11.1200,60.00000,-40.00000,0.027909,19.199846,0.001089,19.199866,0.0048207,0.0000088,0.0010680,-0.007829,-0.007581,-2.30465827e-06,5.96458203e-09,1.20013703e-10,7.95776694e-12,-2.23170839e-06,5.85453639e-09,1.15559546e-10,7.24289341e-12,1.54644642e-09,6.17942839e-10,1.694e-21,1.271e-21
11.1400,60.00000,-40.00000,0.027909,19.199850,0.001089,19.199869,0.0048207,0.0000088,0.0010680,-0.009617,-0.009370,-2.82841793e-06,9.75800236e-09,-8.93041805e-12,1.04194136e-11,-2.75570366e-06,9.63948879e-09,-1.26001212e-11,9.70661537e-12,1.54644642e-09,6.19669138e-10,5.082e-21,7.412e-22
11.1600,60.00000,-40.00000,0.027909,19.199853,0.001089,19.199872,0.0048207,0.0000088,0.0010680,-0.011230,-0.010988,-3.30602448e-06,8.25699860e-09,7.73695889e-11,1.41417436e-11,-3.23480481e-06,8.16410106e-09,7.32750341e-11,1.34328032e-11,1.54644642e-09,6.21108635e-10,1.694e-21,6.353e-22
11.1800,60.00000,-40.00000,0.027909,19.199855,0.001089,19.199875,0.0048207,0.0000088,0.0010680,-0.012646,-0.012414,-3.72984611e-06,2.46761583e-09,1.35995571e-10,1.44061835e-11,-3.66135275e-06,2.41979724e-09,1.31875088e-10,1.37297363e-11,1.54644642e-09,6.22247790e-10,8.470e-21,2.118e-22
11.2000,60.00000,-40.00000,0.027909,19.199858,0.001089,19.199878,0.0048207,0.0000088,0.0010680,-0.013855,-0.013636,-4.09309784e-06,-4.09014446e-09,1.87506847e-11,1.62307597e-11,-4.02851423e-06,-4.09885436e-09,1.54971103e-11,1.55918355e-11,1.54644642e-09,6.23089787e-10,6.776e-21,6.353e-22
11.2200,60.00000,-40.00000,0.027909,19.199860,0.001089,19.199880,0.0048207,0.0000088,0.0010680,-0.014849,-0.014647,-4.38997011e-06,-7.47918356e-09,1.32296970e-10,1.96302504e-11,-4.33041094e-06,-7.47587237e-09,1.28693705e-10,1.90315681e-11,1.54644642e-09,6.23656086e-10,8.470e-22,6.353e-22
11.2400,60.00000,-40.00000,0.027908,19.199861,0.001089,19.199881,0.0048207,0.0000088,0.0010680,-0.015620,-0.015439,-4.61575573e-06,-5.67754817e-09,1.37316552e-10,1.90788961e-11,-4.56224704e-06,-5.69362383e-09,1.34180471e-10,1.85506794e-11,1.54644642e-09,6.23988139e-10,2.541e-21,4.235e-22
11.2600,60.00000,-40.00000,0.027908,19.199862,0.001089,19.199882,0.0048207,0.0000088,0.0010680,-0.016153,-0.015995,-4.76693003e-06,2.46415734e-10,3.22495154e-11,1.81593966e-11,-4.72039103e-06,1.94367537e-10,3.00570010e-11,1.77128782e-11,1.54644642e-09,6.24142926e-10,8.470e-22,1.059e-22
11.2800,60.00000,-40.00000,0.027908,19.199863,0.001089,19.199882,0.0048207,0.0000088,0.0010680,-0.016426,-0.016295,-4.84119862e-06,6.78836866e-09,1.52137655e-10,1.96862406e-11,-4.80242556e-06,6.70874046e-09,1.49725053e-10,1.93130321e-11,1.54644642e-09,6.24186221e-10,2.118e-22,6.617e-23
11.3000,60.00000,-40.00000,0.027908,19.199863,0.001089,19.199882,0.0048207,0.0000088,0.0010680,-0.016425,-0.016322,-4.83751624e-06,1.00913896e-08,1.09015267e-10,1.88780352e-11,-4.80716892e-06,1.00127868e-08,1.07407859e-10,1.85915448e-11,1.54644642e-09,6.24190007e-10,3.176e-22,3.970e-23
11.3200,60.00000,-40.00000,0.027908,19.199862,0.001089,19.199882,0.0048207,0.0000088,0.0010680,-0.016143,-0.016071,-4.75606797e-06,8.22913200e-09,3.68854244e-11,1.72158548e-11,-4.73465910e-06,8.18356018e-09,3.60667733e-11,1.70235705e-11,1.54644642e-09,6.24230706e-10,1.059e-22,1.059e-22
11.3400,60.00000,-40.00000,0.027907,19.199861,0.001089,19.199881,0.0048207,0.0000088,0.0010680,-0.015588,-0.015547,-4.59825496e-06,2.32599894e-09,1.60175913e-10,1.85620344e-11,-4.58614207e-06,2.33011408e-09,1.59183104e-10,1.84499479e-11,1.54644642e-09,6.24382614e-10,3.388e-21,3.176e-22
11.3600,60.00000,-40.00000,0.027907,19.199860,0.001089,19.199880,0.0048207,0.0000088,0.0010680,-0.014782,-0.014773,-4.36668275e-06,-4.13265760e-09,8.22597503e-11,1.84816953e-11,-4.36406247e-06,-4.08711304e-09,8.22693738e-11,1.84573206e-11,1.54644642e-09,6.24710450e-10,4.235e-21,2.118e-22
11.3800,60.00000,-40.00000,0.027907,19.199858,0.001089,19.199878,0.0048207,0.0000088,0.0010680,-0.013749,-0.013773,-4.06513264e-06,-7.37137354e-09,4.56541074e-11,1.58349782e-11,-4.07203743e-06,-7.31240829e-09,4.62726100e-11,1.59137582e-11,1.54644642e-09,6.25267033e-10,2.541e-21,6.353e-22
11.4000,60.00000,-40.00000,0.027907,19.199855,0.001088,19.199875,0.0048207,0.0000088,0.0010680,-0.012513,-0.012568,-3.69852950e-06,-5.55698094e-09,1.48039816e-10,1.50861786e-11,-3.71482674e-06,-5.51558348e-09,1.48642707e-10,1.52576221e-11,1.54644642e-09,6.26092538e-10,6.776e-21,6.353e-22
11.4200,60.00000,-40.00000,0.027907,19.199853,0.001088,19.199873,0.0048207,0.0000088,0.0010680,-0.011090,-0.011176,-3.27287492e-06,1.34669835e-10,3.51661956e-11,1.37683479e-11,-3.29826885e-06,1.42855243e-10,3.69122225e-11,1.40296296e-11,1.54644642e-09,6.27210023e-10,2.118e-21,3.176e-22
11.4400,60.00000,-40.00000,0.027906,19.199850,0.001088,19.199869,0.0048207,0.0000088,0.0010680,-0.009492,-0.009607,-2.79513361e-06,6.24132372e-09,3.04009901e-11,9.65784204e-12,-2.82917047e-06,6.22496860e-09,3.25111941e-11,1.00170030e-11,1.54644642e-09,6.28621365e-10,3.388e-21,1.271e-21
11.4600,60.00000,-40.00000,0.027906,19.199846,0.001088,19.199866,0.0048207,0.0000088,0.0010680,-0.007733,-0.007875,-2.27310365e-06,9.07340667e-09,1.05056282e-10,7.57816514e-12,-2.31517990e-06,9.05993972e-09,1.07209806e-10,8.01624651e-12,1.54644642e-09,6.30309053e-10,3.388e-21,4.235e-22
11.4800,60.00000,-40.00000,0.027906,19.199843,0.001088,19.199863,0.0048207,0.0000088,0.0010679,-0.005835,-0.006003,-1.71526473e-06,6.89491521e-09,-1.78273387e-11,6.86681524e-12,-1.76463827e-06,6.91380921e-09,-1.46617157e-11,7.36543821e-12,1.54644642e-09,6.32240061e-10,8.470e-21,3.176e-22
11.5000,60.00000,-40.00000,0.027906,19.199839,0.001088,19.199859,0.0048207,0.0000088,0.0010679,-0.003834,-0.004023,-1.13062373e-06,9.37043657e-10,1.86138950e-11,3.73883126e-12,-1.18642760e-06,1.00193474e-09,2.17653030e-11,4.30140845e-12,1.54644642e-09,6.34366302e-10,5.082e-21,2.118e-22
11.5200,60.00000,-40.00000,0.027906,19.199835,0.001088,19.199855,0.0048207,0.0000088,0.0010679,-0.001773,-0.001981,-5.28585028e-07,-5.35422107e-09,6.42446502e-11,1.56498622e-12,-5.89842828e-07,-5.25391227e-09,6.74571045e-11,2.17892060e-12,1.54644642e-09,6.36625220e-10,5.082e-21,4.235e-22
11.5400,60.00000,-40.00000,0.027906,19.199831,0.001088,19.199851,0.0048207,0.0000088,0.0010679,0.000303,0.000080,8.11814601e-08,-8.36609769e-09,-5.74498072e-11,8.72011632e-13,1.55386700e-08,-8.25919774e-09,-5.34148760e-11,1.51994768e-12,1.54644642e-09,6.38945571e-10,5.082e-21,1.271e-21
11.5600,60.00000,-40.00000,0.027906,19.199827,0.001088,19.199847,0.0048207,0.0000088,0.0010679,0.002356,0.002122,6.88875908e-07,-6.44893967e-09,3.75338128e-12,-2.57121354e-12,6.19991450e-07,-6.36584299e-09,7.50865713e-12,-1.88506674e-12,1.54644642e-09,6.41254273e-10,5.082e-21,1.059e-22
11.5800,60.00000,-40.00000,0.027905,19.199824,0.001088,19.199843,0.0048207,0.0000088,0.0010678,0.004356,0.004116,1.28470841e-06,-8.76370004e-10,6.88810343e-12,-6.25224442e-12,1.21378068e-06,-8.31569784e-10,1.07749617e-11,-5.53733496e-12,1.54644642e-09,6.43479091e-10,6.776e-21,4.235e-22
