t_s,q2_deg,q3_deg,base_euler_x_deg,base_euler_y_deg,base_euler_z_deg,base_dev_angle_deg,base_pos_x_m,base_pos_y_m,base_pos_z_m,tip_L_mm,tip_R_mm,eta_L1,eta_L2,eta_R1,eta_R2,W_joint_J,E_damp_J,abs_dP,abs_dL
3.9200,28.87530,-19.25020,0.010239,7.901339,-0.002053,7.901346,-0.0018907,0.0000042,0.0007219,-0.035730,-0.035281,-1.06890738e-05,-1.44313135e-07,-1.05553565e-05,-1.43045594e-07,5.94291118e-03,1.38570907e-10,2.336e-17,6.180e-18
3.9400,29.15638,-19.43758,0.010373,7.994210,-0.002054,7.994217,-0.0018759,0.0000042,0.0007231,-0.033697,-0.033270,-1.00868108e-05,-1.41905724e-07,-9.95941753e-06,-1.40678546e-07,5.95816364e-03,1.40826866e-10,1.713e-17,4.158e-17
3.9600,29.43754,-19.62502,0.010508,8.087349,-0.002054,8.087356,-0.0018603,0.0000043,0.0007242,-0.031661,-0.031253,-9.48114959e-06,-1.37336972e-07,-9.35982545e-06,-1.36159678e-07,5.97251978e-03,1.43110009e-10,2.364e-17,2.281e-17
3.9800,29.71875,-19.81250,0.010643,8.180746,-0.002054,8.180753,-0.0018438,0.0000043,0.0007253,-0.029637,-0.029250,-8.87820631e-06,-1.31507451e-07,-8.76267229e-06,-1.30382691e-07,5.98597246e-03,1.45374177e-10,9.433e-18,3.811e-17
4.0000,30.00000,-20.00000,0.010779,8.274390,-0.002054,8.274397,-0.0018267,0.0000043,0.0007264,-0.027642,-0.027273,-8.28399451e-06,-1.26023275e-07,-8.17395373e-06,-1.24945846e-07,5.99851473e-03,1.47573974e-10,9.433e-18,5.421e-18
4.0200,30.28125,-20.18750,0.010916,8.368269,-0.002053,8.368276,-0.0018087,0.0000044,0.0007274,-0.025691,-0.025339,-7.70431739e-06,-1.22241301e-07,-7.59946155e-06,-1.21201837e-07,6.01013983e-03,1.49667638e-10,9.541e-18,1.611e-17
4.0400,30.56246,-20.37498,0.011053,8.462372,-0.002051,8.462379,-0.0017900,0.0000044,0.0007284,-0.023801,-0.023465,-7.14466512e-06,-1.20469074e-07,-7.04468132e-06,-1.19460171e-07,6.02084116e-03,1.51619335e-10,1.735e-17,3.619e-18
4.0600,30.84362,-20.56242,0.011191,8.556687,-0.002049,8.556695,-0.0017704,0.0000045,0.0007294,-0.021992,-0.021672,-6.61012472e-06,-1.19790497e-07,-6.51470220e-06,-1.18811617e-07,6.03061219e-03,1.53400170e-10,5.638e-18,5.773e-18
4.0800,31.12470,-20.74980,0.011329,8.651203,-0.002046,8.651211,-0.0017501,0.0000045,0.0007303,-0.020285,-0.019980,-6.10530471e-06,-1.18615158e-07,-6.01414138e-06,-1.17673403e-07,6.03944635e-03,1.54988853e-10,2.602e-17,3.524e-18
4.1000,31.40566,-20.93711,0.011468,8.745908,-0.002043,8.745916,-0.0017291,0.0000046,0.0007312,-0.018699,-0.018407,-5.63427218e-06,-1.15621492e-07,-5.54708081e-06,-1.14727822e-07,6.04733706e-03,1.56372512e-10,2.689e-17,7.562e-18
4.1200,31.68649,-21.12433,0.011607,8.840790,-0.002040,8.840798,-0.0017072,0.0000046,0.0007321,-0.017247,-0.016967,-5.20049671e-06,-1.10533904e-07,-5.11701066e-06,-1.09697073e-07,6.05427774e-03,1.57546749e-10,4.402e-17,1.985e-17
4.1400,31.96714,-21.31143,0.011747,8.935838,-0.002036,8.935846,-0.0016846,0.0000047,0.0007330,-0.015934,-0.015666,-4.80679687e-06,-1.04276410e-07,-4.72677550e-06,-1.03498237e-07,6.06026197e-03,1.58514719e-10,2.711e-17,9.582e-18
4.1600,32.24760,-21.49840,0.011887,9.031039,-0.002031,9.031048,-0.0016612,0.0000047,0.0007338,-0.014763,-0.014505,-4.45528915e-06,-9.84172547e-08,-4.37852293e-06,-9.76920182e-08,6.06528351e-03,1.59286365e-10,2.819e-17,1.614e-17
4.1800,32.52783,-21.68522,0.012028,9.126382,-0.002026,9.126390,-0.0016370,0.0000047,0.0007346,-0.013734,-0.013486,-4.14734403e-06,-9.42377353e-08,-4.07365912e-06,-9.35560222e-08,6.06933635e-03,1.59878094e-10,1.193e-17,2.704e-17
4.2000,32.80782,-21.87188,0.012169,9.221854,-0.002020,9.221863,-0.0016120,0.0000048,0.0007355,-0.012847,-0.012610,-3.88355621e-06,-9.19779587e-08,-3.81281851e-06,-9.13326366e-08,6.07241467e-03,1.60311761e-10,7.351e-17,1.834e-17
4.2200,33.08752,-22.05834,0.012310,9.317443,-0.002014,9.317452,-0.0015863,0.0000048,0.0007363,-0.012107,-0.011879,-3.66373449e-06,-9.07032163e-08,-3.59585290e-06,-9.00939690e-08,6.07451271e-03,1.60612574e-10,2.255e-17,1.596e-17
4.2400,33.36691,-22.24461,0.012452,9.413138,-0.002008,9.413146,-0.0015598,0.0000049,0.0007370,-0.011514,-0.011295,-3.48691224e-06,-8.88649759e-08,-3.42184092e-06,-8.82987165e-08,6.07562476e-03,1.60807038e-10,3.231e-17,2.914e-18
4.2600,33.64596,-22.43064,0.012594,9.508925,-0.002000,9.508934,-0.0015325,0.0000049,0.0007378,-0.011067,-0.010858,-3.35137463e-06,-8.52198999e-08,-3.28911425e-06,-8.47068506e-08,6.07574509e-03,1.60921494e-10,3.600e-17,8.714e-18
4.2800,33.92466,-22.61644,0.012737,9.604792,-0.001993,9.604801,-0.0015045,0.0000050,0.0007386,-0.010759,-0.010559,-3.25469544e-06,-7.95616197e-08,-3.19529356e-06,-7.91094171e-08,6.07486805e-03,1.60980516e-10,9.975e-18,1.194e-17
4.3000,34.20296,-22.80197,0.012880,9.700728,-0.001985,9.700737,-0.0014757,0.0000050,0.0007394,-0.010575,-0.010385,-3.19377845e-06,-7.28348446e-08,-3.13732903e-06,-7.24441865e-08,6.07298819e-03,1.61005108e-10,3.188e-17,1.498e-17
4.3200,34.48084,-22.98722,0.013023,9.796719,-0.001976,9.796728,-0.0014462,0.0000051,0.0007401,-0.010498,-0.010319,-3.16490175e-06,-6.65691817e-08,-3.11154397e-06,-6.62335870e-08,6.07010030e-03,1.61011829e-10,4.120e-17,5.096e-18
4.3400,34.75827,-23.17218,0.013167,9.892753,-0.001967,9.892763,-0.0014159,0.0000051,0.0007409,-0.010510,-0.010341,-3.16376820e-06,-6.19724730e-08,-3.11368463e-06,-6.16822645e-08,6.06619944e-03,1.61013025e-10,5.508e-17,1.667e-18
4.3600,35.03523,-23.35682,0.013310,9.988818,-0.001957,9.988828,-0.0013849,0.0000051,0.0007416,-0.010593,-0.010436,-3.18556743e-06,-5.92212986e-08,-3.13898139e-06,-5.89694115e-08,6.06128092e-03,1.61017052e-10,2.494e-17,7.264e-18
4.3800,35.31169,-23.54112,0.013454,10.084901,-0.001947,10.084911,-0.0013532,0.0000052,0.0007424,-0.010733,-0.010589,-3.22505307e-06,-5.73657883e-08,-3.18222526e-06,-5.71519439e-08,6.05534020e-03,1.61028079e-10,2.711e-17,1.171e-17
4.4000,35.58761,-23.72508,0.013599,10.180990,-0.001937,10.180999,-0.0013207,0.0000052,0.0007431,-0.010917,-0.010786,-3.27663454e-06,-5.49002613e-08,-3.23785875e-06,-5.47310424e-08,6.04837282e-03,1.61046453e-10,1.561e-17,2.885e-17
4.4200,35.86298,-23.90866,0.013743,10.277071,-0.001926,10.277081,-0.0012875,0.0000053,0.0007439,-0.011127,-0.011011,-3.33447803e-06,-5.06574312e-08,-3.30007610e-06,-5.05422509e-08,6.04037441e-03,1.61069850e-10,2.624e-17,2.483e-17
4.4400,36.13777,-24.09185,0.013888,10.373133,-0.001914,10.373143,-0.0012536,0.0000053,0.0007447,-0.011345,-0.011244,-3.39260882e-06,-4.44958244e-08,-3.36292502e-06,-4.44412175e-08,6.03134079e-03,1.61094373e-10,2.060e-17,4.170e-17
4.4600,36.41194,-24.27463,0.014032,10.469162,-0.001902,10.469172,-0.0012189,0.0000054,0.0007455,-0.011546,-0.011463,-3.44500882e-06,-3.73764729e-08,-3.42040386e-06,-3.73821142e-08,6.02126801e-03,1.61115400e-10,3.946e-17,2.574e-17
4.4800,36.68548,-24.45699,0.014177,10.565147,-0.001889,10.565157,-0.0011836,0.0000054,0.0007462,-0.011707,-0.011642,-3.48570733e-06,-3.07881594e-08,-3.46655215e-06,-3.08469630e-08,6.01015251e-03,1.61129108e-10,2.819e-17,4.276e-17
4.5000,36.95835,-24.63890,0.014322,10.661073,-0.001876,10.661083,-0.0011475,0.0000054,0.0007470,-0.011802,-0.011756,-3.50886740e-06,-2.58658601e-08,-3.49553699e-06,-2.59680706e-08,5.99799109e-03,1.61134605e-10,3.404e-17,1.163e-17
4.5200,37.23053,-24.82035,0.014467,10.756930,-0.001863,10.756940,-0.0011108,0.0000055,0.0007479,-0.011812,-0.011788,-3.50887255e-06,-2.27248557e-08,-3.50173962e-06,-2.28636752e-08,5.98478090e-03,1.61135463e-10,6.267e-17,3.431e-17
4.5400,37.50199,-25.00133,0.014612,10.852703,-0.001849,10.852713,-0.0010734,0.0000055,0.0007487,-0.011724,-0.011721,-3.48041675e-06,-2.04020720e-08,-3.47984539e-06,-2.05774730e-08,5.97051935e-03,1.61140221e-10,7.806e-18,4.176e-17
4.5600,37.77271,-25.18180,0.014757,10.948381,-0.001834,10.948391,-0.0010353,0.0000056,0.0007495,-0.011525,-0.011545,-3.41859662e-06,-1.74342141e-08,-3.42493592e-06,-1.76526944e-08,5.95520405e-03,1.61162712e-10,2.168e-17,2.061e-17
4.5800,38.04265,-25.36177,0.014903,11.043951,-0.001819,11.043961,-0.0009966,0.0000056,0.0007504,-0.011203,-0.011248,-3.31900039e-06,-1.27265434e-08,-3.33257810e-06,-1.29970050e-08,5.93883283e-03,1.61222384e-10,5.421e-18,5.208e-17
4.6000,38.31179,-25.54119,0.015048,11.139399,-0.001804,11.139410,-0.0009572,0.0000057,0.0007512,-0.010747,-0.010817,-3.17778625e-06,-6.19726765e-09,-3.19890280e-06,-6.52549998e-09,5.92140383e-03,1.61343842e-10,3.665e-17,4.136e-17
4.6200,38.58011,-25.72007,0.015193,11.234715,-0.001788,11.234725,-0.0009171,0.0000057,0.0007521,-0.010141,-0.010238,-2.99174464e-06,1.18117146e-09,-3.02066763e-06,7.96113357e-10,5.90291560e-03,1.61555662e-10,2.103e-17,1.843e-17
4.6400,38.84758,-25.89839,0.015338,11.329884,-0.001772,11.329895,-0.0008764,0.0000057,0.0007531,-0.009373,-0.009497,-2.75834314e-06,7.96346976e-09,-2.79530257e-06,7.52885540e-09,5.88336718e-03,1.61889457e-10,1.258e-17,4.356e-17
4.6600,39.11417,-26.07611,0.015483,11.424894,-0.001755,11.424905,-0.0008351,0.0000058,0.0007540,-0.008433,-0.008585,-2.47575748e-06,1.30872746e-08,-2.52094164e-06,1.26125296e-08,5.86275813e-03,1.62379242e-10,1.540e-17,5.605e-17
4.6800,39.37986,-26.25324,0.015628,11.519734,-0.001738,11.519745,-0.0007932,0.0000058,0.0007549,-0.007317,-0.007497,-2.14289380e-06,1.64965428e-08,-2.19644602e-06,1.59878231e-08,5.84108850e-03,1.63060062e-10,2.559e-17,1.149e-17
4.7000,39.64462,-26.42975,0.015773,11.614390,-0.001721,11.614401,-0.0007507,0.0000059,0.0007559,-0.006027,-0.006235,-1.75940592e-06,1.91658454e-08,-1.82142194e-06,1.86225847e-08,5.81835871e-03,1.63965715e-10,3.903e-17,1.668e-17
4.7200,39.90843,-26.60562,0.015918,11.708850,-0.001703,11.708861,-0.0007075,0.0000059,0.0007569,-0.004568,-0.004805,-1.32570770e-06,2.25165341e-08,-1.39623369e-06,2.19319935e-08,5.79456959e-03,1.65126558e-10,1.193e-17,7.223e-18
4.7400,40.17125,-26.78083,0.016062,11.803101,-0.001684,11.803113,-0.0006638,0.0000060,0.0007580,-0.002950,-0.003215,-8.42976070e-07,2.75737811e-08,-9.22007329e-07,2.69392443e-08,5.76972231e-03,1.66567678e-10,1.713e-17,9.121e-18
4.7600,40.43307,-26.95538,0.016207,11.897132,-0.001665,11.897144,-0.0006195,0.0000060,0.0007591,-0.001177,-0.001472,-3.13138984e-07,3.43642897e-08,-4.00619520e-07,3.36743797e-08,5.74381852e-03,1.68306903e-10,2.841e-17,2.610e-17
4.7800,40.69386,-27.12924,0.016351,11.990930,-0.001646,11.990941,-0.0005747,0.0000060,0.0007602,0.000743,0.000421,2.61155298e-07,4.19081512e-08,1.65332317e-07,4.11641075e-08,5.71686041e-03,1.70352910e-10,3.057e-17,1.296e-17
4.8000,40.95360,-27.30240,0.016495,12.084482,-0.001626,12.084494,-0.0005293,0.0000061,0.0007613,0.002805,0.002455,8.76587243e-07,4.88049487e-08,7.72578005e-07,4.80139332e-08,5.68885085e-03,1.72704419e-10,2.407e-17,3.421e-17
4.8200,41.21226,-27.47484,0.016639,12.177777,-0.001606,12.177789,-0.0004834,0.0000061,0.0007625,0.004998,0.004622,1.52922848e-06,5.40635846e-08,1.41723610e-06,5.32344638e-08,5.65979334e-03,1.75350425e-10,1.735e-17,2.479e-17
4.8400,41.46981,-27.64654,0.016783,12.270803,-0.001586,12.270814,-0.0004370,0.0000062,0.0007637,0.007309,0.006906,2.21461107e-06,5.76839626e-08,2.09488236e-06,5.68220975e-08,5.62969204e-03,1.78270418e-10,2.841e-17,1.235e-17
4.8600,41.72623,-27.81749,0.016926,12.363546,-0.001565,12.363558,-0.0003900,0.0000062,0.0007649,0.009715,0.009287,2.92779862e-06,6.06491745e-08,2.80062017e-06,5.97533218e-08,5.59855161e-03,1.81434390e-10,2.537e-17,4.676e-18
4.8800,41.98150,-27.98767,0.017069,12.455996,-0.001544,12.456008,-0.0003426,0.0000062,0.0007662,0.012195,0.011743,3.66345801e-06,6.43376828e-08,3.52915184e-06,6.34008298e-08,5.56637724e-03,1.84803459e-10,1.865e-17,2.808e-17
4.9000,42.23559,-28.15706,0.017212,12.548141,-0.001523,12.548153,-0.0002946,0.0000063,0.0007675,0.014727,0.014252,4.41593506e-06,6.97067358e-08,4.27485371e-06,6.87203446e-08,5.53317464e-03,1.88331205e-10,2.949e-17,1.152e-17
4.9200,42.48848,-28.32565,0.017354,12.639967,-0.001501,12.639980,-0.0002462,0.0000063,0.0007688,0.017290,0.016794,5.17933786e-06,7.67307479e-08,5.03185914e-06,7.56898659e-08,5.49895009e-03,1.91965095e-10,2.299e-17,9.243e-18
4.9400,42.74014,-28.49343,0.017497,12.731465,-0.001478,12.731477,-0.0001974,0.0000064,0.0007702,0.019867,0.019351,5.94763062e-06,8.44244373e-08,5.79415176e-06,8.33306350e-08,5.46371060e-03,1.95648111e-10,4.358e-17,7.373e-18
4.9600,42.99056,-28.66037,0.017638,12.822622,-0.001456,12.822634,-0.0001481,0.0000064,0.0007716,0.022442,0.021907,6.71473598e-06,9.14320534e-08,6.55566743e-06,9.02924685e-08,5.42746390e-03,1.99321295e-10,1.691e-17,1.144e-17
4.9800,43.23970,-28.82647,0.017780,12.913426,-0.001433,12.913439,-0.0000984,0.0000064,0.0007731,0.024999,0.024446,7.47464020e-06,9.68305830e-08,7.31039908e-06,9.56536724e-08,5.39021853e-03,2.02926871e-10,2.971e-17,1.084e-18
5.0000,43.48755,-28.99170,0.017921,13.003866,-0.001410,13.003879,-0.0000482,0.0000065,0.0007746,0.027517,0.026948,8.22149422e-06,1.00671211e-07,8.05249768e-06,9.94617615e-08,5.35198371e-03,2.06410750e-10,2.125e-17,4.924e-17
5.0200,43.73408,-29.15605,0.018061,13.093931,-0.001386,13.093944,0.0000023,0.0000065,0.0007762,0.029973,0.029390,8.94970520e-06,1.03941389e-07,8.77636391e-06,1.02697759e-07,5.31276931e-03,2.09724174e-10,1.496e-17,4.864e-17
5.0400,43.97927,-29.31951,0.018201,13.183609,-0.001362,13.183622,0.0000533,0.0000065,0.0007778,0.032346,0.031749,9.65401750e-06,1.07974641e-07,9.47672944e-06,1.06689850e-07,5.27258581e-03,2.12825199e-10,3.253e-17,9.094e-18
5.0600,44.22309,-29.48206,0.018341,13.272889,-0.001338,13.272902,0.0001045,0.0000066,0.0007794,0.034616,0.034007,1.03295859e-05,1.13660542e-07,1.01487305e-05,1.12326544e-07,5.23144427e-03,2.15680049e-10,1.887e-17,9.704e-18
5.0800,44.46553,-29.64369,0.018480,13.361759,-0.001314,13.361772,0.0001562,0.0000066,0.0007811,0.036768,0.036149,1.09720451e-05,1.20923064e-07,1.07879779e-05,1.19535629e-07,5.18935642e-03,2.18263757e-10,1.973e-17,1.252e-17
5.1000,44.70656,-29.80437,0.018618,13.450209,-0.001289,13.450223,0.0002082,0.0000067,0.0007828,0.038793,0.038165,1.15775779e-05,1.28772654e-07,1.13906251e-05,1.27333978e-07,5.14633476e-03,2.20560314e-10,2.147e-17,8.023e-18
5.1200,44.94616,-29.96411,0.018757,13.538228,-0.001264,13.538241,0.0002605,0.0000067,0.0007846,0.040685,0.040048,1.21429803e-05,1.35897047e-07,1.19534346e-05,1.34414546e-07,5.10239258e-03,2.22563029e-10,2.776e-17,1.041e-17
5.1400,45.18431,-30.12287,0.018894,13.625805,-0.001239,13.625818,0.0003131,0.0000067,0.0007864,0.042437,0.041792,1.26657194e-05,1.41437689e-07,1.24738354e-05,1.39919739e-07,5.05754399e-03,2.24274839e-10,1.019e-17,1.705e-17
5.1600,45.42099,-30.28066,0.019031,13.712929,-0.001214,13.712942,0.0003660,0.0000068,0.0007883,0.044044,0.043392,1.31439760e-05,1.45492208e-07,1.29499672e-05,1.43943373e-07,5.01180382e-03,2.25707619e-10,1.952e-17,2.483e-17
5.1800,45.65617,-30.43745,0.019167,13.799589,-0.001188,13.799602,0.0004192,0.0000068,0.0007902,0.045498,0.044840,1.35766707e-05,1.49048240e-07,1.33807062e-05,1.47466836e-07,4.96518759e-03,2.26880512e-10,2.645e-17,1.766e-17
5.2000,45.88984,-30.59322,0.019303,13.885775,-0.001162,13.885788,0.0004727,0.0000068,0.0007922,0.046794,0.046129,1.39634706e-05,1.53392505e-07,1.37656739e-05,1.51771926e-07,4.91771140e-03,2.27818154e-10,5.052e-17,1.472e-17
5.2200,46.12197,-30.74798,0.019438,13.971476,-0.001136,13.971490,0.0005264,0.0000069,0.0007942,0.047930,0.047260,1.43047830e-05,1.59347787e-07,1.41052313e-05,1.57680765e-07,4.86939197e-03,2.28548960e-10,2.494e-17,1.957e-17
5.2400,46.35255,-30.90170,0.019573,14.056683,-0.001110,14.056697,0.0005803,0.0000069,0.0007962,0.048911,0.048235,1.46017402e-05,1.66789723e-07,1.44004639e-05,1.65072985e-07,4.82024669e-03,2.29103102e-10,2.992e-17,1.526e-17
5.2600,46.58155,-31.05436,0.019706,14.141384,-0.001083,14.141398,0.0006344,0.0000069,0.0007983,0.049747,0.049065,1.48561783e-05,1.74726102e-07,1.46531623e-05,1.72962648e-07,4.77029370e-03,2.29510542e-10,3.318e-17,3.055e-17
5.2800,46.80895,-31.20597,0.019839,14.225571,-0.001057,14.225585,0.0006888,0.0000070,0.0008005,0.050449,0.049761,1.50706114e-05,1.81887748e-07,1.48657965e-05,1.80085418e-07,4.71955190e-03,2.29799892e-10,7.589e-18,1.137e-17
5.3000,47.03474,-31.35649,0.019972,14.309232,-0.001030,14.309246,0.0007433,0.0000070,0.0008027,0.051032,0.050338,1.52481963e-05,1.87478056e-07,1.50414813e-05,1.85645269e-07,4.66804099e-03,2.29997852e-10,4.684e-17,1.369e-17
5.3200,47.25889,-31.50593,0.020103,14.392358,-0.001003,14.392373,0.0007979,0.0000070,0.0008049,0.051507,0.050806,1.53926833e-05,1.91637398e-07,1.51839279e-05,1.89778609e-07,4.61578133e-03,2.30128398e-10,8.674e-18,1.030e-17
5.3400,47.48139,-31.65426,0.020234,14.474940,-0.000976,14.474955,0.0008528,0.0000071,0.0008072,0.051887,0.051178,1.55083516e-05,1.95351000e-07,1.52973802e-05,1.93464570e-07,4.56279391e-03,2.30211795e-10,2.407e-17,2.071e-17
5.3600,47.70221,-31.80148,0.020364,14.556968,-0.000948,14.556982,0.0009077,0.0000071,0.0008095,0.052182,0.051465,1.55999303e-05,1.99858545e-07,1.53865365e-05,1.97938268e-07,4.50910027e-03,2.30264172e-10,1.323e-17,4.131e-17
5.3800,47.92135,-31.94757,0.020493,14.638432,-0.000921,14.638447,0.0009628,0.0000071,0.0008119,0.052407,0.051682,1.56725109e-05,2.05918348e-07,1.54564624e-05,2.03957696e-07,4.45472251e-03,2.30297677e-10,2.233e-17,2.223e-17
5.4000,48.13877,-32.09252,0.020622,14.719324,-0.000893,14.719338,0.0010179,0.0000072,0.0008143,0.052582,0.051846,1.57314573e-05,2.13361341e-07,1.55125016e-05,2.11357880e-07,4.39968333e-03,2.30320700e-10,3.166e-17,1.287e-18
5.4200,48.35447,-32.23631,0.020750,14.799633,-0.000866,14.799648,0.0010731,0.0000072,0.0008167,0.052727,0.051982,1.57823172e-05,2.21195768e-07,1.55601874e-05,2.19153126e-07,4.34400610e-03,2.30338394e-10,3.339e-17,1.504e-17
5.4400,48.56842,-32.37895,0.020876,14.879352,-0.000838,14.879367,0.0011284,0.0000072,0.0008192,0.052868,0.052110,1.58307371e-05,2.28196692e-07,1.56051578e-05,2.26122918e-07,4.28771488e-03,2.30354044e-10,2.819e-17,3.144e-17
5.4600,48.78061,-32.52041,0.021002,14.958471,-0.000810,14.958486,0.0011838,0.0000073,0.0008218,0.053024,0.052254,1.58823765e-05,2.33628337e-07,1.56530697e-05,2.31531668e-07,4.23083440e-03,2.30370821e-10,1.865e-17,8.118e-18
5.4800,48.99102,-32.66068,0.021127,15.036981,-0.000782,15.036996,0.0012392,0.0000073,0.0008243,0.053215,0.052432,1.59428189e-05,2.37672021e-07,1.57095103e-05,2.35556560e-07,4.17338999e-03,2.30393023e-10,2.385e-17,2.160e-17
5.5000,49.19964,-32.79976,0.021251,15.114875,-0.000754,15.114890,0.0012945,0.0000073,0.0008269,0.053456,0.052658,1.60174777e-05,2.41309495e-07,1.57799026e-05,2.39173391e-07,4.11540746e-03,2.30426772e-10,1.648e-17,7.237e-18
5.5200,49.40644,-32.93763,0.021375,15.192143,-0.000726,15.192158,0.0013499,0.0000074,0.0008296,0.053760,0.052947,1.61115002e-05,2.45734731e-07,1.58694095e-05,2.43571891e-07,4.05691309e-03,2.30480743e-10,2.103e-17,7.034e-18
5.5400,49.61141,-33.07427,0.021497,15.268778,-0.000698,15.268793,0.0014053,0.0000074,0.0008323,0.054140,0.053311,1.62296740e-05,2.51645228e-07,1.59828400e-05,2.49449527e-07,3.99793363e-03,2.30566793e-10,1.149e-17,2.129e-17
5.5600,49.81454,-33.20969,0.021618,15.344771,-0.000670,15.344786,0.0014606,0.0000074,0.0008350,0.054613,0.053767,1.63763431e-05,2.58831915e-07,1.61245650e-05,2.56601381e-07,3.93849627e-03,2.30700015e-10,2.103e-17,1.512e-17
5.5800,50.01581,-33.34387,0.021739,15.420115,-0.000642,15.420130,0.0015158,0.0000075,0.0008377,0.055194,0.054331,1.65553370e-05,2.66307482e-07,1.62984458e-05,2.64045967e-07,3.87862877e-03,2.30898489e-10,6.072e-18,1.199e-17
5.6000,50.21520,-33.47680,0.021858,15.494801,-0.000614,15.494816,0.0015710,0.0000075,0.0008405,0.055899,0.055018,1.67699137e-05,2.72893008e-07,1.65077762e-05,2.70608376e-07,3.81835943e-03,2.31183281e-10,5.421e-18,4.527e-18
5.6200,50.41270,-33.60847,0.021977,15.568823,-0.000586,15.568838,0.0016261,0.0000075,0.0008433,0.056738,0.055840,1.70227127e-05,2.77913234e-07,1.67552353e-05,2.75613163e-07,3.75771708e-03,2.31578318e-10,2.841e-17,2.603e-17
5.6400,50.60830,-33.73887,0.022094,15.642172,-0.000558,15.642188,0.0016811,0.0000076,0.0008462,0.057718,0.056802,1.73157152e-05,2.81589028e-07,1.70428464e-05,2.79276937e-07,3.69673095e-03,2.32109418e-10,1.496e-17,3.614e-17
5.6600,50.80198,-33.86799,0.022211,15.714843,-0.000530,15.714859,0.0017360,0.0000076,0.0008490,0.058841,0.057906,1.76502081e-05,2.84898127e-07,1.73719408e-05,2.82571640e-07,3.63543068e-03,2.32802652e-10,1.128e-17,4.070e-17
5.6800,50.99373,-33.99582,0.022326,15.786827,-0.000502,15.786843,0.0017907,0.0000076,0.0008519,0.060103,0.059150,1.80267549e-05,2.88990283e-07,1.77431278e-05,2.86643119e-07,3.57384615e-03,2.33682708e-10,1.214e-17,6.885e-18
5.7000,51.18353,-34.12235,0.022441,15.858118,-0.000474,15.858134,0.0018453,0.0000076,0.0008549,0.061502,0.060531,1.84451767e-05,2.94505749e-07,1.81562751e-05,2.92131892e-07,3.51200757e-03,2.34771296e-10,2.624e-17,1.220e-18
5.7200,51.37137,-34.24758,0.022554,15.928709,-0.000446,15.928725,0.0018997,0.0000077,0.0008578,0.063036,0.062047,1.89045489e-05,3.01199738e-07,1.86105047e-05,2.98797385e-07,3.44994543e-03,2.36085310e-10,1.279e-17,2.036e-17
5.7400,51.55724,-34.37150,0.022667,15.998593,-0.000418,15.998609,0.0019540,0.0000077,0.0008608,0.064702,0.063697,1.94032158e-05,3.08092660e-07,1.91042065e-05,3.05665619e-07,3.38769060e-03,2.37635212e-10,1.344e-17,3.849e-18
5.7600,51.74113,-34.49409,0.022778,16.067765,-0.000390,16.067781,0.0020080,0.0000077,0.0008638,0.066497,0.065476,1.99388218e-05,3.14052665e-07,1.96350686e-05,3.11608388e-07,3.32527428e-03,2.39424231e-10,1.019e-17,1.599e-18
5.7800,51.92302,-34.61535,0.022888,16.136218,-0.000362,16.136234,0.0020618,0.0000077,0.0008668,0.068411,0.067375,2.05083547e-05,3.18463598e-07,2.02001198e-05,3.16009050e-07,3.26272799e-03,2.41448052e-10,1.409e-17,1.824e-17
5.8000,52.10291,-34.73527,0.022997,16.203946,-0.000335,16.203963,0.0021154,0.0000078,0.0008698,0.070433,0.069383,2.11081957e-05,3.21583714e-07,2.07957792e-05,3.19121536e-07,3.20008348e-03,2.43694362e-10,1.800e-17,6.830e-18
5.8200,52.28077,-34.85385,0.023105,16.270944,-0.000307,16.270961,0.0021687,0.0000078,0.0008729,0.072545,0.071482,2.17341742e-05,3.24385155e-07,2.14179095e-05,3.21912413e-07,3.13737264e-03,2.46142444e-10,6.722e-18,9.677e-18
5.8400,52.45661,-34.97107,0.023212,16.337206,-0.000279,16.337222,0.0022218,0.0000078,0.0008760,0.074727,0.073652,2.23816253e-05,3.27973781e-07,2.20618755e-05,3.25484010e-07,3.07462744e-03,2.48763408e-10,7.806e-18,7.210e-18
5.8600,52.63040,-35.08694,0.023318,16.402726,-0.000252,16.402743,0.0022745,0.0000078,0.0008790,0.076959,0.075874,2.30454558e-05,3.32934613e-07,2.27226081e-05,3.30421927e-07,3.01187990e-03,2.51520968e-10,3.123e-17,2.067e-17
5.8800,52.80215,-35.20143,0.023423,16.467500,-0.000225,16.467516,0.0023270,0.0000079,0.0008821,0.079225,0.078131,2.37202192e-05,3.38990032e-07,2.33946801e-05,3.36452840e-07,2.94916214e-03,2.54372406e-10,4.770e-18,4.594e-18
5.9000,52.97184,-35.31456,0.023526,16.531522,-0.000198,16.531538,0.0023792,0.0000079,0.0008853,0.081508,0.080406,2.44002029e-05,3.45169695e-07,2.40723924e-05,3.42611839e-07,2.88650638e-03,2.57270017e-10,3.881e-17,8.132e-19
5.9200,53.13945,-35.42630,0.023628,16.594787,-0.000171,16.594804,0.0024311,0.0000079,0.0008884,0.083792,0.082684,2.50795242e-05,3.50388082e-07,2.47498698e-05,3.47816733e-07,2.82394494e-03,2.60163377e-10,1.475e-17,6.776e-19
