t_s,q2_deg,q3_deg,base_euler_x_deg,base_euler_y_deg,base_euler_z_deg,base_dev_angle_deg,base_pos_x_m,base_pos_y_m,base_pos_z_m,tip_L_mm,tip_R_mm,eta_L1,eta_L2,eta_L3,eta_R1,eta_R2,eta_R3,W_joint_J,E_damp_J,abs_dP,abs_dL
8.8600,60.00000,-40.00000,0.027906,19.199799,0.001088,19.199819,0.0048206,0.0000088,0.0010677,0.017153,0.016960,5.05186342e-06,-1.06226970e-08,-2.73863477e-10,4.99492242e-06,-1.05268000e-08,-2.69751872e-10,1.54644901e-09,4.65603794e-10,1.271e-21,2.118e-22
8.8800,60.00000,-40.00000,0.027906,19.199801,0.001088,19.199821,0.0048206,0.0000088,0.0010677,0.016344,0.016177,4.82338156e-06,-1.55084229e-10,-1.72636754e-10,4.77420848e-06,-1.33961267e-10,-1.69574661e-10,1.54644901e-09,4.65928490e-10,6.353e-22,0.000e+00
8.9000,60.00000,-40.00000,0.027906,19.199803,0.001088,19.199822,0.0048206,0.0000088,0.0010677,0.015276,0.015138,4.51757147e-06,9.50790931e-09,1.44252345e-10,4.47700778e-06,9.46635276e-09,1.45219875e-10,1.54644901e-09,4.66506549e-10,5.929e-21,4.765e-22
8.9200,60.00000,-40.00000,0.027906,19.199805,0.001088,19.199825,0.0048206,0.0000088,0.0010677,0.013982,0.013876,4.13938661e-06,1.27202568e-08,-3.19306654e-10,4.10812453e-06,1.26608706e-08,-3.16268503e-10,1.54644901e-09,4.67386701e-10,3.388e-21,4.765e-22
8.9400,60.00000,-40.00000,0.027907,19.199808,0.001088,19.199828,0.0048206,0.0000088,0.0010677,0.012494,0.012421,3.69499864e-06,7.70816859e-09,-6.16651120e-11,3.67356823e-06,7.68130792e-09,-6.06584024e-11,1.54644901e-09,4.68603839e-10,5.082e-21,4.235e-22
8.9600,60.00000,-40.00000,0.027907,19.199811,0.001088,19.199831,0.0048206,0.0000088,0.0010678,0.010823,0.010785,3.19167610e-06,-2.43106293e-09,1.26550004e-10,3.18043556e-06,-2.39961323e-09,1.26084852e-10,1.54644901e-09,4.70169635e-10,3.388e-21,4.235e-22
8.9800,60.00000,-40.00000,0.027907,19.199815,0.001089,19.199834,0.0048206,0.0000088,0.0010678,0.008976,0.008973,2.63766181e-06,-1.15880267e-08,-2.98072365e-10,2.63679103e-06,-1.15123186e-08,-2.96770539e-10,1.54644901e-09,4.72067260e-10,2.233e-23,4.235e-22
9.0000,60.00000,-40.00000,0.027907,19.199818,0.001089,19.199838,0.0048206,0.0000088,0.0010678,0.006968,0.007000,2.04200937e-06,-1.42661988e-08,6.81958823e-11,2.05150710e-06,-1.41916088e-08,6.69049220e-11,1.54644901e-09,4.74259761e-10,1.016e-20,6.353e-22
9.0200,60.00000,-40.00000,0.027908,19.199822,0.001089,19.199842,0.0048207,0.0000088,0.0010678,0.004823,0.004889,1.41437034e-06,-8.83781760e-09,9.70866209e-11,1.43405565e-06,-8.81381898e-09,9.52722517e-11,1.54644901e-09,4.76697271e-10,5.929e-21,1.271e-21
9.0400,60.00000,-40.00000,0.027908,19.199827,0.001089,19.199846,0.0048207,0.0000088,0.0010678,0.002586,0.002686,7.64851634e-07,1.53671886e-09,-2.59716158e-10,7.94368116e-07,1.48597596e-09,-2.60086359e-10,1.54644901e-09,4.79313096e-10,8.470e-22,1.271e-21
9.0600,60.00000,-40.00000,0.027908,19.199831,0.001089,19.199851,0.0048207,0.0000088,0.0010679,0.000316,0.000448,1.03874483e-07,1.08104964e-08,1.61987476e-10,1.42697027e-07,1.07004517e-08,1.58836707e-10,1.54644901e-09,4.82023807e-10,3.388e-21,1.694e-21
9.0800,60.00000,-40.00000,0.027908,19.199835,0.001089,19.199855,0.0048207,0.0000088,0.0010679,-0.001937,-0.001775,-5.57977742e-07,1.36272384e-08,4.72771506e-11,-5.10533675e-07,1.35037957e-08,4.44606631e-11,1.54644901e-09,4.84741626e-10,5.082e-21,5.294e-22
9.1000,60.00000,-40.00000,0.027908,19.199839,0.001089,19.199859,0.0048207,0.0000088,0.0010679,-0.004130,-0.003942,-1.21006684e-06,8.48947269e-09,-1.88824966e-10,-1.15483417e-06,8.40184745e-09,-1.90817571e-10,1.54644901e-09,4.87383504e-10,1.694e-21,1.271e-21
9.1200,60.00000,-40.00000,0.027909,19.199843,0.001089,19.199863,0.0048207,0.0000088,0.0010679,-0.006235,-0.006025,-1.84187044e-06,-1.39456729e-09,2.52757876e-10,-1.77981676e-06,-1.42262934e-09,2.48013129e-10,1.54644901e-09,4.89869362e-10,6.776e-21,1.271e-21
9.1400,60.00000,-40.00000,0.027909,19.199847,0.001089,19.199867,0.0048207,0.0000088,0.0010680,-0.008244,-0.008015,-2.44318967e-06,-1.00519316e-08,2.06478841e-11,-2.37540055e-06,-1.00354763e-08,1.70113611e-11,1.54644901e-09,4.92123808e-10,1.016e-20,3.176e-22
9.1600,60.00000,-40.00000,0.027909,19.199851,0.001089,19.199871,0.0048207,0.0000088,0.0010680,-0.010139,-0.009893,-3.00432432e-06,-1.22788793e-08,-8.56428152e-11,-2.93198418e-06,-1.22620346e-08,-8.89906091e-11,1.54644901e-09,4.94088065e-10,3.388e-21,4.235e-22
9.1800,60.00000,-40.00000,0.027909,19.199854,0.001089,19.199874,0.0048207,0.0000088,0.0010680,-0.011891,-0.011634,-3.51627975e-06,-6.71630646e-09,3.07223493e-10,-3.44065026e-06,-6.74528612e-09,3.01662812e-10,1.54644901e-09,4.95727507e-10,5.082e-21,8.470e-22
9.2000,60.00000,-40.00000,0.027909,19.199857,0.001089,19.199877,0.0048207,0.0000088,0.0010680,-0.013467,-0.013203,-3.97092706e-06,3.37301782e-09,-2.44305349e-11,-3.89332416e-06,3.27799616e-09,-2.81303461e-11,1.54644901e-09,4.97026828e-10,3.388e-21,4.235e-22
9.2200,60.00000,-40.00000,0.027909,19.199859,0.001089,19.199879,0.0048207,0.0000088,0.0010680,-0.014818,-0.014553,-4.36108494e-06,1.20784600e-08,-1.95581108e-12,-4.28285577e-06,1.19355409e-08,-5.86880281e-12,1.54644901e-09,4.97987334e-10,1.694e-21,5.823e-22
9.2400,60.00000,-40.00000,0.027909,19.199861,0.001089,19.199881,0.0048207,0.0000088,0.0010680,-0.015907,-0.015644,-4.68061738e-06,1.43377423e-08,3.10089635e-10,-4.60311708e-06,1.41930805e-08,3.04623367e-10,1.54644901e-09,4.98633636e-10,8.272e-25,4.235e-22
9.2600,60.00000,-40.00000,0.027909,19.199863,0.001089,19.199883,0.0048207,0.0000088,0.0010680,-0.016717,-0.016461,-4.92449598e-06,8.91762020e-09,-6.08957147e-11,-4.84906501e-06,8.81849898e-09,-6.41646320e-11,1.54644901e-09,4.99015032e-10,3.388e-21,4.235e-22
9.2800,60.00000,-40.00000,0.027909,19.199864,0.001089,19.199884,0.0048207,0.0000088,0.0010681,-0.017240,-0.016996,-5.08885119e-06,-8.78825665e-10,9.38943913e-11,-5.01679321e-06,-9.11423538e-10,8.98544743e-11,1.54644901e-09,4.99195474e-10,8.470e-22,5.294e-23
9.3000,60.00000,-40.00000,0.027909,19.199865,0.001089,19.199885,0.0048207,0.0000088,0.0010681,-0.017489,-0.017261,-5.17108102e-06,-9.21119801e-09,2.98613347e-10,-5.10364053e-06,-9.19411934e-09,2.93819968e-10,1.54644901e-09,4.99246771e-10,2.118e-22,5.294e-23
9.3200,60.00000,-40.00000,0.027909,19.199865,0.001089,19.199885,0.0048207,0.0000088,0.0010681,-0.017480,-0.017271,-5.16991999e-06,-1.11637965e-08,-7.74492441e-11,-5.10826049e-06,-1.11408147e-08,-7.98543453e-11,1.54644901e-09,4.99250817e-10,3.176e-22,5.294e-23
9.3400,60.00000,-40.00000,0.027908,19.199864,0.001089,19.199884,0.0048207,0.0000088,0.0010681,-0.017212,-0.017026,-5.08547711e-06,-5.63285523e-09,1.66455856e-10,-5.03066036e-06,-5.64798790e-09,1.63021592e-10,1.54644901e-09,4.99297038e-10,8.470e-22,1.059e-22
9.3600,60.00000,-40.00000,0.027908,19.199863,0.001089,19.199883,0.0048207,0.0000088,0.0010680,-0.016681,-0.016522,-4.91926454e-06,4.03920657e-09,2.33020246e-10,-4.87223127e-06,3.96836973e-09,2.29790918e-10,1.54644901e-09,4.99469760e-10,1.694e-21,6.353e-22
9.3800,60.00000,-40.00000,0.027908,19.199861,0.001089,19.199881,0.0048207,0.0000088,0.0010680,-0.015879,-0.015749,-4.67413185e-06,1.20804850e-08,-1.09330062e-10,-4.63568535e-06,1.19734375e-08,-1.10263787e-10,1.54644901e-09,4.99840098e-10,8.470e-22,4.235e-22
9.4000,60.00000,-40.00000,0.027908,19.199859,0.001089,19.199879,0.0048207,0.0000088,0.0010680,-0.014800,-0.014700,-4.35417509e-06,1.37181381e-08,1.99937058e-10,-4.32496794e-06,1.36199655e-08,1.97726724e-10,1.54644901e-09,5.00468182e-10,2.541e-21,2.118e-22
9.4200,60.00000,-40.00000,0.027908,19.199857,0.001089,19.199877,0.0048207,0.0000088,0.0010680,-0.013460,-0.013394,-3.96465996e-06,7.97658126e-09,1.46301627e-10,-3.94518363e-06,7.93141109e-09,1.44994676e-10,1.54644901e-09,5.01401886e-10,1.694e-21,8.470e-22
9.4400,60.00000,-40.00000,0.027907,19.199854,0.001089,19.199874,0.0048207,0.0000088,0.0010680,-0.011894,-0.011862,-3.51190789e-06,-1.76481065e-09,-1.12258446e-10,-3.50248540e-06,-1.73975624e-09,-1.11744933e-10,1.54644901e-09,5.02667407e-10,1.694e-21,1.694e-21
9.4600,60.00000,-40.00000,0.027907,19.199851,0.001089,19.199871,0.0048207,0.0000088,0.0010680,-0.010142,-0.010145,-3.00321927e-06,-9.80114869e-09,2.26422423e-10,-3.00400020e-06,-9.72540902e-09,2.25563079e-10,1.54644901e-09,5.04265333e-10,2.541e-21,9.529e-22
9.4800,60.00000,-40.00000,0.027907,19.199847,0.001089,19.199867,0.0048207,0.0000088,0.0010680,-0.008252,-0.008289,-2.44680956e-06,-1.14946886e-08,5.66213385e-11,-2.45776711e-06,-1.14125720e-08,5.73204418e-11,1.54644901e-09,5.06176989e-10,3.388e-21,9.529e-22
9.5000,60.00000,-40.00000,0.027907,19.199844,0.001088,19.199863,0.0048207,0.0000088,0.0010679,-0.006254,-0.006325,-1.85168311e-06,-5.98997719e-09,-1.11033955e-10,-1.87261415e-06,-5.94417448e-09,-1.09019324e-10,1.54644901e-09,5.08367734e-10,8.470e-21,2.118e-22
9.5200,60.00000,-40.00000,0.027906,19.199840,0.001088,19.199859,0.0048207,0.0000088,0.0010679,-0.004170,-0.004273,-1.22750340e-06,3.30705476e-09,2.03714411e-10,-1.25803142e-06,3.30065366e-09,2.04514108e-10,1.54644901e-09,5.10782520e-10,1.694e-21,6.353e-22
9.5400,60.00000,-40.00000,0.027906,19.199835,0.001088,19.199855,0.0048207,0.0000088,0.0010679,-0.002017,-0.002151,-5.84423612e-07,1.07693493e-08,-5.82483780e-11,-6.24005071e-07,1.07307039e-08,-5.54837234e-11,1.54644901e-09,5.13347508e-10,1.694e-21,4.235e-22
9.5600,60.00000,-40.00000,0.027906,19.199831,0.001088,19.199851,0.0048207,0.0000088,0.0010679,0.000187,0.000024,6.71373068e-08,1.19004455e-08,-1.12046391e-10,1.92027590e-08,1.18729148e-08,-1.08732539e-10,1.54644901e-09,5.15981727e-10,1.016e-20,8.470e-22
9.5800,60.00000,-40.00000,0.027906,19.199827,0.001088,19.199847,0.0048207,0.0000088,0.0010679,0.002409,0.002221,7.16675786e-07,5.97239838e-09,1.61631209e-10,6.61232154e-07,5.99652169e-09,1.63830092e-10,1.54644901e-09,5.18604195e-10,5.082e-21,1.271e-21
9.6000,60.00000,-40.00000,0.027906,19.199823,0.001088,19.199843,0.0048207,0.0000088,0.0010678,0.004599,0.004388,1.35377485e-06,-3.57378090e-09,-1.43685733e-10,1.29179427e-06,-3.48469054e-09,-1.39496431e-10,1.54644901e-09,5.21132726e-10,5.082e-21,4.235e-22
9.6200,60.00000,-40.00000,0.027906,19.199819,0.001088,19.199839,0.0048206,0.0000088,0.0010678,0.006707,0.006478,1.96826748e-06,-1.11802453e-08,-8.22317743e-11,1.90083273e-06,-1.10483181e-08,-7.82858784e-11,1.54644901e-09,5.23487504e-10,5.082e-21,1.271e-21
9.6400,60.00000,-40.00000,0.027905,19.199815,0.001088,19.199835,0.0048206,0.0000088,0.0010678,0.008684,0.008441,2.55034279e-06,-1.24777189e-08,1.12862780e-10,2.47862897e-06,-1.23476370e-08,1.16012123e-10,1.54644901e-09,5.25602115e-10,3.388e-21,0.000e+00
9.6600,60.00000,-40.00000,0.027905,19.199812,0.001088,19.199832,0.0048206,0.0000088,0.0010678,0.010495,0.010241,3.09067970e-06,-6.85044591e-09,-2.14475276e-10,3.01593454e-06,-6.76336277e-09,-2.09402245e-10,1.54644901e-09,5.27429137e-10,1.694e-21,8.470e-22
9.6800,60.00000,-40.00000,0.027905,19.199809,0.001088,19.199829,0.0048206,0.0000088,0.0010678,0.012125,0.011866,3.58060628e-06,2.23868809e-09,-6.43920266e-11,3.50412903e-06,2.26883979e-09,-6.01965029e-11,1.54644901e-09,5.28937024e-10,1.694e-21,2.118e-22
9.7000,60.00000,-40.00000,0.027905,19.199806,0.001088,19.199826,0.0048206,0.0000088,0.0010677,0.013564,0.013303,4.01224078e-06,9.31464159e-09,3.38157857e-11,3.93536003e-06,9.30858676e-09,3.75674544e-11,1.54644901e-09,5.30110785e-10,1.694e-21,1.059e-22
9.7200,60.00000,-40.00000,0.027905,19.199804,0.001088,19.199823,0.0048206,0.0000088,0.0010677,0.014801,0.014544,4.37866521e-06,1.01444550e-08,-2.66990566e-10,4.30271534e-06,1.01443440e-08,-2.61737911e-10,1.54644901e-09,5.30959336e-10,4.235e-22,6.353e-22
9.7400,60.00000,-40.00000,0.027905,19.199802,0.001088,19.199822,0.0048206,0.0000088,0.0010677,0.015823,0.015573,4.67407057e-06,4.23048366e-09,-3.44059689e-11,4.60036768e-06,4.27404097e-09,-3.06969242e-11,1.54644901e-09,5.31516196e-10,1.694e-21,2.118e-22
9.7600,60.00000,-40.00000,0.027905,19.199800,0.001088,19.199820,0.0048206,0.0000088,0.0010677,0.016599,0.016361,4.89383215e-06,-4.93458782e-09,-2.49824891e-11,4.82365068e-06,-4.83699150e-09,-2.14476118e-11,1.54644901e-09,5.31831005e-10,8.470e-22,1.059e-22
9.7800,60.00000,-40.00000,0.027906,19.199799,0.001088,19.199819,0.0048206,0.0000088,0.0010677,0.017099,0.016877,5.03457484e-06,-1.19515047e-08,-2.65134625e-10,4.96912527e-06,-1.18234370e-08,-2.60656946e-10,1.54644901e-09,5.31965088e-10,1.271e-21,3.176e-22
9.8000,60.00000,-40.00000,0.027906,19.199799,0.001088,19.199819,0.0048206,0.0000088,0.0010677,0.017304,0.017102,5.09419017e-06,-1.27152338e-08,8.99791489e-12,5.03459854e-06,-1.26005791e-08,1.15996541e-11,1.54644901e-09,5.31993386e-10,2.118e-22,2.647e-23
9.8200,60.00000,-40.00000,0.027906,19.199799,0.001088,19.199819,0.0048206,0.0000088,0.0010677,0.017208,0.017029,5.07182546e-06,-6.83535300e-09,-8.09839926e-11,5.01911492e-06,-6.77264967e-09,-7.81358316e-11,1.54644901e-09,5.32000645e-10,4.235e-22,3.970e-23
9.8400,60.00000,-40.00000,0.027906,19.199800,0.001088,19.199820,0.0048206,0.0000088,0.0010677,0.016825,0.016673,4.96791221e-06,2.17255173e-09,-2.49108807e-10,4.92298602e-06,2.17237032e-09,-2.45856925e-10,1.54644901e-09,5.32070187e-10,2.541e-21,2.118e-22
9.8600,60.00000,-40.00000,0.027906,19.199801,0.001088,19.199821,0.0048206,0.0000088,0.0010677,0.016180,0.016057,4.78417497e-06,8.98923888e-09,3.22123558e-11,4.74780122e-06,8.94865831e-09,3.34692536e-11,1.54644901e-09,5.32277806e-10,4.235e-21,2.647e-22
9.8800,60.00000,-40.00000,0.027906,19.199802,0.001088,19.199822,0.0048206,0.0000088,0.0010677,0.015295,0.015203,4.52362633e-06,9.63930802e-09,-1.30321812e-10,4.49642450e-06,9.60030338e-09,-1.28572168e-10,1.54644901e-09,5.32692780e-10,8.470e-22,2.118e-22
9.9000,60.00000,-40.00000,0.027907,19.199805,0.001088,19.199824,0.0048206,0.0000088,0.0010677,0.014186,0.014126,4.19056180e-06,3.83594183e-09,-1.96485176e-10,4.17299124e-06,3.83460138e-09,-1.95024979e-10,1.54644901e-09,5.33374024e-10,1.694e-21,1.059e-22
9.9200,60.00000,-40.00000,0.027907,19.199807,0.001089,19.199827,0.0048206,0.0000088,0.0010677,0.012860,0.012834,3.79047896e-06,-4.88568079e-09,7.18427905e-11,3.78283054e-06,-4.84070405e-09,7.13467843e-11,1.54644901e-09,5.34360441e-10,8.470e-21,8.470e-22
9.9400,60.00000,-40.00000,0.027907,19.199810,0.001089,19.199830,0.0048206,0.0000088,0.0010678,0.011321,0.011329,3.32995864e-06,-1.12884037e-08,-1.39235004e-10,3.33234987e-06,-1.12209092e-08,-1.39024028e-10,1.54644901e-09,5.35667885e-10,1.016e-20,1.165e-21
9.9600,60.00000,-40.00000,0.027907,19.199813,0.001089,19.199833,0.0048206,0.0000088,0.0010678,0.009582,0.009624,2.81653975e-06,-1.15296799e-08,-1.12666003e-10,2.82891334e-06,-1.14816473e-08,-1.13220143e-10,1.54644901e-09,5.37293990e-10,3.388e-21,8.470e-22
9.9800,60.00000,-40.00000,0.027908,19.199817,0.001089,19.199837,0.0048206,0.0000088,0.0010678,0.007672,0.007747,2.25855616e-06,-5.42746150e-09,9.81934875e-11,2.28068210e-06,-5.43396023e-09,9.61075126e-11,1.54644901e-09,5.39219132e-10,8.470e-21,1.271e-21
10.0000,60.00000,-40.00000,0.027908,19.199821,0.001089,19.199841,0.0048206,0.0000088,0.0010678,0.005629,0.005736,1.66500186e-06,3.46047889e-09,-1.45978488e-10,1.69648244e-06,3.39215674e-09,-1.47134514e-10,1.54644901e-09,5.41402178e-10,1.694e-21,8.470e-22
10.0200,60.00000,-40.00000,0.027908,19.199825,0.001089,19.199845,0.0048207,0.0000088,0.0010678,0.003508,0.003645,1.04542280e-06,9.97114464e-09,-3.64256532e-11,1.08569967e-06,9.86575168e-09,-3.87131186e-11,1.54644901e-09,5.43782621e-10,3.388e-21,8.470e-22
10.0400,60.00000,-40.00000,0.027908,19.199829,0.001089,19.199849,0.0048207,0.0000088,0.0010679,0.001354,0.001518,4.09779757e-07,1.03855947e-08,1.07055180e-10,4.58143528e-07,1.02853237e-08,1.03705867e-10,1.54644901e-09,5.46289946e-10,3.388e-21,4.235e-22
10.0600,60.00000,-40.00000,0.027908,19.199833,0.001089,19.199853,0.0048207,0.0000088,0.0010679,-0.000801,-0.000612,-2.31681090e-07,4.61417429e-09,-1.25955423e-10,-1.76079162e-07,4.55387269e-09,-1.28392469e-10,1.54644901e-09,5.48848205e-10,1.016e-20,8.470e-22
10.0800,60.00000,-40.00000,0.027909,19.199837,0.001089,19.199857,0.0048207,0.0000088,0.0010679,-0.002930,-0.002720,-8.68584707e-07,-3.77656778e-09,5.96048403e-11,-8.06718553e-07,-3.78959478e-09,5.57679502e-11,1.54644901e-09,5.51375334e-10,1.016e-20,4.235e-22
10.1000,60.00000,-40.00000,0.027909,19.199841,0.001089,19.199861,0.0048207,0.0000088,0.0010679,-0.005018,-0.004790,-1.49063513e-06,-9.70802825e-09,1.24016832e-10,-1.42358679e-06,-9.69759504e-09,1.19736031e-10,1.54644901e-09,5.53788570e-10,5.082e-21,7.412e-22
10.1200,60.00000,-40.00000,0.027909,19.199845,0.001089,19.199865,0.0048207,0.0000088,0.0010679,-0.007042,-0.006801,-2.08780346e-06,-9.59457480e-09,-8.30397852e-11,-2.01674374e-06,-9.60072229e-09,-8.63808998e-11,1.54644901e-09,5.56015272e-10,6.776e-21,0.000e+00
10.1400,60.00000,-40.00000,0.027909,19.199848,0.001089,19.199868,0.0048207,0.0000088,0.0010680,-0.008969,-0.008719,-2.65050945e-06,-3.44803662e-09,1.37646332e-10,-2.57667678e-06,-3.50260383e-09,1.32977374e-10,1.54644901e-09,5.57997723e-10,8.470e-22,4.235e-22
10.1600,60.00000,-40.00000,0.027909,19.199852,0.001089,19.199872,0.0048207,0.0000088,0.0010680,-0.010758,-0.010502,-3.16978935e-06,5.14855950e-09,1.09857418e-10,-3.09446749e-06,5.04140005e-09,1.05468705e-10,1.54644901e-09,5.59691543e-10,6.776e-21,4.235e-22
10.1800,60.00000,-40.00000,0.027909,19.199855,0.001089,19.199875,0.0048207,0.0000088,0.0010680,-0.012363,-0.012107,-3.63740094e-06,1.11896025e-08,-5.02906433e-11,-3.56189660e-06,1.10562125e-08,-5.38374985e-11,1.54644901e-09,5.61068262e-10,8.470e-22,3.176e-22
10.2000,60.00000,-40.00000,0.027909,19.199857,0.001089,19.199877,0.0048207,0.0000088,0.0010680,-0.013747,-0.013494,-4.04592430e-06,1.12096367e-08,1.88354668e-10,-3.97154508e-06,1.10916875e-08,1.83592055e-10,1.54644901e-09,5.62122136e-10,1.694e-21,4.235e-22
10.2200,60.00000,-40.00000,0.027909,19.199860,0.001089,19.199879,0.0048207,0.0000088,0.0010680,-0.014889,-0.014645,-4.38886855e-06,5.30942934e-09,9.14707943e-11,-4.31690084e-06,5.23976761e-09,8.75119256e-11,1.54644901e-09,5.62870320e-10,8.470e-22,2.118e-22
10.2400,60.00000,-40.00000,0.027909,19.199861,0.001089,19.199881,0.0048207,0.0000088,0.0010680,-0.015783,-0.015551,-4.66076053e-06,-2.92473674e-09,2.88498063e-12,-4.59244801e-06,-2.94088008e-09,-4.75815387e-13,1.54644901e-09,5.63346624e-10,8.470e-22,2.647e-22
10.2600,60.00000,-40.00000,0.027909,19.199863,0.001089,19.199883,0.0048207,0.0000088,0.0010680,-0.016429,-0.016214,-4.85726301e-06,-8.56982068e-09,2.30949545e-10,-4.79378520e-06,-8.55708815e-09,2.26666150e-10,1.54644901e-09,5.63599735e-10,6.353e-22,2.118e-22
10.2800,60.00000,-40.00000,0.027908,19.199863,0.001089,19.199883,0.0048207,0.0000088,0.0010681,-0.016830,-0.016635,-4.97528220e-06,-8.28599449e-09,6.94893270e-11,-4.91773350e-06,-8.28344798e-09,6.65396133e-11,1.54644901e-09,5.63695201e-10,1.271e-21,1.721e-22
10.3000,60.00000,-40.00000,0.027908,19.199864,0.001089,19.199884,0.0048207,0.0000088,0.0010681,-0.016978,-0.016807,-5.01302299e-06,-2.26805685e-09,4.30503589e-11,-4.96239321e-06,-2.30540734e-09,4.05415181e-11,1.54644901e-09,5.63710804e-10,3.970e-23,9.926e-24
10.3200,60.00000,-40.00000,0.027908,19.199863,0.001089,19.199883,0.0048207,0.0000088,0.0010680,-0.016860,-0.016714,-4.97002550e-06,5.89147535e-09,2.25427655e-10,-4.92718221e-06,5.81190524e-09,2.22441896e-10,1.54644901e-09,5.63726488e-10,4.235e-22,1.323e-22
10.3400,60.00000,-40.00000,0.027908,19.199863,0.001089,19.199882,0.0048207,0.0000088,0.0010680,-0.016462,-0.016346,-4.84714805e-06,1.13485651e-08,2.16861048e-11,-4.81282162e-06,1.12534392e-08,2.03338607e-11,1.54644901e-09,5.63819524e-10,1.271e-21,1.323e-22
10.3600,60.00000,-40.00000,0.027908,19.199861,0.001089,19.199881,0.0048207,0.0000088,0.0010680,-0.015781,-0.015695,-4.64650676e-06,1.08830331e-08,6.63977359e-11,-4.62127853e-06,1.08122868e-08,6.51601812e-11,1.54644901e-09,5.64064484e-10,1.694e-21,2.118e-22
10.3800,60.00000,-40.00000,0.027907,19.199860,0.001089,19.199879,0.0048207,0.0000088,0.0010680,-0.014828,-0.014774,-4.37143203e-06,4.77961704e-09,1.99368661e-10,-4.35572514e-06,4.76298862e-09,1.97986254e-10,1.54644901e-09,5.64528081e-10,4.235e-22,5.294e-22
10.4000,60.00000,-40.00000,0.027907,19.199857,0.001089,19.199877,0.0048207,0.0000088,0.0010680,-0.013632,-0.013612,-4.02641214e-06,-3.36532599e-09,-1.18261414e-11,-4.02048492e-06,-3.32563414e-09,-1.15522610e-11,1.54644901e-09,5.65260243e-10,1.694e-21,4.235e-22
10.4200,60.00000,-40.00000,0.027907,19.199855,0.001089,19.199875,0.0048207,0.0000088,0.0010680,-0.012226,-0.012239,-3.61703458e-06,-8.78701077e-09,9.36132058e-11,-3.62097647e-06,-8.71732801e-09,9.37150745e-11,1.54644901e-09,5.66291565e-10,3.388e-21,4.235e-22
10.4400,60.00000,-40.00000,0.027907,19.199852,0.001089,19.199872,0.0048207,0.0000088,0.0010680,-0.010644,-0.010691,-3.14994031e-06,-8.37964759e-09,1.54979708e-10,-3.16366992e-06,-8.31893652e-09,1.55371429e-10,1.54644901e-09,5.67635938e-10,1.694e-21,5.294e-22
10.4600,60.00000,-40.00000,0.027907,19.199849,0.001088,19.199868,0.0048207,0.0000088,0.0010680,-0.008912,-0.008991,-2.63272823e-06,-2.51123869e-09,-5.34142793e-11,-2.65599429e-06,-2.48795986e-09,-5.14235868e-11,1.54644901e-09,5.69288902e-10,8.470e-21,4.235e-22
10.4800,60.00000,-40.00000,0.027906,19.199845,0.001088,19.199865,0.0048207,0.0000088,0.0010679,-0.007044,-0.007154,-2.07382410e-06,5.22484011e-09,8.79039574e-11,-2.10620960e-06,5.20935508e-09,8.95106732e-11,1.54644901e-09,5.71223322e-10,3.388e-21,4.235e-22
10.5000,60.00000,-40.00000,0.027906,19.199841,0.001088,19.199861,0.0048207,0.0000088,0.0010679,-0.005057,-0.005195,-1.48233272e-06,1.01507147e-08,7.63906819e-11,-1.52326223e-06,1.01226503e-08,7.85917197e-11,1.54644901e-09,5.73391936e-10,1.016e-20,4.235e-22
10.5200,60.00000,-40.00000,0.027906,19.199837,0.001088,19.199857,0.0048207,0.0000088,0.0010679,-0.002972,-0.003138,-8.67848675e-07,9.28038167e-09,-9.55144457e-11,-9.16599176e-07,9.27738526e-09,-9.20957705e-11,1.54644901e-09,5.75735222e-10,5.082e-21,8.470e-22
10.5400,60.00000,-40.00000,0.027906,19.199833,0.001088,19.199853,0.0048207,0.0000088,0.0010679,-0.000824,-0.001013,-2.40281567e-07,3.07030786e-09,7.73379414e-11,-2.95995938e-07,3.11870480e-09,8.00699177e-11,1.54644901e-09,5.78184587e-10,3.388e-21,8.470e-22
10.5600,60.00000,-40.00000,0.027906,19.199829,0.001088,19.199849,0.0048207,0.0000088,0.0010679,0.001339,0.001130,3.90289872e-07,-4.88098420e-09,7.95281667e-12,3.28587389e-07,-4.78210697e-09,1.14201583e-11,1.54644901e-09,5.80662283e-10,8.470e-21,8.470e-22
10.5800,60.00000,-40.00000,0.027906,19.199825,0.001088,19.199845,0.0048207,0.0000088,0.0010678,0.003468,0.003242,1.01376842e-06,-9.97331145e-09,-1.11420564e-10,9.47155071e-07,-9.85186436e-09,-1.07204265e-10,1.54644901e-09,5.83087216e-10,5.082e-21,0.000e+00
10.6000,60.00000,-40.00000,0.027905,19.199821,0.001088,19.199841,0.0048207,0.0000088,0.0010678,0.005522,0.005283,1.62016616e-06,-9.32807779e-09,6.15382017e-11,1.54980237e-06,-9.22275376e-09,6.49620835e-11,1.54644901e-09,5.85384264e-10,3.388e-21,4.235e-22
10.6200,60.00000,-40.00000,0.027905,19.199818,0.001088,19.199837,0.0048206,0.0000088,0.0010678,0.007465,0.007218,2.19973897e-06,-3.47554305e-09,-6.72247199e-11,2.12684894e-06,-3.41335669e-09,-6.29179078e-11,1.54644901e-09,5.87487957e-10,3.388e-21,1.694e-21
