sample_index,t_s,base_x_m,base_y_m,base_z_m,base_q_w,base_q_x,base_q_y,base_q_z,base_euler_x_deg,base_euler_y_deg,base_euler_z_deg,base_attitude_deviation_deg,base_vx_m_s,base_vy_m_s,base_vz_m_s,base_wx_rad_s,base_wy_rad_s,base_wz_rad_s,momentum_residual_norm_S,authority_class,attached_target_propagated,released_for_mission_gate
567,5.67,-0.015281710199799082,-0.026305489542400137,0.005120605216564077,0.8430330006427241,0.5172997530540729,-0.1178415933925153,0.08837241755340379,62.82758169734456,-16.865066365121226,1.6216894100736161,65.07640673758095,-0.005571203950570401,0.0015324743386767449,0.007351509959472174,0.39599464698781583,0.005332895597961156,0.13409306956537703,2.1151003240001238e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
568,5.68,-0.015347059795496526,-0.026365677561429095,0.0051496015686284796,0.8419511276875596,0.5188860199207086,-0.11798909400975774,0.089186157060664,63.042923633183776,-16.932028023723063,1.6613379153839218,65.30653791948589,-0.00557342887300094,0.0015751886960094004,0.007328228387712043,0.39591896557277606,0.006238710184813963,0.13430162588867653,1.115124993883404e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
569,5.69,-0.015412444639949513,-0.026425688585848896,0.005178565441273313,0.8408662250126677,0.5204691586763056,-0.11813282709268748,0.09000267586473995,63.25809073029567,-16.999001719234126,1.7012774914062332,65.53659161123046,-0.005575538738507805,0.0016176280339690913,0.007304598727316456,0.39583556824022487,0.007147171780311367,0.13450282335581298,4.09409441112991e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
570,5.7,-0.01547786321212499,-0.026485522218701926,0.00520749559981548,0.8397783227375396,0.5220491297260057,-0.11827277219483874,0.09082194762166552,63.47307782201764,-17.065985822332053,1.7415084922827508,65.7665631019251,-0.005577533565700841,0.0016597885572047157,0.007280624482838666,0.3957444563829056,0.008058200087545268,0.13469662655275155,1.3010426069826053e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
571,5.71,-0.015543313989139919,-0.026545178073655334,0.005236390814278728,0.8386874512560335,0.5236258937006721,-0.11840890913766693,0.09164394572833909,63.68787974619836,-17.13297869755481,1.7820312605400033,65.99644768197301,-0.005579413381678784,0.001701666524465685,0.0072563092032520374,0.39564563183742046,0.00897171429914397,0.13488300096165803,2.4107663789223326e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
572,5.72,-0.015608795446380691,-0.026604655774945148,0.005265249859514256,0.8375936412337743,0.5251994114603483,-0.11854121801340083,0.0924686433249166,63.90249134557332,-17.199978703324835,1.8228461269796015,66.22624064334154,-0.00558117822197816,0.0017432582492355056,0.007231656481109622,0.39553909688557315,0.009887633108994539,0.1350619129676776,1.4303055423378145e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
573,5.73,-0.015674306057622583,-0.026663954957319685,0.005294071515320751,0.8364969236055075,0.5267696440976956,-0.11866967918786117,0.09329601329724127,64.11690746814253,-17.2669841919737,1.863953410568332,66.45593727983474,-0.005582828130520571,0.0017845601003502803,0.007206669951693599,0.39542485425566826,0.010805874724043759,0.13523332986556344,1.113606002252634e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
574,5.74,-0.01573984429514923,-0.0267230752659823,0.005322854566563826,0.8353973295724099,0.5283365529414024,-0.11879427330324438,0.09412602827930847,64.33112296754922,-17.333993509767478,1.9053534183275103,66.68553288736634,-0.005584363159558524,0.0018255685026019822,0.0071813532921550126,0.395302907123776,0.011726356876179114,0.13539721986615372,1.3329462124690845e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
575,5.75,-0.015805408629872154,-0.026782016356533475,0.005351597803294868,0.8342948905993541,0.5299000995595724,-0.11891498128087166,0.09495866065576679,64.54513270346082,-17.40100499693288,1.9470464452215426,66.91502276423378,-0.005585783369619652,0.001866279937326312,0.007155710220643916,0.3951732591149586,0.012648996834188103,0.13555355210269554,1.3162196512311616e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
576,5.76,-0.015870997531450208,-0.02684077789491224,0.005380300020869228,0.8331896384121308,0.5314602457630847,-0.11903178432390253,0.0957938825644534,64.75893154195128,-17.468016987684095,1.9890327740457778,67.1444022113932,-0.005587088829449512,0.0019066909429748958,0.007129744495430379,0.3950359143044541,0.013573711415788708,0.13570229663701847,3.45197985356619e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
577,5.7700000000000005,-0.015936609468409045,-0.026899359557336994,0.005408960020063786,0.832081604994627,0.5330169536089295,-0.11914466392001277,0.09663166589896478,64.97251435588495,-17.535027810250398,2.0313126753136688,67.37366653273445,-0.005588279615952997,0.0019467981156717086,0.007103459914016543,0.3948908772188252,0.014500416999736237,0.1358434244655537,1.253840320273891e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
578,5.78,-0.016002242908260515,-0.026957761030245636,0.005437576607193822,0.8309708225859611,0.5345701854035151,-0.11925360184403594,0.09747198231126111,65.18587602530204,-17.602035786904512,2.073886407143233,67.60281103535767,-0.0055893558141341835,0.001986598109753603,0.007076860312240034,0.3947381528370605,0.01542902953799809,0.1359769075252009,1.504716382203053e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
579,5.79,-0.01606789631762203,-0.02701598201023521,0.005466148594229236,0.8298573236775753,0.5361199037059503,-0.11935858016056854,0.09831480321430575,65.3990114378057,-17.669039233992006,2.116754215142735,67.83183102984995,-0.005590317517034971,0.0020260876382946027,0.007049949563369045,0.3945777465916373,0.016359464567998513,0.13610271869904494,1.5182794979274816e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
580,5.8,-0.016133568162335833,-0.027074022204000837,0.005494674798910032,0.828741141010285,0.5376660713312977,-0.11945958122653774,0.09916009978473748,65.6119154889507,-17.73603646196141,2.159916332295725,68.0607218305631,-0.0055911648256723005,0.0020652634736140797,0.007022731577189453,0.39440966436954145,0.01729163722492985,0.1362208318219149,2.083474391183281e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
581,5.8100000000000005,-0.016199256907588166,-0.027131881328274186,0.005523154044861099,0.8276223075712862,0.539208651353799,-0.11955658769373192,0.10000784296557688,65.82458308263344,-17.803025775395238,2.2033729788454446,68.28947875589199,-0.005591897848974035,0.002104122447768316,0.0069952102990841454,0.39423391251324136,0.01822546225412794,0.1363312216857935,1.8888581794241076e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
582,5.82,-0.016264961018028327,-0.02718955910976128,0.005551585161706231,0.8265008565911229,0.5407476071100707,-0.11964958251129307,0.10085800346896502,66.03700913148332,-17.870005473042156,2.2471243621784844,68.51809712855331,-0.005592516703713626,0.0021426614530257082,0.006967389709104937,0.3940504978216162,0.01916085402351044,0.13643386404507202,1.6700261377343067e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
583,5.83,-0.01633067895788764,-0.02724705528507985,0.0055799669851814135,0.8253768215406101,0.5422829022022733,-0.11973854892817092,0.10171055177893591,66.2491885572559,-17.936973847849984,2.2911706767078788,68.74657227586549,-0.005593021514443549,0.002180877442325135,0.006939273821037489,0.3938594275508422,0.02009772653607649,0.1365287356216525,1.4196144303538748e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
584,5.84,-0.016396409191098228,-0.02730436960069614,0.0056082983572473075,0.8242502361277179,0.5438145005012472,-0.11982347049553828,0.10256545815422051,66.46111629122723,-18.003929186999734,2.335512103755466,68.97489953002889,-0.0055934124134274475,0.0022187674297175245,0.006910866681459265,0.3936607094152277,0.021035993442466528,0.13661581410989454,1.799101445940667e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
585,5.8500000000000005,-0.0164621501814107,-0.02736150181286052,0.005636578126203485,0.8231211342944111,0.5453423661496288,-0.11990433106917832,0.10342269263106088,66.67278727459099,-18.070869771940465,2.3801488114306846,69.20307422840744,-0.00559368954057121,0.0022563284907905373,0.006882172368791198,0.39345435158800074,0.021975568053576207,0.13669507818141033,1.4166436345680808e-16,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
586,5.86,-0.01652790039250514,-0.027418451687538658,0.00566480514681868,0.8219895502134269,0.5468664635649785,-0.11998111481192249,0.10428222502589102,66.8841964588666,-18.137793878423537,2.4250809544852934,69.4310917138154,-0.005593853043352876,0.0022935577630759886,0.006853194992343166,0.3932403627020535,0.02291636335322833,0.13676650748970576,9.073781192124612e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
