sample_index,t_s,base_x_m,base_y_m,base_z_m,base_q_w,base_q_x,base_q_y,base_q_z,base_euler_x_deg,base_euler_y_deg,base_euler_z_deg,base_attitude_deviation_deg,base_vx_m_s,base_vy_m_s,base_vz_m_s,base_wx_rad_s,base_wy_rad_s,base_wz_rad_s,momentum_residual_norm_S,authority_class,attached_target_propagated,released_for_mission_gate
106,1.06,-0.00012512631801983067,-0.0004473060138912256,-5.9671080545545695e-05,0.9999782776195602,0.006394136648996166,-0.001385836611777977,-0.0007992261364700133,0.7328478683197737,-0.1582163250982055,-0.0925983949210623,0.755304582899509,-0.0003391917158134823,-0.0012062410119273285,-0.00013592606060026496,0.03456868894753643,-0.007557706671032739,-0.004185861913011344,8.234406650834449e-18,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
107,1.07,-0.00012856354539524643,-0.00045944685806510147,-6.120454973699153e-05,0.9999770770765649,0.006568464565341264,-0.0014239632625201147,-0.0008203190176743365,0.7528318874271221,-0.16255320147665953,-0.09507171034335264,0.7758959008153631,-0.00034513952051730965,-0.0012268195003136656,-0.00013732771201727047,0.03516521914793001,-0.0076916845681522725,-0.004250632431322491,2.0282188905691037e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
108,1.08,-0.0001320611738584589,-0.00047179315372341494,-6.275933076010213e-05,0.9999758228022511,0.006745785075699641,-0.0014627627622345947,-0.0008417361671612931,0.7731591784612637,-0.1669657786348091,-0.0975847194590535,0.7968406521658701,-0.0003511325864071274,-0.0012475290484616458,-0.00013869758210350775,0.0357658729021196,-0.00782674062201976,-0.004315518502572445,1.6179787719991893e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
109,1.09,-0.00013561967934063826,-0.0004843461791216233,-6.433535277606825e-05,0.9999745129543941,0.006926118722315949,-0.0015022405168912789,-0.0008634781388040058,0.7938321079520846,-0.1714546305179953,-0.10013757392330315,0.8181412619994232,-0.0003571708287989349,-0.0012683685458843665,-0.00014003438233612295,0.036370629338844745,-0.00796287437889839,-0.004380507618574897,9.078858071346792e-18,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
110,1.1,-0.00013923953749516457,-0.000497107201199859,-6.593253788339464e-05,0.9999731456470323,0.007109485942299453,-0.0015424019311741997,-0.000885545424042387,0.8148530307234273,-0.17602032999840206,-0.102730420406268,0.8398001429862558,-0.0003632541658257407,-0.001289336880677565,-0.00014133681268800263,0.0369794677526316,-0.008100085444194232,-0.00444558717147718,8.691217807870206e-18,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
111,1.11,-0.0001429212237323237,-0.0005100774755870509,-6.755080107149106e-05,0.999971718949905,0.007295907068401032,-0.0015832524088070041,-0.0009079384513977548,0.836224289988754,-0.18066344890868066,-0.10536340056909423,0.8618196955187203,-0.000369382518411642,-0.0013104329393726643,-0.00014260356174087996,0.037592367602341574,-0.00823837348099629,-0.004510744453765394,1.4536903321656908e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
112,1.12,-0.00014666521325371932,-0.0005232582466044409,-6.919005017509976e-05,0.9999702308878906,0.0074854023297813545,-0.0016247973528719353,-0.000930657585987805,0.8579482174458991,-0.1853845580745443,-0.10803665104005815,0.8842023078064617,-0.00037555581024535867,-0.0013316556067878625,-0.00014383330680151635,0.038209308509689136,-0.008377738208588519,-0.004575966658278614,6.956658854892453e-18,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
113,1.1300000000000001,-0.00015047198108639456,-0.0005366507472684879,-7.085018582957849e-05,0.9999686794404447,0.007677991852770062,-0.001667042166122221,-0.0009537031290419942,0.8800271333708921,-0.19018422734746407,-0.11075030339092388,0.9069503559741321,-0.00038177396775321667,-0.0013530037658773218,-0.00014502471402094477,0.03883027025772862,-0.008518179400934266,-0.004641240878231925,9.49466491059907e-18,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
114,1.1400000000000001,-0.00015434200211665472,-0.0005502561992931505,-7.25311014270587e-05,0.9999670625410384,0.007873695661615748,-0.001709992251287725,-0.000977075317417385,0.9024633467108254,-0.1950630256366527,-0.11350448411351162,0.930066204141154,-0.000388036920071596,-0.0013744762975784859,-0.00014617643851676457,0.039455232789311165,-0.008659696885133097,-0.004706554107248112,1.0948965824804366e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
115,1.1500000000000001,-0.00015827575112358467,-0.0005640758130915423,-7.423268307349785e-05,0.999965378076595,0.008072533679226517,-0.0017536530113737283,-0.0010007743231150034,0.9252591551757509,-0.20002152094076825,-0.1162993145964833,0.9535522045373683,-0.0003943445990188468,-0.0013960720806575385,-0.00014728712449848757,0.040084176205511406,-0.008802290539850537,-0.004771893239398356,2.419866627725585e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
116,1.16,-0.0001622737028122531,-0.0005781107877769502,-7.595480954664479e-05,0.9999636238869287,0.008274525727900965,-0.0017980298499527061,-0.001024800252796761,0.9484168453295794,-0.20506028037899454,-0.11913491110235276,0.9774106975727646,-0.0004006969390666844,-0.0014177899915530845,-0.00014835540539590489,0.040717080764024464,-0.008945960293720731,-0.004837245069251478,1.0835514559084403e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
117,1.17,-0.0001663363318465969,-0.0005923623111632105,-7.769735225493828e-05,0.9999617977641808,0.008479691530049379,-0.0018431281714489627,-0.0010491531473029963,0.9719386926799723,-0.21017987022182888,-0.12201138474472367,1.0016440119477668,-0.0004070938773110671,-0.0014396289042180308,-0.0001493799039904949,0.04135392687753399,-0.009090706123722488,-0.004902596291932066,1.8613575824149454e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
118,1.18,-0.00017046411288197666,-0.0006068315597644296,-7.946017519735662e-05,0.9999598974522583,0.008688050708904896,-0.001888953381415979,-0.001073832981170677,0.9958269617671848,-0.2153808559213228,-0.12492884146576286,1.026254464728084,-0.0004135353534425697,-0.0014615876899597663,-0.00015035923254983692,0.041994695112050826,-0.00923652805352874,-0.004967933503187273,6.444394107637383e-18,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
119,1.19,-0.00017465752059739857,-0.0006215196987940495,-8.124313492423885e-05,0.9999579206462708,0.008899622789224555,-0.0019355108868063528,-0.0010988396621523292,1.020083906251867,-0.22066380214094114,-0.127887382013916,1.0512443614428237,-0.0004200213097162533,-0.0014836652172786247,-0.0001512919929650345,0.042639366185223126,-0.009383426151829908,-0.005033243199462365,1.2323830932876213e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
120,1.2,-0.00017891702972806117,-0.000636427882163587,-8.304608049814853e-05,0.9999558649919678,0.009114427197986432,-0.0019828060962407473,-0.0011241730307300906,1.0447117690025256,-0.22602927278539559,-0.1308871019212286,1.0766159961698727,-0.00042655169092104553,-0.001505860351704713,-0.0001521767768911494,0.04328792096461848,-0.009531400530631184,-0.005098511777984963,2.913887889535772e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
121,1.21,-0.00018324311509737337,-0.0006515572524819474,-8.486885345541429e-05,0.9999537280851762,0.00933248326508093,-0.002030844420270999,-0.0011498328596347912,1.069712782182431,-0.23147783103066916,-0.13392809148140727,1.102371651627975,-0.00043312644434863486,-0.0015281719556331252,-0.0001530121658906214,0.0439403404659776,-0.009680451343524262,-0.005163725536858109,2.6826336597694246e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
122,1.22,-0.00018763625164694816,-0.0006669089410513226,-8.671128777184434e-05,0.9999515074712387,0.009553810223966439,-0.0020796312716140184,-0.0011758188533756162,1.0950891673325565,-0.23701003935073278,-0.13701043572922283,1.1285135992539752,-0.00043974551976188795,-0.0015505988881575848,-0.00015379673157967866,0.04459660585144059,-0.009830578783933501,-0.0052288706751621,4.185076561695387e-18,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
123,1.23,-0.00019209691446796893,-0.0006824840678632499,-8.857320982706906e-05,0.9999492006444503,0.009778427212330569,-0.0021291720653946566,-0.0012021306477562304,1.1208431354552728,-0.2426264595457379,-0.14013421441854101,1.155044099298072,-0.00044640886936279527,-0.0015731400049025627,-0.00015452903577773807,0.045256698427746045,-0.009981783083336996,-0.0052939332930650234,9.946336238294164e-18,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
124,1.24,-0.00019662557883180608,-0.0006982837415946891,-9.045443837010133e-05,0.9999468050474969,0.010006353272740773,-0.0021794722193791954,-0.0012287678093970743,1.1469768870969466,-0.24832765276963617,-0.1432995020012129,1.1819654008999114,-0.00045311644775995996,-0.001595794157853925,-0.00015520763065976595,0.04592059964440288,-0.010134064509462736,-0.005358899391942298,5.3214339149621044e-18,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
125,1.25,-0.00020122272022026592,-0.0007143090596034008,-9.235478448596495e-05,0.9999443180708937,0.010237607353283744,-0.002230537154200725,-0.0012557298352585272,1.173492612429372,-0.25411417955729076,-0.1465063676062271,1.209279742173986,-0.00045986821193562334,-0.0016185601951881324,-0.00015583105891163202,0.0465882910918358,-0.010287423364460122,-0.005423754874504941,1.0144824747149077e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
126,1.26,-0.00020588881435547072,-0.0007305611079226258,-9.427405156339934e-05,0.9999417370524228,0.01047220830819354,-0.0022823722935763516,-0.0012830161521649591,1.2003924913300377,-0.25998659985092565,-0.1497548750191153,1.2369893502924842,-0.0004666641212122519,-0.0016414369611000665,-0.00015639785388840713,0.04725975449950424,-0.010441859983047148,-0.005488485544936902,9.95165308161301e-18,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
127,1.27,-0.00021062433722936582,-0.0007470409612550708,-9.621203526365233e-05,0.9999390592765721,0.010710174898468233,-0.0023349830645161356,-0.0013106261163297048,1.2276786934611952,-0.2659454730262827,-0.1530450826616251,1.2650964415684445,-0.0004735041372186783,-0.0016644232956295126,-0.00015690653977564275,0.047934971733995684,-0.01059737473063348,-0.005553077109041304,3.0999082597880274e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
128,1.28,-0.00021542976513284895,-0.0007637496829661981,-9.81685234903728e-05,0.9999362819739739,0.010951525792475018,-0.0023883748975236916,-0.0013385590128810103,1.2553533783477397,-0.2719913579179385,-0.1563770435716532,1.293603221532546,-0.0004803882238558118,-0.0016875180344863429,-0.0001573556317535892,0.04861392479709279,-0.010753968001419749,-0.00561751517439579,1.500318010419657e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
129,1.29,-0.00022030557468451795,-0.0007806883250768245,-0.00010014329636061513,0.9999334023208446,0.011196279566543623,-0.0024425532267883516,-0.0013668140553889877,1.283418695453871,-0.27812481284449486,-0.15975080538345698,1.3225118850090556,-0.00048731634726192685,-0.00171072000887448,-0.0001577436361643891,0.049296595823816125,-0.010911640216473263,-0.0056817852505168884,2.2988410021120988e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
130,1.3,-0.00022525224285903204,-0.0007978579282550283,-0.00010213612617696732,0.9999304174384237,0.01144445470554786,-0.0024975234903688074,-0.0013953903853936274,1.3118767842585295,-0.28434639563289066,-0.16316641030813472,1.351824616199842,-0.0004942884757775289,-0.0017340280453146568,-0.00015806905068220132,0.049982967080441004,-0.01107039182178066,-0.005745872749033862,7.567700097920229e-18,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
131,1.31,-0.0002302702470150824,-0.0008152595218073692,-0.00010414677740081435,0.9999273243924135,0.01169606960347525,-0.0025532911303681512,-0.0014242870719339048,1.3407297743295954,-0.2906566636422688,-0.1666238951143898,1.3815435887606218,-0.0005013045799098124,-0.0017574409654660397,-0.00015833036448627846,0.050673020962490434,-0.011230223286277343,-0.005809762983871451,5.689995883787866e-18,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
132,1.32,-0.00023536006492296766,-0.0008328941236694196,-0.00010617500662674904,0.9999241201924206,0.011951142563984548,-0.0026098615931002254,-0.0014535031110780284,1.3699797853968325,-0.2970561737875377,-0.17012329110957627,1.4116709658655262,-0.0005083646322967181,-0.0017809575859467823,-0.00015852605843699413,0.05136673999270351,-0.011391135099854437,-0.005873441171442308,1.0670582062686356e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
133,1.33,-0.00024052217479177026,-0.0008507627403956117,-0.00010822056255814184,0.9999208017913951,0.012209691800951033,-0.00266724032924719,-0.001483037425454868,1.3996289274235711,-0.30354548256201686,-0.17366462412103284,1.4422089002972205,-0.0005154686076705925,-0.0018045767181535388,-0.00015865460525480522,0.052064106818980084,-0.011553127771343359,-0.005936892430848846,2.150092095896727e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
134,1.34,-0.00024575705529612856,-0.0008688663671484016,-0.00011028318598388166,0.9999173660850735,0.012471735438999468,-0.0027254327940082297,-0.0015128888637866121,1.4296793006771071,-0.3101251460598408,-0.17724791447770735,1.473159534502599,-0.0005226164828214594,-0.0018282971680800121,-0.0001587144697021448,0.05276510421230155,-0.011716201826478222,-0.006000101784094528,1.4090561897588094e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
135,1.35,-0.000251065185602601,-0.0008872059876867497,-0.00011236260975629948,0.999913809911419,0.012737291514024555,-0.0027844444472393125,-0.0015430562004226883,1.4601329957978124,-0.3167957199976123,-0.1808731769920791,1.504525000682086,-0.0005298082365599114,-0.0018521177361345783,-0.00015870410876826885,0.05346971506462887,-0.011880357805836525,-0.006063054156305051,1.89645525013797e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
136,1.36,-0.0002564470453956177,-0.0009057825743539244,-0.00011445855877028661,0.9999101300500651,0.013006377973698812,-0.0028442807535839078,-0.0015735381348749979,1.4909920938669414,-0.3235577597357118,-0.1845404209423774,1.536307420843356,-0.0005370438496796288,-0.001876037216957062,-0.0001586219718570177,0.054177922386777544,-0.012045596262758317,-0.006125734375959156,1.1918459467953158e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
137,1.37,-0.0002619031149030148,-0.0009245970880646247,-0.00011657074994361933,0.9999063232217581,0.01327901267796766,-0.0029049471825945863,-0.0016043332913545005,1.5222586664731157,-0.33041182029879324,-0.18824965005510508,1.568508906881302,-0.0005443233049195318,-0.001900054399234699,-0.00015846650097752052,0.0548897093062699,-0.012211917761244175,-0.0061881271751295,1.3523982578379668e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
138,1.3800000000000001,-0.00026743387492114787,-0.0009436504782914281,-0.00011869889219850192,0.9999023860878005,0.013555213399531684,-0.0029664492088454105,-0.0016354402183091977,1.553934775777483,-0.3373584563959995,-0.1920008624878671,1.6011315606424628,-0.0005516465869255726,-0.0019241680655173801,-0.00015823613093781923,0.05560505906516556,-0.012379322873832302,-0.006250217189733483,1.2648625217105232e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
139,1.3900000000000001,-0.0002730398068395792,-0.0009629436830505642,-0.00012084268644433979,0.9998983152494958,0.01383499782431586,-0.003028792312035028,-0.001666857387963554,1.586022474577527,-0.3443982224403511,-0.19579405081251144,1.6341774739895394,-0.000559013682212178,-0.0019483769920321842,-0.00015792928954143582,0.056323955017869805,-0.012547812179455126,-0.0063119889597944056,1.4937713225556436e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
140,1.4000000000000001,-0.00027872139266533504,-0.000982477628887014,-0.00012300182556175462,0.999894107247593,0.01411838355192565,-0.003091981977080387,-0.0016985831958593962,1.6185238063695226,-0.351531672567715,-0.1996292019985803,1.6676487288722324,-0.0005664245791233488,-0.0019726799484973277,-0.0001575443977868398,0.05704638062892097,-0.012717386261275459,-0.006373426929712742,6.266135176753009e-18,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
141,1.41,-0.0002844791150467286,-0.0010022532308589396,-0.00012517599438785325,0.9998897585617328,0.014405388096089855,-0.003156023694200984,-0.0017306159603983425,1.6514408054096215,-0.3587593606553283,-0.20350629739708195,1.7015473973847823,-0.000573879267793416,-0.001997075697935524,-0.00015707987006986852,0.057772319470755944,-0.012888045704502792,-0.006434515448548069,1.8185208981940078e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
142,1.42,-0.00029031345729674414,-0.001022271392521446,-0.00012736486970276248,0.9998852656098942,0.014696028885090062,-0.0032209229589935636,-0.0017629539223857952,1.6847754967735502,-0.3660818403393673,-0.20742531272457795,1.7358755418306047,-0.0005813777401074762,-0.002021562996486878,-0.00015653411438904089,0.058501755221455766,-0.013059791094189995,-0.0064952387703116,1.9431734234780363e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
143,1.43,-0.00029622490341597667,-0.00104253300590967,-0.0001295681202174409,0.9998806247478409,0.014990323262176513,-0.0032866852724971617,-0.001795595244576537,1.7185298964149163,-0.37349966503240273,-0.21138621804759875,1.7706352147907067,-0.0005889199896614961,-0.002046140593221339,-0.00015590553255381506,0.0592346716624705,-0.013232623013010553,-0.006555581054269376,1.457838738093722e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
144,1.44,-0.00030221393811512607,-0.0010630389515212107,-0.00013178540656278044,0.9998758322685712,0.015288288485970431,-0.003353316141248448,-0.0018285380112219927,1.7527060112221016,-0.3810133879398239,-0.21538897776738025,1.8058284591696319,-0.0005965060117221077,-0.0020708072299507937,-0.00015519252039574905,0.059971052676324056,-0.013406542039016891,-0.006615526365256456,2.0430523464500023e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
145,1.45,-0.00030828104683703705,-0.00108379009829789,-0.00013401638128000907,0.999870884401766,0.015589941730852446,-0.0034208210773272376,-0.0018617802276191732,1.787305839073734,-0.38862356207613613,-0.21943355060493455,1.8414573082663683,-0.0006041358031860911,-0.002095561641040868,-0.00015439346798258534,0.060710882244299436,-0.013581548743379938,-0.006675058674002316,9.022360211964684e-18,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
146,1.46,-0.00031442671577828444,-0.001104787303606856,-0.0001362606888124063,0.9998657773132386,0.015895300087337156,-0.0034892055983921106,-0.001895319819661362,1.8223313688927234,-0.3963307402802015,-0.2235198895864473,1.8775237858289924,-0.0006118093625395569,-0.002120402553222483,-0.00015350675983524654,0.061454144444104714,-0.013757643688110324,-0.006734161857467372,2.7112209102168365e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
147,1.47,-0.00032065143191029586,-0.0011260314132210216,-0.00013851796549834374,0.9998605071043872,0.016204380562433673,-0.003558475227706055,-0.0019291546333905835,1.8577845806988473,-0.404135475230277,-0.22764794202901414,1.9140299061043935,-0.000619526689816836,-0.0021453286854032764,-0.00015253077514775098,0.06220082344752014,-0.013934827423761549,-0.006792819699191007,3.9703122351430846e-18,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
148,1.48,-0.00032695568300001134,-0.0011475232612988475,-0.00014078783956566216,0.9998550698116454,0.01651720007999189,-0.0036286354941520273,-0.0019632824345518886,1.8936674456598754,-0.4120383194582886,-0.23181764952671188,1.9509776739047728,-0.0006272877865590819,-0.0021703387484789103,-0.00015146388801003002,0.0629509035180267,-0.014113100487115433,-0.006851015889651291,2.344736036059462e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
149,1.49,-0.00033333995763007115,-0.0011692636703634668,-0.0001430699311273973,0.999849461405937,0.01683377548103457,-0.0036996919322383665,-0.0019977009081495155,1.9299819261412192,-0.4200398253633806,-0.23602894793700896,1.988369084646307,-0.0006350926557725892,-0.002195431445144365,-0.0001503044676336662,0.06370436900841636,-0.01429246339885011,-0.006908734026636394,3.0270800391680916e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
150,1.5,-0.0003398047452185313,-0.0011912534512811563,-0.00014536385217886588,0.9998436777921291,0.017154123524074867,-0.003771650082093961,-0.002032407658004945,1.9667299757540915,-0.4281405452251845,-0.24028176736751847,2.02620612441259,-0.0006429413018868471,-0.002220605469705287,-0.00014905087858051595,0.06446120435838486,-0.014472916661191004,-0.00696595761562808,1.0713322006468775e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
151,1.51,-0.0003463505360380997,-0.0012134934032391523,-0.00014766920659612385,0.9998377148084882,0.017478260885419396,-0.003844515489453088,-0.002067400206316921,2.003913539402167,-0.43634103121612194,-0.24457603216309484,2.0644907700009676,-0.000650833730712315,-0.0022458595078894425,-0.0001477014809942726,0.06522139409210645,-0.014654460755545051,-0.007022670070197432,1.80759622082633e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
152,1.52,-0.00035297782123489035,-0.0012359843137228171,-0.00014998559013580876,0.9998315682261368,0.017806204159456503,-0.003918293705629837,-0.0021026759932234545,2.0415345533267257,-0.44464183541340135,-0.2489116608932762,2.1032249889692567,-0.0006587699493979527,-0.002271192236658378,-0.00014625463083489827,0.06598492281579271,-0.014837096140118551,-0.007078854712412831,1.160856030600983e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
153,1.53,-0.0003596870928466897,-0.001258726958492154,-0.00015231259043637784,0.9998252337485114,0.01813796985892977,-0.003992990287482042,-0.00213823237636587,2.079594945150271,-0.4530435098101627,-0.2532885663400759,2.142410739689064,-0.0006667499663884863,-0.0022966023240193444,-0.00014470868011596933,0.06675177521523325,-0.01502082324751895,-0.007134494773260783,1.6280370580039308e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
154,1.54,-0.0003664788438207318,-0.0012817221015576754,-0.00015464978702075404,0.9998187070108222,0.018473574415196547,-0.004068610797364605,-0.0021740666304549267,2.1180966339186056,-0.4615466063261516,-0.2577066554861212,2.1820499713835777,-0.000674773791381436,-0.0023220884288375544,-0.0001430619771449149,0.06752193605332125,-0.015205642482340902,-0.007189573393079223,1.918272012988275e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
155,1.55,-0.000373353568030978,-0.0013049704951556256,-0.0001569967513003914,0.9998119835795132,0.018813034178471372,-0.004145160803072177,-0.002210175946839066,2.1570415301413526,-0.4701516768177314,-0.26216582950314443,2.222144624180101,-0.0006828414352839035,-0.0023476492006488533,-0.00014131286676615466,0.06829539016756304,-0.015391554218736876,-0.007244073622004093,2.4575063227222157e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
156,1.56,-0.0003803117602948952,-0.0013284728797225557,-0.00015935304658077203,0.9998050589517242,0.01915636541805418,-0.004222645877771051,-0.002246557433074819,2.1964315358309148,-0.4788592730871708,-0.26666598374082684,2.2626966291511263,-0.0006909529101691273,-0.002373283279472899,-0.00013945969060711577,0.06907212246757134,-0.015578558797972956,-0.007297978420429036,3.1914057721793556e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
157,1.57,-0.00038735391638973103,-0.0013522299838692612,-0.0001617182280683461,0.9997979285547559,0.0195035843225432,-0.004301071599920228,-0.0022832081124994283,2.236268544539844,-0.48766994689149806,-0.27120700771599837,2.3037079083498795,-0.0006991082292328146,-0.0023989892956268774,-0.0001375007873271343,0.06985211793254423,-0.01576665652596968,-0.007351270659478651,3.551751001306885e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
158,1.58,-0.0003944805330682783,-0.0013762425243540738,-0.00016409184287892708,0.999790587745533,0.01985470700003231,-0.004380443553181547,-0.0023201249238057084,2.2765544413966303,-0.49658424995055456,-0.27578878510218613,2.3451803748597957,-0.0007073074067492517,-0.0024247658695398977,-0.00013543449286924824,0.07063536160872924,-0.015955847670828745,-0.0074039331214951,2.4387560799351063e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
159,1.59,-0.0004016921080741276,-0.0014005112060555174,-0.00016647343004755382,0.9997830318100719,0.020209749478292804,-0.004460767326318796,-0.002357304720619212,2.317291103139872,-0.5056027339544498,-0.28041119371952683,2.3871159328282467,-0.0007155504580272078,-0.0024506116115680754,-0.00013325914071485358,0.07142183860687243,-0.016146132460345696,-0.007455948500539085,2.1023460131700017e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
160,1.6,-0.0004089891401567608,-0.001425036721945533,-0.00016886252053946175,0.9997752559629492,0.020568727704945382,-0.004542048513091335,-0.0023947442710773874,2.3584803981515163,-0.5147259505710166,-0.2850741055250081,2.4295164775033204,-0.000723837399365632,-0.002476525121810438,-0.0001309730621412459,0.0722115340996548,-0.01633751107950886,-0.007507299402904504,1.9069941985068834e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
161,1.61,-0.0004163721290864205,-0.0014498197530637645,-0.00017125863726127108,0.9997672553467709,0.020931657547626725,-0.004624292712143971,-0.0024324402574140793,2.400124186489671,-0.5239544514535082,-0.28977738660343516,2.4723838952745996,-0.0007321682480091523,-0.0025025049899257,-0.00012857458648200132,0.07300443331911396,-0.01652998366798521,-0.007557968347647713,2.417770844642675e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
162,1.62,-0.00042384157566669763,-0.0014748609684846425,-0.00017366129507637339,0.9997590250316445,0.02129855479410537,-0.0047075055268553595,-0.002470389275545041,2.4422243199157854,-0.5332887882441477,-0.29452089715850255,2.515720063703081,-0.0007405430221033863,-0.0025285497949499966,-0.0001260620413902446,0.07380052155405338,-0.016723550317593143,-0.007607937767131294,1.8824260199417628e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
163,1.6300000000000001,-0.00043139798174817205,-0.001500161025288742,-0.00017607000082080427,0.999750560014653,0.021669435152404135,-0.004791692565198128,-0.0025085878346524505,2.4847826419227665,-0.5427295125796112,-0.299304491503897,2.5595268515535983,-0.0007489617406500588,-0.0025546581051156684,-0.00012343375310475672,0.07459978414743877,-0.016918211069762865,-0.007657190007582581,1.5930025751878603e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
164,1.6400000000000001,-0.0004390418502411827,-0.0015257205685330223,-0.00017848425332013746,0.9997418552193299,0.022044314250906277,-0.004876859439584907,-0.002547032356775134,2.5278009877614394,-0.5522771760956845,-0.30412801805511575,2.6038061188284654,-0.0007574244234619557,-0.0025808284776711364,-0.0001206880467189196,0.07540220649378167,-0.017113965912984436,-0.007705707329667482,1.1377409103682187e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
165,1.6500000000000001,-0.0004467736851280446,-0.0015515402312204192,-0.00018090354340790022,0.9997329054951366,0.02242320763844511,-0.00496301176670272,-0.002585719176401449,2.571281184465294,-0.5619323304311173,-0.3089913193216599,2.648559716795707,-0.0007659310911176915,-0.002607059458702027,-0.00011782324645251401,0.0762077740365121,-0.01731081478024411,-0.007753471909079212,2.5673394641010626e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
166,1.6600000000000001,-0.0004545939914747375,-0.0015776206342688786,-0.00018332735394550306,0.9997237056169421,0.022806130784377467,-0.005050155167336024,-0.002624644540064811,2.6152250508735753,-0.5716955272308936,-0.3138942318995929,2.6937894880164244,-0.0007744817649163243,-0.002633349582953531,-0.0001148376759263308,0.0770164722653388,-0.017508757546449146,-0.00780046583714302,3.9152160262829636e-17,NON_RELEASE_DIAGNOSTIC_EXECUTION_ONLY,false,false
