path,bytes,mtime_ns,sha256,exists
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F4R1_INTERNAL_CONFIGURATION_COMPLETION_V1\70_c3_cad\INTERFERENCE_REPORT_V2.json,39166,1787828290699702200,17154A139FF66B77DF357BA52CF7F1D15C2D1FB37020F586B3DF987A1BA3B7B7,True
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F4R1_INTERNAL_CONFIGURATION_COMPLETION_V1\70_c3_cad\MASS_CG_REPORT_V1.json,558,1787827439136240300,3D12BC1A698F76D43BD754179043743DA1162F2EC84F73E63DE4E2491F90C9B1,True
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F4R1_INTERNAL_CONFIGURATION_COMPLETION_V1\70_c3_cad\README_C3_BUILD.md,2889,1787828337447422200,251AE56AB7ADAEED7C93E113F0783BA9D355094B5197C4B55D8F12BADC6A00E1,True
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\F4R1_INTERNAL_CONFIGURATION_COMPLETION_V1\70_c3_cad\STEP_EXPORT_RECEIPT_V2.json,111,1787828290954618000,D1D0E62A011C7AE3ADE23410E601E7D14C1ADAA5E9A9E46D289FC78AB782F535,True
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\.04_MASTER_GEOMETRY.step.glb,4140452,1787729519805643800,7B32BE70AD104CD0576D30438D21498A6EDDCAEB718DB390B917016228A73C7A,True
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\00_RELEASE_GATE.json,5166,1787647880848140200,14D30FD40AC60253C0716A71BA46950E1DF6B8E69DCE3F12690319B970A48674,True
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\01_BASELINE_MANIFEST.json,4488,1787648063720602700,7E87EE69A582FFEFB3400A67E84A562729585745FE59E8ED1DEC7A12C1EA5BBE,True
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\02_PRODUCT_STRUCTURE.yaml,48807,1787645166032908200,0F9897EF4E41666DDB29CB0FC621DD737FDD8CCDE3F5527030E53A9D1604681A,True
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\03_MASTER_GEOMETRY.FCStd,579603,1787645166035381300,013DA84FE9A5C388252DB18516628411C484BB818959FA1A5CF8D950485636E7,True
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\04_MASTER_GEOMETRY.step,1373004,1787645166038930800,8C85585E9C051AEBB849E48F56354B48BF4204F61103B550BD92FC77BA99EA9E,True
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\05_ACCEPTED_B601_URDF_REF.yaml,1343,1787644965562782400,6912F7D547B8CBBC98519A6702415CA9EA0BAF25691FAAD4172326954B3E65D9,True
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\06_PHYSICAL_DYNAMICS_BRIDGE.yaml,780,1787644965566031900,D0E1991C701759244E679B60935B4842ED0CE39D34BC90EC0A47556F66B4E37E,True
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\07_SYSTEM_MASS_PROPERTIES.yaml,1182,1787644965571125700,7F7C1CE660693C81DCA06ABC51E5553CAC1DEBCCEDD8D361AE74A45B811EE66A,True
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\08_CONFIGURATION_LIBRARY.yaml,749,1787645166043407300,1750C335ED5A1C478BE30A41B57D9211339A59B702E6B67A7B0EEE9CA4D14F1C,True
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\09_M3R_ICD.yaml,757,1787644965574392200,4A051B42ACC574BFB07D1C317D36FE57C593BCECDC551AE5730861E9BE150E35,True
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\10_GRIPPER_INTERFACE.yaml,1420,1787646331388406400,6EAD2D9DD0812A903638727E873E882DFFC4E37457689CFDEBCA62013083D6B5,True
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\11_SOLAR_R2_MECHANISM.yaml,1332,1787646331393405600,EF02ECC2F2832A2DA1E4FCEABE1B347BAA5A924B34C0FECE54A765988A6DD8C8,True
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\12_HARNESS_MISSION_ENVELOPE.yaml,1429,1787646331405404700,6D5405E40C317E5B96734554D41A2D5169396BA0BCF7CC158DEC2908B9D71A22,True
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\13_R2_FLEX_MODEL.yaml,2817,1787647880740974800,8CADF790CF6A94AF9DEA73915F134A88E3AD720BE72D37235B1B91F9DEB2E1CA,True
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\14_COLLISION_ASSET_MANIFEST.json,811,1787646331408404800,62461801E1908F7EB6E4E3B800FEF8106B231D78220E30F84BD8CA05BBDBC02F,True
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\15_UNIFIED_R2_SYSTEM_INTERFACE.yaml,9001,1787646331659024800,19822080E540DE1E46A383B49C60CD0FB4F40DB9DD4FD5EDDDD4F9C31DDD1E3A,True
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\16_EMBODIED_MECHANICAL_CONTRACT.yaml,95903,1787646331411818200,5DDA627794A4B29D087D7489BECC7A98ED632BC6EAC0413CD9F7226C03AE1E7C,True
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\17_MECH_TO_EMBODIED_HANDOFF_GATE.json,818,1787647880849147900,42792057BD9FE08FDEABADEC23B5F2CFA06095A33D5A8F363633CE90BC6BE982,True
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\18_SIM13_PREEXECUTION_GATE.json,875,1787647880849147900,AF24635327DC96D0DAAABA6A074C9440C0BD0F984E1418AF6C6677C3D4CF77DE,True
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\19_OPEN_QUALIFICATION_HOLDS.csv,1443,1787645166044404000,29EE63D5E723DB33ECB61F2D1CEBDCBFA06966328A6F4843AED4EACD1285132C,True
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\20_RED_TEAM.json,2880,1787647880741987500,F3981655C383EBDC22AEC3B936C28B86D41647363A50361A4BB31D14DFE85E2F,True
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\21_FALSIFIER.json,2880,1787647880743984900,F3981655C383EBDC22AEC3B936C28B86D41647363A50361A4BB31D14DFE85E2F,True
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\22_RELEASE_SHA256.csv,2077,1787648063709464700,F37A4FD12DC95F5311333B552FBF4993361597503B969CF77309D19F8A80A792,True
F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\MECHANICAL_ENGINEERING_RELEASE_R2\_work\mode_a_native_design_r1\00_authority\A3_00_INPUT_AUTHORITY.json,2263,1788532675549603800,6887E45757F516C569FFF06109CEEC0FFAD9302F822863893155D08D704455DE,True
