lane_id,sample_index,t_s,base_x_m,base_y_m,base_z_m,quat_w,quat_x,quat_y,quat_z,base_wx_rad_s,base_wy_rad_s,base_wz_rad_s,base_dev_deg,energy_J,joint_work_J,momentum_dP_norm,momentum_dL_norm,joint1_q_rad,joint2_q_rad,joint3_q_rad,joint4_q_rad,joint5_q_rad,joint6_q_rad
ODR01_DYNAMICS_T_SM,94,9.400000000000e-01,5.1020250123656958e-05,-6.8807517504833332e-05,-1.0408102980083536e-04,9.9983408048192246e-01,2.6190059257055354e-03,-1.7828439019865010e-02,2.6644093050058161e-03,1.6910161061373805e-02,-9.8543080199671493e-02,2.3363693761706751e-02,2.0874802234688841e+00,6.2240102969521498e-03,6.2240102969742831e-03,8.4983747219407389e-18,1.8848910116835088e-17,-1.0207536792391393e-01,-1.1161761565790462e+00,-1.3761257913073079e+00,-1.1407405880770738e+00,-3.4017121079322782e-02,1.7200553900474825e-05
ODR01_DYNAMICS_T_SM,95,9.500000000000e-01,5.5577994078653263e-05,-6.9853723821182797e-05,-1.0718288156714489e-04,9.9982455739806586e-01,2.7037554837631597e-03,-1.8324740405396674e-02,2.7835263822253366e-03,1.7315920374891627e-02,-9.9976761198328379e-02,2.4204419340605628e-02,2.1465524532790701e+00,6.4352226528599944e-03,6.4352226528064556e-03,1.2879080575116792e-16,6.2600447658122290e-17,-1.0495752243215425e-01,-1.1180957713703399e+00,-1.3754803174875101e+00,-1.1385020475698764e+00,-3.4977855604778063e-02,1.7166800269671390e-05
ODR01_DYNAMICS_T_SM,96,9.600000000000e-01,6.0383031290095983e-05,-7.0866331785068626e-05,-1.1034263087775278e-04,9.9981461391803927e-01,2.7904941805108052e-03,-1.8828190924482225e-02,2.9069166933026929e-03,1.7729524980464921e-02,-1.0140280998457951e-01,2.5066334947629998e-02,2.2065455570344428e+00,6.6507996554682289e-03,6.6507996554816384e-03,5.8571005740381174e-17,2.5202045703400713e-17,-1.0788446097999621e-01,-1.1200452138841195e+00,-1.3748248140440316e+00,-1.1362287237481696e+00,-3.5953518397580431e-02,1.7132522161802523e-05
ODR01_DYNAMICS_T_SM,97,9.700000000000e-01,6.5443610209720051e-05,-7.1843088208707479e-05,-1.1356077653531416e-04,9.9980423746651004e-01,2.8792581932647224e-03,-1.9338750902021678e-02,3.0346877626616256e-03,1.8151137106331115e-02,-1.0282064666204263e-01,2.5949609236060135e-02,2.2674592952368684e+00,6.8707686081718568e-03,6.8707686082084716e-03,9.0737811921246116e-17,2.4320953051510443e-17,-1.1085618036506675e-01,-1.1220244819874932e+00,-1.3741592816940607e+00,-1.1339206190992048e+00,-3.6944108390254055e-02,1.7097719614372017e-05
ODR01_DYNAMICS_T_SM,98,9.800000000000e-01,7.0768095874395456e-05,-7.2781708187092973e-05,-1.1683782133705846e-04,9.9979341531239052e-01,2.9700843672561860e-03,-1.9856377747586185e-02,3.1669479917384286e-03,1.8580920392161932e-02,-1.0422968738244122e-01,2.6854398959171796e-02,2.3292932417675876e+00,7.0951564137902885e-03,7.0951564137498348e-03,1.6996749443881478e-17,6.2552358196323017e-17,-1.1387266947865501e-01,-1.1240335682816751e+00,-1.3734837229254522e+00,-1.1315777422510063e+00,-3.7949621879832238e-02,1.7062392757476756e-05
ODR01_DYNAMICS_T_SM,99,9.900000000000e-01,7.6364967505266769e-05,-7.3679876148753358e-05,-1.2017427232510149e-04,9.9978213457338772e-01,3.0630102187240290e-03,-2.0381025936496221e-02,3.3038066009507534e-03,1.9019039722687314e-02,-1.0562934448585395e-01,2.7780848585656791e-02,2.3920467844285902e+00,7.3239895704929388e-03,7.3239895704950457e-03,3.6222089594801189e-17,1.0444418402013024e-17,-1.1693390936700215e-01,-1.1260724601428047e+00,-1.3727981419830013e+00,-1.1292001079247682e+00,-3.8970052548287830e-02,1.7026541813088938e-05
ODR01_DYNAMICS_T_SM,100,1.000000000000e+00,8.2242816205912593e-05,-7.4535246887590684e-05,-1.2357064105215169e-04,9.9977038222083237e-01,3.1580739384666932e-03,-2.0912646986107990e-02,3.4453735711095861e-03,1.9465661053486873e-02,-1.0701902665475127e-01,2.8729089921026164e-02,2.4557191249567816e+00,7.5572941650534665e-03,7.5572941650970983e-03,2.8609792490763984e-17,3.2340498660157336e-17,-1.2003987329259054e-01,-1.1281411397627685e+00,-1.3721025448547171e+00,-1.1267877368872525e+00,-4.0005391482963205e-02,1.6990167094338310e-05
ODR01_DYNAMICS_T_SM,101,1.010000000000e+00,8.8410342282967759e-05,-7.5345446701836509e-05,-1.2702744384358739e-04,9.9975814508456240e-01,3.2553143929360934e-03,-2.1451189439983795e-02,3.5917595810646056e-03,1.9920951228958574e-02,-1.0839813908194887e-01,2.9699241735517579e-02,2.5203092797735742e+00,7.7950958633086730e-03,7.7950958632912581e-03,1.1862261865335482e-16,6.2583921073546219e-17,-1.2319052679543334e-01,-1.1302395841900212e+00,-1.3713969392580967e+00,-1.1243406559031859e+00,-4.1055627197000545e-02,1.6953269004794377e-05
ODR01_DYNAMICS_T_SM,102,1.020000000000e+00,9.4876352504555904e-05,-7.6108074553992425e-05,-1.3054520206670265e-04,9.9974540985798677e-01,3.3547711246432292e-03,-2.1996598852205278e-02,3.7430759440125962e-03,2.0385077792492674e-02,-1.0976608365258829e-01,3.0691409399036782e-02,2.5858160806968509e+00,8.0374198977031241e-03,8.0374198977385507e-03,2.8609792490763984e-17,4.3491510318626089e-17,-1.2638582775436374e-01,-1.1323677653704058e+00,-1.3706813346263993e+00,-1.1218588976876556e+00,-4.2120745649771862e-02,1.6915848037748633e-05
ODR01_DYNAMICS_T_SM,103,1.030000000000e+00,1.0164975751254111e-04,-7.6820703199944576e-05,-1.3412444242084275e-04,9.9973216310347512e-01,3.4564843533597543e-03,-2.2548817765094497e-02,3.8994345433978868e-03,2.0858208788897215e-02,-1.1112225914022759e-01,3.1705684523669835e-02,2.6522381748939354e+00,8.2842910518058713e-03,8.2842910517125223e-03,5.6903160887608352e-17,3.5221722247553559e-17,-1.2962572644832474e-01,-1.1345256501879750e+00,-1.3699557420949200e+00,-1.1193425008585085e+00,-4.3200730267309320e-02,1.6877904775496791e-05
ODR01_DYNAMICS_T_SM,104,1.040000000000e+00,1.0873956865925431e-04,-7.7480880469301427e-05,-1.3776569720948826e-04,9.9971839125763418e-01,3.5604949732510544e-03,-2.3107785701928011e-02,4.0609477646244207e-03,2.1340512559141770e-02,-1.1246606141710046e-01,3.2742144614309118e-02,2.7195740263201120e+00,8.5357336416921527e-03,8.5357336417974539e-03,7.2527209794722136e-17,5.5680300112631706e-17,-1.3291016561765820e-01,-1.1367132005058120e+00,-1.3692201744872634e+00,-1.1167915098887469e+00,-4.4295561962735278e-02,1.6839439888620998e-05
ODR01_DYNAMICS_T_SM,105,1.050000000000e+00,1.1615489543968239e-04,-7.8086130408381614e-05,-1.4146950466101027e-04,9.9970408063719962e-01,3.6668445538007937e-03,-2.3673439139387829e-02,4.2277284283076177e-03,2.1832157527504822e-02,-1.1379688367857564e-01,3.3800852727942664e-02,2.7878219149513934e+00,8.7917714940888222e-03,8.7917714939517375e-03,1.5899003276961254e-17,4.1777673608052095e-17,-1.3623908052539452e-01,-1.1389303732068514e+00,-1.3684746463016180e+00,-1.1142059750589257e+00,-4.5405219156692489e-02,1.6800454135272060e-05
ODR01_DYNAMICS_T_SM,106,1.060000000000e+00,1.2390494186272088e-04,-7.8633954685723722e-05,-1.4523640919676209e-04,9.9968921744443973e-01,3.7755753330366653e-03,-2.4245711511491817e-02,4.3998897179051847e-03,2.2333311981231764e-02,-1.1511411668182404e-01,3.4881857142160376e-02,2.8569799392468438e+00,9.0524279211901728e-03,9.0524279212684505e-03,5.0515910130503314e-17,4.5666410171008667e-17,-1.3961239901854211e-01,-1.1411771202347005e+00,-1.3677191736970298e+00,-1.1115859524095502e+00,-4.6529677797774276e-02,1.6760948360451674e-05
