t_s,base_dev_angle_deg,base_euler_x_deg,base_euler_y_deg,base_euler_z_deg,wb_x_dps,wb_y_dps,wb_z_dps,tip_L_mm,tip_R_mm,eta_L1,eta_L2,eta_L3,eta_L4,eta_L5,eta_R1,eta_R2,eta_R3,eta_R4,eta_R5,L_base_Nms,L_arm_Nms,L_panels_Nms,L_target_Nms,E_damp_J,abs_dP,abs_dL
0.6200,19.538380,1.439731,19.462746,1.230143,1.597109,0.430493,1.836160,1.502826,-0.983597,4.55064726e-04,9.52026561e-06,-1.45719553e-06,6.35664660e-07,6.86920187e-08,-2.97345711e-04,-5.93108200e-06,8.22503695e-07,-3.43357068e-07,-3.45737353e-08,6.32070841e-01,9.32100182e-02,2.05677458e-02,2.99902887e+00,9.28178465e-07,3.331e-16,4.885e-15
0.6300,19.544594,1.462228,19.466583,1.249727,1.597199,0.430166,1.836164,1.617148,-1.067270,4.79151821e-04,-2.22504563e-06,-4.11659276e-06,-4.68369763e-08,-4.74999841e-08,-3.16108876e-04,1.25658920e-06,2.38715221e-06,2.42055027e-08,2.52400813e-08,6.32079666e-01,9.32099061e-02,2.05381398e-02,2.99904848e+00,9.43050275e-07,1.327e-15,8.882e-16
0.6400,19.550834,1.484728,19.470409,1.269313,1.597274,0.429832,1.836176,1.739209,-1.154742,5.01379345e-04,-1.35576624e-05,-2.23845544e-06,-5.63011891e-07,2.11109208e-08,-3.33556799e-04,8.25348435e-06,1.34423854e-06,3.17574308e-07,-8.86462420e-09,6.32084342e-01,9.32088216e-02,2.05297708e-02,2.99905290e+00,9.56082717e-07,4.458e-16,2.220e-15
0.6500,19.557099,1.507231,19.474225,1.288901,1.597357,0.429503,1.836184,1.849468,-1.234707,5.21661076e-04,-2.27472505e-05,2.07715864e-06,6.73263586e-07,1.07532305e-08,-3.49621276e-04,1.39912345e-05,-1.13902097e-06,-3.65104277e-07,-5.68353780e-09,6.32091150e-01,9.32082316e-02,2.05106607e-02,2.99906496e+00,9.68163580e-07,9.437e-16,2.220e-15
0.6600,19.563390,1.529737,19.478030,1.308491,1.597449,0.429178,1.836186,1.940041,-1.302001,5.39916860e-04,-2.83986003e-05,4.09177140e-06,-1.82930546e-07,-3.69986216e-08,-3.64240613e-04,1.75974654e-05,-2.33610371e-06,9.93083250e-08,2.15134607e-08,6.32100606e-01,9.32082605e-02,2.04781049e-02,2.99908663e+00,9.74612291e-07,1.247e-15,4.441e-16
0.6700,19.569707,1.552245,19.481825,1.328083,1.597531,0.428847,1.836194,1.991967,-1.345629,5.56076201e-04,-2.96618656e-05,1.63131873e-06,-4.50057436e-07,5.82453609e-08,-3.77357825e-04,1.85295841e-05,-9.54188974e-07,2.56090212e-07,-3.01082140e-08,6.32107100e-01,9.32076047e-02,2.04605018e-02,2.99909765e+00,9.78821794e-07,3.036e-16,2.220e-15
0.6800,19.576049,1.574757,19.485609,1.347677,1.597610,0.428515,1.836204,2.009736,-1.367901,5.70077422e-04,-2.63608545e-05,-2.56881331e-06,6.82052498e-07,-6.56768217e-08,-3.88921608e-04,1.66559549e-05,1.46994900e-06,-3.70930618e-07,3.58344212e-08,6.32112810e-01,9.32067646e-02,2.04469491e-02,2.99910576e+00,9.84572627e-07,2.758e-16,2.220e-16
0.6900,19.582417,1.597270,19.489383,1.367273,1.597685,0.428181,1.836216,2.024053,-1.386131,5.81866921e-04,-1.90177974e-05,-3.90413843e-06,-3.02964518e-07,6.36700597e-08,-3.98887112e-04,1.22740385e-05,2.27848751e-06,1.66036917e-07,-3.20653597e-08,6.32117483e-01,9.32056887e-02,2.04385623e-02,2.99911022e+00,9.89885748e-07,3.955e-16,4.441e-16
0.7000,19.588811,1.619787,19.493146,1.386872,1.597763,0.427848,1.836227,2.031351,-1.398854,5.91399885e-04,-8.77053992e-06,-9.48200218e-07,-3.26306430e-07,-4.76647733e-08,-4.07215761e-04,6.06345861e-06,6.06530873e-07,1.88476628e-07,2.55308401e-08,6.32122851e-01,9.32047893e-02,2.04263546e-02,2.99911748e+00,9.98181614e-07,1.610e-15,2.220e-16
0.7100,19.595230,1.642306,19.496898,1.406472,1.597868,0.427527,1.836221,2.027022,-1.403477,5.98638715e-04,2.80287702e-06,3.02454589e-06,6.63160753e-07,2.62194181e-08,-4.13876493e-04,-1.02002252e-06,-1.69369555e-06,-3.61862414e-07,-1.18268219e-08,6.32135532e-01,9.32056123e-02,2.03766570e-02,2.99915159e+00,1.00875428e-06,3.764e-16,4.441e-16
0.7200,19.601675,1.664828,19.500640,1.426074,1.597987,0.427211,1.836206,2.011685,-1.400364,6.03553935e-04,1.39274819e-05,3.66525328e-06,-4.03724328e-07,1.66143348e-09,-4.18845418e-04,-7.89135912e-06,-2.10457684e-06,2.21882800e-07,-7.73322680e-10,6.32152074e-01,9.32073577e-02,2.03069354e-02,2.99920015e+00,1.01650486e-06,7.685e-16,4.441e-16
0.7300,19.608145,1.687353,19.504372,1.445678,1.598104,0.426893,1.836193,1.977828,-1.385529,6.06127413e-04,2.29049485e-05,3.10948966e-07,-1.97409503e-07,-2.58121872e-08,-4.22104002e-04,-1.35013721e-05,-1.98290507e-07,1.17722714e-07,1.55237560e-08,6.32168104e-01,9.32089978e-02,2.02395827e-02,2.99924711e+00,1.02299498e-06,6.019e-16,1.332e-15
0.7400,19.614641,1.709881,19.508093,1.465283,1.598222,0.426575,1.836179,1.945193,-1.370302,6.06350734e-04,2.83719692e-05,-3.33255210e-06,6.19547859e-07,4.69415577e-08,-4.23640246e-04,-1.69976049e-05,1.91870442e-06,-3.38827669e-07,-2.42264251e-08,6.32184034e-01,9.32106205e-02,2.01726949e-02,2.99929378e+00,1.02705407e-06,1.249e-15,8.882e-16
0.7500,19.621163,1.732412,19.511804,1.484891,1.598334,0.426255,1.836169,1.937688,-1.368565,6.04224666e-04,2.95069904e-05,-3.28438225e-06,-4.81811842e-07,-5.64126877e-08,-4.23449052e-04,-1.78540199e-05,1.93299338e-06,2.65803639e-07,3.10279734e-08,6.32198626e-01,9.32119347e-02,2.01125885e-02,2.99933564e+00,1.02788966e-06,5.586e-16,2.220e-15
0.7600,19.627710,1.754946,19.515504,1.504500,1.598447,0.425934,1.836157,1.945265,-1.375034,5.99759680e-04,2.61538966e-05,3.62538972e-07,-6.86152251e-08,5.79053778e-08,-4.21531872e-04,-1.59498855e-05,-1.47839816e-07,4.69368672e-08,-2.92541658e-08,6.32213317e-01,9.32132758e-02,2.00519740e-02,2.99937790e+00,1.03090859e-06,2.463e-16,1.776e-15
0.7700,19.634283,1.777483,19.519194,1.524110,1.598573,0.425621,1.836138,1.955509,-1.382506,5.92973832e-04,1.88422079e-05,3.58709293e-06,5.54130117e-07,-4.64834983e-08,-4.17898008e-04,-1.15874298e-05,-2.02936375e-06,-3.03895563e-07,2.50243417e-08,6.32231803e-01,9.32155013e-02,1.99722600e-02,2.99943385e+00,1.03605960e-06,1.110e-16,1.332e-15
0.7800,19.640882,1.800023,19.522873,1.543723,1.598694,0.425305,1.836122,1.960629,-1.386162,5.83894736e-04,8.70450065e-06,2.87346918e-06,-5.35971313e-07,2.95471245e-08,-4.12563288e-04,-5.44320882e-06,-1.65981776e-06,2.96499776e-07,-1.37279271e-08,6.32248848e-01,9.32173869e-02,1.99000288e-02,2.99948445e+00,1.04298659e-06,6.835e-16,4.441e-16
0.7900,19.647505,1.822566,19.526542,1.563337,1.598796,0.424980,1.836118,1.945768,-1.377485,5.72561113e-04,-2.69820417e-06,-9.55694939e-07,5.50110935e-08,-5.40497186e-09,-4.05549002e-04,1.53736936e-06,5.32955823e-07,-2.10719212e-08,3.12270868e-09,6.32260514e-01,9.32180052e-02,1.98553463e-02,2.99951523e+00,1.05353657e-06,4.857e-16,1.776e-15
0.8000,19.654155,1.845112,19.530201,1.582953,1.598885,0.424651,1.836122,1.926189,-1.364724,5.59020554e-04,-1.36177177e-05,-3.68551871e-06,4.71320194e-07,-1.63017296e-08,-3.96883110e-04,8.28478000e-06,2.13536097e-06,-2.58834404e-07,1.04831131e-08,6.32269035e-01,9.32178692e-02,1.98270707e-02,2.99953411e+00,1.06308549e-06,2.758e-16,1.776e-15
0.8100,19.660829,1.867660,19.533849,1.602571,1.598959,0.424316,1.836134,1.910959,-1.352981,5.43329078e-04,-2.23866887e-05,-2.34757384e-06,-5.65231827e-07,3.69334186e-08,-3.86600231e-04,1.37692379e-05,1.40473099e-06,3.13847085e-07,-1.88749639e-08,6.32273473e-01,9.32167684e-02,1.98197410e-02,2.99953789e+00,1.07035160e-06,1.343e-15,1.332e-15
0.8200,19.667529,1.890211,19.537486,1.622191,1.599035,0.423982,1.836145,1.879075,-1.330371,5.25550701e-04,-2.76731822e-05,1.55306681e-06,1.68716093e-07,-4.75666385e-08,-3.74741591e-04,1.71578452e-05,-8.35580525e-07,-8.39429143e-08,2.64503469e-08,6.32278351e-01,9.32157610e-02,1.98104285e-02,2.99954303e+00,1.07732501e-06,2.220e-16,1.332e-15
0.8300,19.674254,1.912764,19.541112,1.641813,1.599122,0.423655,1.836149,1.822439,-1.291793,5.05755847e-04,-2.86835707e-05,3.72964895e-06,3.74875848e-07,5.18802340e-08,-3.61355689e-04,1.79405874e-05,-2.12347378e-06,-2.06521338e-07,-2.61711546e-08,6.32286687e-01,9.32155574e-02,1.97837444e-02,2.99956062e+00,1.08209484e-06,1.188e-15,5.551e-16
0.8400,19.681005,1.935320,19.544728,1.661437,1.599204,0.423325,1.836156,1.733693,-1.232910,4.84023298e-04,-2.52805701e-05,1.82472405e-06,-5.70444917e-07,-4.41389243e-08,-3.46496718e-04,1.60078514e-05,-1.06351642e-06,3.17663841e-07,2.40221197e-08,6.32293692e-01,9.32150439e-02,1.97638130e-02,2.99957336e+00,1.08813109e-06,8.882e-16,2.665e-15
0.8500,19.687780,1.957879,19.548334,1.681063,1.599280,0.422992,1.836167,1.613448,-1.154102,4.60440991e-04,-1.80010822e-05,-2.03707661e-06,2.68735814e-07,3.13436216e-08,-3.30223679e-04,1.16660130e-05,1.16156323e-06,-1.39428478e-07,-1.47933699e-08,6.32298783e-01,9.32140811e-02,1.97536461e-02,2.99957906e+00,1.09862456e-06,7.737e-16,8.882e-16
0.8600,19.694581,1.980440,19.551929,1.700691,1.599356,0.422660,1.836178,1.488109,-1.070480,4.35103285e-04,-7.97269825e-06,-3.61829243e-06,2.69915263e-07,-1.07444708e-08,-3.12601645e-04,5.58807028e-06,2.10986602e-06,-1.49123256e-07,6.08265420e-09,6.32304141e-01,9.32131798e-02,1.97421810e-02,2.99958569e+00,1.11075197e-06,5.690e-16,1.110e-16
0.8700,19.701407,2.003004,19.555513,1.720320,1.599436,0.422329,1.836187,1.369513,-0.989255,4.08111176e-04,3.26123636e-06,-1.21773662e-06,-5.52642875e-07,-8.45104935e-09,-2.93701077e-04,-1.29039345e-06,7.60100239e-07,3.08857228e-07,6.25912126e-09,6.32310290e-01,9.32124701e-02,1.97265971e-02,2.99959531e+00,1.12563376e-06,4.528e-16,1.776e-15
0.8800,19.708258,2.025570,19.559087,1.739952,1.599531,0.422005,1.836186,1.246149,-0.904364,3.79571424e-04,1.39788662e-05,2.49999587e-06,3.51740049e-07,2.80195276e-08,-2.73597838e-04,-7.91539313e-06,-1.38913930e-06,-1.85990175e-07,-1.42349228e-08,6.32320862e-01,9.32128038e-02,1.96884611e-02,2.99962118e+00,1.14186662e-06,1.388e-16,1.332e-15
0.8900,19.715134,2.048140,19.562650,1.759585,1.599644,0.421690,1.836174,1.119235,-0.816498,3.49595575e-04,2.25433730e-05,3.46123406e-06,1.60698682e-07,-3.93784092e-08,-2.52373266e-04,-1.32762926e-05,-1.98315045e-06,-8.95509051e-08,2.21226224e-08,6.32336403e-01,9.32143066e-02,1.96250874e-02,2.99966523e+00,1.15488614e-06,5.274e-16,4.441e-16
0.9000,19.722036,2.070712,19.566202,1.779220,1.599751,0.421372,1.836166,0.988921,-0.725983,3.18302356e-04,2.76541956e-05,6.46687187e-07,-5.14079288e-07,4.57246120e-08,-2.30112096e-04,-1.65590048e-05,-3.90594690e-07,2.88484345e-07,-2.30308685e-08,6.32350276e-01,9.32154257e-02,1.95700930e-02,2.99970330e+00,1.16713121e-06,3.591e-16,8.882e-16
0.9100,19.728962,2.093286,19.569745,1.798857,1.599850,0.421050,1.836163,0.860608,-0.636213,2.85816996e-04,2.85443491e-05,-2.82933287e-06,4.15940298e-07,-4.11386228e-08,-2.06902304e-04,-1.72697200e-05,1.62611764e-06,-2.22027276e-07,2.25235964e-08,6.32361974e-01,9.32160301e-02,1.95262898e-02,2.99973330e+00,1.17936469e-06,1.010e-15,8.882e-16
0.9200,19.735914,2.115864,19.573276,1.818495,1.599944,0.420727,1.836162,0.758966,-0.561291,2.52268965e-04,2.50946441e-05,-3.16463486e-06,5.23915311e-08,3.18434253e-08,-1.82835845e-04,-1.53097763e-05,1.86076068e-06,-2.98471654e-08,-1.52139761e-08,6.32372357e-01,9.32163173e-02,1.94893973e-02,2.99975827e+00,1.19114952e-06,1.612e-15,3.997e-15
0.9300,19.742891,2.138444,19.576798,1.838135,1.600031,0.420401,1.836166,0.678893,-0.498746,2.17791903e-04,1.78495812e-05,-2.74660377e-08,-4.57396646e-07,-1.46079671e-08,-1.58007963e-04,-1.09889958e-05,7.68166447e-08,2.58208923e-07,8.21817676e-09,6.32380760e-01,9.32161334e-02,1.94627283e-02,2.99977582e+00,1.20700716e-06,1.603e-15,5.551e-16
0.9400,19.749893,2.161027,19.580308,1.857778,1.600123,0.420078,1.836167,0.600590,-0.437261,1.82522479e-04,7.93122707e-06,3.11920816e-06,4.59662179e-07,-2.10822543e-09,-1.32517196e-04,-4.97696606e-06,-1.75604329e-06,-2.47029585e-07,2.79207388e-09,6.32390766e-01,9.32163116e-02,1.94282907e-02,2.99979889e+00,1.22599832e-06,2.220e-16,2.220e-15
0.9500,19.756920,2.183612,19.583808,1.877421,1.600211,0.419755,1.836170,0.517226,-0.372520,1.46599763e-04,-3.13456596e-06,2.83986080e-06,-5.12264547e-08,2.03861134e-08,-1.06465051e-04,1.80066017e-06,-1.63647754e-06,2.72820668e-08,-1.01429374e-08,6.32400024e-01,9.32163011e-02,1.93979781e-02,2.99981891e+00,1.24537684e-06,3.365e-16,1.332e-15
0.9600,19.763972,2.206200,19.587298,1.897067,1.600279,0.419424,1.836186,0.418977,-0.298781,1.10167109e-04,-1.36516985e-05,-5.22668916e-07,-3.86028916e-07,-3.17860738e-08,-7.99540921e-05,8.30554640e-06,2.83784408e-07,2.19806995e-07,1.82187298e-08,6.32403687e-01,9.32149646e-02,1.93963089e-02,2.99981817e+00,1.26598256e-06,4.111e-16,1.776e-15
0.9700,19.771049,2.228791,19.590777,1.916715,1.600331,0.419086,1.836211,0.310644,-0.218566,7.33704700e-05,-2.20142420e-05,-3.26318458e-06,4.82803328e-07,3.97214826e-08,-5.30882453e-05,1.35453589e-05,1.88897020e-06,-2.60437427e-07,-1.98792963e-08,6.32403195e-01,9.32126339e-02,1.94161159e-02,2.99980181e+00,1.28433128e-06,7.633e-17,4.441e-16
0.9800,19.778150,2.251383,19.594245,1.936364,1.600374,0.418746,1.836241,0.206762,-0.140032,3.63560887e-05,-2.69523660e-05,-2.39645775e-06,-1.46042517e-07,-3.75473438e-08,-2.59734311e-05,1.67245834e-05,1.43026968e-06,7.99884245e-08,2.08027730e-08,6.32400562e-01,9.32097846e-02,1.94471485e-02,2.99977726e+00,1.29945180e-06,8.014e-16,1.776e-15
0.9900,19.785276,2.273978,19.597703,1.956016,1.600416,0.418406,1.836272,0.096307,-0.057065,-7.29286004e-07,-2.77246599e-05,1.09186533e-06,-3.03868295e-07,3.14086173e-08,1.28340892e-06,1.73656452e-05,-5.68830252e-07,1.75189086e-07,-1.50580569e-08,6.32397446e-01,9.32068136e-02,1.94808387e-02,2.99975076e+00,1.31479161e-06,4.441e-16,3.553e-15
1.0000,19.792427,2.296575,19.601150,1.975670,1.600469,0.418073,1.836296,-0.036079,0.039160,-3.77400103e-05,-2.42298750e-05,3.36458987e-06,4.85199594e-07,-1.71673778e-08,2.85740729e-05,1.53802395e-05,-1.90916919e-06,-2.62863823e-07,9.68235379e-09,6.32397701e-01,9.32046262e-02,1.94976353e-02,2.99973637e+00,1.32988141e-06,1.076e-15,8.882e-16
