t_s,q2_deg,q3_deg,base_euler_x_deg,base_euler_y_deg,base_euler_z_deg,base_dev_angle_deg,base_pos_x_m,base_pos_y_m,base_pos_z_m,tip_L_mm,tip_R_mm,eta_L1,eta_L2,eta_L3,eta_R1,eta_R2,eta_R3,W_joint_J,E_damp_J,abs_dP,abs_dL
5.0800,44.46553,-29.64369,0.018480,13.361756,-0.001314,13.361769,0.0001562,0.0000066,0.0007811,0.038398,0.037768,1.14420284e-05,1.19277672e-07,9.32309957e-09,1.12548152e-05,1.17886525e-07,9.22980218e-09,5.18936574e-03,0.00000000e+00,1.518e-17,2.399e-18
5.1000,44.70656,-29.80437,0.018618,13.450206,-0.001289,13.450219,0.0002082,0.0000067,0.0007828,0.040519,0.039881,1.20797420e-05,1.30968228e-07,9.39173610e-09,1.18900451e-05,1.29510241e-07,9.29726541e-09,5.14634239e-03,0.00000000e+00,1.475e-17,2.439e-19
5.1200,44.94616,-29.96411,0.018756,13.538225,-0.001264,13.538238,0.0002605,0.0000067,0.0007846,0.042488,0.041843,1.26699783e-05,1.40612884e-07,9.89764301e-09,1.24781350e-05,1.39107988e-07,9.79946445e-09,5.10239821e-03,0.00000000e+00,1.193e-17,9.677e-18
5.1400,45.18431,-30.12287,0.018894,13.625801,-0.001239,13.625815,0.0003131,0.0000067,0.0007864,0.044302,0.043650,1.32097329e-05,1.45844950e-07,1.05692104e-08,1.30160350e-05,1.44315705e-07,1.04675560e-08,5.05754731e-03,0.00000000e+00,1.366e-17,2.742e-17
5.1600,45.42099,-30.28066,0.019031,13.712925,-0.001214,13.712939,0.0003660,0.0000068,0.0007883,0.045949,0.045292,1.36968540e-05,1.46926616e-07,1.06191048e-08,1.35015437e-05,1.45384956e-07,1.05162464e-08,5.01180497e-03,0.00000000e+00,1.648e-17,6.454e-17
5.1800,45.65617,-30.43745,0.019167,13.799585,-0.001188,13.799599,0.0004192,0.0000068,0.0007902,0.047420,0.046758,1.41300901e-05,1.46601419e-07,1.12549714e-08,1.39333563e-05,1.45041724e-07,1.11480231e-08,4.96518689e-03,0.00000000e+00,3.686e-17,7.996e-18
5.2000,45.88984,-30.59322,0.019303,13.885771,-0.001162,13.885785,0.0004727,0.0000068,0.0007921,0.048700,0.048034,1.45090632e-05,1.48454178e-07,1.18230280e-08,1.43110397e-05,1.46856945e-07,1.17132669e-08,4.91770901e-03,0.00000000e+00,1.431e-17,9.433e-18
5.2200,46.12197,-30.74798,0.019438,13.971473,-0.001136,13.971487,0.0005264,0.0000069,0.0007942,0.049780,0.049110,1.48342623e-05,1.54792865e-07,1.18879634e-08,1.46350269e-05,1.53136606e-07,1.17769094e-08,4.86938809e-03,0.00000000e+00,8.023e-18,4.438e-17
5.2400,46.35255,-30.90170,0.019573,14.056680,-0.001110,14.056693,0.0005803,0.0000069,0.0007962,0.050671,0.049998,1.51070270e-05,1.65284452e-07,1.26176937e-08,1.49066020e-05,1.63558800e-07,1.25024321e-08,4.82024126e-03,0.00000000e+00,1.865e-17,2.532e-17
5.2600,46.58155,-31.05436,0.019706,14.141381,-0.001083,14.141395,0.0006344,0.0000069,0.0007983,0.051387,0.050709,1.53295009e-05,1.77137875e-07,1.30578241e-08,1.51278538e-05,1.75350194e-07,1.29404683e-08,4.77028642e-03,0.00000000e+00,2.342e-17,3.740e-17
5.2800,46.80895,-31.20597,0.019839,14.225568,-0.001057,14.225582,0.0006887,0.0000070,0.0008005,0.051948,0.051266,1.55046336e-05,1.86766744e-07,1.31792248e-08,1.53016791e-05,1.84938103e-07,1.30603004e-08,4.71954273e-03,0.00000000e+00,3.838e-17,4.266e-17
5.3000,47.03474,-31.35649,0.019972,14.309229,-0.001030,14.309243,0.0007433,0.0000070,0.0008027,0.052379,0.051692,1.56361556e-05,1.91912924e-07,1.39752388e-08,1.54317577e-05,1.90065984e-07,1.38521162e-08,4.66802996e-03,0.00000000e+00,2.320e-17,2.694e-17
5.3200,47.25889,-31.50593,0.020103,14.392356,-0.001003,14.392370,0.0007979,0.0000070,0.0008049,0.052689,0.051997,1.57285095e-05,1.92971617e-07,1.42955037e-08,1.55224848e-05,1.91117658e-07,1.41709099e-08,4.61576868e-03,0.00000000e+00,3.209e-17,9.080e-19
5.3400,47.48139,-31.65426,0.020234,14.474938,-0.000976,14.474953,0.0008527,0.0000071,0.0008072,0.052888,0.052190,1.57867977e-05,1.92767719e-07,1.45139375e-08,1.55789195e-05,1.90900379e-07,1.43874100e-08,4.56278025e-03,0.00000000e+00,1.648e-17,2.511e-17
5.3600,47.70221,-31.80148,0.020364,14.556967,-0.000948,14.556981,0.0009077,0.0000071,0.0008095,0.052985,0.052279,1.58166703e-05,1.94875508e-07,1.53311157e-08,1.56066743e-05,1.92975123e-07,1.52006892e-08,4.50908603e-03,0.00000000e+00,1.409e-17,1.342e-17
5.3800,47.92135,-31.94757,0.020494,14.638431,-0.000921,14.638446,0.0009628,0.0000071,0.0008119,0.052989,0.052275,1.58241930e-05,2.01490655e-07,1.55335987e-08,1.56117832e-05,1.99536570e-07,1.54023277e-08,4.45470793e-03,0.00000000e+00,1.409e-17,2.151e-17
5.4000,48.13877,-32.09252,0.020622,14.719323,-0.000893,14.719338,0.0010179,0.0000072,0.0008143,0.052925,0.052202,1.58157573e-05,2.12140077e-07,1.58604603e-08,1.56006134e-05,2.10123474e-07,1.57269288e-08,4.39966862e-03,0.00000000e+00,3.860e-17,1.342e-17
5.4200,48.35447,-32.23631,0.020750,14.799633,-0.000866,14.799648,0.0010731,0.0000072,0.0008167,0.052827,0.052095,1.57979627e-05,2.23951637e-07,1.66454588e-08,1.55797470e-05,2.21881408e-07,1.65085354e-08,4.34399112e-03,0.00000000e+00,2.385e-17,3.266e-17
5.4400,48.56842,-32.37895,0.020876,14.879352,-0.000838,14.879367,0.0011284,0.0000072,0.0008192,0.052727,0.051982,1.57775200e-05,2.33349758e-07,1.67554306e-08,1.55558845e-05,2.31247830e-07,1.66180766e-08,4.28769960e-03,0.00000000e+00,1.431e-17,1.166e-17
5.4600,48.78061,-32.52041,0.021002,14.958471,-0.000810,14.958486,0.0011838,0.0000073,0.0008218,0.052657,0.051899,1.57611883e-05,2.38183973e-07,1.72087895e-08,1.55357816e-05,2.36072808e-07,1.70687772e-08,4.23081909e-03,0.00000000e+00,2.320e-17,2.773e-17
5.4800,48.99102,-32.66068,0.021127,15.036982,-0.000782,15.036997,0.0012392,0.0000073,0.0008243,0.052637,0.051866,1.57556564e-05,2.38989292e-07,1.79289468e-08,1.55261308e-05,2.36879168e-07,1.77861405e-08,4.17337493e-03,0.00000000e+00,1.453e-17,6.993e-18
5.5000,49.19964,-32.79976,0.021252,15.114876,-0.000754,15.114891,0.0012945,0.0000073,0.0008269,0.052679,0.051893,1.57674302e-05,2.38667375e-07,1.79868089e-08,1.55334488e-05,2.36550884e-07,1.78437978e-08,4.11539321e-03,0.00000000e+00,3.079e-17,1.568e-17
5.5200,49.40644,-32.93763,0.021375,15.192145,-0.000726,15.192160,0.0013499,0.0000074,0.0008296,0.052793,0.051991,1.58027250e-05,2.40774756e-07,1.85592289e-08,1.55639693e-05,2.38631787e-07,1.84133035e-08,4.05690019e-03,0.00000000e+00,1.605e-17,1.231e-17
5.5400,49.61141,-33.07427,0.021497,15.268780,-0.000698,15.268795,0.0014053,0.0000074,0.0008323,0.052992,0.052172,1.58673139e-05,2.47399924e-07,1.91690686e-08,1.56234910e-05,2.45210296e-07,1.90211347e-08,3.99792223e-03,0.00000000e+00,3.795e-17,1.798e-17
5.5600,49.81454,-33.20969,0.021619,15.344773,-0.000670,15.344789,0.0014606,0.0000074,0.0008350,0.053292,0.052455,1.59664281e-05,2.57928552e-07,1.92032157e-08,1.57172779e-05,2.55684605e-07,1.90551636e-08,3.93848645e-03,0.00000000e+00,1.691e-17,1.769e-17
5.5800,50.01581,-33.34387,0.021739,15.420117,-0.000642,15.420133,0.0015158,0.0000075,0.0008377,0.053724,0.052868,1.61046872e-05,2.69411883e-07,1.98681699e-08,1.58499878e-05,2.67123577e-07,1.97170652e-08,3.87862044e-03,0.00000000e+00,2.407e-17,2.670e-18
5.6000,50.21520,-33.47680,0.021858,15.494804,-0.000614,15.494820,0.0015710,0.0000075,0.0008405,0.054310,0.053434,1.62860156e-05,2.78298353e-07,2.03447844e-08,1.60255891e-05,2.75987935e-07,2.01924083e-08,3.81835236e-03,0.00000000e+00,1.865e-17,8.375e-18
5.6200,50.41270,-33.60847,0.021977,15.568826,-0.000586,15.568842,0.0016261,0.0000075,0.0008433,0.055067,0.054172,1.65136182e-05,2.82544849e-07,2.04052370e-08,1.62473344e-05,2.80234098e-07,2.02525394e-08,3.75771139e-03,0.00000000e+00,3.253e-18,3.984e-18
5.6400,50.60830,-33.73887,0.022094,15.642176,-0.000558,15.642191,0.0016811,0.0000076,0.0008462,0.056004,0.055089,1.67899440e-05,2.82827688e-07,2.11417265e-08,1.65177233e-05,2.80525432e-07,2.09859258e-08,3.69672690e-03,0.00000000e+00,3.708e-17,5.828e-19
5.6600,50.80198,-33.86799,0.022211,15.714846,-0.000530,15.714862,0.0017360,0.0000076,0.0008490,0.057115,0.056179,1.71166161e-05,2.82127863e-07,2.14808584e-08,1.68384325e-05,2.79825248e-07,2.13244718e-08,3.63542849e-03,0.00000000e+00,5.855e-18,1.816e-17
5.6800,50.99373,-33.99582,0.022326,15.786830,-0.000502,15.786846,0.0017907,0.0000076,0.0008519,0.058389,0.057434,1.74944049e-05,2.83974612e-07,2.16025858e-08,1.72102878e-05,2.81650782e-07,2.14455789e-08,3.57384619e-03,0.00000000e+00,2.060e-17,5.299e-18
5.7000,51.18353,-34.12235,0.022441,15.858121,-0.000474,15.858137,0.0018453,0.0000076,0.0008549,0.059823,0.058848,1.79231857e-05,2.90350550e-07,2.23605594e-08,1.76332213e-05,2.87985488e-07,2.22006565e-08,3.51200983e-03,0.00000000e+00,1.041e-17,5.963e-18
5.7200,51.37137,-34.24758,0.022554,15.928712,-0.000446,15.928728,0.0018997,0.0000077,0.0008578,0.061411,0.060417,1.84019061e-05,3.00505918e-07,2.25557752e-08,1.81062377e-05,2.98092795e-07,2.23959087e-08,3.44994965e-03,0.00000000e+00,8.457e-18,1.105e-17
5.7400,51.55724,-34.37150,0.022667,15.998596,-0.000418,15.998612,0.0019540,0.0000077,0.0008608,0.063160,0.062147,1.89286308e-05,3.11414698e-07,2.27616159e-08,1.86274575e-05,3.08964240e-07,2.26007114e-08,3.38769651e-03,0.00000000e+00,8.890e-18,1.675e-17
5.7600,51.74113,-34.49409,0.022778,16.067768,-0.000390,16.067784,0.0020080,0.0000077,0.0008638,0.065073,0.064042,1.95005774e-05,3.19560033e-07,2.34986052e-08,1.91941522e-05,3.17094480e-07,2.33351034e-08,3.32528149e-03,0.00000000e+00,2.645e-17,9.731e-18
5.7800,51.92302,-34.61535,0.022888,16.136221,-0.000362,16.136237,0.0020618,0.0000077,0.0008668,0.067140,0.066093,2.01141711e-05,3.23011278e-07,2.35785484e-08,1.98027971e-05,3.20551463e-07,2.34154380e-08,3.26273630e-03,0.00000000e+00,1.431e-17,1.972e-17
5.8000,52.10291,-34.73527,0.022997,16.203949,-0.000335,16.203965,0.0021154,0.0000078,0.0008698,0.069349,0.068286,2.07651373e-05,3.22579991e-07,2.38968905e-08,2.04491635e-05,3.20133161e-07,2.37322213e-08,3.20009299e-03,0.00000000e+00,2.190e-17,2.517e-17
5.8200,52.28077,-34.85385,0.023105,16.270946,-0.000307,16.270962,0.0021687,0.0000078,0.0008729,0.071671,0.070594,2.14485425e-05,3.21328338e-07,2.45749516e-08,2.11283589e-05,3.18884125e-07,2.44081345e-08,3.13738337e-03,0.00000000e+00,2.949e-17,1.847e-17
5.8400,52.45661,-34.97107,0.023212,16.337207,-0.000279,16.337224,0.0022218,0.0000078,0.0008760,0.074073,0.072983,2.21588482e-05,3.22752538e-07,2.45683448e-08,2.18348806e-05,3.20289378e-07,2.44021404e-08,3.07463943e-03,0.00000000e+00,4.770e-18,1.816e-17
5.8600,52.63040,-35.08694,0.023318,16.402727,-0.000252,16.402744,0.0022745,0.0000078,0.0008790,0.076531,0.075430,2.28899950e-05,3.28722066e-07,2.49931650e-08,2.25626993e-05,3.26220207e-07,2.48250006e-08,3.01189306e-03,0.00000000e+00,2.385e-17,1.578e-17
5.8800,52.80215,-35.20143,0.023422,16.467500,-0.000225,16.467517,0.0023270,0.0000079,0.0008821,0.079027,0.077916,2.36354616e-05,3.38359098e-07,2.55630640e-08,2.33053179e-05,3.35812606e-07,2.53933613e-08,2.94917600e-03,0.00000000e+00,1.843e-17,9.446e-18
5.9000,52.97184,-35.31456,0.023526,16.531522,-0.000198,16.531538,0.0023792,0.0000079,0.0008853,0.081543,0.080425,2.43883784e-05,3.48561355e-07,2.55036725e-08,2.40558839e-05,3.45981821e-07,2.53345817e-08,2.88652048e-03,0.00000000e+00,2.667e-17,5.177e-18
5.9200,53.13945,-35.42630,0.023628,16.594786,-0.000171,16.594803,0.0024311,0.0000079,0.0008884,0.084073,0.082948,2.51416727e-05,3.55848377e-07,2.60268279e-08,2.48073343e-05,3.53258155e-07,2.58554028e-08,2.82395889e-03,0.00000000e+00,1.041e-17,3.822e-18
5.9400,53.30499,-35.53666,0.023730,16.657290,-0.000144,16.657307,0.0024826,0.0000079,0.0008915,0.086595,0.085466,2.58881767e-05,3.58410105e-07,2.64698147e-08,2.55525030e-05,3.55829229e-07,2.62974277e-08,2.76152363e-03,0.00000000e+00,9.758e-18,5.638e-18
5.9600,53.46845,-35.64563,0.023830,16.719028,-0.000117,16.719045,0.0025338,0.0000080,0.0008947,0.089081,0.087949,2.66207664e-05,3.57186292e-07,2.64116454e-08,2.62842598e-05,3.54620701e-07,2.62396262e-08,2.69924736e-03,0.00000000e+00,7.806e-18,2.060e-17
5.9800,53.62981,-35.75320,0.023928,16.779996,-0.000091,16.780013,0.0025846,0.0000080,0.0008978,0.091501,0.090368,2.73324754e-05,3.55313886e-07,2.70144401e-08,2.69956250e-05,3.52752050e-07,2.68398860e-08,2.63716233e-03,0.00000000e+00,7.156e-18,1.652e-17
6.0000,53.78906,-35.85938,0.024026,16.840191,-0.000064,16.840208,0.0026350,0.0000080,0.0009010,0.093817,0.092684,2.80165588e-05,3.56255137e-07,2.73119871e-08,2.76798329e-05,3.53675170e-07,2.71371237e-08,2.57530040e-03,0.00000000e+00,1.258e-17,5.624e-18
6.0200,53.94621,-35.96414,0.024123,16.899607,-0.000038,16.899625,0.0026850,0.0000080,0.0009042,0.096001,0.094870,2.86665958e-05,3.61756302e-07,2.72867210e-08,2.83304363e-05,3.59139159e-07,2.71119233e-08,2.51369334e-03,0.00000000e+00,1.496e-17,9.934e-18
6.0400,54.10124,-36.06749,0.024218,16.958243,-0.000012,16.958260,0.0027347,0.0000081,0.0009073,0.098039,0.096912,2.92765790e-05,3.70812681e-07,2.79231109e-08,2.89413948e-05,3.68153707e-07,2.77458291e-08,2.45237249e-03,0.00000000e+00,7.156e-18,4.554e-18
6.0600,54.25415,-36.16943,0.024312,17.016093,0.000013,17.016110,0.0027839,0.0000081,0.0009105,0.099920,0.098797,2.98409940e-05,3.80252619e-07,2.80686508e-08,2.95071562e-05,3.77564603e-07,2.78916431e-08,2.39136911e-03,0.00000000e+00,2.277e-17,2.040e-17
6.0800,54.40493,-36.26995,0.024405,17.073155,0.000039,17.073172,0.0028326,0.0000081,0.0009137,0.101640,0.100523,3.03549512e-05,3.86628859e-07,2.81142805e-08,3.00227870e-05,3.83934625e-07,2.79368741e-08,2.33071462e-03,0.00000000e+00,8.240e-18,5.326e-18
6.1000,54.55358,-36.36905,0.024496,17.129426,0.000064,17.129443,0.0028810,0.0000081,0.0009169,0.103193,0.102083,3.08142761e-05,3.88256155e-07,2.87519079e-08,3.04840646e-05,3.85575269e-07,2.85721970e-08,2.27044001e-03,0.00000000e+00,1.648e-17,1.788e-17
6.1200,54.70008,-36.46672,0.024587,17.184903,0.000089,17.184920,0.0029289,0.0000081,0.0009201,0.104560,0.103457,3.12155702e-05,3.86201380e-07,2.87694089e-08,3.08875383e-05,3.83538847e-07,2.85904056e-08,2.21057608e-03,0.00000000e+00,1.442e-17,1.377e-17
6.1400,54.84445,-36.56296,0.024676,17.239583,0.000114,17.239600,0.0029763,0.0000082,0.0009232,0.105723,0.104628,3.15562813e-05,3.83663765e-07,2.89151417e-08,3.12306013e-05,3.81007339e-07,2.87352757e-08,2.15115318e-03,0.00000000e+00,1.778e-17,1.240e-17
6.1600,54.98666,-36.65777,0.024764,17.293463,0.000139,17.293481,0.0030232,0.0000082,0.0009264,0.106667,0.105581,3.18347046e-05,3.84069963e-07,2.95059622e-08,3.15114927e-05,3.81397837e-07,2.93242549e-08,2.09220081e-03,0.00000000e+00,2.103e-17,3.212e-18
6.1800,55.12672,-36.75115,0.024850,17.346542,0.000163,17.346560,0.0030697,0.0000082,0.0009296,0.107380,0.106302,3.20499774e-05,3.89039036e-07,2.94112838e-08,3.17292939e-05,3.86333244e-07,2.92306649e-08,2.03374803e-03,0.00000000e+00,3.816e-17,9.094e-18
6.2000,55.26463,-36.84309,0.024936,17.398817,0.000187,17.398835,0.0031156,0.0000082,0.0009327,0.107868,0.106798,3.22021041e-05,3.97434227e-07,2.96565771e-08,3.18839537e-05,3.94691714e-07,2.94747299e-08,1.97582341e-03,0.00000000e+00,1.583e-17,1.050e-17
6.2200,55.40038,-36.93359,0.025020,17.450287,0.000211,17.450305,0.0031610,0.0000082,0.0009359,0.108145,0.107084,3.22919385e-05,4.06023863e-07,3.01533818e-08,3.19762721e-05,4.03258798e-07,2.99703081e-08,1.91845493e-03,0.00000000e+00,2.472e-17,1.748e-18
6.2400,55.53397,-37.02265,0.025102,17.500949,0.000235,17.500967,0.0032059,0.0000083,0.0009390,0.108225,0.107172,3.23211914e-05,4.11395624e-07,2.99853663e-08,3.20079081e-05,4.08631451e-07,2.98035233e-08,1.86167039e-03,0.00000000e+00,1.475e-17,1.141e-17
6.2600,55.66540,-37.11027,0.025184,17.550803,0.000258,17.550821,0.0032503,0.0000083,0.0009421,0.108127,0.107081,3.22924427e-05,4.11986769e-07,3.03352879e-08,3.19813921e-05,4.09242716e-07,3.01518792e-08,1.80549708e-03,0.00000000e+00,6.830e-18,8.470e-18
6.2800,55.79467,-37.19644,0.025264,17.599846,0.000281,17.599864,0.0032941,0.0000083,0.0009452,0.107856,0.106817,3.22090819e-05,4.08995313e-07,3.07137306e-08,3.19000685e-05,4.06275540e-07,3.05297834e-08,1.74996148e-03,0.00000000e+00,1.626e-17,8.877e-18
6.3000,55.92177,-37.28118,0.025343,17.648078,0.000304,17.648096,0.0033374,0.0000083,0.0009483,0.107413,0.106380,3.20752542e-05,4.05673584e-07,3.05177618e-08,3.17680414e-05,4.02965252e-07,3.03350442e-08,1.69508950e-03,0.00000000e+00,9.649e-18,2.263e-18
6.3200,56.04670,-37.36447,0.025421,17.695499,0.000326,17.695517,0.0033801,0.0000083,0.0009514,0.106807,0.105780,3.18957811e-05,4.05405699e-07,3.09487678e-08,3.15900979e-05,4.02687173e-07,3.07643877e-08,1.64090602e-03,0.00000000e+00,1.301e-18,1.342e-17
6.3400,56.16947,-37.44631,0.025497,17.742106,0.000349,17.742124,0.0034223,0.0000083,0.0009544,0.106049,0.105026,3.16760334e-05,4.09687134e-07,3.11747444e-08,3.13715803e-05,4.06941514e-07,3.09906457e-08,1.58743497e-03,0.00000000e+00,1.409e-18,1.396e-18
6.3600,56.29008,-37.52672,0.025572,17.787900,0.000371,17.787918,0.0034638,0.0000084,0.0009575,0.105161,0.104141,3.14218492e-05,4.17245548e-07,3.09812119e-08,3.11183056e-05,4.14471311e-07,3.07982307e-08,1.53469973e-03,0.00000000e+00,8.782e-18,1.477e-17
6.3800,56.40852,-37.60568,0.025646,17.832881,0.000392,17.832899,0.0035048,0.0000084,0.0009605,0.104180,0.103162,3.11394510e-05,4.24794800e-07,3.14562427e-08,3.08364820e-05,4.22007316e-07,3.12716683e-08,1.48272282e-03,0.00000000e+00,2.223e-17,1.124e-17
6.4000,56.52480,-37.68320,0.025718,17.877048,0.000413,17.877066,0.0035452,0.0000084,0.0009635,0.103136,0.102119,3.08353422e-05,4.28967875e-07,3.15234459e-08,3.05326058e-05,4.26190934e-07,3.13398654e-08,1.43152609e-03,0.00000000e+00,4.662e-18,1.443e-18
6.4200,56.63892,-37.75928,0.025789,17.920401,0.000434,17.920420,0.0035849,0.0000084,0.0009664,0.102056,0.101039,3.05162450e-05,4.28321383e-07,3.13791554e-08,3.02133990e-05,4.25573629e-07,3.11963747e-08,1.38113083e-03,0.00000000e+00,3.361e-18,7.047e-19
6.4400,56.75088,-37.83392,0.025859,17.962942,0.000455,17.962961,0.0036241,0.0000084,0.0009694,0.100963,0.099944,3.01889957e-05,4.24186286e-07,3.18672221e-08,2.98857047e-05,4.21470760e-07,3.16830758e-08,1.33155723e-03,0.00000000e+00,4.770e-18,1.674e-18
6.4600,56.86069,-37.90713,0.025927,18.004671,0.000475,18.004689,0.0036626,0.0000084,0.0009723,0.099864,0.098842,2.98604055e-05,4.19867747e-07,3.17845583e-08,2.95563481e-05,4.17170755e-07,3.16020443e-08,1.28282449e-03,0.00000000e+00,1.312e-17,3.293e-18
6.4800,56.96835,-37.97890,0.025994,18.045587,0.000495,18.045606,0.0037005,0.0000084,0.0009751,0.098773,0.097747,2.95371522e-05,4.18697596e-07,3.17131508e-08,2.92320283e-05,4.15997438e-07,3.15311216e-08,1.23495088e-03,0.00000000e+00,5.421e-18,3.686e-18
6.5000,57.07386,-38.04924,0.026060,18.085694,0.000515,18.085712,0.0037378,0.0000085,0.0009780,0.097707,0.096677,2.92256358e-05,4.22051592e-07,3.21581095e-08,2.89191739e-05,4.19332119e-07,3.19752058e-08,1.18795335e-03,0.00000000e+00,1.203e-17,1.548e-17
6.5200,57.17723,-38.11815,0.026125,18.124991,0.000534,18.125009,0.0037745,0.0000085,0.0009808,0.096689,0.095654,2.89318539e-05,4.28526576e-07,3.19337191e-08,2.86238175e-05,4.25787422e-07,3.17529602e-08,1.14184803e-03,0.00000000e+00,1.301e-17,1.850e-18
6.5400,57.27846,-38.18564,0.026188,18.163480,0.000553,18.163499,0.0038105,0.0000085,0.0009836,0.095751,0.094710,2.86613379e-05,4.34782833e-07,3.19467073e-08,2.83515310e-05,4.32040165e-07,3.17660667e-08,1.09665023e-03,0.00000000e+00,1.735e-17,9.521e-18
6.5600,57.37756,-38.25171,0.026250,18.201163,0.000572,18.201182,0.0038458,0.0000085,0.0009863,0.094922,0.093875,2.84190648e-05,4.37511047e-07,3.23078681e-08,2.81073366e-05,4.34788537e-07,3.21269083e-08,1.05237418e-03,0.00000000e+00,1.030e-17,2.074e-18
6.5800,57.47453,-38.31636,0.026310,18.238043,0.000590,18.238061,0.0038805,0.0000085,0.0009890,0.094218,0.093163,2.82093951e-05,4.35390136e-07,3.19825558e-08,2.78956435e-05,4.32705421e-07,3.18039678e-08,1.00903337e-03,0.00000000e+00,4.879e-18,1.565e-18
6.6000,57.56939,-38.37959,0.026370,18.274120,0.000608,18.274139,0.0039145,0.0000085,0.0009917,0.093650,0.092588,2.80360314e-05,4.29879562e-07,3.20920881e-08,2.77202059e-05,4.27234221e-07,3.19132532e-08,9.66640182e-04,0.00000000e+00,1.279e-17,9.080e-19
6.6200,57.66213,-38.44142,0.026428,18.309398,0.000626,18.309416,0.0039479,0.0000085,0.0009943,0.093215,0.092146,2.79019236e-05,4.24340779e-07,3.23343600e-08,2.75840278e-05,4.21719936e-07,3.21558835e-08,9.25205710e-04,0.00000000e+00,6.614e-18,4.852e-18
6.6400,57.75277,-38.50185,0.026484,18.343878,0.000643,18.343897,0.0039806,0.0000085,0.0009968,0.092907,0.091831,2.78092035e-05,4.22047414e-07,3.19422097e-08,2.74892967e-05,4.19429050e-07,3.17661919e-08,8.84740002e-04,0.00000000e+00,3.253e-18,6.885e-18
6.6600,57.84132,-38.56088,0.026540,18.377565,0.000660,18.377584,0.0040127,0.0000086,0.0009994,0.092730,0.091648,2.77591435e-05,4.24252721e-07,3.21254218e-08,2.74373415e-05,4.21621190e-07,3.19489636e-08,8.45251866e-04,0.00000000e+00,4.120e-18,6.675e-18
6.6800,57.92778,-38.61852,0.026594,18.410461,0.000676,18.410480,0.0040440,0.0000086,0.0010019,0.092689,0.091601,2.77521006e-05,4.29432783e-07,3.22096495e-08,2.74285757e-05,4.26788580e-07,3.20342873e-08,8.06748945e-04,0.00000000e+00,1.529e-17,1.017e-17
6.7000,58.01216,-38.67477,0.026647,18.442569,0.000693,18.442588,0.0040747,0.0000086,0.0010043,0.092792,0.091699,2.77875335e-05,4.34195961e-07,3.17892032e-08,2.74625127e-05,4.31555785e-07,3.16161431e-08,7.69238047e-04,0.00000000e+00,1.073e-17,3.842e-18
6.7200,58.09448,-38.72965,0.026698,18.473893,0.000709,18.473912,0.0041047,0.0000086,0.0010067,0.093048,0.091951,2.78640412e-05,4.35296261e-07,3.20255373e-08,2.75378038e-05,4.32683417e-07,3.18518993e-08,7.32724885e-04,0.00000000e+00,1.670e-17,4.615e-18
6.7400,58.17473,-38.78316,0.026749,18.504437,0.000724,18.504456,0.0041341,0.0000086,0.0010091,0.093451,0.092351,2.79793811e-05,4.31543411e-07,3.19468181e-08,2.76522546e-05,4.28974321e-07,3.17748973e-08,6.97214103e-04,0.00000000e+00,5.963e-18,5.557e-19
6.7600,58.25295,-38.83530,0.026798,18.534205,0.000739,18.534224,0.0041627,0.0000086,0.0010114,0.093986,0.092884,2.81305325e-05,4.24518394e-07,3.15493439e-08,2.78028880e-05,4.21993103e-07,3.13793651e-08,6.62709346e-04,0.00000000e+00,1.138e-17,2.656e-18
6.7800,58.32913,-38.88609,0.026846,18.563200,0.000754,18.563220,0.0041907,0.0000086,0.0010136,0.094631,0.093528,2.83137325e-05,4.17636511e-07,3.18070698e-08,2.79859804e-05,4.15138958e-07,3.16365789e-08,6.29212909e-04,0.00000000e+00,8.999e-18,2.385e-18
6.8000,58.40329,-38.93553,0.026892,18.591429,0.000768,18.591448,0.0042180,0.0000086,0.0010158,0.095356,0.094255,2.85244932e-05,4.14113093e-07,3.15601658e-08,2.81970771e-05,4.11620993e-07,3.13919986e-08,5.96725874e-04,0.00000000e+00,2.385e-18,2.094e-18
6.8200,58.47544,-38.98363,0.026938,18.618894,0.000782,18.618914,0.0042446,0.0000086,0.0010180,0.096142,0.095043,2.87576746e-05,4.15071171e-07,3.12101512e-08,2.84310664e-05,4.12569494e-07,3.10435283e-08,5.65248232e-04,0.00000000e+00,7.047e-18,6.471e-18
6.8400,58.54560,-39.03040,0.026982,18.645602,0.000796,18.645621,0.0042706,0.0000087,0.0010201,0.096976,0.095882,2.90075514e-05,4.18871953e-07,3.14376879e-08,2.86822441e-05,4.16362138e-07,3.12708262e-08,5.34778733e-04,0.00000000e+00,1.084e-18,4.161e-18
6.8600,58.61377,-39.07585,0.027025,18.671558,0.000810,18.671577,0.0042958,0.0000087,0.0010222,0.097846,0.096758,2.92678998e-05,4.22078807e-07,3.10339007e-08,2.89444014e-05,4.19578174e-07,3.08697881e-08,5.05315166e-04,0.00000000e+00,1.117e-17,5.387e-18
6.8800,58.67998,-39.11999,0.027067,18.696766,0.000823,18.696786,0.0043204,0.0000087,0.0010242,0.098743,0.097662,2.95321457e-05,4.21507230e-07,3.07613711e-08,2.92109708e-05,4.19038865e-07,3.05982805e-08,4.76854361e-04,0.00000000e+00,7.915e-18,7.251e-18
