t_s,q2_deg,q3_deg,base_euler_x_deg,base_euler_y_deg,base_euler_z_deg,base_dev_angle_deg,base_pos_x_m,base_pos_y_m,base_pos_z_m,tip_L_mm,tip_R_mm,eta_L1,eta_L2,eta_L3,eta_R1,eta_R2,eta_R3,W_joint_J,E_damp_J,abs_dP,abs_dL
6.9000,58.74424,-39.16283,0.027107,18.721234,0.000835,18.721253,0.0043443,0.0000087,0.0010262,0.099647,0.098576,2.97934745e-05,4.16103952e-07,3.09263538e-08,2.94751367e-05,4.13683238e-07,3.07633924e-08,4.49391974e-04,0.00000000e+00,1.897e-18,5.292e-18
6.9200,58.80657,-39.20438,0.027146,18.744966,0.000847,18.744985,0.0043675,0.0000087,0.0010281,0.100526,0.099467,3.00449399e-05,4.07568321e-07,3.04036434e-08,2.97299447e-05,4.05194047e-07,3.02436584e-08,4.22922638e-04,0.00000000e+00,4.987e-18,7.908e-18
6.9400,58.86698,-39.24465,0.027184,18.767969,0.000859,18.767988,0.0043901,0.0000087,0.0010299,0.101349,0.100302,3.02795877e-05,3.99358367e-07,3.02236002e-08,2.99684246e-05,3.97013662e-07,3.00641892e-08,3.97439826e-04,0.00000000e+00,2.819e-18,1.071e-18
6.9600,58.92548,-39.28365,0.027221,18.790249,0.000871,18.790268,0.0044119,0.0000087,0.0010318,0.102080,0.101047,3.04905218e-05,3.94631362e-07,3.02810470e-08,3.01836584e-05,3.92294045e-07,3.01223591e-08,3.72935744e-04,0.00000000e+00,2.494e-18,7.149e-18
6.9800,58.98211,-39.32140,0.027257,18.811813,0.000882,18.811833,0.0044331,0.0000087,0.0010335,0.102690,0.101674,3.06709959e-05,3.94375000e-07,2.96666529e-08,3.03688713e-05,3.92031058e-07,2.95110628e-08,3.49401593e-04,0.00000000e+00,3.632e-18,1.131e-17
7.0000,59.03687,-39.35791,0.027292,18.832669,0.000893,18.832688,0.0044537,0.0000087,0.0010353,0.103168,0.102169,3.08145337e-05,3.96832854e-07,2.95664047e-08,3.05175531e-05,3.94485042e-07,2.94110728e-08,3.26827514e-04,0.00000000e+00,5.909e-18,7.332e-18
7.0200,59.08978,-39.39319,0.027325,18.852822,0.000904,18.852841,0.0044736,0.0000087,0.0010369,0.103502,0.102522,3.09150193e-05,3.98532901e-07,2.94813552e-08,3.06235487e-05,3.96199464e-07,2.93273978e-08,3.05202622e-04,0.00000000e+00,3.686e-18,2.250e-18
7.0400,59.14087,-39.42724,0.027358,18.872281,0.000914,18.872301,0.0044928,0.0000087,0.0010385,0.103683,0.102722,3.09668291e-05,3.96350884e-07,2.88242733e-08,3.06811899e-05,3.94055022e-07,2.86732837e-08,2.84515199e-04,0.00000000e+00,5.963e-18,2.673e-18
7.0600,59.19015,-39.46010,0.027389,18.891053,0.000924,18.891073,0.0045114,0.0000087,0.0010401,0.103700,0.102760,3.09649541e-05,3.89368517e-07,2.87973501e-08,3.06854188e-05,3.87124920e-07,2.86463978e-08,2.64752520e-04,0.00000000e+00,3.686e-18,4.211e-18
7.0800,59.23764,-39.49176,0.027419,18.909147,0.000933,18.909166,0.0045293,0.0000087,0.0010416,0.103530,0.102611,3.09050612e-05,3.79404980e-07,2.85590186e-08,3.06318504e-05,3.77211541e-07,2.84101143e-08,2.45900834e-04,0.00000000e+00,1.735e-18,2.124e-18
7.1000,59.28338,-39.52225,0.027448,18.926570,0.000942,18.926589,0.0045466,0.0000087,0.0010431,0.103148,0.102251,3.07835680e-05,3.69948694e-07,2.79059871e-08,3.05168480e-05,3.67788156e-07,2.77598268e-08,2.27945471e-04,0.00000000e+00,4.445e-18,2.856e-18
7.1200,59.32737,-39.55158,0.027476,18.943330,0.000951,18.943350,0.0045632,0.0000088,0.0010445,0.102538,0.101664,3.05976806e-05,3.64092956e-07,2.79169869e-08,3.03375626e-05,3.61943635e-07,2.77709356e-08,2.10870695e-04,0.00000000e+00,9.324e-18,1.711e-18
7.1400,59.36965,-39.57976,0.027503,18.959437,0.000960,18.959457,0.0045792,0.0000088,0.0010459,0.101687,0.100835,3.03453952e-05,3.62691611e-07,2.75076926e-08,3.00919359e-05,3.60540834e-07,2.73644172e-08,1.94659846e-04,0.00000000e+00,2.548e-18,2.402e-18
7.1600,59.41023,-39.60682,0.027529,18.974900,0.000968,18.974919,0.0045946,0.0000088,0.0010472,0.100597,0.099767,3.00255475e-05,3.63865141e-07,2.68883273e-08,2.97787494e-05,3.61717260e-07,2.67475009e-08,1.79295484e-04,0.00000000e+00,3.469e-18,5.845e-18
7.1800,59.44914,-39.63276,0.027553,18.989726,0.000976,18.989746,0.0046094,0.0000088,0.0010485,0.099282,0.098475,2.96378385e-05,3.64112057e-07,2.68957149e-08,2.93976520e-05,3.61986415e-07,2.67552489e-08,1.64759317e-04,0.00000000e+00,4.662e-18,6.197e-18
7.2000,59.48640,-39.65760,0.027577,19.003927,0.000983,19.003947,0.0046236,0.0000088,0.0010497,0.097751,0.096966,2.91828453e-05,3.60374343e-07,2.63288819e-08,2.89491709e-05,3.58294372e-07,2.61917580e-08,1.51032340e-04,0.00000000e+00,3.415e-18,3.740e-18
7.2200,59.52204,-39.68136,0.027600,19.017511,0.000990,19.017531,0.0046371,0.0000088,0.0010509,0.096014,0.095250,2.86620571e-05,3.51862245e-07,2.57840121e-08,2.84347483e-05,3.49842084e-07,2.56489367e-08,1.38094850e-04,0.00000000e+00,4.174e-18,2.311e-18
7.2400,59.55609,-39.70406,0.027621,19.030489,0.000997,19.030509,0.0046501,0.0000088,0.0010521,0.094073,0.093329,2.80778434e-05,3.40515322e-07,2.57537266e-08,2.78567108e-05,3.38552063e-07,2.56194597e-08,1.25926333e-04,0.00000000e+00,2.060e-18,2.568e-18
7.2600,59.58858,-39.72572,0.027642,19.042870,0.001004,19.042890,0.0046625,0.0000088,0.0010532,0.091923,0.091200,2.74333924e-05,3.29847365e-07,2.50528511e-08,2.72182090e-05,3.27923469e-07,2.49224098e-08,1.14505583e-04,0.00000000e+00,1.897e-18,2.080e-18
7.2800,59.61952,-39.74635,0.027662,19.054666,0.001010,19.054685,0.0046743,0.0000088,0.0010542,0.089570,0.088867,2.67326613e-05,3.22876752e-07,2.45936766e-08,2.65231683e-05,3.20971122e-07,2.44649929e-08,1.03810717e-04,0.00000000e+00,4.120e-18,4.015e-19
7.3000,59.64896,-39.76597,0.027680,19.065886,0.001016,19.065906,0.0046856,0.0000088,0.0010552,0.087029,0.086344,2.59802730e-05,3.20327374e-07,2.44715012e-08,2.57761867e-05,3.18428644e-07,2.43443209e-08,9.38191760e-05,0.00000000e+00,7.047e-18,4.218e-19
7.3200,59.67691,-39.78461,0.027698,19.076542,0.001022,19.076562,0.0046963,0.0000088,0.0010561,0.084320,0.083652,2.51814350e-05,3.20197873e-07,2.36593258e-08,2.49824537e-05,3.18311891e-07,2.35363021e-08,8.45079117e-05,0.00000000e+00,1.247e-18,3.964e-19
7.3400,59.70341,-39.80227,0.027715,19.086645,0.001027,19.086665,0.0047064,0.0000088,0.0010571,0.081478,0.080826,2.43418904e-05,3.18957815e-07,2.32861442e-08,2.41477014e-05,3.17104844e-07,2.31646205e-08,7.58534023e-05,0.00000000e+00,3.578e-18,4.608e-19
7.3600,59.72848,-39.81899,0.027731,19.096207,0.001032,19.096226,0.0047160,0.0000088,0.0010579,0.078534,0.077897,2.34678256e-05,3.13626213e-07,2.30402598e-08,2.32781118e-05,3.11829651e-07,2.29209695e-08,6.78316669e-05,0.00000000e+00,3.822e-18,2.439e-19
7.3800,59.75217,-39.83478,0.027746,19.105238,0.001037,19.105258,0.0047251,0.0000088,0.0010587,0.075509,0.074885,2.25657964e-05,3.03540168e-07,2.21672609e-08,2.23802438e-05,3.01813356e-07,2.20522048e-08,6.04183813e-05,0.00000000e+00,3.036e-18,7.793e-20
7.4000,59.77450,-39.84966,0.027760,19.113752,0.001042,19.113772,0.0047337,0.0000088,0.0010595,0.072423,0.071813,2.16426434e-05,2.90754772e-07,2.18768704e-08,2.14609474e-05,2.89093768e-07,2.17631736e-08,5.35888287e-05,0.00000000e+00,1.409e-18,5.065e-19
7.4200,59.79550,-39.86366,0.027774,19.121761,0.001046,19.121781,0.0047418,0.0000088,0.0010603,0.069286,0.068688,2.07053424e-05,2.78811107e-07,2.14809292e-08,2.05272155e-05,2.77197828e-07,2.13702937e-08,4.73179368e-05,0.00000000e+00,5.285e-19,1.299e-18
7.4400,59.81520,-39.87680,0.027786,19.129277,0.001050,19.129297,0.0047493,0.0000088,0.0010609,0.066111,0.065523,1.97608830e-05,2.70644510e-07,2.05830586e-08,1.95860621e-05,2.69058200e-07,2.04766381e-08,4.15803992e-05,0.00000000e+00,3.822e-18,3.264e-18
7.4600,59.83365,-39.88910,0.027798,19.136313,0.001054,19.136333,0.0047564,0.0000088,0.0010616,0.062921,0.062344,1.88161456e-05,2.66848545e-07,2.03384697e-08,1.86443984e-05,2.65278838e-07,2.02334960e-08,3.63506812e-05,0.00000000e+00,2.656e-18,9.961e-19
7.4800,59.85087,-39.90058,0.027809,19.142882,0.001057,19.142902,0.0047631,0.0000088,0.0010622,0.059745,0.059178,1.78777618e-05,2.65309642e-07,1.97678786e-08,1.77088934e-05,2.63763487e-07,1.96667750e-08,3.16031277e-05,0.00000000e+00,2.738e-18,6.048e-19
7.5000,59.86691,-39.91127,0.027819,19.148998,0.001061,19.149018,0.0047692,0.0000088,0.0010628,0.056615,0.056057,1.69520434e-05,2.62469059e-07,1.88836951e-08,1.67859011e-05,2.60967238e-07,1.87865795e-08,2.73120723e-05,0.00000000e+00,1.857e-18,2.973e-19
7.5200,59.88178,-39.92119,0.027828,19.154674,0.001064,19.154694,0.0047750,0.0000088,0.0010633,0.053564,0.053015,1.60449037e-05,2.55430347e-07,1.86549777e-08,1.58813813e-05,2.53995788e-07,1.85594873e-08,2.34518357e-05,0.00000000e+00,1.206e-18,3.346e-19
7.5400,59.89555,-39.93036,0.027837,19.159925,0.001066,19.159945,0.0047803,0.0000088,0.0010638,0.050609,0.050068,1.51617615e-05,2.43664025e-07,1.79200487e-08,1.50008028e-05,2.42308855e-07,1.78290696e-08,1.99968099e-05,0.00000000e+00,2.399e-18,6.048e-19
7.5600,59.90823,-39.93882,0.027845,19.164764,0.001069,19.164784,0.0047851,0.0000088,0.0010643,0.047760,0.047228,1.43074822e-05,2.29333119e-07,1.70923389e-08,1.41490831e-05,2.28052045e-07,1.70050021e-08,1.69215172e-05,0.00000000e+00,1.044e-18,3.041e-19
7.5800,59.91987,-39.94658,0.027853,19.169206,0.001071,19.169226,0.0047896,0.0000088,0.0010647,0.045022,0.044498,1.34862759e-05,2.16006276e-07,1.68383388e-08,1.33304872e-05,2.14780369e-07,1.67530293e-08,1.42006244e-05,0.00000000e+00,7.589e-19,1.572e-18
7.6000,59.93051,-39.95368,0.027860,19.173267,0.001074,19.173286,0.0047937,0.0000088,0.0010651,0.042392,0.041877,1.27015927e-05,2.06535405e-07,1.59464315e-08,1.25485211e-05,2.05343983e-07,1.58661975e-08,1.18090531e-05,0.00000000e+00,6.370e-19,6.996e-19
7.6200,59.94019,-39.96013,0.027866,19.176960,0.001076,19.176980,0.0047975,0.0000088,0.0010654,0.039881,0.039376,1.19560731e-05,2.01378586e-07,1.51874684e-08,1.18058821e-05,2.00212040e-07,1.51105436e-08,9.72205727e-06,0.00000000e+00,1.091e-18,3.388e-21
7.6400,59.94895,-39.96597,0.027871,19.180302,0.001077,19.180322,0.0048009,0.0000088,0.0010657,0.037503,0.037008,1.12514874e-05,1.98319888e-07,1.48551561e-08,1.11043959e-05,1.97185967e-07,1.47808121e-08,7.91528083e-06,0.00000000e+00,4.201e-19,5.434e-19
7.6600,59.95683,-39.97122,0.027876,19.183309,0.001079,19.183329,0.0048039,0.0000088,0.0010660,0.035269,0.034786,1.05887149e-05,1.93778901e-07,1.38322154e-08,1.04449962e-05,1.92698626e-07,1.37632549e-08,6.36486909e-06,0.00000000e+00,1.518e-18,5.226e-19
7.6800,59.96387,-39.97591,0.027881,19.185996,0.001080,19.186016,0.0048066,0.0000088,0.0010663,0.033193,0.032722,9.96777807e-06,1.84944236e-07,1.31591428e-08,9.82775578e-06,1.83939835e-07,1.30930884e-08,5.04752538e-06,0.00000000e+00,1.355e-18,8.026e-19
7.7000,59.97011,-39.98007,0.027885,19.188380,0.001082,19.188400,0.0048090,0.0000088,0.0010665,0.031272,0.030814,9.38783840e-06,1.71427976e-07,1.27192057e-08,9.25188302e-06,1.70510175e-07,1.26563289e-08,3.94056531e-06,0.00000000e+00,1.965e-19,6.128e-19
7.7200,59.97561,-39.98374,0.027889,19.190478,0.001083,19.190497,0.0048112,0.0000088,0.0010667,0.029490,0.029048,8.84721521e-06,1.55496927e-07,1.16113999e-08,8.71573930e-06,1.54659014e-07,1.15539960e-08,3.02201029e-06,0.00000000e+00,2.982e-19,1.715e-19
7.7400,59.98039,-39.98693,0.027892,19.192305,0.001084,19.192325,0.0048130,0.0000088,0.0010669,0.027831,0.027405,8.34341640e-06,1.40739602e-07,1.10213639e-08,8.21686952e-06,1.39961824e-07,1.09666009e-08,2.27064730e-06,0.00000000e+00,1.491e-19,3.748e-20
7.7600,59.98452,-39.98968,0.027894,19.193881,0.001085,19.193901,0.0048146,0.0000088,0.0010671,0.026272,0.025864,7.87312972e-06,1.29927460e-07,1.04346717e-08,7.75199318e-06,1.29189249e-07,1.03838231e-08,1.66611098e-06,0.00000000e+00,3.219e-19,4.038e-19
7.7800,59.98803,-39.99202,0.027897,19.195222,0.001086,19.195242,0.0048160,0.0000088,0.0010672,0.024797,0.024409,7.43226849e-06,1.23378923e-07,9.27406349e-09,7.31704939e-06,1.22671516e-07,9.22863571e-09,1.18898641e-06,0.00000000e+00,1.711e-19,1.664e-19
7.8000,59.99097,-39.99398,0.027899,19.196346,0.001086,19.196366,0.0048171,0.0000088,0.0010673,0.023400,0.023034,7.01604737e-06,1.18777646e-07,8.74057819e-09,6.90727196e-06,1.18109675e-07,8.69766559e-09,8.20883952e-07,0.00000000e+00,2.219e-19,2.139e-19
7.8200,59.99339,-39.99560,0.027901,19.197271,0.001087,19.197291,0.0048181,0.0000088,0.0010674,0.022074,0.021731,6.61904937e-06,1.12532587e-07,7.98606255e-09,6.51725591e-06,1.11925378e-07,7.94774182e-09,5.44528648e-07,0.00000000e+00,2.778e-19,4.383e-20
7.8400,59.99534,-39.99690,0.027902,19.198016,0.001087,19.198036,0.0048188,0.0000088,0.0010675,0.020806,0.020488,6.23535460e-06,1.01915803e-07,6.82388310e-09,6.14108563e-06,1.01391037e-07,6.79068055e-09,3.43850938e-07,0.00000000e+00,8.089e-20,9.614e-20
7.8600,59.99687,-39.99791,0.027903,19.198600,0.001087,19.198620,0.0048194,0.0000088,0.0010676,0.019579,0.019288,5.85865727e-06,8.66816236e-08,6.32835743e-09,5.77245183e-06,8.62488246e-08,6.29766543e-09,2.04063134e-07,0.00000000e+00,4.638e-20,3.451e-19
7.8800,59.99802,-39.99868,0.027904,19.199042,0.001088,19.199062,0.0048198,0.0000088,0.0010676,0.018360,0.018098,5.48234571e-06,6.92013728e-08,5.40865752e-09,5.40473207e-06,6.88526814e-08,5.38318048e-09,1.11752455e-07,0.00000000e+00,1.287e-19,8.087e-21
7.9000,59.99885,-39.99923,0.027905,19.199360,0.001088,19.199380,0.0048202,0.0000088,0.0010677,0.017114,0.016883,5.09961560e-06,5.30711015e-08,4.28531950e-09,5.03110423e-06,5.27863202e-08,4.26460946e-09,5.49754554e-08,0.00000000e+00,1.808e-19,8.612e-20
7.9200,59.99941,-39.99961,0.027905,19.199576,0.001088,19.199596,0.0048204,0.0000088,0.0010677,0.015811,0.015613,4.70355037e-06,4.09793862e-08,3.78215020e-09,4.64462764e-06,4.07384288e-08,3.76423315e-09,2.33505862e-08,0.00000000e+00,4.373e-20,8.227e-20
7.9400,59.99975,-39.99983,0.027906,19.199709,0.001088,19.199728,0.0048205,0.0000088,0.0010677,0.014424,0.014259,4.28719678e-06,3.31061757e-08,2.69511615e-09,4.23831915e-06,3.29014880e-08,2.68299199e-09,8.15914758e-09,0.00000000e+00,2.711e-20,1.509e-20
7.9600,59.99993,-39.99995,0.027906,19.199778,0.001088,19.199798,0.0048206,0.0000088,0.0010677,0.012938,0.012808,3.84370047e-06,2.70301890e-08,1.63298649e-09,3.80528872e-06,2.68716458e-08,1.62523564e-09,2.44372965e-09,0.00000000e+00,2.753e-20,1.556e-20
7.9800,59.99999,-39.99999,0.027906,19.199806,0.001088,19.199826,0.0048206,0.0000088,0.0010678,0.011346,0.011252,3.36641881e-06,1.91576519e-08,1.07918083e-09,3.33885277e-06,1.90671785e-08,1.07464460e-09,1.10745575e-09,0.00000000e+00,1.694e-21,1.588e-21
8.0000,60.00000,-40.00000,0.027907,19.199813,0.001088,19.199833,0.0048206,0.0000088,0.0010678,0.009630,0.009574,2.84904078e-06,6.84707780e-09,-1.44919981e-10,2.83265456e-06,6.84612113e-09,-1.43308697e-10,1.01710445e-09,0.00000000e+00,1.016e-20,8.470e-22
8.0200,60.00000,-40.00000,0.027907,19.199817,0.001089,19.199837,0.0048206,0.0000088,0.0010678,0.007781,0.007764,2.28813909e-06,-8.71945671e-09,-5.04341155e-10,2.28319224e-06,-8.63016997e-09,-5.02145008e-10,1.01710445e-09,0.00000000e+00,1.694e-21,5.294e-22
8.0400,60.00000,-40.00000,0.027907,19.199821,0.001089,19.199841,0.0048206,0.0000088,0.0010678,0.005796,0.005818,1.69047020e-06,-1.95010743e-08,6.00698806e-10,1.69704639e-06,-1.93723584e-08,5.97130172e-10,1.01710445e-09,0.00000000e+00,3.388e-21,8.470e-22
8.0600,60.00000,-40.00000,0.027908,19.199825,0.001089,19.199845,0.0048207,0.0000088,0.0010678,0.003674,0.003735,1.06571078e-06,-1.90188085e-08,-2.98154949e-10,1.08369316e-06,-1.89306120e-08,-2.97611916e-10,1.01710445e-09,0.00000000e+00,1.694e-21,4.235e-22
8.0800,60.00000,-40.00000,0.027908,19.199829,0.001089,19.199849,0.0048207,0.0000088,0.0010679,0.001461,0.001559,4.23940577e-07,-7.44128363e-09,-2.91199664e-10,4.53014867e-07,-7.45521692e-09,-2.91764625e-10,1.01710445e-09,0.00000000e+00,1.694e-21,1.271e-21
8.1000,60.00000,-40.00000,0.027908,19.199833,0.001089,19.199853,0.0048207,0.0000088,0.0010679,-0.000788,-0.000653,-2.24580090e-07,8.48171015e-09,6.27663464e-10,-1.84918724e-07,8.35928310e-09,6.22521649e-10,1.01710445e-09,0.00000000e+00,2.541e-21,8.470e-22
8.1200,60.00000,-40.00000,0.027908,19.199837,0.001089,19.199857,0.0048207,0.0000088,0.0010679,-0.003014,-0.002845,-8.69530622e-07,1.94167718e-08,-4.49822365e-10,-8.19968482e-07,1.92388283e-08,-4.50085278e-10,1.01710445e-09,0.00000000e+00,1.694e-21,8.470e-22
8.1400,60.00000,-40.00000,0.027908,19.199841,0.001089,19.199861,0.0048207,0.0000088,0.0010679,-0.005149,-0.004950,-1.50057282e-06,1.90070129e-08,-5.74050175e-11,-1.44196729e-06,1.88545303e-08,-6.05740706e-11,1.01710445e-09,0.00000000e+00,1.016e-20,8.470e-22
8.1600,60.00000,-40.00000,0.027909,19.199845,0.001089,19.199865,0.0048207,0.0000088,0.0010679,-0.007165,-0.006939,-2.10754819e-06,7.59899641e-09,5.97360545e-10,-2.04091400e-06,7.53332461e-09,5.91083376e-10,1.01710445e-09,0.00000000e+00,3.309e-24,1.271e-21
8.1800,60.00000,-40.00000,0.027909,19.199849,0.001089,19.199868,0.0048207,0.0000088,0.0010680,-0.009058,-0.008809,-2.68061853e-06,-7.95119430e-09,-5.16292147e-10,-2.60711127e-06,-7.92432644e-09,-5.17599533e-10,1.01710445e-09,0.00000000e+00,8.470e-22,4.235e-22
8.2000,60.00000,-40.00000,0.027909,19.199852,0.001089,19.199872,0.0048207,0.0000088,0.0010680,-0.010815,-0.010548,-3.21042737e-06,-1.83198281e-08,2.15044073e-10,-3.13132398e-06,-1.82532719e-08,2.09485520e-10,1.01710445e-09,0.00000000e+00,1.694e-21,4.235e-22
8.2200,60.00000,-40.00000,0.027909,19.199855,0.001089,19.199875,0.0048207,0.0000088,0.0010680,-0.012437,-0.012155,-3.68838905e-06,-1.72809975e-08,5.09491142e-10,-3.60506409e-06,-1.72539350e-08,5.02934228e-10,1.01710445e-09,0.00000000e+00,1.694e-21,3.176e-22
8.2400,60.00000,-40.00000,0.027909,19.199858,0.001089,19.199878,0.0048207,0.0000088,0.0010680,-0.013899,-0.013607,-4.10682029e-06,-5.37210007e-09,-5.40767458e-10,-4.02072075e-06,-5.44228938e-09,-5.42555868e-10,1.01710445e-09,0.00000000e+00,3.388e-21,4.235e-22
8.2600,60.00000,-40.00000,0.027909,19.199860,0.001089,19.199880,0.0048207,0.0000088,0.0010680,-0.015143,-0.014846,-4.45904111e-06,1.04331938e-08,4.26439375e-10,-4.37166049e-06,1.02644175e-08,4.19684008e-10,1.01710445e-09,0.00000000e+00,8.470e-22,2.647e-22
8.2800,60.00000,-40.00000,0.027909,19.199862,0.001089,19.199882,0.0048207,0.0000088,0.0010680,-0.016129,-0.015833,-4.73950666e-06,2.08191323e-08,3.28071494e-10,-4.65235849e-06,2.06085575e-08,3.22450663e-10,1.01710445e-09,0.00000000e+00,8.470e-22,2.118e-22
8.3000,60.00000,-40.00000,0.027909,19.199863,0.001089,19.199883,0.0048207,0.0000088,0.0010680,-0.016820,-0.016530,-4.94376938e-06,1.96803084e-08,-5.17432889e-10,-4.85836235e-06,1.95097066e-08,-5.19301483e-10,1.01710445e-09,0.00000000e+00,6.353e-22,5.294e-23
8.3200,60.00000,-40.00000,0.027909,19.199864,0.001089,19.199884,0.0048207,0.0000088,0.0010681,-0.017198,-0.016920,-5.06851662e-06,7.73494515e-09,6.02301173e-10,-4.98633015e-06,7.66312145e-09,5.95061736e-10,1.01710445e-09,0.00000000e+00,2.068e-25,1.059e-22
8.3400,60.00000,-40.00000,0.027909,19.199864,0.001089,19.199884,0.0048207,0.0000088,0.0010681,-0.017293,-0.017030,-5.11168613e-06,-7.93082817e-09,1.40583711e-10,-5.03414528e-06,-7.90213314e-09,1.36364122e-10,1.01710445e-09,0.00000000e+00,2.118e-22,3.309e-24
8.3600,60.00000,-40.00000,0.027909,19.199864,0.001089,19.199884,0.0048207,0.0000088,0.0010681,-0.017128,-0.016886,-5.07247170e-06,-1.80232703e-08,-4.05332631e-10,-5.00092291e-06,-1.79498393e-08,-4.07148294e-10,1.01710445e-09,0.00000000e+00,2.118e-22,5.294e-23
8.3800,60.00000,-40.00000,0.027909,19.199863,0.001089,19.199883,0.0048207,0.0000088,0.0010680,-0.016719,-0.016501,-4.95142971e-06,-1.65641536e-08,7.16916883e-10,-4.88711631e-06,-1.65254093e-08,7.10213703e-10,1.01710445e-09,0.00000000e+00,8.470e-22,5.294e-22
8.4000,60.00000,-40.00000,0.027908,19.199862,0.001089,19.199882,0.0048207,0.0000088,0.0010680,-0.016082,-0.015892,-4.75054679e-06,-4.45194756e-09,-8.30627178e-11,-4.69458548e-06,-4.50294581e-09,-8.49558619e-11,1.01710445e-09,0.00000000e+00,2.541e-21,2.647e-22
8.4200,60.00000,-40.00000,0.027908,19.199860,0.001089,19.199880,0.0048207,0.0000088,0.0010680,-0.015195,-0.015037,-4.47312592e-06,1.11100959e-08,-2.84592216e-10,-4.42648690e-06,1.09718218e-08,-2.85615330e-10,1.01710445e-09,0.00000000e+00,1.694e-21,4.235e-22
8.4400,60.00000,-40.00000,0.027908,19.199858,0.001089,19.199878,0.0048207,0.0000088,0.0010680,-0.014041,-0.013917,-4.12373829e-06,2.08550768e-08,7.14024384e-10,-4.08722820e-06,2.06885949e-08,7.09035361e-10,1.01710445e-09,0.00000000e+00,4.235e-22,2.118e-22
8.4600,60.00000,-40.00000,0.027908,19.199855,0.001089,19.199875,0.0048207,0.0000088,0.0010680,-0.012630,-0.012542,-3.70810040e-06,1.89374344e-08,-3.10514080e-10,-3.68234927e-06,1.88237423e-08,-3.09752485e-10,1.01710445e-09,0.00000000e+00,1.694e-21,6.353e-22
8.4800,60.00000,-40.00000,0.027907,19.199852,0.001089,19.199872,0.0048207,0.0000088,0.0010680,-0.010976,-0.010927,-3.23287510e-06,6.43268114e-09,-1.16481173e-10,-3.21832748e-06,6.42665689e-09,-1.16768655e-10,1.01710445e-09,0.00000000e+00,6.776e-21,8.470e-22
8.5000,60.00000,-40.00000,0.027907,19.199849,0.001089,19.199869,0.0048207,0.0000088,0.0010680,-0.009134,-0.009124,-2.70563994e-06,-9.33410364e-09,6.61563082e-10,-2.70254784e-06,-9.23602111e-09,6.58571756e-10,1.01710445e-09,0.00000000e+00,3.388e-21,7.412e-22
8.5200,60.00000,-40.00000,0.027907,19.199845,0.001089,19.199865,0.0048207,0.0000088,0.0010680,-0.007170,-0.007199,-2.13480050e-06,-1.91202678e-08,-4.72807245e-10,-2.14321891e-06,-1.89778042e-08,-4.69677839e-10,1.01710445e-09,0.00000000e+00,2.541e-21,4.235e-22
8.5400,60.00000,-40.00000,0.027907,19.199842,0.001088,19.199861,0.0048207,0.0000088,0.0010679,-0.005124,-0.005191,-1.52946408e-06,-1.72132914e-08,7.27703156e-11,-1.54924926e-06,-1.71069135e-08,7.33035111e-11,1.01710445e-09,0.00000000e+00,3.388e-21,8.470e-22
8.5600,60.00000,-40.00000,0.027906,19.199837,0.001088,19.199857,0.0048207,0.0000088,0.0010679,-0.003029,-0.003134,-8.99406615e-07,-4.85315058e-09,5.13428165e-10,-9.30216643e-07,-4.83610999e-09,5.13071023e-10,1.01710445e-09,0.00000000e+00,3.388e-21,4.235e-22
8.5800,60.00000,-40.00000,0.027906,19.199833,0.001088,19.199853,0.0048207,0.0000088,0.0010679,-0.000901,-0.001041,-2.54869211e-07,1.05235823e-08,-6.17247758e-10,-2.96168981e-07,1.04567323e-08,-6.11759290e-10,1.01710445e-09,0.00000000e+00,3.388e-21,1.271e-21
8.6000,60.00000,-40.00000,0.027906,19.199829,0.001088,19.199849,0.0048207,0.0000088,0.0010679,0.001268,0.001095,3.93687466e-07,1.97077843e-08,2.21324011e-10,3.42616461e-07,1.96175605e-08,2.22817770e-10,1.01710445e-09,0.00000000e+00,3.388e-21,8.470e-22
8.6200,60.00000,-40.00000,0.027906,19.199825,0.001088,19.199845,0.0048207,0.0000088,0.0010678,0.003452,0.003249,1.03573841e-06,1.71374765e-08,2.96732668e-10,9.75784947e-07,1.71032520e-08,2.98954004e-10,1.01710445e-09,0.00000000e+00,5.082e-21,8.470e-22
8.6400,60.00000,-40.00000,0.027906,19.199821,0.001088,19.199841,0.0048207,0.0000088,0.0010678,0.005611,0.005381,1.66095844e-06,4.22498028e-09,-6.72283310e-10,1.59316436e-06,4.29722359e-09,-6.65452650e-10,1.01710445e-09,0.00000000e+00,4.963e-24,7.412e-22
8.6600,60.00000,-40.00000,0.027905,19.199817,0.001088,19.199837,0.0048206,0.0000088,0.0010678,0.007696,0.007443,2.25938488e-06,-1.14751025e-08,3.80067036e-10,2.18492581e-06,-1.13054451e-08,3.81863881e-10,1.01710445e-09,0.00000000e+00,1.694e-21,0.000e+00
8.6800,60.00000,-40.00000,0.027905,19.199814,0.001088,19.199834,0.0048206,0.0000088,0.0010678,0.009631,0.009360,2.82146290e-06,-2.07738554e-08,7.77088241e-11,2.74162853e-06,-2.05703974e-08,8.18840859e-11,1.01710445e-09,0.00000000e+00,5.082e-21,4.235e-22
8.7000,60.00000,-40.00000,0.027905,19.199810,0.001088,19.199830,0.0048206,0.0000088,0.0010678,0.011371,0.011086,3.33820932e-06,-1.82541439e-08,-6.40625952e-10,3.25438188e-06,-1.80979717e-08,-6.33353763e-10,1.01710445e-09,0.00000000e+00,5.082e-21,6.353e-22
