t_s,q2_deg,q3_deg,base_euler_x_deg,base_euler_y_deg,base_euler_z_deg,base_dev_angle_deg,base_pos_x_m,base_pos_y_m,base_pos_z_m,tip_L_mm,tip_R_mm,eta_L1,eta_L2,eta_L3,eta_R1,eta_R2,eta_R3,W_joint_J,E_damp_J,abs_dP,abs_dL
6.2000,55.26463,-36.84309,0.024936,17.398821,0.000187,17.398839,0.0031156,0.0000082,0.0009327,0.105799,0.104724,3.15920993e-05,3.97899558e-07,2.97468600e-08,3.12723479e-05,3.95174561e-07,2.95650805e-08,1.97582470e-03,2.81600361e-10,1.258e-17,3.483e-18
6.2200,55.40038,-36.93359,0.025020,17.450291,0.000211,17.450309,0.0031610,0.0000082,0.0009359,0.106171,0.105102,3.17060180e-05,4.02419419e-07,2.99670456e-08,3.13881671e-05,3.99683317e-07,2.97848099e-08,1.91845784e-03,2.81685520e-10,7.589e-18,5.014e-18
6.2400,55.53397,-37.02265,0.025102,17.500953,0.000235,17.500971,0.0032059,0.0000083,0.0009390,0.106372,0.105310,3.17687009e-05,4.05926198e-07,3.01583068e-08,3.14526844e-05,4.03186353e-07,2.99757427e-08,1.86167499e-03,2.81712768e-10,4.554e-18,4.283e-18
6.2600,55.66540,-37.11027,0.025184,17.550806,0.000258,17.550824,0.0032503,0.0000083,0.0009421,0.106412,0.105355,3.17822582e-05,4.07962941e-07,3.03581236e-08,3.14679708e-05,4.05225524e-07,3.01751956e-08,1.80550323e-03,2.81715457e-10,2.342e-17,1.006e-17
6.2800,55.79467,-37.19644,0.025264,17.599849,0.000281,17.599867,0.0032941,0.0000083,0.0009452,0.106298,0.105247,3.17494531e-05,4.08876332e-07,3.05511165e-08,3.14367532e-05,4.06143189e-07,3.03679127e-08,1.74996898e-03,2.81722994e-10,3.795e-18,1.355e-19
6.3000,55.92177,-37.28118,0.025343,17.648081,0.000304,17.648099,0.0033374,0.0000083,0.0009483,0.106039,0.104993,3.16736514e-05,4.09604069e-07,3.07174937e-08,3.13623653e-05,4.06872194e-07,3.05341329e-08,1.69509795e-03,2.81759351e-10,2.819e-18,6.878e-18
6.3200,56.04670,-37.36447,0.025420,17.695501,0.000326,17.695519,0.0033801,0.0000083,0.0009514,0.105645,0.104603,3.15587586e-05,4.11115156e-07,3.08935214e-08,3.12486848e-05,4.08379060e-07,3.07099820e-08,1.64091509e-03,2.81842256e-10,3.188e-17,6.153e-18
6.3400,56.16947,-37.44631,0.025497,17.742108,0.000349,17.742126,0.0034223,0.0000083,0.0009545,0.105130,0.104091,3.14091461e-05,4.13835315e-07,3.10537653e-08,3.11000606e-05,4.11090865e-07,3.08701712e-08,1.58744456e-03,2.81982852e-10,3.253e-18,1.694e-18
6.3600,56.29008,-37.52672,0.025572,17.787901,0.000371,17.787919,0.0034638,0.0000084,0.0009575,0.104510,0.103474,3.12295764e-05,4.17398363e-07,3.11913055e-08,3.09212380e-05,4.14645793e-07,3.10077471e-08,1.53470976e-03,2.82185556e-10,7.806e-18,5.340e-18
6.3800,56.40852,-37.60568,0.025645,17.832881,0.000392,17.832900,0.0035048,0.0000084,0.0009605,0.103806,0.102771,3.10251253e-05,4.20866580e-07,3.13388437e-08,3.07172816e-05,4.18110901e-07,3.11553019e-08,1.48273332e-03,2.82448353e-10,1.648e-17,1.104e-17
6.4000,56.52480,-37.68320,0.025718,17.877048,0.000413,17.877066,0.0035452,0.0000084,0.0009635,0.103039,0.102005,3.08011042e-05,4.23286202e-07,3.14651415e-08,3.04934969e-05,4.20534781e-07,3.12817506e-08,1.43153709e-03,2.82763800e-10,3.686e-18,1.228e-17
6.4200,56.63892,-37.75928,0.025789,17.920401,0.000434,17.920419,0.0035849,0.0000084,0.0009664,0.102229,0.101195,3.05629780e-05,4.24248648e-07,3.15754332e-08,3.02553492e-05,4.21507408e-07,3.13922500e-08,1.38114209e-03,2.83120301e-10,1.756e-17,3.713e-18
6.4400,56.75088,-37.83392,0.025859,17.962941,0.000455,17.962960,0.0036241,0.0000084,0.0009694,0.101394,0.100359,3.03162782e-05,4.24125229e-07,3.16938234e-08,3.00083757e-05,4.21395746e-07,3.15108495e-08,1.33156845e-03,2.83503225e-10,1.193e-17,8.613e-18
6.4600,56.86069,-37.90713,0.025927,18.004669,0.000475,18.004688,0.0036626,0.0000084,0.0009723,0.100549,0.099513,3.00665079e-05,4.23839510e-07,3.17854659e-08,2.97580914e-05,4.21118699e-07,3.16028525e-08,1.28283537e-03,2.83896095e-10,7.589e-18,8.193e-18
6.4800,56.96835,-37.97890,0.025994,18.045586,0.000495,18.045604,0.0037005,0.0000084,0.0009751,0.099709,0.098670,2.98190459e-05,4.24316170e-07,3.18656846e-08,2.95098927e-05,4.21598735e-07,3.16834684e-08,1.23496104e-03,2.84282113e-10,1.648e-17,1.136e-17
6.5000,57.07386,-38.04924,0.026060,18.085691,0.000515,18.085710,0.0037378,0.0000085,0.0009780,0.098891,0.097849,2.95790521e-05,4.25933085e-07,3.19484479e-08,2.92689621e-05,4.23215247e-07,3.17666558e-08,1.18796270e-03,2.84645654e-10,8.457e-18,8.647e-18
6.5200,57.17723,-38.11815,0.026125,18.124988,0.000534,18.125007,0.0037745,0.0000085,0.0009808,0.098111,0.097066,2.93513796e-05,4.28300670e-07,3.20010587e-08,2.90401808e-05,4.25582961e-07,3.18198332e-08,1.14185660e-03,2.84973331e-10,7.156e-18,2.467e-18
6.5400,57.27846,-38.18564,0.026188,18.163477,0.000553,18.163496,0.0038105,0.0000085,0.0009835,0.097390,0.096340,2.91404986e-05,4.30496228e-07,3.20481333e-08,2.88280512e-05,4.27783685e-07,3.18674757e-08,1.09665803e-03,2.85254844e-10,8.348e-18,4.852e-18
6.5600,57.37756,-38.25171,0.026250,18.201160,0.000572,18.201179,0.0038458,0.0000085,0.0009863,0.096742,0.095687,2.89504287e-05,4.31610776e-07,3.20932636e-08,2.86366290e-05,4.28910451e-07,3.19132131e-08,1.05238129e-03,2.85483825e-10,6.505e-18,1.465e-17
6.5800,57.47453,-38.31636,0.026310,18.238039,0.000590,18.238058,0.0038805,0.0000085,0.0009890,0.096182,0.095122,2.87846791e-05,4.31283702e-07,3.21087342e-08,2.84694623e-05,4.28600982e-07,3.19294131e-08,1.00903970e-03,2.85658321e-10,4.445e-18,1.145e-18
6.6000,57.56939,-38.37959,0.026370,18.274116,0.000608,18.274135,0.0039145,0.0000085,0.0009916,0.095717,0.094652,2.86461935e-05,4.29909966e-07,3.21235021e-08,2.83295364e-05,4.27245887e-07,3.19448950e-08,9.66645503e-04,2.85780608e-10,1.247e-17,2.589e-18
6.6200,57.66213,-38.44142,0.026428,18.309393,0.000626,18.309412,0.0039479,0.0000085,0.0009942,0.095353,0.094284,2.85372987e-05,4.28399369e-07,3.21294787e-08,2.82192216e-05,4.25750514e-07,3.19516536e-08,9.25209869e-04,2.85856687e-10,1.225e-17,1.307e-17
6.6400,57.75277,-38.50185,0.026484,18.343874,0.000643,18.343893,0.0039806,0.0000085,0.0009968,0.095093,0.094019,2.84596602e-05,4.27634321e-07,3.21060830e-08,2.81402279e-05,4.24995340e-07,3.19291467e-08,8.84742849e-04,2.85895794e-10,1.735e-17,5.285e-19
6.6600,57.84132,-38.56088,0.026540,18.377561,0.000660,18.377580,0.0040127,0.0000086,0.0009994,0.094938,0.093859,2.84142495e-05,4.27948362e-07,3.20837746e-08,2.80935715e-05,4.25315589e-07,3.19077030e-08,8.45253386e-04,2.85909677e-10,4.445e-18,5.116e-18
6.6800,57.92778,-38.61852,0.026594,18.410457,0.000677,18.410476,0.0040440,0.0000086,0.0010018,0.094890,0.093808,2.84013244e-05,4.28932358e-07,3.20460023e-08,2.80795549e-05,4.26306389e-07,3.18708759e-08,8.06749330e-04,2.85911410e-10,8.999e-18,8.890e-18
6.7000,58.01216,-38.67477,0.026647,18.442565,0.000693,18.442584,0.0040747,0.0000086,0.0010043,0.094952,0.093867,2.84204280e-05,4.29681149e-07,3.19826923e-08,2.80977645e-05,4.27066845e-07,3.18085794e-08,7.69237457e-04,2.85914149e-10,6.505e-18,7.921e-18
6.7200,58.09448,-38.72965,0.026699,18.473889,0.000709,18.473908,0.0041047,0.0000086,0.0010067,0.095123,0.094035,2.84704015e-05,4.29331095e-07,3.19228586e-08,2.81470825e-05,4.26735039e-07,3.17497236e-08,7.32723464e-04,2.85930128e-10,8.457e-18,6.546e-18
6.7400,58.17473,-38.78316,0.026749,18.504433,0.000724,18.504452,0.0041341,0.0000086,0.0010090,0.095396,0.094307,2.85494074e-05,4.27568584e-07,3.18431818e-08,2.82257099e-05,4.24995521e-07,3.16711134e-08,6.97211949e-04,2.85969707e-10,5.421e-18,7.799e-18
6.7600,58.25295,-38.83530,0.026798,18.534201,0.000739,18.534220,0.0041627,0.0000086,0.0010113,0.095763,0.094674,2.86549611e-05,4.24810608e-07,3.17429751e-08,2.83311969e-05,4.22260987e-07,3.15720157e-08,6.62706387e-04,2.86040316e-10,8.999e-18,5.936e-18
6.7800,58.32913,-38.88609,0.026846,18.563197,0.000754,18.563216,0.0041907,0.0000086,0.0010136,0.096209,0.095121,2.87839676e-05,4.21952651e-07,3.16451602e-08,2.84604797e-05,4.19422716e-07,3.14752893e-08,6.29209101e-04,2.86145703e-10,5.421e-18,4.215e-18
6.8000,58.40329,-38.93553,0.026892,18.591426,0.000768,18.591445,0.0042180,0.0000086,0.0010158,0.096720,0.095634,2.89327643e-05,4.19836046e-07,3.15221438e-08,2.86099222e-05,4.17320412e-07,3.13534647e-08,5.96721258e-04,2.86285799e-10,1.409e-18,3.212e-18
6.8200,58.47544,-38.98363,0.026938,18.618892,0.000782,18.618911,0.0042446,0.0000086,0.0010180,0.097280,0.096198,2.90971745e-05,4.18752128e-07,3.13828183e-08,2.87753696e-05,4.16247282e-07,3.12153494e-08,5.65242888e-04,2.86456895e-10,5.638e-18,5.536e-18
6.8400,58.54560,-39.03040,0.026982,18.645601,0.000796,18.645620,0.0042706,0.0000087,0.0010201,0.097876,0.096798,2.92725720e-05,4.18274653e-07,3.12433616e-08,2.89522122e-05,4.15781319e-07,3.10770930e-08,5.34772897e-04,2.86651883e-10,5.475e-18,6.885e-18
6.8600,58.61377,-39.07585,0.027025,18.671557,0.000810,18.671576,0.0042958,0.0000087,0.0010222,0.098492,0.097421,2.94539575e-05,4.17517096e-07,3.10767274e-08,2.91354618e-05,4.15040058e-07,3.09117545e-08,5.05309097e-04,2.86860816e-10,8.890e-18,1.016e-17
6.8800,58.67998,-39.11999,0.027067,18.696766,0.000823,18.696785,0.0043204,0.0000087,0.0010242,0.099115,0.098051,2.96360453e-05,4.15660041e-07,3.09002585e-08,2.93198380e-05,4.13205560e-07,3.07365711e-08,4.76848211e-04,2.87071965e-10,7.047e-18,9.487e-19
6.9000,58.74424,-39.16283,0.027107,18.721233,0.000835,18.721253,0.0043443,0.0000087,0.0010262,0.099726,0.098672,2.98133522e-05,4.12434442e-07,3.07212718e-08,2.94998570e-05,4.10006822e-07,3.05588786e-08,4.49385868e-04,2.87273023e-10,1.409e-18,7.386e-19
6.9200,58.80657,-39.20438,0.027146,18.744966,0.000847,18.744985,0.0043675,0.0000087,0.0010281,0.100305,0.099261,2.99802870e-05,4.08276394e-07,3.05147293e-08,2.96699211e-05,4.05875737e-07,3.03537260e-08,4.22916591e-04,2.87452238e-10,5.313e-18,1.423e-19
6.9400,58.86698,-39.24465,0.027185,18.767970,0.000859,18.767989,0.0043901,0.0000087,0.0010300,0.100830,0.099798,3.01312373e-05,4.04064946e-07,3.03025058e-08,2.98244057e-05,4.01687427e-07,3.01428788e-08,3.97433794e-04,2.87599709e-10,4.662e-18,1.352e-17
6.9600,58.92548,-39.28365,0.027221,18.790250,0.000871,18.790270,0.0044119,0.0000087,0.0010318,0.101280,0.100261,3.02606522e-05,4.00600105e-07,3.00823411e-08,2.99577426e-05,3.98240575e-07,2.99241324e-08,3.72929786e-04,2.87708984e-10,4.662e-18,3.192e-18
6.9800,58.98211,-39.32140,0.027257,18.811815,0.000882,18.811835,0.0044331,0.0000087,0.0010335,0.101635,0.100630,3.03631258e-05,3.98131809e-07,2.98346137e-08,3.00645035e-05,3.95787184e-07,2.96779137e-08,3.49395803e-04,2.87778496e-10,6.722e-18,6.265e-18
7.0000,59.03687,-39.35791,0.027292,18.832671,0.000893,18.832690,0.0044537,0.0000087,0.0010353,0.101879,0.100890,3.04334821e-05,3.96217535e-07,2.95844990e-08,3.01394854e-05,3.93888936e-07,2.94292872e-08,3.26822032e-04,2.87812488e-10,3.253e-18,4.764e-18
7.0200,59.08978,-39.39319,0.027325,18.852825,0.000904,18.852844,0.0044736,0.0000087,0.0010369,0.101998,0.101026,3.04668597e-05,3.93989175e-07,2.93223930e-08,3.01777956e-05,3.91681590e-07,2.91687293e-08,3.05197646e-04,2.87821606e-10,6.614e-18,4.503e-18
7.0400,59.14087,-39.42724,0.027358,18.872284,0.000914,18.872304,0.0044928,0.0000087,0.0010386,0.101981,0.101027,3.04587947e-05,3.90669297e-07,2.90363673e-08,3.01749354e-05,3.88388959e-07,2.88843241e-08,2.84510824e-04,2.87823269e-10,6.072e-18,4.777e-19
7.0600,59.19015,-39.46010,0.027389,18.891057,0.000924,18.891076,0.0045114,0.0000087,0.0010401,0.101815,0.100879,3.04052972e-05,3.86029813e-07,2.87510858e-08,3.01268769e-05,3.83780890e-07,2.86006475e-08,2.64748760e-04,2.87841539e-10,1.106e-17,6.505e-19
7.0800,59.23764,-39.49176,0.027419,18.909151,0.000933,18.909170,0.0045293,0.0000087,0.0010417,0.101486,0.100568,3.03029150e-05,3.80522352e-07,2.84496496e-08,3.00301274e-05,3.78304913e-07,2.83009047e-08,2.45897672e-04,2.87906415e-10,5.096e-18,7.115e-19
7.1000,59.28338,-39.52225,0.027448,18.926574,0.000942,18.926593,0.0045466,0.0000087,0.0010431,0.100981,0.100083,3.01487854e-05,3.75006854e-07,2.81273067e-08,2.98817821e-05,3.72817299e-07,2.79803249e-08,2.27942813e-04,2.88052882e-10,3.632e-18,2.761e-18
7.1200,59.32737,-39.55158,0.027476,18.943335,0.000951,18.943354,0.0045632,0.0000088,0.0010445,0.100291,0.099413,2.99406739e-05,3.70241167e-07,2.78050884e-08,2.96795637e-05,3.68074854e-07,2.76598762e-08,2.10868499e-04,2.88319946e-10,5.909e-18,2.633e-18
7.1400,59.36965,-39.57976,0.027503,18.959442,0.000960,18.959461,0.0045792,0.0000088,0.0010459,0.099409,0.098551,2.96770042e-05,3.66434426e-07,2.74619235e-08,2.94218532e-05,3.64288923e-07,2.73185911e-08,1.94658146e-04,2.88749322e-10,9.053e-18,3.754e-18
7.1600,59.41023,-39.60682,0.027528,18.974904,0.000968,18.974923,0.0045946,0.0000088,0.0010473,0.098334,0.097497,2.93568810e-05,3.63128340e-07,2.71017910e-08,2.91077129e-05,3.61005358e-07,2.69603920e-08,1.79294309e-04,2.89383547e-10,2.982e-18,1.169e-18
7.1800,59.44914,-39.63276,0.027553,18.989731,0.000976,18.989750,0.0046094,0.0000088,0.0010485,0.097069,0.096251,2.89801064e-05,3.59472869e-07,2.67412480e-08,2.87369043e-05,3.57377757e-07,2.66018009e-08,1.64758729e-04,2.90263883e-10,6.993e-18,4.950e-18
7.2000,59.48640,-39.65760,0.027577,19.003931,0.000983,19.003951,0.0046236,0.0000088,0.0010498,0.095617,0.094819,2.85471869e-05,3.54730580e-07,2.63580482e-08,2.83098950e-05,3.52669683e-07,2.62206692e-08,1.51032360e-04,2.91428269e-10,2.331e-18,2.006e-18
7.2200,59.52204,-39.68136,0.027599,19.017515,0.000990,19.017535,0.0046372,0.0000088,0.0010509,0.093983,0.093205,2.80593302e-05,3.48711202e-07,2.59630934e-08,2.78278564e-05,3.46688679e-07,2.58278242e-08,1.38095403e-04,2.92909242e-10,2.602e-18,5.523e-19
7.2400,59.55609,-39.70406,0.027621,19.030492,0.000997,19.030512,0.0046501,0.0000088,0.0010521,0.092172,0.091413,2.75184246e-05,3.41878899e-07,2.55654334e-08,2.72926443e-05,3.39894880e-07,2.54323206e-08,1.25927331e-04,2.94731952e-10,2.006e-18,7.495e-18
7.2600,59.58858,-39.72572,0.027642,19.042873,0.001004,19.042893,0.0046625,0.0000088,0.0010532,0.090189,0.089449,2.69270052e-05,3.35072845e-07,2.51429475e-08,2.67067646e-05,3.33124012e-07,2.50121204e-08,1.14506920e-04,2.96912719e-10,2.114e-18,5.841e-18
7.2800,59.61952,-39.74635,0.027661,19.054669,0.001010,19.054688,0.0046743,0.0000088,0.0010542,0.088044,0.087322,2.62882062e-05,3.29008692e-07,2.47114500e-08,2.60733276e-05,3.27090917e-07,2.45829491e-08,1.03812293e-04,2.99458308e-10,5.909e-18,3.558e-19
7.3000,59.64896,-39.76597,0.027680,19.065888,0.001016,19.065908,0.0046856,0.0000088,0.0010552,0.085747,0.085043,2.56057052e-05,3.23856437e-07,2.42727617e-08,2.53959915e-05,3.21967890e-07,2.41466581e-08,9.38209683e-05,3.02365569e-10,6.343e-18,1.965e-19
7.3200,59.67691,-39.78461,0.027698,19.076544,0.001022,19.076564,0.0046963,0.0000088,0.0010562,0.083315,0.082627,2.48836619e-05,3.19143709e-07,2.38087904e-08,2.46789021e-05,3.17286596e-07,2.36852051e-08,8.45099149e-05,3.05621178e-10,1.382e-18,2.739e-18
7.3400,59.70341,-39.80227,0.027715,19.086646,0.001027,19.086666,0.0047064,0.0000088,0.0010571,0.080766,0.080094,2.41266541e-05,3.14039141e-07,2.33394140e-08,2.39266286e-05,3.12219040e-07,2.32183741e-08,7.58556041e-05,3.09201710e-10,2.494e-18,3.524e-19
7.3600,59.72848,-39.81899,0.027731,19.096207,0.001032,19.096227,0.0047160,0.0000088,0.0010579,0.078118,0.077462,2.33396088e-05,3.07844852e-07,2.28597757e-08,2.31440950e-05,3.06068067e-07,2.27413657e-08,6.78340577e-05,3.13074239e-10,3.605e-18,1.457e-19
7.3800,59.75217,-39.83478,0.027746,19.105239,0.001037,19.105258,0.0047251,0.0000088,0.0010587,0.075391,0.074748,2.25277270e-05,3.00406471e-07,2.23567762e-08,2.23365050e-05,2.98676982e-07,2.22411051e-08,6.04208943e-05,3.17197275e-10,3.957e-18,1.067e-18
7.4000,59.77450,-39.84966,0.027760,19.113752,0.001042,19.113772,0.0047337,0.0000088,0.0010595,0.072600,0.071971,2.16964010e-05,2.92199271e-07,2.18504316e-08,2.15092592e-05,2.90517084e-07,2.17375294e-08,5.35913734e-05,3.21522037e-10,1.979e-18,2.099e-18
7.4200,59.79550,-39.86366,0.027773,19.121760,0.001046,19.121780,0.0047418,0.0000088,0.0010602,0.069762,0.069146,2.08511242e-05,2.84041586e-07,2.13289890e-08,2.06678646e-05,2.82403454e-07,2.12189626e-08,4.73204453e-05,3.25994372e-10,2.277e-18,4.947e-19
7.4400,59.81520,-39.87680,0.027786,19.129276,0.001050,19.129295,0.0047493,0.0000088,0.0010609,0.066892,0.066289,1.99973968e-05,2.76608398e-07,2.07852189e-08,1.98178406e-05,2.75010460e-07,2.06781674e-08,4.15828086e-05,3.30557198e-10,6.912e-19,1.196e-18
7.4600,59.83365,-39.88910,0.027798,19.136311,0.001054,19.136331,0.0047564,0.0000088,0.0010616,0.064010,0.063418,1.91406339e-05,2.70033400e-07,2.02378552e-08,1.89646263e-05,2.68474151e-07,2.01338101e-08,3.63529712e-05,3.35152924e-10,2.087e-18,1.265e-18
7.4800,59.85087,-39.90058,0.027809,19.142880,0.001057,19.142899,0.0047630,0.0000088,0.0010622,0.061133,0.060553,1.82860768e-05,2.63833191e-07,1.96714178e-08,1.81134917e-05,2.62315029e-07,1.95704895e-08,3.16053148e-05,3.39725474e-10,2.168e-18,1.866e-18
7.5000,59.86691,-39.91127,0.027819,19.148995,0.001061,19.149015,0.0047692,0.0000088,0.0010628,0.058283,0.057714,1.74387130e-05,2.57196927e-07,1.90861482e-08,1.72694570e-05,2.55725358e-07,1.89884076e-08,2.73141599e-05,3.44221996e-10,2.873e-18,8.597e-19
7.5200,59.88178,-39.92119,0.027828,19.154671,0.001064,19.154690,0.0047749,0.0000088,0.0010633,0.055476,0.054918,1.66032016e-05,2.49466571e-07,1.84977109e-08,1.64372174e-05,2.48047568e-07,1.84031872e-08,2.34538251e-05,3.48594390e-10,6.370e-19,1.259e-18
7.5400,59.89555,-39.93036,0.027837,19.159921,0.001066,19.159941,0.0047803,0.0000088,0.0010638,0.052728,0.052180,1.57838030e-05,2.40523307e-07,1.78880583e-08,1.56210722e-05,2.39160395e-07,1.77968622e-08,1.99986885e-05,3.52800495e-10,1.545e-18,2.546e-18
7.5600,59.90823,-39.93882,0.027845,19.164760,0.001069,19.164779,0.0047851,0.0000088,0.0010642,0.050049,0.049513,1.49843124e-05,2.30852758e-07,1.72629988e-08,1.48248573e-05,2.29545564e-07,1.71751856e-08,1.69232488e-05,3.56804958e-10,1.721e-18,4.650e-19
7.5800,59.91987,-39.94658,0.027853,19.169202,0.001071,19.169221,0.0047896,0.0000088,0.0010647,0.047449,0.046924,1.42079956e-05,2.21253179e-07,1.66324436e-08,1.40518811e-05,2.19998281e-07,1.65480562e-08,1.42021897e-05,3.60580113e-10,7.928e-19,1.565e-18
7.6000,59.93051,-39.95368,0.027860,19.173262,0.001074,19.173282,0.0047937,0.0000088,0.0010650,0.044934,0.044421,1.34575321e-05,2.12361172e-07,1.59777605e-08,1.33048663e-05,2.11154732e-07,1.58969107e-08,1.18104493e-05,3.64106798e-10,4.472e-19,2.804e-19
7.6200,59.94019,-39.96013,0.027866,19.176955,0.001076,19.176975,0.0047975,0.0000088,0.0010654,0.042511,0.042009,1.27349689e-05,2.04277238e-07,1.53101626e-08,1.25859034e-05,2.03117843e-07,1.52328870e-08,9.72329280e-06,3.67374637e-10,1.016e-18,1.312e-18
7.6400,59.94895,-39.96597,0.027871,19.180297,0.001077,19.180317,0.0048009,0.0000088,0.0010657,0.040186,0.039697,1.20416880e-05,1.96510086e-07,1.46344420e-08,1.18964169e-05,1.95400109e-07,1.45607866e-08,7.91638674e-06,3.70381584e-10,2.033e-19,2.918e-19
7.6600,59.95683,-39.97122,0.027876,19.183304,0.001079,19.183324,0.0048039,0.0000088,0.0010660,0.037964,0.037489,1.13783878e-05,1.88271242e-07,1.39346125e-08,1.12371467e-05,1.87215930e-07,1.38646711e-08,6.36587283e-06,3.73132985e-10,9.487e-19,2.126e-19
7.6800,59.96387,-39.97591,0.027881,19.185991,0.001080,19.186011,0.0048066,0.0000088,0.0010663,0.035847,0.035386,1.07450789e-05,1.78942711e-07,1.32258509e-08,1.06081420e-05,1.77947563e-07,1.31596398e-08,5.04844160e-06,3.75640421e-10,6.844e-19,5.976e-19
7.7000,59.97011,-39.98007,0.027885,19.188375,0.001082,19.188395,0.0048090,0.0000088,0.0010665,0.033834,0.033388,1.01410884e-05,1.68440243e-07,1.25067928e-08,1.00087662e-05,1.67508239e-07,1.24443668e-08,3.94140586e-06,3.77920389e-10,6.844e-19,2.177e-19
7.7200,59.97561,-39.98374,0.027889,19.190473,0.001083,19.190493,0.0048112,0.0000088,0.0010667,0.031917,0.031489,9.56507229e-06,1.57259011e-07,1.17643577e-08,9.43770769e-06,1.56389350e-07,1.17058027e-08,3.02277673e-06,3.79993019e-10,3.388e-19,2.846e-19
7.7400,59.98039,-39.98693,0.027892,19.192301,0.001084,19.192321,0.0048130,0.0000088,0.0010669,0.030089,0.029678,9.01503450e-06,1.46177136e-07,1.10146680e-08,8.89299907e-06,1.45366204e-07,1.09599993e-08,2.27134167e-06,3.81881199e-10,6.166e-19,3.433e-19
7.7600,59.98452,-39.98968,0.027895,19.193877,0.001085,19.193897,0.0048146,0.0000088,0.0010671,0.028337,0.027945,8.48835473e-06,1.35794382e-07,1.02506048e-08,8.37204428e-06,1.35038376e-07,1.01998926e-08,1.66674582e-06,3.83610155e-10,4.049e-19,9.317e-21
7.7800,59.98803,-39.99202,0.027897,19.195218,0.001086,19.195238,0.0048160,0.0000088,0.0010672,0.026650,0.026279,7.98182732e-06,1.26180123e-07,9.46412030e-09,7.87165712e-06,1.25477753e-07,9.41743615e-09,1.18957564e-06,3.85207003e-10,2.829e-19,2.084e-19
7.8000,59.99097,-39.99398,0.027899,19.196343,0.001086,19.196363,0.0048171,0.0000088,0.0010673,0.025018,0.024669,7.49171323e-06,1.16837090e-07,8.67175440e-09,7.38811285e-06,1.16190765e-07,8.62910691e-09,8.21443593e-07,3.86700104e-10,1.897e-19,1.297e-19
7.8200,59.99339,-39.99560,0.027901,19.197269,0.001087,19.197289,0.0048180,0.0000088,0.0010674,0.023430,0.023104,7.01380367e-06,1.06999728e-07,7.86282850e-09,6.91721158e-06,1.06414539e-07,7.82428996e-09,5.45073746e-07,3.88118483e-10,2.651e-19,2.075e-20
7.8400,59.99534,-39.99690,0.027902,19.198014,0.001087,19.198034,0.0048188,0.0000088,0.0010675,0.021870,0.021570,6.54349355e-06,9.60888604e-08,7.03502031e-09,6.45435146e-06,9.55699776e-08,7.00064395e-09,3.44388554e-07,3.89491464e-10,1.690e-19,7.697e-20
7.8600,59.99687,-39.99791,0.027903,19.198599,0.001088,19.198619,0.0048194,0.0000088,0.0010676,0.020324,0.020050,6.07585966e-06,8.40524997e-08,6.20254697e-09,5.99460683e-06,8.36025499e-08,6.17234723e-09,2.04596483e-07,3.90848523e-10,6.607e-20,1.271e-19
7.8800,59.99802,-39.99868,0.027904,19.199041,0.001088,19.199061,0.0048198,0.0000088,0.0010676,0.018771,0.018525,5.60573975e-06,7.13931381e-08,5.35127013e-09,5.53280748e-06,7.10111157e-08,5.32533334e-09,1.12283268e-07,3.92219475e-10,3.642e-20,3.076e-20
7.9000,59.99885,-39.99923,0.027905,19.199360,0.001088,19.199380,0.0048202,0.0000088,0.0010677,0.017191,0.016974,5.12781251e-06,5.88673508e-08,4.48347838e-09,5.06361881e-06,5.85496973e-08,4.46185481e-09,5.55039276e-08,3.93635218e-10,1.567e-19,9.079e-21
7.9200,59.99941,-39.99961,0.027905,19.199576,0.001088,19.199596,0.0048204,0.0000088,0.0010677,0.015564,0.015378,4.63667774e-06,4.70380327e-08,3.60951553e-09,4.58162227e-06,4.67812316e-08,3.59223670e-09,2.38781246e-08,3.95128870e-10,9.958e-20,5.569e-20
7.9400,59.99975,-39.99983,0.027906,19.199710,0.001088,19.199729,0.0048205,0.0000088,0.0010677,0.013871,0.013717,4.12693880e-06,3.59441806e-08,2.71445414e-09,4.08139820e-06,3.57473198e-08,2.70161324e-09,8.68708826e-09,3.96736734e-10,3.918e-20,5.506e-21
7.9600,59.99993,-39.99995,0.027906,19.199780,0.001088,19.199800,0.0048206,0.0000088,0.0010677,0.012097,0.011976,3.59328891e-06,2.50827448e-08,1.80592598e-09,3.55761249e-06,2.49485289e-08,1.79756167e-09,2.97242150e-09,3.98498736e-10,1.016e-20,5.929e-21
7.9800,59.99999,-39.99999,0.027907,19.199809,0.001088,19.199828,0.0048206,0.0000088,0.0010678,0.010225,0.010139,3.03059888e-06,1.37102266e-08,8.90450971e-10,3.00510469e-06,1.36438562e-08,8.86604454e-10,1.63667962e-09,4.00458517e-10,1.694e-21,1.165e-21
8.0000,60.00000,-40.00000,0.027907,19.199816,0.001088,19.199836,0.0048206,0.0000088,0.0010678,0.008243,0.008192,2.43400334e-06,1.28370437e-09,-4.59107490e-11,2.41897478e-06,1.29030475e-09,-4.51460370e-11,1.54644899e-09,4.02663258e-10,1.186e-20,7.412e-22
8.0200,60.00000,-40.00000,0.027907,19.199820,0.001089,19.199840,0.0048206,0.0000088,0.0010678,0.006140,0.006125,1.80138998e-06,-1.09296408e-08,-3.83102387e-10,1.79704837e-06,-1.08554499e-08,-3.81045113e-10,1.54644899e-09,4.05142663e-10,8.470e-22,8.470e-22
