path,bytes,kind,tracked
20_engineering/F3R2_MECHANICAL_TERMINAL_CLOSURE_20260807/05_clearance/mesh/parts_DEPLOYED/B51_B601_ARTICULATED_ENGINEERING_ARM.stl,46026584,PROJECT_OR_RUNTIME_ASSET,True
80_third_party/external/spacecraft_layout_refs/oresat/oresat-solar-hardware/ltspice-simulations/boostconverter_lt1618_8-4v_iadj.raw,45868158,PROJECT_OR_RUNTIME_ASSET,False
.git/lfs/objects/39/81/39818daefd32a6a2a5bf61c6b1e1670380a27125415e3b154360159df7f30960,45679213,ROOT_GIT_METADATA,False
20_engineering/cad/B5_0_B601_space_manipulator_candidate/02_DESIGN/vendor_reference_linklocal/B50_REF_link2_LINKLOCAL.step,45679213,PROJECT_OR_RUNTIME_ASSET,True
20_engineering/cad/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/B5_0_ACCEPTED_CANDIDATE_FULL_COPY/02_DESIGN/vendor_reference_linklocal/B50_REF_link2_LINKLOCAL.step,45679213,PROJECT_OR_RUNTIME_ASSET,True
20_engineering/service_robot_wp01_20260905/inputs/link2.step,45679213,PROJECT_OR_RUNTIME_ASSET,True
20_engineering/WP05_SW_20260907/sources/B601_link2_LINKLOCAL.step,45679213,PROJECT_OR_RUNTIME_ASSET,True
.git/objects/66/983df9c0e87924a7397a015c6da9c46de20366,44015840,ROOT_GIT_METADATA,False
20_engineering/cad/reference_donors/HAGA_HIFI_FREECAD/F3_P3_TOP_ASSEMBLY.20260805-155251.FCBak,43906276,PROJECT_OR_RUNTIME_ASSET,True
20_engineering/cad/reference_donors/HAGA_HIFI_FREECAD/F3_P3_TOP_ASSEMBLY.FCStd,43906276,PROJECT_OR_RUNTIME_ASSET,True
.git/objects/52/4017d529d651a5c2937ffaefcc8dec5be41189,43618911,ROOT_GIT_METADATA,False
.git/objects/0b/695753faae47c341ccbbdd41b8ec7c4aec7169,43603575,ROOT_GIT_METADATA,False
.git/objects/08/14f62c746b3cedf2e716551a4559971b273327,43586952,ROOT_GIT_METADATA,False
.git/objects/45/7518fb946fd7f6b2c84939f7d88d7fc05ed933,43583359,ROOT_GIT_METADATA,False
.git/objects/ab/66389d084203e70560ed4d51518939ddd886ba,43583301,ROOT_GIT_METADATA,False
.git/lfs/objects/0a/4f/0a4f747b191155912f42398d0b783697462bce2eb36a035718639718cafdfbb9,42279902,ROOT_GIT_METADATA,False
01_project/competition/SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905/runs/wp10_mechatronic_closure_20260908/implementation/history/20260909_before_absolute_brake/WP10_IMPLEMENTATION_DELTA.zip,42279902,PROJECT_OR_RUNTIME_ASSET,True
.git/lfs/objects/02/60/02607f3e9c845438468fe9bc986bb048bfb2db16bd136fa1d8c9fef3b04e60dd,41081896,ROOT_GIT_METADATA,False
20_engineering/cad/B5_1_B601_interface_closure_candidate/03_CAD/integration/B51_SPACECRAFT_B601_STOW_INTEGRATION.glb,41081896,PROJECT_OR_RUNTIME_ASSET,True
80_third_party/vendor/chrono/data/vehicle/bmw/chassis/bmw_e90_chassis.obj,40647427,PROJECT_OR_RUNTIME_ASSET,False
.git/lfs/objects/34/dc/34dc2177f050f96503449d9e10ce459eacf1619892d03bde85f396bd7c2fc162,39743952,ROOT_GIT_METADATA,False
20_engineering/cad/B5_0_B601_space_manipulator_candidate/02_DESIGN/vendor_reference_linklocal/B50_REF_link3_LINKLOCAL.step,39743952,PROJECT_OR_RUNTIME_ASSET,True
20_engineering/cad/B5_1_B601_interface_closure_candidate/00_BASELINE_DONORS/B5_0_ACCEPTED_CANDIDATE_FULL_COPY/02_DESIGN/vendor_reference_linklocal/B50_REF_link3_LINKLOCAL.step,39743952,PROJECT_OR_RUNTIME_ASSET,True
20_engineering/service_robot_wp01_20260905/inputs/link3.step,39743952,PROJECT_OR_RUNTIME_ASSET,True
20_engineering/WP05_SW_20260907/sources/B601_link3_LINKLOCAL.step,39743952,PROJECT_OR_RUNTIME_ASSET,True
50_literature/pdf/01_survey/rybus2024manipulators.pdf,38799430,PROJECT_OR_RUNTIME_ASSET,False
80_third_party/external/spacecraft_layout_refs/oresat/oresat-solar-hardware/.git/objects/pack/pack-50118e2e6d7a6e018ce5269d939ecd7bccc26173.pack,38284946,NESTED_GIT_METADATA,False
