candidate,station_mm,y_max,y_min,z_max,z_min,clr_plusY,clr_minusY,clr_plusZ,clr_minusZ,rail_min_clearance_mm,governing_rail_zone,responsible_link,classification
CAND_2_FIT,-98.0,32.942,-33.876,37.100,-79.353,80.208,79.274,76.050,33.797,77.185,PY_NZ,link6,INSIDE_NOMINAL
CAND_2_FIT,-97.0,27.539,-28.461,-16.890,-50.523,85.611,84.689,130.040,62.627,97.973,PY_NZ,link5,INSIDE_NOMINAL
CAND_2_FIT,-96.0,38.093,-39.157,93.863,-90.671,75.057,73.993,19.287,22.479,66.384,NY_PZ,link1,INSIDE_NOMINAL
CAND_2_FIT,-95.0,33.044,-8.947,-17.081,-83.146,80.106,104.203,130.231,30.004,76.174,PY_NZ,link6,INSIDE_NOMINAL
CAND_2_FIT,-94.0,32.919,-33.841,-16.794,-84.002,80.231,79.309,129.944,29.148,85.355,PY_NZ,link5,INSIDE_NOMINAL
CAND_2_FIT,-93.0,32.884,-33.876,39.637,-85.855,80.266,79.274,73.513,27.295,75.356,PY_NZ,link6,INSIDE_NOMINAL
CAND_2_FIT,-92.0,38.096,-39.154,89.091,-86.482,75.054,73.996,24.059,26.668,67.331,NY_PZ,link1,INSIDE_NOMINAL
CAND_2_FIT,-91.0,-3.916,-23.896,-29.415,-30.158,117.066,89.254,142.565,82.992,110.370,NY_NZ,link5,INSIDE_NOMINAL
CAND_2_FIT,-90.0,32.881,-8.895,-29.111,-88.332,80.269,104.255,142.261,24.818,83.818,PY_NZ,link6,INSIDE_NOMINAL
CAND_2_FIT,-89.0,38.111,-39.150,83.640,-89.273,75.039,74.000,29.510,23.877,68.802,NY_PZ,link1,INSIDE_NOMINAL
CAND_2_FIT,-88.0,38.108,-39.146,77.755,37.218,75.042,74.004,35.395,150.368,70.829,NY_PZ,link1,INSIDE_NOMINAL
CAND_2_FIT,-87.0,-3.887,-37.513,-27.457,-46.202,117.037,75.637,140.607,66.948,89.014,NY_NZ,link5,INSIDE_NOMINAL
CAND_2_FIT,-86.0,32.922,22.026,-39.688,-90.966,80.228,135.176,152.838,22.184,74.702,PY_NZ,link6,INSIDE_NOMINAL
CAND_2_FIT,-85.0,33.218,-13.879,-27.026,-91.449,79.932,99.271,140.176,21.701,74.448,PY_NZ,link6,INSIDE_NOMINAL
CAND_2_FIT,-84.0,21.384,21.384,-91.298,-91.298,91.766,134.534,204.448,21.852,84.330,PY_NZ,link5,INSIDE_NOMINAL
CAND_2_FIT,-83.0,32.885,-33.875,37.744,35.836,80.265,79.275,75.406,148.986,98.714,NY_PZ,link4,INSIDE_NOMINAL
CAND_2_FIT,-82.0,33.226,-23.876,-26.071,-92.370,79.924,89.274,139.221,20.780,79.076,PY_NZ,link6,INSIDE_NOMINAL
CAND_2_FIT,-81.0,33.226,21.927,-37.820,-92.651,79.924,135.077,150.970,20.499,74.252,PY_NZ,link6,INSIDE_NOMINAL
CAND_2_FIT,-80.0,31.091,22.196,-92.653,-92.997,82.059,135.346,205.803,20.153,74.483,PY_NZ,link6,INSIDE_NOMINAL
CAND_2_FIT,-79.0,28.267,-8.897,-26.012,-93.195,84.883,104.253,139.162,19.955,77.244,PY_NZ,link6,INSIDE_NOMINAL
CAND_2_FIT,-78.0,28.138,-23.898,-25.280,-93.409,85.012,89.252,138.430,19.741,77.352,PY_NZ,link6,INSIDE_NOMINAL
CAND_2_FIT,-77.0,32.926,-8.907,-25.784,-93.613,80.224,104.243,138.934,19.537,74.176,PY_NZ,link6,INSIDE_NOMINAL
CAND_2_FIT,-76.0,33.209,-38.916,-36.860,-102.243,79.941,74.234,150.010,10.907,68.750,NY_NZ,link5,INSIDE_NOMINAL
CAND_2_FIT,-75.0,21.209,-26.506,-93.588,-102.029,91.941,86.644,206.738,11.121,78.188,NY_NZ,link5,INSIDE_NOMINAL
CAND_2_FIT,-74.0,-11.515,-11.515,-102.533,-102.533,124.665,101.635,215.683,10.617,93.159,NY_NZ,link5,INSIDE_NOMINAL
CAND_2_FIT,-73.0,32.890,-23.942,-25.096,-93.637,80.260,89.208,138.246,19.513,84.091,PY_NZ,link5,INSIDE_NOMINAL
CAND_2_FIT,-72.0,33.167,21.795,-36.841,-93.857,79.983,134.945,149.991,19.293,74.193,PY_NZ,link6,INSIDE_NOMINAL
CAND_2_FIT,-71.0,30.970,22.075,-93.504,-93.803,82.180,135.225,206.654,19.347,74.474,PY_NZ,link6,INSIDE_NOMINAL
CAND_2_FIT,-70.0,21.163,-26.549,-93.449,-102.349,91.987,86.601,206.599,10.801,78.151,NY_NZ,link5,INSIDE_NOMINAL
CAND_2_FIT,-69.0,21.262,-6.554,-93.263,-102.162,91.888,106.596,206.413,10.988,84.162,PY_NZ,link5,INSIDE_NOMINAL
CAND_2_FIT,-68.0,32.829,-11.570,-37.230,-102.288,80.321,101.580,150.380,10.862,74.296,PY_NZ,link6,INSIDE_NOMINAL
CAND_2_FIT,-67.0,33.101,22.052,-37.451,-93.129,80.049,135.202,150.601,20.021,74.599,PY_NZ,link6,INSIDE_NOMINAL
CAND_2_FIT,-65.0,31.255,-26.572,-92.223,-101.726,81.895,86.578,205.373,11.424,74.436,PY_NZ,link6,INSIDE_NOMINAL
CAND_2_FIT,-64.0,32.746,21.762,-38.381,-92.521,80.404,134.912,151.531,20.629,74.697,PY_NZ,link6,INSIDE_NOMINAL
CAND_2_FIT,-63.0,33.013,-16.581,-38.779,-100.770,80.137,96.569,151.929,12.380,74.497,PY_NZ,link6,INSIDE_NOMINAL
CAND_2_FIT,-62.0,30.949,22.054,-91.440,-91.739,82.201,135.204,204.590,21.411,74.824,PY_NZ,link6,INSIDE_NOMINAL
CAND_2_FIT,-61.0,21.261,21.157,-90.842,-90.929,91.889,134.307,203.992,22.221,84.525,PY_NZ,link5,INSIDE_NOMINAL
CAND_2_FIT,-60.0,32.641,-26.573,-40.226,-100.340,80.509,86.577,153.376,12.810,78.236,NY_NZ,link5,INSIDE_NOMINAL
CAND_2_FIT,-59.0,32.905,21.783,-40.790,-90.248,80.245,134.933,153.940,22.902,74.822,PY_NZ,link6,INSIDE_NOMINAL
CAND_2_FIT,-58.0,30.976,-33.868,25.939,-89.669,82.174,79.282,87.211,23.481,75.181,PY_NZ,link6,INSIDE_NOMINAL
CAND_2_FIT,-57.0,21.293,-11.572,-88.752,-99.189,91.857,101.578,201.902,13.961,84.859,PY_NZ,link5,INSIDE_NOMINAL
CAND_2_FIT,-56.0,32.518,-26.552,-42.717,-98.214,80.632,86.598,155.867,14.936,75.311,PY_NZ,link6,INSIDE_NOMINAL
CAND_2_FIT,-55.0,32.779,22.119,-43.434,-87.702,80.371,135.269,156.584,25.448,75.561,PY_NZ,link6,INSIDE_NOMINAL
CAND_2_FIT,-52.0,32.640,-26.510,-45.791,-95.715,80.510,86.640,158.941,17.435,76.007,PY_NZ,link6,INSIDE_NOMINAL
CAND_2_FIT,-51.0,31.106,22.211,-83.421,-83.720,82.044,135.361,196.571,29.430,76.464,PY_NZ,link6,INSIDE_NOMINAL
CAND_2_FIT,-50.0,31.485,21.991,-49.367,-80.812,81.665,135.141,162.517,32.338,76.950,PY_NZ,link6,INSIDE_NOMINAL
CAND_2_FIT,-49.0,32.490,22.283,-49.666,-80.965,80.660,135.433,162.816,32.185,77.196,PY_NZ,link6,INSIDE_NOMINAL
CAND_2_FIT,-48.0,-27.351,-33.848,-6.175,-29.661,140.501,79.302,119.325,83.489,107.697,NY_NZ,link5,INSIDE_NOMINAL
CAND_2_FIT,-47.0,32.334,-33.849,-4.759,-76.949,80.816,79.301,117.909,36.201,78.168,PY_NZ,link6,INSIDE_NOMINAL
CAND_2_FIT,-46.0,32.254,-33.850,23.626,-72.635,80.896,79.300,89.524,40.515,79.669,PY_NZ,link6,INSIDE_NOMINAL
CAND_2_FIT,-45.0,32.018,-33.850,-3.819,-71.523,81.132,79.300,116.969,41.627,80.343,PY_NZ,link6,INSIDE_NOMINAL
CAND_2_FIT,-44.0,32.895,-33.865,20.831,-30.397,80.255,79.285,92.319,82.753,109.742,NY_PZ,link4,INSIDE_NOMINAL
CAND_2_FIT,-43.0,30.894,-33.849,22.696,-44.715,82.256,79.301,90.454,68.435,96.119,PY_NZ,link5,INSIDE_NOMINAL
CAND_2_FIT,-42.0,32.896,-33.864,19.625,-36.650,80.254,79.286,93.525,76.500,104.777,NY_NZ,link4,INSIDE_NOMINAL
CAND_2_FIT,-41.0,31.021,-33.834,21.189,-48.891,82.129,79.316,91.961,64.259,92.360,PY_NZ,link5,INSIDE_NOMINAL
CAND_2_FIT,-40.0,32.897,-33.863,17.844,-55.475,80.253,79.287,95.306,57.675,87.948,PY_NZ,link5,INSIDE_NOMINAL
CAND_2_FIT,-39.0,32.898,-33.862,15.651,-57.681,80.252,79.288,97.499,55.469,86.891,PY_NZ,link5,INSIDE_NOMINAL
CAND_2_FIT,-38.0,30.541,-33.834,-28.763,-61.995,82.609,79.316,141.913,51.155,85.508,PY_NZ,link5,INSIDE_NOMINAL
CAND_2_FIT,-37.0,33.160,-34.191,69.397,-54.618,79.990,78.959,43.753,58.532,78.786,NY_PZ,link2,INSIDE_NOMINAL
CAND_2_FIT,-36.0,33.159,-34.191,69.615,-66.059,79.991,78.959,43.535,47.091,78.690,NY_PZ,link2,INSIDE_NOMINAL
CAND_2_FIT,-35.0,30.540,-15.560,-45.017,-61.138,82.610,97.590,158.167,52.012,85.939,PY_NZ,link5,INSIDE_NOMINAL
CAND_2_FIT,-34.0,15.735,-16.382,-48.713,-49.792,97.415,96.768,161.863,63.358,104.476,PY_NZ,link5,INSIDE_NOMINAL
CAND_2_FIT,-33.0,28.724,-29.105,-51.211,-77.546,84.426,84.045,164.361,35.604,80.260,NY_NZ,link5,INSIDE_NOMINAL
CAND_2_FIT,-32.0,26.159,-28.839,-54.834,-77.172,86.991,84.311,167.984,35.978,80.637,NY_NZ,link5,INSIDE_NOMINAL
CAND_2_FIT,-31.0,33.164,-34.186,61.279,-76.873,79.986,78.964,51.871,36.277,81.451,NY_NZ,link5,INSIDE_NOMINAL
CAND_2_FIT,-30.0,33.164,-34.186,60.838,-77.721,79.986,78.964,52.312,35.429,82.579,NY_NZ,link5,INSIDE_NOMINAL
CAND_2_FIT,-29.0,29.949,-30.800,-64.620,-74.278,83.201,82.350,177.770,38.872,79.851,NY_NZ,link4,INSIDE_NOMINAL
CAND_2_FIT,-28.0,25.947,-26.678,-67.985,-78.093,87.203,86.472,181.135,35.057,82.370,NY_NZ,link4,INSIDE_NOMINAL
CAND_2_FIT,-27.0,21.404,-22.034,-80.692,-81.309,91.746,91.116,193.842,31.841,85.850,NY_NZ,link4,INSIDE_NOMINAL
CAND_2_FIT,-26.0,16.411,-16.960,-83.387,-83.861,96.739,96.190,196.537,29.289,90.121,NY_NZ,link4,INSIDE_NOMINAL
CAND_2_FIT,-25.0,11.070,-11.560,-85.376,-87.091,102.080,101.590,198.526,26.059,95.000,NY_NZ,link4,INSIDE_NOMINAL
CAND_2_FIT,-22.0,32.936,-33.824,-43.763,-44.446,80.214,79.326,156.913,68.704,92.956,NY_NZ,link4,INSIDE_NOMINAL
CAND_2_FIT,-21.0,29.948,-30.801,-71.129,-71.992,83.202,82.349,184.279,41.158,80.747,NY_NZ,link4,INSIDE_NOMINAL
CAND_2_FIT,-20.0,25.946,-26.680,-75.059,-75.807,87.204,86.470,188.209,37.343,83.134,NY_NZ,link4,INSIDE_NOMINAL
CAND_2_FIT,-19.0,21.402,-22.035,-78.406,-79.023,91.748,91.115,191.556,34.127,86.498,NY_NZ,link4,INSIDE_NOMINAL
CAND_2_FIT,-10.0,33.154,-34.196,77.372,77.329,79.996,78.954,35.778,190.479,75.566,NY_PZ,link2,INSIDE_NOMINAL
CAND_2_FIT,2.0,7.482,-8.424,-0.734,-1.726,105.668,104.726,113.884,111.424,140.900,NY_NZ,link4,INSIDE_NOMINAL
CAND_2_FIT,3.0,8.837,-9.777,-2.784,-2.795,104.313,103.373,115.934,110.355,139.195,NY_NZ,link4,INSIDE_NOMINAL
CAND_2_FIT,7.0,23.287,-24.207,-18.686,-18.716,89.863,88.943,131.836,94.434,117.710,NY_NZ,link4,INSIDE_NOMINAL
CAND_2_FIT,8.0,7.532,-8.374,-80.344,-81.336,105.618,104.776,193.494,31.814,99.294,NY_NZ,link4,INSIDE_NOMINAL
CAND_2_FIT,9.0,26.272,-27.187,-22.545,-22.579,86.878,85.963,135.695,90.571,112.854,NY_NZ,link4,INSIDE_NOMINAL
CAND_2_FIT,10.0,28.580,-29.490,-26.809,-26.846,84.570,83.660,139.959,86.304,108.178,NY_NZ,link4,INSIDE_NOMINAL
CAND_2_FIT,11.0,30.153,-31.057,-31.370,-31.409,82.997,82.093,144.520,81.741,103.827,NY_NZ,link4,INSIDE_NOMINAL
CAND_2_FIT,13.0,30.951,-31.849,-36.113,-43.508,82.199,81.301,149.263,69.642,95.941,PY_NZ,link4,INSIDE_NOMINAL
CAND_2_FIT,14.0,30.954,-31.846,-40.916,-40.956,82.196,81.304,154.066,72.194,96.733,NY_NZ,link4,INSIDE_NOMINAL
CAND_2_FIT,15.0,33.167,-34.183,56.569,-78.622,79.983,78.967,56.581,34.528,85.332,NY_PZ,link2,INSIDE_NOMINAL
CAND_2_FIT,16.0,1.685,-2.529,-79.047,-79.050,111.465,110.621,192.197,34.100,105.281,NY_NZ,link4,INSIDE_NOMINAL
CAND_2_FIT,17.0,28.595,-29.475,-50.223,-50.259,84.555,83.675,163.373,62.891,92.788,NY_NZ,link4,INSIDE_NOMINAL
CAND_2_FIT,18.0,26.292,-27.167,-54.490,-54.523,86.858,85.983,167.640,58.627,92.284,NY_NZ,link4,INSIDE_NOMINAL
CAND_2_FIT,19.0,23.312,-24.182,-58.352,-58.382,89.838,88.968,171.502,54.768,92.821,NY_NZ,link4,INSIDE_NOMINAL
CAND_2_FIT,24.0,8.882,-9.732,-74.273,-75.907,104.268,103.418,187.423,37.243,99.657,NY_NZ,link4,INSIDE_NOMINAL
CAND_2_FIT,25.0,1.683,-2.531,-76.332,-76.335,111.467,110.619,189.482,36.815,105.972,NY_NZ,link4,INSIDE_NOMINAL
CAND_2_FIT,83.0,33.168,-34.182,55.926,55.884,79.982,78.968,57.224,169.034,85.696,NY_PZ,link2,INSIDE_NOMINAL
CAND_2_FIT,84.0,33.155,-34.195,76.490,76.448,79.995,78.955,36.660,189.598,75.890,NY_PZ,link2,INSIDE_NOMINAL
CAND_2_FIT,98.0,40.144,-40.111,22.614,14.065,73.006,73.039,90.536,127.215,104.363,PY_PZ,link3,INSIDE_NOMINAL
CAND_2_FIT,99.0,40.147,-40.103,9.948,9.897,73.003,73.047,103.202,123.047,114.582,PY_PZ,link3,INSIDE_NOMINAL
CAND_2_FIT,100.0,40.136,-40.114,26.572,26.521,73.014,73.036,86.578,139.671,101.283,PY_PZ,link3,INSIDE_NOMINAL
CAND_2_FIT,101.0,40.149,-40.101,17.763,6.028,73.001,73.049,95.387,119.178,108.216,PY_PZ,link3,INSIDE_NOMINAL
CAND_2_FIT,102.0,40.144,40.141,18.621,14.284,73.006,153.291,94.529,127.434,107.529,PY_PZ,link3,INSIDE_NOMINAL
CAND_2_FIT,103.0,40.151,-40.099,2.677,2.626,72.999,73.051,110.473,115.776,120.659,PY_PZ,link3,INSIDE_NOMINAL
CAND_2_FIT,106.0,40.153,-40.097,-0.109,-0.160,72.997,73.053,113.259,112.990,122.822,NY_NZ,link3,INSIDE_NOMINAL
CAND_2_FIT,108.0,40.126,-40.124,41.864,41.813,73.024,73.026,71.286,154.963,90.030,PY_PZ,link3,INSIDE_NOMINAL
CAND_2_FIT,110.0,40.154,-40.096,-2.156,-2.207,72.996,73.054,115.306,110.943,121.086,NY_NZ,link3,INSIDE_NOMINAL
CAND_2_FIT,114.0,40.155,-40.095,-3.376,-3.427,72.995,73.055,116.526,109.723,120.056,NY_NZ,link3,INSIDE_NOMINAL
CAND_2_FIT,116.0,40.153,40.132,33.549,0.646,72.997,153.282,79.601,113.796,96.010,PY_PZ,link3,INSIDE_NOMINAL
CAND_2_FIT,117.0,40.153,40.132,33.708,0.042,72.997,153.282,79.442,113.192,95.893,PY_PZ,link3,INSIDE_NOMINAL
CAND_2_FIT,118.0,40.153,40.132,33.772,-0.212,72.997,153.282,79.378,112.938,95.845,PY_PZ,link3,INSIDE_NOMINAL
CAND_2_FIT,119.0,40.155,-40.095,33.612,-5.764,72.995,73.055,79.538,107.386,95.963,PY_PZ,link3,INSIDE_NOMINAL
CAND_2_FIT,120.0,40.153,40.132,33.090,0.119,72.997,153.282,80.060,113.269,96.350,PY_PZ,link3,INSIDE_NOMINAL
CAND_2_FIT,121.0,40.152,40.152,0.775,0.775,72.998,153.302,112.375,113.925,122.270,PY_PZ,link3,INSIDE_NOMINAL
CAND_2_FIT,122.0,40.111,-40.139,66.462,66.411,73.039,73.011,46.688,179.561,74.991,PY_PZ,link3,INSIDE_NOMINAL
CAND_2_FIT,123.0,40.155,-40.095,-3.159,-5.154,72.995,73.055,116.309,107.996,119.705,NY_NZ,link3,INSIDE_NOMINAL
CAND_2_FIT,127.0,40.154,-40.096,-1.731,-1.782,72.996,73.054,114.881,111.368,121.446,NY_NZ,link3,INSIDE_NOMINAL
CAND_2_FIT,130.0,40.153,-40.149,81.349,0.455,72.997,73.001,31.801,113.605,68.598,NY_PZ,link3,INSIDE_NOMINAL
CAND_2_FIT,132.0,40.099,-40.151,84.880,84.829,73.051,72.999,28.270,197.979,67.476,NY_PZ,link3,INSIDE_NOMINAL
CAND_2_FIT,134.0,40.151,-40.099,19.452,3.403,72.999,73.051,93.698,116.553,106.865,PY_PZ,link3,INSIDE_NOMINAL
CAND_2_FIT,135.0,40.143,-40.153,87.827,15.557,73.007,72.997,25.323,128.707,66.668,NY_PZ,link3,INSIDE_NOMINAL
CAND_2_FIT,136.0,40.149,-40.101,6.984,6.933,73.001,73.049,106.166,120.083,117.043,PY_PZ,link3,INSIDE_NOMINAL
CAND_2_FIT,139.0,40.145,-40.154,90.064,12.728,73.005,72.996,23.086,125.878,66.136,NY_PZ,link3,INSIDE_NOMINAL
CAND_2_FIT,143.0,40.095,-40.155,93.436,91.441,73.055,72.995,19.714,204.591,65.834,NY_PZ,link3,INSIDE_NOMINAL
CAND_2_FIT,147.0,40.095,-40.155,94.047,91.998,73.055,72.995,19.103,205.148,65.724,NY_PZ,link3,INSIDE_NOMINAL
CAND_2_FIT,148.0,32.376,-33.410,100.049,43.012,80.774,79.740,13.101,156.162,71.391,NY_PZ,link2,INSIDE_NOMINAL
CAND_2_FIT,149.0,22.426,-18.810,100.002,43.036,90.724,94.340,13.148,156.186,82.392,PY_PZ,link2,INSIDE_NOMINAL
CAND_2_FIT,150.0,29.276,-30.110,99.952,43.105,83.874,83.040,13.198,156.255,74.691,NY_PZ,link2,INSIDE_NOMINAL
CAND_2_FIT,151.0,22.390,-18.810,99.904,99.878,90.760,94.340,13.246,213.028,82.397,PY_PZ,link2,INSIDE_NOMINAL
CAND_2_FIT,152.0,40.095,-40.155,99.682,43.338,73.055,72.995,13.468,156.488,65.790,NY_PZ,link3,INSIDE_NOMINAL
CAND_2_FIT,153.0,32.375,-33.410,99.624,43.429,80.775,79.740,13.526,156.579,71.420,NY_PZ,link2,INSIDE_NOMINAL
CAND_2_FIT,154.0,22.425,-18.810,99.269,43.674,90.725,94.340,13.881,156.824,82.436,PY_PZ,link2,INSIDE_NOMINAL
CAND_2_FIT,155.0,29.240,-30.110,99.120,43.971,83.910,83.040,14.030,157.121,74.745,NY_PZ,link2,INSIDE_NOMINAL
CAND_2_FIT,156.0,40.096,-40.154,98.944,90.439,73.054,72.996,14.206,203.589,66.043,NY_PZ,link3,INSIDE_NOMINAL
CAND_2_FIT,157.0,32.341,-33.409,98.448,44.394,80.809,79.741,14.702,157.544,71.514,NY_PZ,link2,INSIDE_NOMINAL
CAND_2_FIT,158.0,32.375,-33.375,98.186,44.722,80.775,79.775,14.964,157.872,75.686,PY_PZ,link2,INSIDE_NOMINAL
CAND_2_FIT,159.0,40.097,-40.153,97.644,45.207,73.053,72.997,15.506,158.357,66.515,NY_PZ,link3,INSIDE_NOMINAL
CAND_2_FIT,160.0,29.241,-25.276,97.331,45.721,83.909,87.874,15.819,158.871,75.763,PY_PZ,link2,INSIDE_NOMINAL
CAND_2_FIT,161.0,38.096,-38.154,96.553,46.152,75.054,74.996,16.597,159.302,68.082,NY_PZ,link3,INSIDE_NOMINAL
CAND_2_FIT,162.0,32.373,-33.377,96.134,46.667,80.777,79.773,17.016,159.817,75.887,PY_PZ,link2,INSIDE_NOMINAL
CAND_2_FIT,163.0,40.099,-40.151,95.871,47.204,73.051,72.999,17.279,160.354,67.252,NY_PZ,link3,INSIDE_NOMINAL
CAND_2_FIT,164.0,38.098,-38.152,95.181,48.300,75.052,74.998,17.969,161.450,68.805,NY_PZ,link3,INSIDE_NOMINAL
CAND_2_FIT,165.0,40.101,-40.149,94.442,48.567,73.049,73.001,18.708,161.717,68.295,NY_PZ,link3,INSIDE_NOMINAL
CAND_2_FIT,166.0,40.114,-40.136,93.400,49.277,73.036,73.014,19.750,162.427,76.241,PY_PZ,link2,INSIDE_NOMINAL
CAND_2_FIT,167.0,40.111,-40.147,92.829,50.243,73.039,73.003,20.321,163.393,69.665,NY_PZ,link3,INSIDE_NOMINAL
CAND_2_FIT,168.0,40.109,-40.144,91.958,51.576,73.041,73.006,21.192,164.726,71.346,NY_PZ,link3,INSIDE_NOMINAL
CAND_2_FIT,169.0,38.103,-38.147,91.045,52.481,75.047,75.003,22.105,165.631,71.277,NY_PZ,link3,INSIDE_NOMINAL
CAND_2_FIT,170.0,38.106,-38.144,89.330,53.540,75.044,75.006,23.820,166.690,73.051,NY_PZ,link3,INSIDE_NOMINAL
CAND_2_FIT,171.0,29.268,-30.082,88.078,54.550,83.882,83.068,25.072,167.700,77.339,PY_PZ,link2,INSIDE_NOMINAL
CAND_2_FIT,172.0,32.367,-33.402,87.143,56.194,80.783,79.748,26.007,169.344,73.377,NY_PZ,link2,INSIDE_NOMINAL
CAND_2_FIT,173.0,29.266,-30.101,85.531,57.777,83.884,83.049,27.619,170.927,76.962,NY_PZ,link2,INSIDE_NOMINAL
CAND_2_FIT,174.0,35.154,-35.096,83.693,-1.338,77.996,78.054,29.457,111.812,74.466,NY_PZ,link2,INSIDE_NOMINAL
CAND_2_FIT,175.0,35.154,-35.096,81.369,-1.120,77.996,78.054,31.781,112.030,75.866,NY_PZ,link2,INSIDE_NOMINAL
CAND_2_FIT,176.0,35.153,-35.098,78.127,-0.552,77.997,78.052,35.023,112.598,77.567,NY_PZ,link2,INSIDE_NOMINAL
CAND_2_THIN,-178.0,1.050,-0.500,13.114,11.714,112.100,112.650,100.036,124.864,138.245,PY_PZ,link1,INSIDE_NOMINAL
CAND_2_THIN,-177.0,7.201,-5.140,13.114,11.414,105.949,108.010,100.036,124.564,134.660,PY_PZ,link1,INSIDE_NOMINAL
CAND_2_THIN,-176.0,8.642,-9.642,11.414,11.414,104.508,103.508,101.736,124.564,133.115,NY_PZ,link1,INSIDE_NOMINAL
CAND_2_THIN,-174.0,36.914,-37.914,16.414,11.414,76.236,75.236,96.736,124.564,112.027,NY_PZ,link1,INSIDE_NOMINAL
CAND_2_THIN,-173.0,38.125,-39.125,16.914,15.235,75.025,74.025,96.236,128.385,109.504,NY_PZ,link1,INSIDE_NOMINAL
CAND_2_THIN,-162.0,38.125,-39.125,42.843,42.843,75.025,74.025,70.307,155.993,90.076,NY_PZ,link1,INSIDE_NOMINAL
CAND_2_THIN,-156.0,3.616,-4.616,6.314,6.314,109.534,108.534,106.836,119.464,140.274,NY_PZ,link1,INSIDE_NOMINAL
CAND_2_THIN,-154.0,7.493,-8.493,6.314,6.314,105.657,104.657,106.836,119.464,137.536,NY_PZ,link1,INSIDE_NOMINAL
CAND_2_THIN,-153.0,35.218,-36.217,11.414,11.414,77.932,76.933,101.736,124.564,115.655,NY_PZ,link1,INSIDE_NOMINAL
CAND_2_THIN,-152.0,10.906,-11.905,6.314,6.314,102.244,101.245,106.836,119.464,135.172,NY_PZ,link1,INSIDE_NOMINAL
CAND_2_THIN,-149.0,13.656,-14.655,6.314,6.314,99.494,98.495,106.836,119.464,133.301,NY_PZ,link1,INSIDE_NOMINAL
CAND_2_THIN,-148.0,32.375,-33.375,70.646,67.803,80.775,79.775,42.504,180.953,78.971,NY_PZ,link2,INSIDE_NOMINAL
CAND_2_THIN,-147.0,36.928,-37.928,76.734,11.414,76.222,75.222,36.416,124.564,77.096,NY_PZ,link2,INSIDE_NOMINAL
CAND_2_THIN,-146.0,29.275,-30.075,79.161,58.543,83.875,83.075,33.989,171.693,79.177,NY_PZ,link2,INSIDE_NOMINAL
CAND_2_THIN,-145.0,38.125,-39.125,81.505,6.314,75.025,74.025,31.645,119.464,69.887,NY_PZ,link1,INSIDE_NOMINAL
CAND_2_THIN,-144.0,29.275,-30.075,83.309,54.514,83.875,83.075,29.841,167.664,77.862,NY_PZ,link2,INSIDE_NOMINAL
CAND_2_THIN,-143.0,32.375,-33.375,84.093,52.968,80.775,79.775,29.057,166.118,74.243,NY_PZ,link2,INSIDE_NOMINAL
CAND_2_THIN,-142.0,38.125,-39.125,86.136,11.714,75.025,74.025,27.014,124.864,68.236,NY_PZ,link1,INSIDE_NOMINAL
CAND_2_THIN,-141.0,37.969,-38.969,87.629,6.314,75.181,74.181,25.521,119.464,73.279,NY_PZ,link2,INSIDE_NOMINAL
CAND_2_THIN,-140.0,32.375,-33.375,87.862,49.337,80.775,79.775,25.288,162.487,83.921,PY_PZ,link2,INSIDE_NOMINAL
CAND_2_THIN,-139.0,38.000,-39.000,89.698,11.714,75.150,74.150,23.452,124.864,76.086,NY_PZ,link2,INSIDE_NOMINAL
CAND_2_THIN,-138.0,38.125,-39.125,90.555,90.119,75.025,74.025,22.595,203.269,67.117,NY_PZ,link1,INSIDE_NOMINAL
CAND_2_THIN,-137.0,32.375,-33.375,91.367,6.314,80.775,79.775,21.783,119.464,72.591,NY_PZ,link2,INSIDE_NOMINAL
CAND_2_THIN,-136.0,37.875,-33.375,46.270,11.714,75.275,79.775,66.880,124.864,92.157,NY_PZ,link2,INSIDE_NOMINAL
CAND_2_THIN,-135.0,22.625,-30.075,92.856,45.287,90.525,83.075,20.294,158.437,75.565,NY_PZ,link2,INSIDE_NOMINAL
CAND_2_THIN,-134.0,37.720,-38.719,93.529,11.414,75.430,74.431,19.621,124.564,76.263,PY_PZ,link2,INSIDE_NOMINAL
CAND_2_THIN,-133.0,38.125,-39.125,93.910,6.314,75.025,74.025,19.240,119.464,66.438,NY_PZ,link1,INSIDE_NOMINAL
CAND_2_THIN,-132.0,32.375,-33.375,94.153,43.372,80.775,79.775,18.997,156.522,82.892,PY_PZ,link2,INSIDE_NOMINAL
CAND_2_THIN,-131.0,29.275,-30.075,95.045,43.243,83.875,83.075,18.105,156.393,75.231,NY_PZ,link2,INSIDE_NOMINAL
CAND_2_THIN,-130.0,29.275,-25.275,95.247,42.835,83.875,87.875,17.903,155.985,75.960,PY_PZ,link2,INSIDE_NOMINAL
CAND_2_THIN,-129.0,32.375,-33.375,95.715,6.314,80.775,79.775,17.435,119.464,71.850,NY_PZ,link2,INSIDE_NOMINAL
CAND_2_THIN,-128.0,38.125,-39.125,96.129,11.414,75.025,74.025,17.021,124.564,66.078,NY_PZ,link1,INSIDE_NOMINAL
CAND_2_THIN,-127.0,22.425,-30.075,96.357,41.544,90.725,83.075,16.793,154.694,75.035,NY_PZ,link2,INSIDE_NOMINAL
CAND_2_THIN,-126.0,29.275,-25.275,96.709,6.314,83.875,87.875,16.441,119.464,75.792,PY_PZ,link2,INSIDE_NOMINAL
