instance,parent,mount_interface,physical_joint_status,source_revision
e2_washer_out_H01,ROOT_STRUCTURE,RB_longeron_-1_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e2_stub_bay_H01,ROOT_STRUCTURE,RB_longeron_-1_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e2_washer_bay_H01,ROOT_STRUCTURE,RB_longeron_-1_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e2_stub_out_H02,ROOT_STRUCTURE,RB_longeron_1_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e2_washer_out_H02,ROOT_STRUCTURE,RB_longeron_1_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e2_stub_bay_H02,ROOT_STRUCTURE,RB_longeron_1_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e2_washer_bay_H02,ROOT_STRUCTURE,RB_longeron_1_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e2_stub_out_H03,ROOT_STRUCTURE,RB_longeron_-1_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e2_washer_out_H03,ROOT_STRUCTURE,RB_longeron_-1_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e2_stub_bay_H03,ROOT_STRUCTURE,RB_longeron_-1_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e2_washer_bay_H03,ROOT_STRUCTURE,RB_longeron_-1_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e2_stub_out_H04,ROOT_STRUCTURE,RB_longeron_1_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e2_washer_out_H04,ROOT_STRUCTURE,RB_longeron_1_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e2_stub_bay_H04,ROOT_STRUCTURE,RB_longeron_1_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e2_washer_bay_H04,ROOT_STRUCTURE,RB_longeron_1_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e2_stub_bay_H05,ROOT_STRUCTURE,RB_longeron_-1_-1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e2_washer_bay_H05,ROOT_STRUCTURE,RB_longeron_-1_-1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e2_pin_wing_H05,ROOT_STRUCTURE,RB_longeron_-1_-1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e2_stub_bay_H06,ROOT_STRUCTURE,RB_longeron_1_-1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e2_washer_bay_H06,ROOT_STRUCTURE,RB_longeron_1_-1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e2_pin_wing_H06,ROOT_STRUCTURE,RB_longeron_1_-1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e2_stub_bay_H07,ROOT_STRUCTURE,RB_longeron_-1_-1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e2_washer_bay_H07,ROOT_STRUCTURE,RB_longeron_-1_-1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e2_pin_wing_H07,ROOT_STRUCTURE,RB_longeron_-1_-1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e2_stub_bay_H08,ROOT_STRUCTURE,RB_longeron_1_-1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e2_washer_bay_H08,ROOT_STRUCTURE,RB_longeron_1_-1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e2_pin_wing_H08,ROOT_STRUCTURE,RB_longeron_1_-1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e3_clamp_bolt_J01_0,ONBOARD_RETENTION,RB_longeron_1_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e3_clamp_washer_J01_0,ONBOARD_RETENTION,RB_longeron_1_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e3_clamp_bolt_J01_1,ONBOARD_RETENTION,RB_longeron_1_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e3_clamp_washer_J01_1,ONBOARD_RETENTION,RB_longeron_1_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e3_clamp_bolt_J02_0,ONBOARD_RETENTION,RB_longeron_-1_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e3_clamp_washer_J02_0,ONBOARD_RETENTION,RB_longeron_-1_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e3_clamp_bolt_J02_1,ONBOARD_RETENTION,RB_longeron_-1_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e3_clamp_washer_J02_1,ONBOARD_RETENTION,RB_longeron_-1_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e3_clamp_bolt_J03_0,ONBOARD_RETENTION,RB_longeron_1_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e3_clamp_washer_J03_0,ONBOARD_RETENTION,RB_longeron_1_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e3_clamp_bolt_J03_1,ONBOARD_RETENTION,RB_longeron_1_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e3_clamp_washer_J03_1,ONBOARD_RETENTION,RB_longeron_1_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e3_clamp_bolt_J04_0,ONBOARD_RETENTION,RB_longeron_-1_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e3_clamp_washer_J04_0,ONBOARD_RETENTION,RB_longeron_-1_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e3_clamp_bolt_J04_1,ONBOARD_RETENTION,RB_longeron_-1_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e3_clamp_washer_J04_1,ONBOARD_RETENTION,RB_longeron_-1_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e3_foot_bolt_C01_0,ONBOARD_RETENTION,hold_pivot_clevis_0,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e3_foot_washer_C01_0,ONBOARD_RETENTION,hold_crossbeam_0,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e3_foot_bolt_C01_1,ONBOARD_RETENTION,hold_pivot_clevis_0,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e3_foot_washer_C01_1,ONBOARD_RETENTION,hold_crossbeam_0,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e3_foot_bolt_C02_0,ONBOARD_RETENTION,hold_pivot_clevis_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e3_foot_washer_C02_0,ONBOARD_RETENTION,hold_crossbeam_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e3_foot_bolt_C02_1,ONBOARD_RETENTION,hold_pivot_clevis_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e3_foot_washer_C02_1,ONBOARD_RETENTION,hold_crossbeam_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e4_clamp_sleeve_1_1,ROOT_STRUCTURE,REAR_END_FRAME_M4_CONNECTION_E4_CLAMP_STACK,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e4_clamp_sleeve_1_-1,ROOT_STRUCTURE,REAR_END_FRAME_M4_CONNECTION_E4_CLAMP_STACK,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e4_clamp_sleeve_-1_1,ROOT_STRUCTURE,REAR_END_FRAME_M4_CONNECTION_E4_CLAMP_STACK,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
e4_clamp_sleeve_-1_-1,ROOT_STRUCTURE,REAR_END_FRAME_M4_CONNECTION_E4_CLAMP_STACK,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_web_-1,PRIMARY_STRUCTURE,LONGERON_INBOARD_SHEAR_CLIPS,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_clip_-1_-150_-94,PRIMARY_STRUCTURE,LONGERON_M3_TAPPED_CLIP_INTERFACE,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_rail_screw_-1_-150_-94,PRIMARY_STRUCTURE,shear_clip_-1_-150_-94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_web_screw_-1_-150_-94,PRIMARY_STRUCTURE,shear_clip_-1_-150_-94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_clip_-1_-150_94,PRIMARY_STRUCTURE,LONGERON_M3_TAPPED_CLIP_INTERFACE,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_rail_screw_-1_-150_94,PRIMARY_STRUCTURE,shear_clip_-1_-150_94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_web_screw_-1_-150_94,PRIMARY_STRUCTURE,shear_clip_-1_-150_94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_clip_-1_-90_-94,PRIMARY_STRUCTURE,LONGERON_M3_TAPPED_CLIP_INTERFACE,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_rail_screw_-1_-90_-94,PRIMARY_STRUCTURE,shear_clip_-1_-90_-94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_web_screw_-1_-90_-94,PRIMARY_STRUCTURE,shear_clip_-1_-90_-94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_clip_-1_-90_94,PRIMARY_STRUCTURE,LONGERON_M3_TAPPED_CLIP_INTERFACE,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_rail_screw_-1_-90_94,PRIMARY_STRUCTURE,shear_clip_-1_-90_94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_web_screw_-1_-90_94,PRIMARY_STRUCTURE,shear_clip_-1_-90_94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_clip_-1_-30_-94,PRIMARY_STRUCTURE,LONGERON_M3_TAPPED_CLIP_INTERFACE,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_rail_screw_-1_-30_-94,PRIMARY_STRUCTURE,shear_clip_-1_-30_-94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_web_screw_-1_-30_-94,PRIMARY_STRUCTURE,shear_clip_-1_-30_-94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_clip_-1_-30_94,PRIMARY_STRUCTURE,LONGERON_M3_TAPPED_CLIP_INTERFACE,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_rail_screw_-1_-30_94,PRIMARY_STRUCTURE,shear_clip_-1_-30_94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_web_screw_-1_-30_94,PRIMARY_STRUCTURE,shear_clip_-1_-30_94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_clip_-1_30_-94,PRIMARY_STRUCTURE,LONGERON_M3_TAPPED_CLIP_INTERFACE,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_rail_screw_-1_30_-94,PRIMARY_STRUCTURE,shear_clip_-1_30_-94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_web_screw_-1_30_-94,PRIMARY_STRUCTURE,shear_clip_-1_30_-94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_clip_-1_30_94,PRIMARY_STRUCTURE,LONGERON_M3_TAPPED_CLIP_INTERFACE,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_rail_screw_-1_30_94,PRIMARY_STRUCTURE,shear_clip_-1_30_94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_web_screw_-1_30_94,PRIMARY_STRUCTURE,shear_clip_-1_30_94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_clip_-1_90_-94,PRIMARY_STRUCTURE,LONGERON_M3_TAPPED_CLIP_INTERFACE,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_rail_screw_-1_90_-94,PRIMARY_STRUCTURE,shear_clip_-1_90_-94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_web_screw_-1_90_-94,PRIMARY_STRUCTURE,shear_clip_-1_90_-94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_clip_-1_90_94,PRIMARY_STRUCTURE,LONGERON_M3_TAPPED_CLIP_INTERFACE,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_rail_screw_-1_90_94,PRIMARY_STRUCTURE,shear_clip_-1_90_94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_web_screw_-1_90_94,PRIMARY_STRUCTURE,shear_clip_-1_90_94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_clip_-1_150_-94,PRIMARY_STRUCTURE,LONGERON_M3_TAPPED_CLIP_INTERFACE,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_rail_screw_-1_150_-94,PRIMARY_STRUCTURE,shear_clip_-1_150_-94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_web_screw_-1_150_-94,PRIMARY_STRUCTURE,shear_clip_-1_150_-94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_clip_-1_150_94,PRIMARY_STRUCTURE,LONGERON_M3_TAPPED_CLIP_INTERFACE,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_rail_screw_-1_150_94,PRIMARY_STRUCTURE,shear_clip_-1_150_94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_web_screw_-1_150_94,PRIMARY_STRUCTURE,shear_clip_-1_150_94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
access_cover_-1,COVERS,COVER_STANDOFFS,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
cover_mount_-1_-150_-75,COVERS,shear_web_-1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
cover_mount_-1_-150_75,COVERS,shear_web_-1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
cover_mount_-1_0_-75,COVERS,shear_web_-1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
cover_mount_-1_0_75,COVERS,shear_web_-1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
cover_mount_-1_150_-75,COVERS,shear_web_-1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
cover_mount_-1_150_75,COVERS,shear_web_-1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_web_1,PRIMARY_STRUCTURE,LONGERON_INBOARD_SHEAR_CLIPS,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_clip_1_-150_-94,PRIMARY_STRUCTURE,LONGERON_M3_TAPPED_CLIP_INTERFACE,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_rail_screw_1_-150_-94,PRIMARY_STRUCTURE,shear_clip_1_-150_-94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_web_screw_1_-150_-94,PRIMARY_STRUCTURE,shear_clip_1_-150_-94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_clip_1_-150_94,PRIMARY_STRUCTURE,LONGERON_M3_TAPPED_CLIP_INTERFACE,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_rail_screw_1_-150_94,PRIMARY_STRUCTURE,shear_clip_1_-150_94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_web_screw_1_-150_94,PRIMARY_STRUCTURE,shear_clip_1_-150_94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_clip_1_-90_-94,PRIMARY_STRUCTURE,LONGERON_M3_TAPPED_CLIP_INTERFACE,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_rail_screw_1_-90_-94,PRIMARY_STRUCTURE,shear_clip_1_-90_-94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_web_screw_1_-90_-94,PRIMARY_STRUCTURE,shear_clip_1_-90_-94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_clip_1_-90_94,PRIMARY_STRUCTURE,LONGERON_M3_TAPPED_CLIP_INTERFACE,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_rail_screw_1_-90_94,PRIMARY_STRUCTURE,shear_clip_1_-90_94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_web_screw_1_-90_94,PRIMARY_STRUCTURE,shear_clip_1_-90_94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_clip_1_-30_-94,PRIMARY_STRUCTURE,LONGERON_M3_TAPPED_CLIP_INTERFACE,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_rail_screw_1_-30_-94,PRIMARY_STRUCTURE,shear_clip_1_-30_-94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_web_screw_1_-30_-94,PRIMARY_STRUCTURE,shear_clip_1_-30_-94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_clip_1_-30_94,PRIMARY_STRUCTURE,LONGERON_M3_TAPPED_CLIP_INTERFACE,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_rail_screw_1_-30_94,PRIMARY_STRUCTURE,shear_clip_1_-30_94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_web_screw_1_-30_94,PRIMARY_STRUCTURE,shear_clip_1_-30_94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_clip_1_30_-94,PRIMARY_STRUCTURE,LONGERON_M3_TAPPED_CLIP_INTERFACE,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_rail_screw_1_30_-94,PRIMARY_STRUCTURE,shear_clip_1_30_-94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_web_screw_1_30_-94,PRIMARY_STRUCTURE,shear_clip_1_30_-94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_clip_1_30_94,PRIMARY_STRUCTURE,LONGERON_M3_TAPPED_CLIP_INTERFACE,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_rail_screw_1_30_94,PRIMARY_STRUCTURE,shear_clip_1_30_94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_web_screw_1_30_94,PRIMARY_STRUCTURE,shear_clip_1_30_94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_clip_1_90_-94,PRIMARY_STRUCTURE,LONGERON_M3_TAPPED_CLIP_INTERFACE,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_rail_screw_1_90_-94,PRIMARY_STRUCTURE,shear_clip_1_90_-94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_web_screw_1_90_-94,PRIMARY_STRUCTURE,shear_clip_1_90_-94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_clip_1_90_94,PRIMARY_STRUCTURE,LONGERON_M3_TAPPED_CLIP_INTERFACE,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_rail_screw_1_90_94,PRIMARY_STRUCTURE,shear_clip_1_90_94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_web_screw_1_90_94,PRIMARY_STRUCTURE,shear_clip_1_90_94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_clip_1_150_-94,PRIMARY_STRUCTURE,LONGERON_M3_TAPPED_CLIP_INTERFACE,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_rail_screw_1_150_-94,PRIMARY_STRUCTURE,shear_clip_1_150_-94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_web_screw_1_150_-94,PRIMARY_STRUCTURE,shear_clip_1_150_-94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_clip_1_150_94,PRIMARY_STRUCTURE,LONGERON_M3_TAPPED_CLIP_INTERFACE,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_rail_screw_1_150_94,PRIMARY_STRUCTURE,shear_clip_1_150_94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
shear_web_screw_1_150_94,PRIMARY_STRUCTURE,shear_clip_1_150_94,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
access_cover_1,COVERS,COVER_STANDOFFS,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
cover_mount_1_-150_-75,COVERS,shear_web_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
cover_mount_1_-150_75,COVERS,shear_web_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
cover_mount_1_0_-75,COVERS,shear_web_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
cover_mount_1_0_75,COVERS,shear_web_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
cover_mount_1_150_-75,COVERS,shear_web_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
cover_mount_1_150_75,COVERS,shear_web_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
lower_equipment_deck,EQUIPMENT_BAY,DECK_EDGE_ANGLES,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
lower_deck_angle_-1_0,EQUIPMENT_BAY,shear_web_-1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
lower_deck_angle_-1_1,EQUIPMENT_BAY,shear_web_-1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
lower_deck_angle_1_0,EQUIPMENT_BAY,shear_web_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
lower_deck_angle_1_1,EQUIPMENT_BAY,shear_web_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
upper_equipment_deck,EQUIPMENT_BAY,DECK_EDGE_ANGLES,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
upper_deck_angle_-1_0,EQUIPMENT_BAY,shear_web_-1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
upper_deck_angle_-1_1,EQUIPMENT_BAY,shear_web_-1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
upper_deck_angle_1_0,EQUIPMENT_BAY,shear_web_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
upper_deck_angle_1_1,EQUIPMENT_BAY,shear_web_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
lower_deck_fastener_-1_-150,EQUIPMENT_BAY,lower_equipment_deck,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
lower_deck_fastener_-1_-50,EQUIPMENT_BAY,lower_equipment_deck,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
lower_deck_fastener_-1_50,EQUIPMENT_BAY,lower_equipment_deck,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
lower_deck_fastener_-1_140,EQUIPMENT_BAY,lower_equipment_deck,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
lower_deck_fastener_1_-150,EQUIPMENT_BAY,lower_equipment_deck,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
lower_deck_fastener_1_-50,EQUIPMENT_BAY,lower_equipment_deck,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
lower_deck_fastener_1_50,EQUIPMENT_BAY,lower_equipment_deck,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
lower_deck_fastener_1_140,EQUIPMENT_BAY,lower_equipment_deck,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
lower_angle_web_fastener_-1_0_-130,EQUIPMENT_BAY,lower_deck_angle_-1_0,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
lower_angle_web_fastener_-1_0_-70,EQUIPMENT_BAY,lower_deck_angle_-1_0,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
lower_angle_web_fastener_-1_1_60,EQUIPMENT_BAY,lower_deck_angle_-1_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
lower_angle_web_fastener_-1_1_130,EQUIPMENT_BAY,lower_deck_angle_-1_1,DESIGN_CANDIDATE_UNVERIFIED,WP03_PARAMETRIC_DESIGN
