t_s,roll_deg,pitch_deg,yaw_deg,wx_dps,wy_dps,wz_dps,grasp_x_m,grasp_y_m,grasp_z_m,grasp_visible
73.0406,143.5682,45.6471,-143.2973,-5.6623,-5.7347,3.0117,-0.22997,0.56928,-0.99148,1
73.1073,142.7901,45.8326,-143.8559,-5.6753,-5.7219,3.0117,-0.23295,0.57872,-0.98530,1
73.1740,142.0065,46.0121,-144.4191,-5.6882,-5.7090,3.0116,-0.23593,0.58810,-0.97902,1
73.2407,141.2175,46.1855,-144.9868,-5.7011,-5.6962,3.0116,-0.23891,0.59741,-0.97264,1
73.3074,140.4234,46.3528,-145.5589,-5.7139,-5.6833,3.0116,-0.24189,0.60665,-0.96616,1
73.3741,139.6242,46.5139,-146.1353,-5.7268,-5.6704,3.0116,-0.24488,0.61581,-0.95959,1
73.4408,138.8202,46.6688,-146.7157,-5.7396,-5.6574,3.0115,-0.24786,0.62491,-0.95292,1
73.5075,138.0113,46.8174,-147.3000,-5.7523,-5.6445,3.0115,-0.25085,0.63394,-0.94615,1
73.5742,137.1978,46.9597,-147.8881,-5.7651,-5.6315,3.0115,-0.25384,0.64289,-0.93929,1
73.6409,136.3800,47.0956,-148.4798,-5.7778,-5.6184,3.0114,-0.25683,0.65177,-0.93233,1
73.7076,135.5578,47.2251,-149.0748,-5.7904,-5.6054,3.0114,-0.25982,0.66057,-0.92528,1
73.7743,134.7316,47.3482,-149.6731,-5.8031,-5.5923,3.0114,-0.26281,0.66930,-0.91814,1
73.8410,133.9014,47.4648,-150.2743,-5.8157,-5.5792,3.0113,-0.26581,0.67795,-0.91090,1
73.9077,133.0676,47.5748,-150.8783,-5.8283,-5.5660,3.0113,-0.26880,0.68652,-0.90357,1
73.9744,132.2303,47.6783,-151.4850,-5.8409,-5.5528,3.0113,-0.27179,0.69501,-0.89615,1
74.0411,131.3896,47.7753,-152.0940,-5.8534,-5.5396,3.0112,-0.27478,0.70342,-0.88865,1
74.1078,130.5458,47.8656,-152.7051,-5.8659,-5.5264,3.0112,-0.27778,0.71175,-0.88105,1
74.1745,129.6992,47.9493,-153.3182,-5.8784,-5.5132,3.0112,-0.28077,0.72000,-0.87336,1
74.2412,128.8498,48.0263,-153.9331,-5.8908,-5.4999,3.0112,-0.28376,0.72817,-0.86559,1
74.3079,127.9980,48.0967,-154.5493,-5.9032,-5.4866,3.0111,-0.28675,0.73626,-0.85773,1
74.3747,127.1440,48.1603,-155.1669,-5.9156,-5.4732,3.0111,-0.28973,0.74426,-0.84979,1
74.4414,126.2880,48.2173,-155.7854,-5.9279,-5.4598,3.0111,-0.29272,0.75217,-0.84176,1
74.5081,125.4301,48.2676,-156.4048,-5.9403,-5.4464,3.0110,-0.29570,0.76000,-0.83364,1
74.5748,124.5708,48.3112,-157.0246,-5.9526,-5.4330,3.0110,-0.29869,0.76774,-0.82545,1
74.6415,123.7101,48.3481,-157.6448,-5.9648,-5.4196,3.0110,-0.30167,0.77539,-0.81717,1
74.7082,122.8483,48.3784,-158.2649,-5.9770,-5.4061,3.0109,-0.30464,0.78296,-0.80881,1
74.7749,121.9856,48.4019,-158.8849,-5.9892,-5.3926,3.0109,-0.30762,0.79043,-0.80036,1
74.8416,121.1223,48.4187,-159.5044,-6.0014,-5.3791,3.0109,-0.31059,0.79782,-0.79184,1
74.9083,120.2587,48.4289,-160.1233,-6.0135,-5.3655,3.0108,-0.31356,0.80511,-0.78325,1
74.9750,119.3949,48.4325,-160.7412,-6.0256,-5.3519,3.0108,-0.31652,0.81232,-0.77457,1
75.0417,118.5311,48.4294,-161.3579,-6.0377,-5.3383,3.0108,-0.31948,0.81943,-0.76582,1
75.1084,117.6677,48.4198,-161.9731,-6.0498,-5.3246,3.0108,-0.32244,0.82644,-0.75699,1
75.1751,116.8048,48.4036,-162.5868,-6.0618,-5.3110,3.0107,-0.32539,0.83336,-0.74808,1
75.2418,115.9427,48.3808,-163.1985,-6.0738,-5.2973,3.0107,-0.32834,0.84019,-0.73910,1
75.3085,115.0816,48.3516,-163.8080,-6.0857,-5.2836,3.0107,-0.33129,0.84692,-0.73005,1
75.3752,114.2216,48.3159,-164.4152,-6.0976,-5.2698,3.0106,-0.33422,0.85355,-0.72093,1
75.4419,113.3631,48.2737,-165.0198,-6.1095,-5.2560,3.0106,-0.33716,0.86009,-0.71174,1
75.5086,112.5062,48.2252,-165.6216,-6.1214,-5.2422,3.0106,-0.34009,0.86653,-0.70247,1
75.5753,111.6512,48.1704,-166.2203,-6.1332,-5.2284,3.0105,-0.34301,0.87287,-0.69314,1
75.6420,110.7982,48.1093,-166.8158,-6.1450,-5.2145,3.0105,-0.34593,0.87911,-0.68374,1
75.7087,109.9475,48.0420,-167.4078,-6.1567,-5.2007,3.0105,-0.34884,0.88525,-0.67427,1
75.7754,109.0991,47.9685,-167.9961,-6.1685,-5.1867,3.0105,-0.35174,0.89129,-0.66474,1
75.8421,108.2534,47.8889,-168.5806,-6.1802,-5.1728,3.0104,-0.35464,0.89723,-0.65514,1
75.9088,107.4105,47.8033,-169.1610,-6.1918,-5.1588,3.0104,-0.35753,0.90306,-0.64548,1
75.9755,106.5706,47.7116,-169.7371,-6.2035,-5.1449,3.0104,-0.36042,0.90880,-0.63576,1
76.0422,105.7338,47.6141,-170.3088,-6.2151,-5.1308,3.0103,-0.36330,0.91442,-0.62597,1
76.1089,104.9003,47.5107,-170.8760,-6.2267,-5.1168,3.0103,-0.36617,0.91995,-0.61613,1
76.1757,104.0703,47.4016,-171.4383,-6.2382,-5.1027,3.0103,-0.36903,0.92537,-0.60622,1
76.2424,103.2438,47.2867,-171.9957,-6.2497,-5.0886,3.0102,-0.37189,0.93069,-0.59626,1
76.3091,102.4211,47.1662,-172.5481,-6.2612,-5.0745,3.0102,-0.37473,0.93590,-0.58623,1
76.3758,101.6023,47.0402,-173.0952,-6.2726,-5.0604,3.0102,-0.37757,0.94100,-0.57616,1
76.4425,100.7874,46.9086,-173.6369,-6.2840,-5.0462,3.0101,-0.38040,0.94600,-0.56602,1
76.5092,99.9767,46.7717,-174.1731,-6.2954,-5.0320,3.0101,-0.38323,0.95089,-0.55584,1
76.5759,99.1703,46.6295,-174.7038,-6.3068,-5.0178,3.0101,-0.38604,0.95567,-0.54560,1
76.6426,98.3681,46.4820,-175.2286,-6.3181,-5.0036,3.0101,-0.38884,0.96034,-0.53531,1
76.7093,97.5704,46.3293,-175.7477,-6.3294,-4.9893,3.0100,-0.39164,0.96490,-0.52496,1
76.7760,96.7772,46.1716,-176.2608,-6.3406,-4.9750,3.0100,-0.39442,0.96935,-0.51457,1
76.8427,95.9886,46.0089,-176.7678,-6.3518,-4.9607,3.0100,-0.39720,0.97370,-0.50413,1
76.9094,95.2046,45.8413,-177.2687,-6.3630,-4.9463,3.0099,-0.39996,0.97793,-0.49364,1
76.9761,94.4255,45.6689,-177.7634,-6.3742,-4.9320,3.0099,-0.40272,0.98205,-0.48311,1
77.0428,93.6511,45.4918,-178.2517,-6.3853,-4.9176,3.0099,-0.40546,0.98606,-0.47253,1
77.1095,92.8816,45.3100,-178.7338,-6.3964,-4.9031,3.0098,-0.40820,0.98996,-0.46191,1
77.1762,92.1170,45.1237,-179.2094,-6.4074,-4.8887,3.0098,-0.41092,0.99374,-0.45124,1
77.2429,91.3573,44.9329,-179.6785,-6.4185,-4.8742,3.0098,-0.41363,0.99741,-0.44054,1
77.3096,90.6027,44.7377,179.8590,-6.4294,-4.8597,3.0098,-0.41634,1.00097,-0.42979,1
77.3763,89.8530,44.5382,179.4029,-6.4404,-4.8452,3.0097,-0.41903,1.00442,-0.41900,1
77.4430,89.1084,44.3345,178.9536,-6.4513,-4.8307,3.0097,-0.42170,1.00775,-0.40818,1
77.5097,88.3689,44.1268,178.5108,-6.4622,-4.8161,3.0097,-0.42437,1.01096,-0.39732,1
77.5764,87.6345,43.9149,178.0748,-6.4731,-4.8015,3.0096,-0.42702,1.01407,-0.38642,1
77.6431,86.9051,43.6992,177.6454,-6.4839,-4.7869,3.0096,-0.42966,1.01705,-0.37549,1
77.7098,86.1808,43.4796,177.2227,-6.4947,-4.7722,3.0096,-0.43229,1.01992,-0.36453,1
77.7765,85.4616,43.2562,176.8068,-6.5055,-4.7576,3.0095,-0.43491,1.02268,-0.35353,1
77.8432,84.7475,43.0291,176.3976,-6.5162,-4.7429,3.0095,-0.43751,1.02532,-0.34250,1
77.9099,84.0385,42.7985,175.9952,-6.5269,-4.7282,3.0095,-0.44010,1.02784,-0.33145,1
77.9767,83.3345,42.5643,175.5994,-6.5375,-4.7134,3.0095,-0.44268,1.03024,-0.32036,1
78.0434,82.6355,42.3268,175.2104,-6.5482,-4.6987,3.0094,-0.44524,1.03253,-0.30925,1
78.1101,81.9416,42.0859,174.8282,-6.5587,-4.6839,3.0094,-0.44779,1.03470,-0.29811,1
78.1768,81.2526,41.8417,174.4526,-6.5693,-4.6691,3.0094,-0.45033,1.03676,-0.28695,1
78.2435,80.5686,41.5944,174.0837,-6.5798,-4.6542,3.0093,-0.45285,1.03869,-0.27576,1
78.3102,79.8895,41.3439,173.7215,-6.5903,-4.6394,3.0093,-0.45536,1.04051,-0.26455,1
78.3769,79.2153,41.0905,173.3660,-6.6008,-4.6245,3.0093,-0.45785,1.04221,-0.25332,1
78.4436,78.5459,40.8341,173.0171,-6.6112,-4.6096,3.0093,-0.46033,1.04379,-0.24207,1
78.5103,77.8813,40.5749,172.6748,-6.6216,-4.5947,3.0092,-0.46279,1.04525,-0.23081,1
78.5770,77.2214,40.3130,172.3390,-6.6319,-4.5797,3.0092,-0.46524,1.04660,-0.21952,1
78.6437,76.5663,40.0483,172.0098,-6.6423,-4.5647,3.0092,-0.46767,1.04782,-0.20822,1
78.7104,75.9158,39.7811,171.6871,-6.6526,-4.5498,3.0091,-0.47009,1.04893,-0.19690,1
78.7771,75.2700,39.5113,171.3708,-6.6628,-4.5347,3.0091,-0.47249,1.04991,-0.18557,1
78.8438,74.6286,39.2390,171.0610,-6.6730,-4.5197,3.0091,-0.47488,1.05078,-0.17423,1
78.9105,73.9918,38.9644,170.7576,-6.6832,-4.5046,3.0091,-0.47725,1.05153,-0.16288,1
78.9772,73.3594,38.6875,170.4604,-6.6934,-4.4895,3.0090,-0.47960,1.05215,-0.15151,1
79.0439,72.7313,38.4083,170.1696,-6.7035,-4.4744,3.0090,-0.48194,1.05266,-0.14014,1
79.1106,72.1076,38.1270,169.8851,-6.7136,-4.4593,3.0090,-0.48426,1.05305,-0.12876,1
79.1773,71.4881,37.8435,169.6067,-6.7236,-4.4441,3.0089,-0.48656,1.05332,-0.11738,1
79.2440,70.8728,37.5581,169.3345,-6.7336,-4.4290,3.0089,-0.48885,1.05347,-0.10599,1
79.3107,70.2617,37.2707,169.0684,-6.7436,-4.4138,3.0089,-0.49112,1.05350,-0.09459,1
79.3774,69.6546,36.9814,168.8084,-6.7536,-4.3985,3.0088,-0.49337,1.05340,-0.08320,1
79.4441,69.0515,36.6903,168.5544,-6.7635,-4.3833,3.0088,-0.49561,1.05319,-0.07180,1
79.5108,68.4523,36.3975,168.3063,-6.7733,-4.3680,3.0088,-0.49783,1.05286,-0.06040,1
79.5775,67.8569,36.1030,168.0641,-6.7832,-4.3527,3.0088,-0.50003,1.05241,-0.04901,1
79.6442,67.2654,35.8069,167.8278,-6.7930,-4.3374,3.0087,-0.50221,1.05184,-0.03761,1
79.7110,66.6776,35.5092,167.5973,-6.8028,-4.3221,3.0087,-0.50437,1.05115,-0.02622,1
79.7777,66.0934,35.2100,167.3726,-6.8125,-4.3067,3.0087,-0.50652,1.05034,-0.01484,1
79.8444,65.5128,34.9094,167.1535,-6.8222,-4.2914,3.0087,-0.50864,1.04941,-0.00346,1
79.9111,64.9358,34.6075,166.9401,-6.8319,-4.2760,3.0086,-0.51075,1.04836,0.00791,1
79.9778,64.3622,34.3042,166.7323,-6.8415,-4.2605,3.0086,-0.51284,1.04720,0.01927,1
80.0445,63.7919,33.9997,166.5300,-6.8511,-4.2451,3.0086,-0.51491,1.04591,0.03062,1
80.1112,63.2250,33.6940,166.3332,-6.8607,-4.2296,3.0085,-0.51697,1.04450,0.04196,1
80.1779,62.6613,33.3872,166.1418,-6.8702,-4.2142,3.0085,-0.51900,1.04298,0.05328,1
80.2446,62.1008,33.0793,165.9558,-6.8797,-4.1986,3.0085,-0.52101,1.04133,0.06460,1
80.3113,61.5434,32.7704,165.7751,-6.8892,-4.1831,3.0085,-0.52301,1.03957,0.07589,1
80.3780,60.9890,32.4606,165.5997,-6.8986,-4.1676,3.0084,-0.52498,1.03769,0.08717,1
80.4447,60.4375,32.1498,165.4295,-6.9080,-4.1520,3.0084,-0.52693,1.03569,0.09844,1
80.5114,59.8890,31.8382,165.2645,-6.9173,-4.1364,3.0084,-0.52887,1.03357,0.10968,1
80.5781,59.3433,31.5258,165.1046,-6.9266,-4.1208,3.0083,-0.53078,1.03133,0.12091,1
80.6448,58.8003,31.2127,164.9498,-6.9359,-4.1052,3.0083,-0.53268,1.02898,0.13211,1
80.7115,58.2601,30.8989,164.8000,-6.9452,-4.0895,3.0083,-0.53455,1.02651,0.14329,1
80.7782,57.7225,30.5844,164.6551,-6.9544,-4.0738,3.0083,-0.53641,1.02392,0.15444,1
80.8449,57.1874,30.2693,164.5151,-6.9635,-4.0582,3.0082,-0.53824,1.02122,0.16558,1
80.9116,56.6548,29.9537,164.3800,-6.9727,-4.0424,3.0082,-0.54005,1.01840,0.17668,1
80.9783,56.1247,29.6377,164.2498,-6.9818,-4.0267,3.0082,-0.54184,1.01546,0.18776,1
81.0450,55.5969,29.3211,164.1242,-6.9909,-4.0110,3.0082,-0.54361,1.01240,0.19880,1
81.1117,55.0714,29.0042,164.0034,-6.9999,-3.9952,3.0081,-0.54536,1.00924,0.20982,1
81.1784,54.5482,28.6870,163.8873,-7.0089,-3.9794,3.0081,-0.54709,1.00595,0.22081,1
81.2451,54.0271,28.3694,163.7758,-7.0179,-3.9636,3.0081,-0.54879,1.00255,0.23176,1
81.3118,53.5081,28.0516,163.6688,-7.0268,-3.9477,3.0080,-0.55048,0.99904,0.24269,1
81.3785,52.9912,27.7336,163.5664,-7.0357,-3.9319,3.0080,-0.55214,0.99541,0.25357,1
81.4452,52.4762,27.4154,163.4685,-7.0445,-3.9160,3.0080,-0.55378,0.99167,0.26442,1
81.5120,51.9632,27.0972,163.3750,-7.0533,-3.9001,3.0080,-0.55540,0.98781,0.27523,1
81.5787,51.4521,26.7788,163.2859,-7.0621,-3.8842,3.0079,-0.55700,0.98384,0.28601,1
81.6454,50.9428,26.4604,163.2012,-7.0709,-3.8683,3.0079,-0.55858,0.97976,0.29674,1
81.7121,50.4352,26.1421,163.1207,-7.0796,-3.8523,3.0079,-0.56013,0.97557,0.30743,1
81.7788,49.9293,25.8237,163.0445,-7.0883,-3.8363,3.0079,-0.56166,0.97127,0.31809,1
81.8455,49.4250,25.5055,162.9726,-7.0969,-3.8203,3.0078,-0.56317,0.96685,0.32869,1
81.9122,48.9223,25.1875,162.9048,-7.1055,-3.8043,3.0078,-0.56466,0.96232,0.33926,1
81.9789,48.4211,24.8696,162.8411,-7.1141,-3.7883,3.0078,-0.56612,0.95769,0.34978,1
82.0456,47.9214,24.5519,162.7816,-7.1226,-3.7722,3.0078,-0.56756,0.95294,0.36025,1
82.1123,47.4231,24.2345,162.7261,-7.1311,-3.7562,3.0077,-0.56898,0.94808,0.37067,1
82.1790,46.9261,23.9174,162.6746,-7.1395,-3.7401,3.0077,-0.57038,0.94312,0.38104,1
82.2457,46.4305,23.6007,162.6272,-7.1480,-3.7240,3.0077,-0.57175,0.93805,0.39137,1
82.3124,45.9361,23.2843,162.5836,-7.1564,-3.7079,3.0077,-0.57310,0.93287,0.40164,1
82.3791,45.4429,22.9684,162.5440,-7.1647,-3.6917,3.0076,-0.57442,0.92758,0.41186,1
82.4458,44.9508,22.6529,162.5082,-7.1730,-3.6755,3.0076,-0.57573,0.92219,0.42203,1
82.5125,44.4599,22.3379,162.4763,-7.1813,-3.6594,3.0076,-0.57701,0.91669,0.43214,1
82.5792,43.9700,22.0234,162.4481,-7.1895,-3.6432,3.0076,-0.57826,0.91108,0.44220,1
82.6459,43.4810,21.7095,162.4238,-7.1977,-3.6269,3.0075,-0.57950,0.90537,0.45220,1
82.7126,42.9931,21.3962,162.4031,-7.2059,-3.6107,3.0075,-0.58071,0.89956,0.46214,1
82.7793,42.5060,21.0836,162.3862,-7.2140,-3.5945,3.0075,-0.58189,0.89364,0.47202,1
82.8460,42.0198,20.7717,162.3729,-7.2221,-3.5782,3.0074,-0.58306,0.88762,0.48184,1
82.9127,41.5343,20.4604,162.3632,-7.2302,-3.5619,3.0074,-0.58419,0.88150,0.49160,1
82.9794,41.0497,20.1499,162.3571,-7.2382,-3.5456,3.0074,-0.58531,0.87528,0.50130,1
83.0461,40.5657,19.8402,162.3546,-7.2462,-3.5293,3.0074,-0.58640,0.86896,0.51093,1
83.1128,40.0825,19.5314,162.3556,-7.2541,-3.5129,3.0073,-0.58747,0.86253,0.52050,1
83.1795,39.5998,19.2234,162.3601,-7.2620,-3.4965,3.0073,-0.58851,0.85601,0.53000,1
83.2462,39.1178,18.9162,162.3681,-7.2699,-3.4802,3.0073,-0.58953,0.84939,0.53944,1
83.3130,38.6362,18.6100,162.3795,-7.2777,-3.4638,3.0073,-0.59053,0.84267,0.54881,1
83.3797,38.1552,18.3048,162.3943,-7.2855,-3.4473,3.0073,-0.59150,0.83585,0.55811,1
83.4464,37.6747,18.0006,162.4125,-7.2933,-3.4309,3.0072,-0.59244,0.82894,0.56734,1
83.5131,37.1945,17.6973,162.4340,-7.3010,-3.4145,3.0072,-0.59337,0.82193,0.57650,1
83.5798,36.7147,17.3952,162.4589,-7.3087,-3.3980,3.0072,-0.59426,0.81483,0.58558,1
83.6465,36.2353,17.0941,162.4870,-7.3163,-3.3815,3.0072,-0.59514,0.80763,0.59460,1
83.7132,35.7562,16.7942,162.5184,-7.3239,-3.3650,3.0071,-0.59599,0.80034,0.60354,1
83.7799,35.2773,16.4954,162.5531,-7.3315,-3.3485,3.0071,-0.59681,0.79295,0.61240,1
83.8466,34.7987,16.1978,162.5909,-7.3390,-3.3320,3.0071,-0.59762,0.78548,0.62119,1
83.9133,34.3202,15.9015,162.6319,-7.3465,-3.3154,3.0071,-0.59839,0.77791,0.62991,1
83.9800,33.8419,15.6064,162.6761,-7.3540,-3.2988,3.0070,-0.59915,0.77025,0.63854,1
84.0467,33.3638,15.3125,162.7234,-7.3614,-3.2823,3.0070,-0.59987,0.76251,0.64710,1
84.1134,32.8857,15.0200,162.7738,-7.3688,-3.2657,3.0070,-0.60058,0.75467,0.65557,1
84.1801,32.4076,14.7289,162.8273,-7.3761,-3.2490,3.0070,-0.60126,0.74675,0.66397,1
84.2468,31.9296,14.4391,162.8838,-7.3835,-3.2324,3.0069,-0.60191,0.73874,0.67228,1
84.3135,31.4515,14.1508,162.9433,-7.3907,-3.2157,3.0069,-0.60254,0.73065,0.68051,1
84.3802,30.9734,13.8638,163.0059,-7.3980,-3.1991,3.0069,-0.60315,0.72247,0.68866,1
84.4469,30.4953,13.5784,163.0714,-7.4052,-3.1824,3.0069,-0.60373,0.71421,0.69672,1
84.5136,30.0170,13.2945,163.1398,-7.4123,-3.1657,3.0069,-0.60428,0.70586,0.70470,1
84.5803,29.5385,13.0120,163.2112,-7.4194,-3.1490,3.0068,-0.60481,0.69743,0.71259,1
84.6470,29.0599,12.7312,163.2854,-7.4265,-3.1323,3.0068,-0.60532,0.68892,0.72040,1
84.7137,28.5811,12.4520,163.3625,-7.4336,-3.1155,3.0068,-0.60580,0.68034,0.72811,1
84.7804,28.1021,12.1743,163.4425,-7.4406,-3.0987,3.0068,-0.60626,0.67167,0.73574,1
84.8471,27.6228,11.8984,163.5253,-7.4476,-3.0820,3.0067,-0.60669,0.66292,0.74328,1
84.9138,27.1433,11.6241,163.6109,-7.4545,-3.0652,3.0067,-0.60710,0.65409,0.75072,1
84.9805,26.6634,11.3515,163.6992,-7.4614,-3.0484,3.0067,-0.60749,0.64519,0.75808,1
85.0472,26.1832,11.0807,163.7903,-7.4682,-3.0315,3.0067,-0.60785,0.63622,0.76534,1
85.1140,25.7026,10.8116,163.8842,-7.4751,-3.0147,3.0067,-0.60818,0.62716,0.77252,1
85.1807,25.2216,10.5443,163.9807,-7.4818,-2.9978,3.0066,-0.60849,0.61804,0.77959,1
85.2474,24.7403,10.2789,164.0799,-7.4886,-2.9810,3.0066,-0.60878,0.60884,0.78657,1
85.3141,24.2585,10.0153,164.1818,-7.4953,-2.9641,3.0066,-0.60904,0.59957,0.79346,1
85.3808,23.7762,9.7536,164.2863,-7.5019,-2.9472,3.0066,-0.60928,0.59024,0.80025,1
85.4475,23.2935,9.4938,164.3934,-7.5086,-2.9303,3.0065,-0.60949,0.58083,0.80695,1
85.5142,22.8103,9.2359,164.5031,-7.5152,-2.9133,3.0065,-0.60968,0.57135,0.81354,1
85.5809,22.3265,8.9800,164.6153,-7.5217,-2.8964,3.0065,-0.60984,0.56181,0.82004,1
85.6476,21.8423,8.7261,164.7301,-7.5282,-2.8794,3.0065,-0.60998,0.55220,0.82644,1
85.7143,21.3574,8.4742,164.8473,-7.5347,-2.8625,3.0065,-0.61010,0.54252,0.83274,1
85.7810,20.8720,8.2244,164.9671,-7.5411,-2.8455,3.0064,-0.61019,0.53278,0.83894,1
85.8477,20.3860,7.9767,165.0893,-7.5475,-2.8285,3.0064,-0.61025,0.52298,0.84504,1
85.9144,19.8994,7.7310,165.2140,-7.5539,-2.8115,3.0064,-0.61029,0.51311,0.85103,1
85.9811,19.4121,7.4875,165.3411,-7.5602,-2.7944,3.0064,-0.61031,0.50319,0.85692,1
86.0478,18.9242,7.2461,165.4706,-7.5665,-2.7774,3.0064,-0.61031,0.49320,0.86271,1
86.1145,18.4356,7.0069,165.6024,-7.5727,-2.7603,3.0063,-0.61028,0.48316,0.86840,1
86.1812,17.9464,6.7699,165.7366,-7.5790,-2.7432,3.0063,-0.61022,0.47306,0.87398,1
86.2479,17.4564,6.5352,165.8731,-7.5851,-2.7262,3.0063,-0.61015,0.46290,0.87946,1
86.3146,16.9658,6.3027,166.0118,-7.5912,-2.7091,3.0063,-0.61004,0.45269,0.88483,1
86.3813,16.4744,6.0725,166.1529,-7.5973,-2.6919,3.0063,-0.60992,0.44242,0.89009,1
86.4480,15.9823,5.8446,166.2962,-7.6034,-2.6748,3.0062,-0.60977,0.43210,0.89525,1
86.5147,15.4895,5.6190,166.4417,-7.6094,-2.6577,3.0062,-0.60960,0.42172,0.90030,1
86.5814,14.9959,5.3958,166.5894,-7.6154,-2.6405,3.0062,-0.60940,0.41130,0.90524,1
86.6481,14.5015,5.1750,166.7392,-7.6213,-2.6234,3.0062,-0.60918,0.40083,0.91008,1
86.7148,14.0064,4.9566,166.8912,-7.6272,-2.6062,3.0062,-0.60893,0.39031,0.91480,1
86.7815,13.5104,4.7406,167.0453,-7.6331,-2.5890,3.0061,-0.60867,0.37974,0.91941,1
86.8482,13.0137,4.5270,167.2015,-7.6389,-2.5718,3.0061,-0.60838,0.36912,0.92392,1
86.9150,12.5162,4.3160,167.3598,-7.6447,-2.5546,3.0061,-0.60806,0.35846,0.92831,1
86.9817,12.0178,4.1074,167.5201,-7.6504,-2.5373,3.0061,-0.60773,0.34776,0.93259,1
87.0484,11.5187,3.9014,167.6824,-7.6561,-2.5201,3.0061,-0.60737,0.33701,0.93677,1
87.1151,11.0187,3.6979,167.8466,-7.6618,-2.5028,3.0060,-0.60698,0.32623,0.94082,1
87.1818,10.5178,3.4970,168.0129,-7.6674,-2.4856,3.0060,-0.60658,0.31540,0.94477,1
87.2485,10.0162,3.2987,168.1810,-7.6730,-2.4683,3.0060,-0.60615,0.30453,0.94860,1
87.3152,9.5137,3.1030,168.3511,-7.6785,-2.4510,3.0060,-0.60569,0.29363,0.95232,1
87.3819,9.0103,2.9100,168.5230,-7.6840,-2.4337,3.0060,-0.60522,0.28269,0.95593,1
87.4486,8.5061,2.7196,168.6967,-7.6895,-2.4163,3.0059,-0.60472,0.27171,0.95942,1
87.5153,8.0010,2.5319,168.8723,-7.6949,-2.3990,3.0059,-0.60420,0.26070,0.96279,1
87.5820,7.4951,2.3468,169.0496,-7.7003,-2.3817,3.0059,-0.60366,0.24966,0.96606,1
87.6487,6.9884,2.1645,169.2287,-7.7057,-2.3643,3.0059,-0.60310,0.23858,0.96920,1
87.7154,6.4807,1.9850,169.4095,-7.7110,-2.3469,3.0059,-0.60251,0.22748,0.97223,1
87.7821,5.9722,1.8082,169.5920,-7.7163,-2.3296,3.0059,-0.60190,0.21634,0.97515,1
87.8488,5.4629,1.6342,169.7762,-7.7215,-2.3122,3.0058,-0.60127,0.20518,0.97794,1
87.9155,4.9527,1.4629,169.9620,-7.7267,-2.2948,3.0058,-0.60062,0.19399,0.98062,1
87.9822,4.4416,1.2946,170.1494,-7.7318,-2.2774,3.0058,-0.59995,0.18278,0.98319,1
88.0489,3.9297,1.1290,170.3383,-7.7369,-2.2599,3.0058,-0.59925,0.17154,0.98563,1
88.1156,3.4169,0.9663,170.5288,-7.7420,-2.2425,3.0058,-0.59853,0.16028,0.98796,1
88.1823,2.9033,0.8065,170.7208,-7.7471,-2.2250,3.0058,-0.59780,0.14899,0.99017,1
88.2490,2.3888,0.6495,170.9143,-7.7521,-2.2076,3.0057,-0.59704,0.13769,0.99226,1
88.3157,1.8735,0.4955,171.1092,-7.7570,-2.1901,3.0057,-0.59626,0.12636,0.99424,1
88.3824,1.3574,0.3444,171.3055,-7.7619,-2.1726,3.0057,-0.59545,0.11502,0.99609,1
88.4491,0.8404,0.1963,171.5032,-7.7668,-2.1551,3.0057,-0.59463,0.10366,0.99783,1
88.5158,0.3226,0.0511,171.7022,-7.7717,-2.1376,3.0057,-0.59379,0.09229,0.99945,1
88.5825,-0.1960,-0.0912,171.9026,-7.7765,-2.1201,3.0057,-0.59292,0.08090,1.00095,1
88.6492,-0.7155,-0.2304,172.1042,-7.7812,-2.1026,3.0056,-0.59204,0.06950,1.00233,1
88.7160,-1.2357,-0.3666,172.3070,-7.7859,-2.0850,3.0056,-0.59113,0.05809,1.00359,1
88.7827,-1.7568,-0.4998,172.5110,-7.7906,-2.0675,3.0056,-0.59021,0.04667,1.00473,1
88.8494,-2.2786,-0.6300,172.7162,-7.7953,-2.0499,3.0056,-0.58926,0.03523,1.00575,1
88.9161,-2.8012,-0.7572,172.9226,-7.7999,-2.0324,3.0056,-0.58830,0.02379,1.00665,1
88.9828,-3.3246,-0.8812,173.1300,-7.8044,-2.0148,3.0056,-0.58731,0.01235,1.00743,1
89.0495,-3.8488,-1.0022,173.3385,-7.8089,-1.9972,3.0055,-0.58631,0.00090,1.00809,1
89.1162,-4.3737,-1.1202,173.5480,-7.8134,-1.9796,3.0055,-0.58529,-0.01056,1.00863,1
89.1829,-4.8994,-1.2350,173.7585,-7.8179,-1.9620,3.0055,-0.58424,-0.02202,1.00905,1
89.2496,-5.4258,-1.3467,173.9699,-7.8223,-1.9444,3.0055,-0.58318,-0.03348,1.00935,1
89.3163,-5.9529,-1.4553,174.1823,-7.8266,-1.9268,3.0055,-0.58210,-0.04494,1.00952,1
89.3830,-6.4807,-1.5608,174.3955,-7.8310,-1.9091,3.0055,-0.58100,-0.05640,1.00958,1
89.4497,-7.0092,-1.6631,174.6096,-7.8352,-1.8915,3.0055,-0.57988,-0.06785,1.00952,1
89.5164,-7.5384,-1.7623,174.8244,-7.8395,-1.8738,3.0054,-0.57874,-0.07931,1.00934,1
89.5831,-8.0683,-1.8583,175.0400,-7.8437,-1.8562,3.0054,-0.57759,-0.09076,1.00904,1
