t_s,roll_deg,pitch_deg,yaw_deg,wx_dps,wy_dps,wz_dps,grasp_x_m,grasp_y_m,grasp_z_m,grasp_visible
105.5920,-142.2553,24.5880,177.9978,-7.6803,2.4453,3.0060,-0.23783,-0.60420,-0.96870,1
105.6587,-142.8857,24.5799,177.7133,-7.6748,2.4626,3.0060,-0.23783,-0.59439,-0.97475,1
105.7254,-143.5161,24.5680,177.4281,-7.6692,2.4799,3.0060,-0.23786,-0.58451,-0.98070,1
105.7921,-144.1462,24.5523,177.1425,-7.6636,2.4972,3.0060,-0.23790,-0.57457,-0.98654,1
105.8588,-144.7761,24.5328,176.8563,-7.6580,2.5145,3.0061,-0.23796,-0.56457,-0.99229,1
105.9255,-145.4056,24.5096,176.5697,-7.6523,2.5317,3.0061,-0.23804,-0.55451,-0.99792,1
105.9922,-146.0349,24.4825,176.2827,-7.6465,2.5489,3.0061,-0.23814,-0.54439,-1.00346,1
106.0589,-146.6637,24.4516,175.9955,-7.6408,2.5662,3.0061,-0.23826,-0.53422,-1.00888,1
106.1256,-147.2921,24.4169,175.7080,-7.6350,2.5834,3.0061,-0.23839,-0.52399,-1.01420,1
106.1923,-147.9200,24.3783,175.4204,-7.6291,2.6006,3.0061,-0.23855,-0.51370,-1.01942,1
106.2590,-148.5473,24.3359,175.1327,-7.6232,2.6178,3.0062,-0.23872,-0.50335,-1.02452,1
106.3257,-149.1741,24.2896,174.8449,-7.6173,2.6349,3.0062,-0.23891,-0.49296,-1.02952,1
106.3924,-149.8002,24.2395,174.5572,-7.6114,2.6521,3.0062,-0.23912,-0.48251,-1.03441,1
106.4591,-150.4257,24.1856,174.2696,-7.6054,2.6692,3.0062,-0.23934,-0.47201,-1.03919,1
106.5258,-151.0504,24.1278,173.9822,-7.5993,2.6864,3.0062,-0.23959,-0.46147,-1.04386,1
106.5926,-151.6744,24.0661,173.6951,-7.5932,2.7035,3.0063,-0.23985,-0.45087,-1.04842,1
106.6593,-152.2975,24.0006,173.4082,-7.5871,2.7206,3.0063,-0.24013,-0.44023,-1.05287,1
106.7260,-152.9197,23.9312,173.1217,-7.5810,2.7377,3.0063,-0.24042,-0.42954,-1.05721,1
106.7927,-153.5411,23.8580,172.8356,-7.5748,2.7548,3.0063,-0.24074,-0.41880,-1.06144,1
106.8594,-154.1615,23.7809,172.5501,-7.5685,2.7718,3.0063,-0.24107,-0.40802,-1.06555,1
106.9261,-154.7809,23.7000,172.2651,-7.5623,2.7889,3.0064,-0.24142,-0.39720,-1.06955,1
106.9928,-155.3992,23.6152,171.9807,-7.5560,2.8059,3.0064,-0.24178,-0.38634,-1.07344,1
107.0595,-156.0164,23.5266,171.6970,-7.5496,2.8229,3.0064,-0.24217,-0.37544,-1.07722,1
107.1262,-156.6325,23.4341,171.4141,-7.5432,2.8399,3.0064,-0.24257,-0.36450,-1.08088,1
107.1929,-157.2475,23.3379,171.1320,-7.5368,2.8569,3.0065,-0.24299,-0.35352,-1.08443,1
107.2596,-157.8612,23.2378,170.8507,-7.5303,2.8739,3.0065,-0.24342,-0.34250,-1.08786,1
107.3263,-158.4736,23.1339,170.5704,-7.5238,2.8909,3.0065,-0.24388,-0.33145,-1.09118,1
107.3930,-159.0848,23.0262,170.2911,-7.5173,2.9078,3.0065,-0.24434,-0.32037,-1.09438,1
107.4597,-159.6946,22.9147,170.0129,-7.5107,2.9248,3.0065,-0.24483,-0.30925,-1.09746,1
107.5264,-160.3030,22.7995,169.7357,-7.5041,2.9417,3.0066,-0.24533,-0.29810,-1.10043,1
107.5931,-160.9100,22.6804,169.4598,-7.4975,2.9586,3.0066,-0.24585,-0.28692,-1.10328,1
107.6598,-161.5155,22.5577,169.1850,-7.4908,2.9755,3.0066,-0.24638,-0.27571,-1.10602,1
107.7265,-162.1196,22.4311,168.9116,-7.4840,2.9923,3.0066,-0.24694,-0.26448,-1.10864,1
107.7932,-162.7221,22.3009,168.6395,-7.4773,3.0092,3.0066,-0.24750,-0.25321,-1.11114,1
107.8599,-163.3231,22.1669,168.3688,-7.4705,3.0260,3.0067,-0.24809,-0.24193,-1.11352,1
107.9266,-163.9225,22.0293,168.0995,-7.4636,3.0429,3.0067,-0.24869,-0.23061,-1.11578,1
107.9933,-164.5202,21.8880,167.8317,-7.4567,3.0597,3.0067,-0.24930,-0.21928,-1.11793,1
108.0600,-165.1163,21.7430,167.5655,-7.4498,3.0765,3.0067,-0.24993,-0.20792,-1.11996,1
108.1267,-165.7107,21.5943,167.3009,-7.4429,3.0933,3.0068,-0.25058,-0.19654,-1.12187,1
108.1934,-166.3034,21.4421,167.0379,-7.4359,3.1100,3.0068,-0.25124,-0.18514,-1.12366,1
108.2601,-166.8944,21.2862,166.7767,-7.4288,3.1268,3.0068,-0.25191,-0.17373,-1.12533,1
108.3268,-167.4835,21.1268,166.5172,-7.4218,3.1435,3.0068,-0.25261,-0.16230,-1.12688,1
108.3936,-168.0709,20.9638,166.2594,-7.4146,3.1603,3.0068,-0.25331,-0.15085,-1.12831,1
108.4603,-168.6565,20.7972,166.0036,-7.4075,3.1770,3.0069,-0.25404,-0.13939,-1.12962,1
108.5270,-169.2402,20.6271,165.7496,-7.4003,3.1936,3.0069,-0.25477,-0.12791,-1.13081,1
108.5937,-169.8220,20.4535,165.4975,-7.3931,3.2103,3.0069,-0.25552,-0.11643,-1.13188,1
108.6604,-170.4019,20.2765,165.2474,-7.3858,3.2270,3.0069,-0.25629,-0.10493,-1.13283,1
108.7271,-170.9800,20.0960,164.9993,-7.3785,3.2436,3.0070,-0.25707,-0.09343,-1.13366,1
108.7938,-171.5560,19.9120,164.7533,-7.3712,3.2602,3.0070,-0.25786,-0.08191,-1.13437,1
108.8605,-172.1302,19.7246,164.5094,-7.3638,3.2768,3.0070,-0.25867,-0.07039,-1.13496,1
108.9272,-172.7024,19.5339,164.2676,-7.3564,3.2934,3.0070,-0.25949,-0.05887,-1.13543,1
108.9939,-173.2726,19.3398,164.0280,-7.3490,3.3100,3.0071,-0.26033,-0.04734,-1.13578,1
109.0606,-173.8408,19.1424,163.7905,-7.3415,3.3266,3.0071,-0.26118,-0.03581,-1.13600,1
109.1273,-174.4069,18.9416,163.5554,-7.3340,3.3431,3.0071,-0.26204,-0.02427,-1.13611,1
109.1940,-174.9711,18.7376,163.3225,-7.3264,3.3596,3.0071,-0.26292,-0.01274,-1.13609,1
109.2607,-175.5332,18.5303,163.0919,-7.3188,3.3761,3.0071,-0.26381,-0.00121,-1.13596,1
109.3274,-176.0933,18.3198,162.8637,-7.3112,3.3926,3.0072,-0.26471,0.01032,-1.13570,1
109.3941,-176.6513,18.1061,162.6378,-7.3035,3.4091,3.0072,-0.26563,0.02185,-1.13533,1
109.4608,-177.2073,17.8892,162.4144,-7.2958,3.4256,3.0072,-0.26655,0.03337,-1.13483,1
109.5275,-177.7612,17.6692,162.1934,-7.2880,3.4420,3.0072,-0.26749,0.04489,-1.13421,1
109.5942,-178.3130,17.4461,161.9748,-7.2803,3.4584,3.0073,-0.26845,0.05639,-1.13347,1
109.6609,-178.8627,17.2199,161.7588,-7.2724,3.4748,3.0073,-0.26941,0.06789,-1.13261,1
109.7276,-179.4103,16.9906,161.5453,-7.2646,3.4912,3.0073,-0.27039,0.07938,-1.13163,1
109.7943,-179.9559,16.7583,161.3343,-7.2567,3.5076,3.0073,-0.27138,0.09086,-1.13053,1
109.8610,179.5007,16.5230,161.1259,-7.2488,3.5239,3.0074,-0.27238,0.10233,-1.12931,1
109.9277,178.9593,16.2847,160.9201,-7.2408,3.5403,3.0074,-0.27339,0.11378,-1.12797,1
109.9944,178.4200,16.0435,160.7169,-7.2328,3.5566,3.0074,-0.27441,0.12522,-1.12651,1
110.0611,177.8828,15.7993,160.5164,-7.2247,3.5729,3.0074,-0.27545,0.13664,-1.12493,1
110.1278,177.3477,15.5523,160.3186,-7.2167,3.5892,3.0075,-0.27649,0.14804,-1.12322,1
110.1946,176.8147,15.3025,160.1234,-7.2085,3.6054,3.0075,-0.27755,0.15943,-1.12140,1
110.2613,176.2837,15.0498,159.9309,-7.2004,3.6217,3.0075,-0.27862,0.17079,-1.11946,1
110.3280,175.7549,14.7943,159.7412,-7.1922,3.6379,3.0075,-0.27969,0.18214,-1.11741,1
110.3947,175.2280,14.5361,159.5543,-7.1840,3.6541,3.0076,-0.28078,0.19346,-1.11523,1
110.4614,174.7033,14.2752,159.3701,-7.1757,3.6703,3.0076,-0.28188,0.20476,-1.11293,1
110.5281,174.1806,14.0115,159.1887,-7.1674,3.6864,3.0076,-0.28299,0.21603,-1.11052,1
110.5948,173.6599,13.7452,159.0100,-7.1591,3.7026,3.0076,-0.28411,0.22728,-1.10798,1
110.6615,173.1413,13.4763,158.8343,-7.1507,3.7187,3.0077,-0.28523,0.23850,-1.10533,1
110.7282,172.6247,13.2048,158.6613,-7.1423,3.7348,3.0077,-0.28637,0.24969,-1.10256,1
110.7949,172.1101,12.9307,158.4912,-7.1339,3.7509,3.0077,-0.28751,0.26085,-1.09968,1
110.8616,171.5975,12.6540,158.3240,-7.1254,3.7670,3.0077,-0.28867,0.27198,-1.09668,1
110.9283,171.0869,12.3749,158.1597,-7.1169,3.7831,3.0078,-0.28983,0.28308,-1.09356,1
110.9950,170.5783,12.0933,157.9982,-7.1083,3.7991,3.0078,-0.29100,0.29414,-1.09032,1
111.0617,170.0716,11.8092,157.8397,-7.0997,3.8151,3.0078,-0.29218,0.30517,-1.08697,1
111.1284,169.5668,11.5228,157.6841,-7.0911,3.8311,3.0079,-0.29337,0.31617,-1.08350,1
111.1951,169.0640,11.2339,157.5314,-7.0824,3.8471,3.0079,-0.29457,0.32712,-1.07992,1
111.2618,168.5630,10.9427,157.3817,-7.0737,3.8631,3.0079,-0.29577,0.33804,-1.07622,1
111.3285,168.0640,10.6492,157.2349,-7.0650,3.8790,3.0079,-0.29698,0.34892,-1.07241,1
111.3952,167.5668,10.3535,157.0911,-7.0562,3.8949,3.0080,-0.29820,0.35976,-1.06848,1
111.4619,167.0715,10.0554,156.9503,-7.0474,3.9108,3.0080,-0.29943,0.37055,-1.06444,1
111.5286,166.5780,9.7552,156.8124,-7.0386,3.9267,3.0080,-0.30066,0.38131,-1.06029,1
111.5953,166.0863,9.4528,156.6776,-7.0297,3.9426,3.0080,-0.30190,0.39202,-1.05602,1
111.6620,165.5964,9.1482,156.5458,-7.0208,3.9584,3.0081,-0.30315,0.40268,-1.05164,1
111.7287,165.1082,8.8415,156.4170,-7.0118,3.9742,3.0081,-0.30440,0.41330,-1.04715,1
111.7954,164.6218,8.5327,156.2912,-7.0028,3.9900,3.0081,-0.30566,0.42387,-1.04255,1
111.8621,164.1371,8.2218,156.1684,-6.9938,4.0058,3.0081,-0.30693,0.43439,-1.03784,1
111.9288,163.6541,7.9089,156.0487,-6.9848,4.0216,3.0082,-0.30820,0.44486,-1.03301,1
111.9956,163.1727,7.5941,155.9321,-6.9757,4.0373,3.0082,-0.30948,0.45528,-1.02808,1
112.0623,162.6930,7.2772,155.8185,-6.9665,4.0530,3.0082,-0.31076,0.46565,-1.02304,1
112.1290,162.2150,6.9584,155.7080,-6.9574,4.0687,3.0083,-0.31205,0.47596,-1.01789,1
112.1957,161.7385,6.6378,155.6006,-6.9482,4.0844,3.0083,-0.31334,0.48622,-1.01263,1
112.2624,161.2635,6.3153,155.4962,-6.9389,4.1001,3.0083,-0.31463,0.49642,-1.00726,1
112.3291,160.7901,5.9909,155.3949,-6.9297,4.1157,3.0083,-0.31594,0.50657,-1.00178,1
112.3958,160.3182,5.6647,155.2968,-6.9204,4.1313,3.0084,-0.31724,0.51666,-0.99620,1
112.4625,159.8478,5.3368,155.2017,-6.9110,4.1469,3.0084,-0.31855,0.52669,-0.99052,1
112.5292,159.3789,5.0071,155.1098,-6.9016,4.1625,3.0084,-0.31986,0.53666,-0.98473,1
112.5959,158.9113,4.6757,155.0210,-6.8922,4.1781,3.0084,-0.32118,0.54657,-0.97883,1
112.6626,158.4451,4.3426,154.9353,-6.8828,4.1936,3.0085,-0.32250,0.55641,-0.97283,1
112.7293,157.9803,4.0079,154.8528,-6.8733,4.2091,3.0085,-0.32383,0.56620,-0.96672,1
112.7960,157.5169,3.6716,154.7734,-6.8638,4.2246,3.0085,-0.32515,0.57592,-0.96052,1
112.8627,157.0547,3.3337,154.6971,-6.8542,4.2401,3.0086,-0.32648,0.58557,-0.95421,1
112.9294,156.5938,2.9942,154.6240,-6.8446,4.2555,3.0086,-0.32781,0.59516,-0.94780,1
112.9961,156.1341,2.6533,154.5541,-6.8350,4.2709,3.0086,-0.32915,0.60468,-0.94129,1
113.0628,155.6756,2.3108,154.4874,-6.8254,4.2863,3.0086,-0.33048,0.61413,-0.93468,1
113.1295,155.2183,1.9669,154.4238,-6.8157,4.3017,3.0087,-0.33182,0.62351,-0.92797,1
113.1962,154.7621,1.6215,154.3634,-6.8059,4.3171,3.0087,-0.33316,0.63282,-0.92116,1
113.2629,154.3070,1.2748,154.3063,-6.7962,4.3324,3.0087,-0.33450,0.64206,-0.91426,1
113.3296,153.8529,0.9267,154.2523,-6.7864,4.3478,3.0088,-0.33585,0.65123,-0.90725,1
113.3963,153.3999,0.5773,154.2015,-6.7766,4.3630,3.0088,-0.33719,0.66032,-0.90015,1
113.4630,152.9479,0.2265,154.1540,-6.7667,4.3783,3.0088,-0.33854,0.66934,-0.89296,1
113.5297,152.4968,-0.1255,154.1097,-6.7568,4.3936,3.0088,-0.33988,0.67829,-0.88567,1
113.5964,152.0466,-0.4787,154.0686,-6.7469,4.4088,3.0089,-0.34123,0.68715,-0.87829,1
113.6631,151.5974,-0.8332,154.0308,-6.7369,4.4240,3.0089,-0.34257,0.69594,-0.87081,1
113.7298,151.1489,-1.1888,153.9963,-6.7269,4.4392,3.0089,-0.34392,0.70465,-0.86324,1
113.7966,150.7013,-1.5456,153.9650,-6.7168,4.4544,3.0090,-0.34526,0.71329,-0.85558,1
113.8633,150.2544,-1.9035,153.9370,-6.7068,4.4695,3.0090,-0.34661,0.72184,-0.84783,1
113.9300,149.8083,-2.2624,153.9123,-6.6967,4.4846,3.0090,-0.34795,0.73031,-0.83999,1
113.9967,149.3629,-2.6224,153.8909,-6.6865,4.4997,3.0090,-0.34930,0.73870,-0.83206,1
114.0634,148.9181,-2.9835,153.8728,-6.6763,4.5148,3.0091,-0.35064,0.74700,-0.82404,1
114.1301,148.4739,-3.3455,153.8580,-6.6661,4.5298,3.0091,-0.35198,0.75522,-0.81594,1
114.1968,148.0303,-3.7085,153.8465,-6.6559,4.5449,3.0091,-0.35332,0.76336,-0.80774,1
114.2635,147.5872,-4.0724,153.8384,-6.6456,4.5599,3.0092,-0.35465,0.77141,-0.79947,1
114.3302,147.1446,-4.4372,153.8337,-6.6353,4.5748,3.0092,-0.35599,0.77938,-0.79110,1
114.3969,146.7025,-4.8029,153.8323,-6.6250,4.5898,3.0092,-0.35732,0.78725,-0.78266,1
114.4636,146.2607,-5.1694,153.8343,-6.6146,4.6047,3.0092,-0.35865,0.79504,-0.77413,1
114.5303,145.8193,-5.5367,153.8397,-6.6042,4.6196,3.0093,-0.35998,0.80274,-0.76552,1
114.5970,145.3783,-5.9048,153.8485,-6.5937,4.6345,3.0093,-0.36130,0.81035,-0.75683,1
114.6637,144.9375,-6.2736,153.8607,-6.5832,4.6494,3.0093,-0.36262,0.81787,-0.74806,1
114.7304,144.4970,-6.6431,153.8764,-6.5727,4.6642,3.0094,-0.36394,0.82530,-0.73921,1
114.7971,144.0566,-7.0133,153.8955,-6.5622,4.6791,3.0094,-0.36525,0.83264,-0.73028,1
114.8638,143.6164,-7.3841,153.9180,-6.5516,4.6939,3.0094,-0.36656,0.83988,-0.72128,1
114.9305,143.1763,-7.7555,153.9441,-6.5410,4.7086,3.0095,-0.36787,0.84703,-0.71219,1
114.9972,142.7363,-8.1276,153.9737,-6.5303,4.7234,3.0095,-0.36917,0.85408,-0.70304,1
115.0639,142.2963,-8.5001,154.0068,-6.5197,4.7381,3.0095,-0.37047,0.86104,-0.69381,1
115.1306,141.8562,-8.8732,154.0434,-6.5089,4.7528,3.0095,-0.37176,0.86790,-0.68450,1
115.1973,141.4161,-9.2468,154.0835,-6.4982,4.7675,3.0096,-0.37305,0.87467,-0.67513,1
115.2640,140.9758,-9.6208,154.1273,-6.4874,4.7821,3.0096,-0.37433,0.88134,-0.66568,1
115.3307,140.5354,-9.9952,154.1746,-6.4766,4.7967,3.0096,-0.37560,0.88791,-0.65616,1
115.3974,140.0947,-10.3700,154.2255,-6.4658,4.8113,3.0097,-0.37687,0.89438,-0.64657,1
115.4641,139.6538,-10.7451,154.2801,-6.4549,4.8259,3.0097,-0.37814,0.90075,-0.63692,1
115.5309,139.2125,-11.1206,154.3383,-6.4440,4.8405,3.0097,-0.37940,0.90702,-0.62720,1
115.5976,138.7709,-11.4963,154.4002,-6.4330,4.8550,3.0097,-0.38065,0.91319,-0.61741,1
115.6643,138.3289,-11.8723,154.4658,-6.4220,4.8695,3.0098,-0.38190,0.91926,-0.60756,1
115.7310,137.8864,-12.2485,154.5351,-6.4110,4.8840,3.0098,-0.38314,0.92522,-0.59764,1
115.7977,137.4434,-12.6249,154.6081,-6.4000,4.8984,3.0098,-0.38437,0.93108,-0.58766,1
115.8644,136.9998,-13.0014,154.6849,-6.3889,4.9129,3.0099,-0.38559,0.93684,-0.57762,1
115.9311,136.5557,-13.3781,154.7655,-6.3778,4.9273,3.0099,-0.38681,0.94250,-0.56752,1
115.9978,136.1108,-13.7548,154.8499,-6.3667,4.9416,3.0099,-0.38802,0.94805,-0.55735,1
116.0645,135.6652,-14.1316,154.9381,-6.3555,4.9560,3.0100,-0.38922,0.95349,-0.54713,1
116.1312,135.2189,-14.5083,155.0302,-6.3443,4.9703,3.0100,-0.39042,0.95883,-0.53686,1
116.1979,134.7717,-14.8851,155.1261,-6.3330,4.9846,3.0100,-0.39160,0.96407,-0.52652,1
116.2646,134.3237,-15.2617,155.2260,-6.3218,4.9989,3.0100,-0.39278,0.96919,-0.51613,1
116.3313,133.8747,-15.6383,155.3298,-6.3105,5.0132,3.0101,-0.39395,0.97421,-0.50569,1
116.3980,133.4248,-16.0147,155.4376,-6.2991,5.0274,3.0101,-0.39511,0.97912,-0.49519,1
116.4647,132.9738,-16.3910,155.5494,-6.2877,5.0416,3.0101,-0.39626,0.98392,-0.48465,1
116.5314,132.5217,-16.7670,155.6653,-6.2763,5.0558,3.0102,-0.39740,0.98861,-0.47405,1
116.5981,132.0685,-17.1428,155.7852,-6.2649,5.0699,3.0102,-0.39853,0.99319,-0.46340,1
116.6648,131.6140,-17.5183,155.9091,-6.2534,5.0841,3.0102,-0.39965,0.99767,-0.45270,1
116.7315,131.1583,-17.8934,156.0372,-6.2419,5.0982,3.0103,-0.40077,1.00203,-0.44196,1
116.7982,130.7013,-18.2682,156.1695,-6.2304,5.1122,3.0103,-0.40187,1.00628,-0.43117,1
116.8649,130.2429,-18.6426,156.3060,-6.2189,5.1263,3.0103,-0.40296,1.01042,-0.42033,1
116.9316,129.7830,-19.0166,156.4466,-6.2073,5.1403,3.0104,-0.40404,1.01444,-0.40945,1
116.9983,129.3217,-19.3901,156.5916,-6.1956,5.1543,3.0104,-0.40511,1.01836,-0.39853,1
117.0650,128.8588,-19.7630,156.7408,-6.1840,5.1683,3.0104,-0.40617,1.02216,-0.38757,1
117.1317,128.3943,-20.1354,156.8943,-6.1723,5.1822,3.0104,-0.40722,1.02585,-0.37657,1
117.1984,127.9281,-20.5071,157.0522,-6.1606,5.1961,3.0105,-0.40826,1.02943,-0.36553,1
117.2651,127.4603,-20.8782,157.2146,-6.1488,5.2100,3.0105,-0.40928,1.03289,-0.35445,1
117.3319,126.9906,-21.2486,157.3813,-6.1370,5.2239,3.0105,-0.41030,1.03623,-0.34333,1
117.3986,126.5190,-21.6183,157.5525,-6.1252,5.2377,3.0106,-0.41130,1.03947,-0.33218,1
117.4653,126.0456,-21.9872,157.7283,-6.1134,5.2515,3.0106,-0.41229,1.04259,-0.32099,1
117.5320,125.5701,-22.3553,157.9086,-6.1015,5.2653,3.0106,-0.41326,1.04559,-0.30977,1
117.5987,125.0927,-22.7225,158.0935,-6.0896,5.2791,3.0107,-0.41423,1.04848,-0.29852,1
117.6654,124.6131,-23.0888,158.2830,-6.0777,5.2928,3.0107,-0.41518,1.05125,-0.28724,1
117.7321,124.1314,-23.4541,158.4772,-6.0657,5.3065,3.0107,-0.41612,1.05390,-0.27593,1
117.7988,123.6474,-23.8185,158.6761,-6.0537,5.3202,3.0107,-0.41704,1.05644,-0.26459,1
117.8655,123.1612,-24.1817,158.8798,-6.0416,5.3338,3.0108,-0.41796,1.05886,-0.25322,1
117.9322,122.6726,-24.5439,159.0883,-6.0296,5.3475,3.0108,-0.41886,1.06117,-0.24182,1
117.9989,122.1815,-24.9050,159.3016,-6.0175,5.3611,3.0108,-0.41974,1.06336,-0.23041,1
118.0656,121.6880,-25.2648,159.5198,-6.0054,5.3746,3.0109,-0.42061,1.06543,-0.21897,1
118.1323,121.1920,-25.6234,159.7430,-5.9932,5.3882,3.0109,-0.42147,1.06738,-0.20750,1
118.1990,120.6933,-25.9807,159.9711,-5.9810,5.4017,3.0109,-0.42231,1.06922,-0.19602,1
118.2657,120.1920,-26.3366,160.2042,-5.9688,5.4152,3.0110,-0.42314,1.07094,-0.18451,1
118.3324,119.6879,-26.6911,160.4424,-5.9566,5.4286,3.0110,-0.42396,1.07254,-0.17299,1
118.3991,119.1810,-27.0442,160.6858,-5.9443,5.4421,3.0110,-0.42476,1.07402,-0.16145,1
118.4658,118.6713,-27.3958,160.9342,-5.9320,5.4555,3.0111,-0.42554,1.07538,-0.14989,1
118.5325,118.1586,-27.7458,161.1879,-5.9196,5.4689,3.0111,-0.42631,1.07663,-0.13832,1
118.5992,117.6429,-28.0943,161.4469,-5.9073,5.4822,3.0111,-0.42706,1.07775,-0.12674,1
118.6659,117.1241,-28.4410,161.7111,-5.8949,5.4955,3.0111,-0.42780,1.07876,-0.11514,1
118.7326,116.6022,-28.7860,161.9807,-5.8824,5.5088,3.0112,-0.42853,1.07965,-0.10353,1
118.7993,116.0771,-29.1293,162.2556,-5.8700,5.5221,3.0112,-0.42923,1.08042,-0.09192,1
118.8660,115.5488,-29.4707,162.5360,-5.8575,5.5353,3.0112,-0.42993,1.08107,-0.08029,1
118.9327,115.0171,-29.8102,162.8219,-5.8450,5.5485,3.0113,-0.43060,1.08161,-0.06865,1
118.9994,114.4820,-30.1477,163.1133,-5.8324,5.5617,3.0113,-0.43126,1.08202,-0.05701,1
119.0661,113.9435,-30.4832,163.4103,-5.8198,5.5749,3.0113,-0.43190,1.08231,-0.04537,1
119.1329,113.4014,-30.8167,163.7129,-5.8072,5.5880,3.0114,-0.43253,1.08249,-0.03372,1
119.1996,112.8558,-31.1480,164.0212,-5.7946,5.6011,3.0114,-0.43314,1.08255,-0.02207,1
119.2663,112.3065,-31.4771,164.3351,-5.7819,5.6142,3.0114,-0.43373,1.08248,-0.01041,1
119.3330,111.7536,-31.8039,164.6549,-5.7692,5.6272,3.0115,-0.43430,1.08230,0.00124,1
119.3997,111.1968,-32.1284,164.9804,-5.7565,5.6402,3.0115,-0.43486,1.08200,0.01289,1
119.4664,110.6362,-32.4506,165.3117,-5.7437,5.6532,3.0115,-0.43540,1.08158,0.02454,1
119.5331,110.0718,-32.7702,165.6490,-5.7309,5.6662,3.0115,-0.43592,1.08105,0.03619,1
119.5998,109.5034,-33.0873,165.9922,-5.7181,5.6791,3.0116,-0.43643,1.08039,0.04783,1
119.6665,108.9310,-33.4018,166.3413,-5.7053,5.6920,3.0116,-0.43692,1.07961,0.05946,1
119.7332,108.3546,-33.7137,166.6964,-5.6924,5.7049,3.0116,-0.43739,1.07872,0.07109,1
119.7999,107.7740,-34.0228,167.0576,-5.6795,5.7177,3.0117,-0.43784,1.07771,0.08271,1
119.8666,107.1893,-34.3291,167.4249,-5.6665,5.7305,3.0117,-0.43827,1.07658,0.09432,1
119.9333,106.6004,-34.6325,167.7982,-5.6536,5.7433,3.0117,-0.43869,1.07533,0.10591,1
120.0000,106.0072,-34.9330,168.1777,-5.6406,5.7560,3.0118,-0.43908,1.07397,0.11750,1
