fingerprint_id,configuration,component_A,body_A,component_B,body_B,interference_volume_mm3,centroid_mm_x,centroid_mm_y,centroid_mm_z,centroid_source,interference_bbox_mm,donor_hash,native_hash_A,native_hash_B,donor_volume_match_mm3,internal_donor_only,across_moving_joint,motion_relevance,functional_jaw_gap_mm,involves_spacecraft_solar_hdrm_camera_harness,external_collision_relevance,disposition,rationale
L1C1-OPEN-011,OPEN,B601_GRIPPER_PALM.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,B601_GRIPPER_RIGHT_FINGER.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,12.849347,-77.864,88.62475,10.2377,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-82.564, 85.2074, 10.1377, -73.164, 92.0421, 10.3377]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,9D88E05B15F8F5D684A2D9EAC28DC67A3B789ABE5421D95843815289ED43C5B7,,NO,YES,PRISMATIC_JAW_DOF_TRAVEL_71.5_MM,82.2284,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,POSE_INDUCED_ACROSS_MOVING_JOINT_RULING_REQUIRED,no donor internal row matches this volume; overlap is produced by commanded prismatic travel
L1C1-OPEN-012,OPEN,B601_GRIPPER_LEFT_FINGER.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,B601_GRIPPER_PALM.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,12.849347,-77.864,-88.6099,-10.16365,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-82.564, -92.0273, -10.2637, -73.164, -85.1925, -10.0636]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,60C634173C1F138FCF6D553652655CF2308C4E302DB3A4DAE818E356E16F8A00,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,,NO,YES,PRISMATIC_JAW_DOF_TRAVEL_71.5_MM,82.2284,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,POSE_INDUCED_ACROSS_MOVING_JOINT_RULING_REQUIRED,no donor internal row matches this volume; overlap is produced by commanded prismatic travel
L1C1-OPEN-013,OPEN,B601_GRIPPER_LEFT_FINGER.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,B601_GRIPPER_PALM.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,12.335019,-99.914,-84.9926,0.0364,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-100.164, -87.9926, -2.9636, -99.664, -81.9926, 3.0364]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,60C634173C1F138FCF6D553652655CF2308C4E302DB3A4DAE818E356E16F8A00,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,,NO,YES,PRISMATIC_JAW_DOF_TRAVEL_71.5_MM,82.2284,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,POSE_INDUCED_ACROSS_MOVING_JOINT_RULING_REQUIRED,no donor internal row matches this volume; overlap is produced by commanded prismatic travel
L1C1-OPEN-014,OPEN,B601_GRIPPER_PALM.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,B601_GRIPPER_RIGHT_FINGER.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,12.335019,-99.914,85.0074,0.0376,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-100.164, 82.0074, -2.9624, -99.664, 88.0074, 3.0376]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,9D88E05B15F8F5D684A2D9EAC28DC67A3B789ABE5421D95843815289ED43C5B7,,NO,YES,PRISMATIC_JAW_DOF_TRAVEL_71.5_MM,82.2284,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,POSE_INDUCED_ACROSS_MOVING_JOINT_RULING_REQUIRED,no donor internal row matches this volume; overlap is produced by commanded prismatic travel
L1C1-OPEN-015,OPEN,B601_GRIPPER_LEFT_FINGER.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,B601_GRIPPER_PALM.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,10.796625,-74.005,-86.40885,7.5564,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-74.846, -87.8435, 6.0564, -73.164, -84.9742, 9.0564]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,60C634173C1F138FCF6D553652655CF2308C4E302DB3A4DAE818E356E16F8A00,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,,NO,YES,PRISMATIC_JAW_DOF_TRAVEL_71.5_MM,82.2284,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,POSE_INDUCED_ACROSS_MOVING_JOINT_RULING_REQUIRED,no donor internal row matches this volume; overlap is produced by commanded prismatic travel
L1C1-OPEN-016,OPEN,B601_GRIPPER_LEFT_FINGER.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,B601_GRIPPER_PALM.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,10.796625,-74.005,-86.40875,-7.4436,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-74.846, -87.8434, -8.9436, -73.164, -84.9741, -5.9436]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,60C634173C1F138FCF6D553652655CF2308C4E302DB3A4DAE818E356E16F8A00,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,,NO,YES,PRISMATIC_JAW_DOF_TRAVEL_71.5_MM,82.2284,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,POSE_INDUCED_ACROSS_MOVING_JOINT_RULING_REQUIRED,no donor internal row matches this volume; overlap is produced by commanded prismatic travel
L1C1-OPEN-017,OPEN,B601_GRIPPER_PALM.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,B601_GRIPPER_RIGHT_FINGER.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,10.796622,-74.005,86.42375,-7.4823,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-74.846, 84.9891, -8.9823, -73.164, 87.8584, -5.9823]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,9D88E05B15F8F5D684A2D9EAC28DC67A3B789ABE5421D95843815289ED43C5B7,,NO,YES,PRISMATIC_JAW_DOF_TRAVEL_71.5_MM,82.2284,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,POSE_INDUCED_ACROSS_MOVING_JOINT_RULING_REQUIRED,no donor internal row matches this volume; overlap is produced by commanded prismatic travel
L1C1-OPEN-018,OPEN,B601_GRIPPER_PALM.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,B601_GRIPPER_RIGHT_FINGER.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,10.796622,-74.005,86.42365,7.5177,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-74.846, 84.989, 6.0177, -73.164, 87.8583, 9.0177]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,9D88E05B15F8F5D684A2D9EAC28DC67A3B789ABE5421D95843815289ED43C5B7,,NO,YES,PRISMATIC_JAW_DOF_TRAVEL_71.5_MM,82.2284,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,POSE_INDUCED_ACROSS_MOVING_JOINT_RULING_REQUIRED,no donor internal row matches this volume; overlap is produced by commanded prismatic travel
L1C1-OPEN-019,OPEN,B601_GRIPPER_LEFT_FINGER.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,B601_GRIPPER_PALM.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,7.38154,-75.864,-88.61,10.23635,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-78.564, -92.0274, 10.1363, -73.164, -85.1926, 10.3364]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,60C634173C1F138FCF6D553652655CF2308C4E302DB3A4DAE818E356E16F8A00,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,,NO,YES,PRISMATIC_JAW_DOF_TRAVEL_71.5_MM,82.2284,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,POSE_INDUCED_ACROSS_MOVING_JOINT_RULING_REQUIRED,no donor internal row matches this volume; overlap is produced by commanded prismatic travel
L1C1-OPEN-020,OPEN,B601_GRIPPER_PALM.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,B601_GRIPPER_RIGHT_FINGER.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,7.38154,-75.864,88.6249,-10.1623,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-78.564, 85.2075, -10.2623, -73.164, 92.0423, -10.0623]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,9D88E05B15F8F5D684A2D9EAC28DC67A3B789ABE5421D95843815289ED43C5B7,,NO,YES,PRISMATIC_JAW_DOF_TRAVEL_71.5_MM,82.2284,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,POSE_INDUCED_ACROSS_MOVING_JOINT_RULING_REQUIRED,no donor internal row matches this volume; overlap is produced by commanded prismatic travel
L1C1-OPEN-021,OPEN,B601_GRIPPER_PALM.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,B601_GRIPPER_RIGHT_FINGER.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,0.197313,-100.71945,91.5854,-10.0358,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-101.2749, 91.1185, -10.394, -100.164, 92.0523, -9.6776]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,9D88E05B15F8F5D684A2D9EAC28DC67A3B789ABE5421D95843815289ED43C5B7,,NO,YES,PRISMATIC_JAW_DOF_TRAVEL_71.5_MM,82.2284,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,POSE_INDUCED_ACROSS_MOVING_JOINT_RULING_REQUIRED,no donor internal row matches this volume; overlap is produced by commanded prismatic travel
L1C1-OPEN-022,OPEN,B601_GRIPPER_PALM.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,B601_GRIPPER_RIGHT_FINGER.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,0.197313,-100.71945,91.58525,10.0634,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-101.2749, 91.1184, 9.753, -100.164, 92.0521, 10.3738]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,9D88E05B15F8F5D684A2D9EAC28DC67A3B789ABE5421D95843815289ED43C5B7,,NO,YES,PRISMATIC_JAW_DOF_TRAVEL_71.5_MM,82.2284,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,POSE_INDUCED_ACROSS_MOVING_JOINT_RULING_REQUIRED,no donor internal row matches this volume; overlap is produced by commanded prismatic travel
L1C1-OPEN-023,OPEN,B601_GRIPPER_LEFT_FINGER.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,B601_GRIPPER_PALM.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,0.197313,-100.71945,-91.57055,10.1098,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-101.2749, -92.0374, 9.7516, -100.164, -91.1037, 10.468]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,60C634173C1F138FCF6D553652655CF2308C4E302DB3A4DAE818E356E16F8A00,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,,NO,YES,PRISMATIC_JAW_DOF_TRAVEL_71.5_MM,82.2284,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,POSE_INDUCED_ACROSS_MOVING_JOINT_RULING_REQUIRED,no donor internal row matches this volume; overlap is produced by commanded prismatic travel
L1C1-OPEN-024,OPEN,B601_GRIPPER_LEFT_FINGER.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,B601_GRIPPER_PALM.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,0.197313,-100.71945,-91.5704,-9.98935,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-101.2749, -92.0373, -10.2998, -100.164, -91.1035, -9.6789]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,60C634173C1F138FCF6D553652655CF2308C4E302DB3A4DAE818E356E16F8A00,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,,NO,YES,PRISMATIC_JAW_DOF_TRAVEL_71.5_MM,82.2284,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,POSE_INDUCED_ACROSS_MOVING_JOINT_RULING_REQUIRED,no donor internal row matches this volume; overlap is produced by commanded prismatic travel
L1C1-OPEN-025,OPEN,B601_GRIPPER_PALM.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,B601_GRIPPER_RIGHT_FINGER.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,0.120711,-75.864,77.3075,-3.2283,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-76.114, 76.8575, -3.3624, -75.614, 77.7575, -3.0942]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,9D88E05B15F8F5D684A2D9EAC28DC67A3B789ABE5421D95843815289ED43C5B7,0.120711,YES,YES,PRISMATIC_JAW_DOF_TRAVEL_71.5_MM,82.2284,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,KNOWN_DONOR_INTERNAL_INTERFERENCE_ACCEPTED,"volume matches a frozen donor internal row within tolerance; inherited from accepted donor geometry, no assembly-side correction exists"
L1C1-OPEN-026,OPEN,B601_GRIPPER_LEFT_FINGER.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,B601_GRIPPER_PALM.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,0.120711,-75.864,-77.2926,3.30235,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-76.114, -77.7426, 3.1682, -75.614, -76.8426, 3.4365]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,60C634173C1F138FCF6D553652655CF2308C4E302DB3A4DAE818E356E16F8A00,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,0.120711,YES,YES,PRISMATIC_JAW_DOF_TRAVEL_71.5_MM,82.2284,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,KNOWN_DONOR_INTERNAL_INTERFERENCE_ACCEPTED,"volume matches a frozen donor internal row within tolerance; inherited from accepted donor geometry, no assembly-side correction exists"
L1C1-OPEN-027,OPEN,B601_GRIPPER_LEFT_FINGER.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,B601_GRIPPER_PALM.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,0.120711,-75.864,-77.2925,-3.2294,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-76.114, -77.7425, -3.3635, -75.614, -76.8425, -3.0953]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,60C634173C1F138FCF6D553652655CF2308C4E302DB3A4DAE818E356E16F8A00,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,0.120711,YES,YES,PRISMATIC_JAW_DOF_TRAVEL_71.5_MM,82.2284,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,KNOWN_DONOR_INTERNAL_INTERFERENCE_ACCEPTED,"volume matches a frozen donor internal row within tolerance; inherited from accepted donor geometry, no assembly-side correction exists"
L1C1-OPEN-028,OPEN,B601_GRIPPER_PALM.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,B601_GRIPPER_RIGHT_FINGER.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,0.120711,-75.864,77.3074,3.30345,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-76.114, 76.8574, 3.1693, -75.614, 77.7574, 3.4376]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,9D88E05B15F8F5D684A2D9EAC28DC67A3B789ABE5421D95843815289ED43C5B7,0.120711,YES,YES,PRISMATIC_JAW_DOF_TRAVEL_71.5_MM,82.2284,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,KNOWN_DONOR_INTERNAL_INTERFERENCE_ACCEPTED,"volume matches a frozen donor internal row within tolerance; inherited from accepted donor geometry, no assembly-side correction exists"
L1C1-PREG-001,PREGRASP,B601_GRIPPER_LEFT_FINGER.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,B601_GRIPPER_PALM.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,259.384721,-75.864,-87.21755,0.0364,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-78.564, -89.2426, -9.9636, -73.164, -85.1925, 10.0364]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,60C634173C1F138FCF6D553652655CF2308C4E302DB3A4DAE818E356E16F8A00,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,,NO,YES,PRISMATIC_JAW_DOF_TRAVEL_55.0_MM,50.5026,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,POSE_INDUCED_ACROSS_MOVING_JOINT_RULING_REQUIRED,no donor internal row matches this volume; overlap is produced by commanded prismatic travel
L1C1-PREG-002,PREGRASP,B601_GRIPPER_PALM.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,B601_GRIPPER_RIGHT_FINGER.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,259.384662,-75.864,87.23245,0.0377,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-78.564, 85.2074, -9.9623, -73.164, 89.2575, 10.0377]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,9D88E05B15F8F5D684A2D9EAC28DC67A3B789ABE5421D95843815289ED43C5B7,,NO,YES,PRISMATIC_JAW_DOF_TRAVEL_55.0_MM,50.5026,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,POSE_INDUCED_ACROSS_MOVING_JOINT_RULING_REQUIRED,no donor internal row matches this volume; overlap is produced by commanded prismatic travel
L1C1-PREG-003,PREGRASP,B601_GRIPPER_LEFT_FINGER.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,B601_GRIPPER_PALM.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,80.751989,-85.564,-88.61,8.795,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-88.564, -92.0274, 7.2536, -82.564, -85.1926, 10.3364]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,60C634173C1F138FCF6D553652655CF2308C4E302DB3A4DAE818E356E16F8A00,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,,NO,YES,PRISMATIC_JAW_DOF_TRAVEL_55.0_MM,50.5026,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,POSE_INDUCED_ACROSS_MOVING_JOINT_RULING_REQUIRED,no donor internal row matches this volume; overlap is produced by commanded prismatic travel
L1C1-PREG-004,PREGRASP,B601_GRIPPER_PALM.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,B601_GRIPPER_RIGHT_FINGER.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,80.751986,-85.564,88.6249,-8.7209,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-88.564, 85.2075, -10.2623, -82.564, 92.0423, -7.1795]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,9D88E05B15F8F5D684A2D9EAC28DC67A3B789ABE5421D95843815289ED43C5B7,,NO,YES,PRISMATIC_JAW_DOF_TRAVEL_55.0_MM,50.5026,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,POSE_INDUCED_ACROSS_MOVING_JOINT_RULING_REQUIRED,no donor internal row matches this volume; overlap is produced by commanded prismatic travel
L1C1-PREG-005,PREGRASP,B601_GRIPPER_LEFT_FINGER.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,B601_GRIPPER_PALM.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,33.937541,-101.664,-68.4926,0.0365,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-103.164, -71.4176, -2.8885, -100.164, -65.5676, 2.9615]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,60C634173C1F138FCF6D553652655CF2308C4E302DB3A4DAE818E356E16F8A00,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,,NO,YES,PRISMATIC_JAW_DOF_TRAVEL_55.0_MM,50.5026,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,POSE_INDUCED_ACROSS_MOVING_JOINT_RULING_REQUIRED,no donor internal row matches this volume; overlap is produced by commanded prismatic travel
L1C1-PREG-006,PREGRASP,B601_GRIPPER_PALM.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,B601_GRIPPER_RIGHT_FINGER.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,33.937541,-101.664,68.5074,0.0375,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-103.164, 65.5824, -2.8875, -100.164, 71.4324, 2.9625]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,9D88E05B15F8F5D684A2D9EAC28DC67A3B789ABE5421D95843815289ED43C5B7,,NO,YES,PRISMATIC_JAW_DOF_TRAVEL_55.0_MM,50.5026,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,POSE_INDUCED_ACROSS_MOVING_JOINT_RULING_REQUIRED,no donor internal row matches this volume; overlap is produced by commanded prismatic travel
L1C1-PREG-007,PREGRASP,B601_GRIPPER_LEFT_FINGER.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,B601_GRIPPER_PALM.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,12.335019,-99.914,-68.4926,0.0365,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-100.164, -71.4926, -2.9635, -99.664, -65.4926, 3.0365]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,60C634173C1F138FCF6D553652655CF2308C4E302DB3A4DAE818E356E16F8A00,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,,NO,YES,PRISMATIC_JAW_DOF_TRAVEL_55.0_MM,50.5026,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,POSE_INDUCED_ACROSS_MOVING_JOINT_RULING_REQUIRED,no donor internal row matches this volume; overlap is produced by commanded prismatic travel
L1C1-PREG-008,PREGRASP,B601_GRIPPER_PALM.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,B601_GRIPPER_RIGHT_FINGER.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,12.335019,-99.914,68.5074,0.0375,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-100.164, 65.5074, -2.9625, -99.664, 71.5074, 3.0375]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,9D88E05B15F8F5D684A2D9EAC28DC67A3B789ABE5421D95843815289ED43C5B7,,NO,YES,PRISMATIC_JAW_DOF_TRAVEL_55.0_MM,50.5026,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,POSE_INDUCED_ACROSS_MOVING_JOINT_RULING_REQUIRED,no donor internal row matches this volume; overlap is produced by commanded prismatic travel
L1C1-PREG-009,PREGRASP,B601_GRIPPER_LEFT_FINGER.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,B601_GRIPPER_PALM.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,2.162,-77.864,-85.7675,-10.1636,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-82.564, -86.3425, -10.2636, -73.164, -85.1925, -10.0636]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,60C634173C1F138FCF6D553652655CF2308C4E302DB3A4DAE818E356E16F8A00,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,,NO,YES,PRISMATIC_JAW_DOF_TRAVEL_55.0_MM,50.5026,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,POSE_INDUCED_ACROSS_MOVING_JOINT_RULING_REQUIRED,no donor internal row matches this volume; overlap is produced by commanded prismatic travel
