fingerprint_id,configuration,component_A,body_A,component_B,body_B,interference_volume_mm3,centroid_mm_x,centroid_mm_y,centroid_mm_z,centroid_source,interference_bbox_mm,donor_hash,native_hash_A,native_hash_B,donor_volume_match_mm3,internal_donor_only,across_moving_joint,motion_relevance,functional_jaw_gap_mm,involves_spacecraft_solar_hdrm_camera_harness,external_collision_relevance,disposition,rationale
L1C1-PREG-010,PREGRASP,B601_GRIPPER_PALM.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,B601_GRIPPER_RIGHT_FINGER.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,2.161999,-77.864,85.7824,10.2377,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-82.564, 85.2074, 10.1377, -73.164, 86.3574, 10.3377]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,9D88E05B15F8F5D684A2D9EAC28DC67A3B789ABE5421D95843815289ED43C5B7,,NO,YES,PRISMATIC_JAW_DOF_TRAVEL_55.0_MM,50.5026,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,POSE_INDUCED_ACROSS_MOVING_JOINT_RULING_REQUIRED,no donor internal row matches this volume; overlap is produced by commanded prismatic travel
L1C1-PREG-011,PREGRASP,B601_GRIPPER_LEFT_FINGER.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,B601_GRIPPER_PALM.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,1.242,-75.864,-85.7676,10.2364,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-78.564, -86.3426, 10.1364, -73.164, -85.1926, 10.3364]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,60C634173C1F138FCF6D553652655CF2308C4E302DB3A4DAE818E356E16F8A00,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,,NO,YES,PRISMATIC_JAW_DOF_TRAVEL_55.0_MM,50.5026,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,POSE_INDUCED_ACROSS_MOVING_JOINT_RULING_REQUIRED,no donor internal row matches this volume; overlap is produced by commanded prismatic travel
L1C1-PREG-012,PREGRASP,B601_GRIPPER_PALM.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,B601_GRIPPER_RIGHT_FINGER.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,1.241999,-75.864,85.7825,-10.1623,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-78.564, 85.2075, -10.2623, -73.164, 86.3575, -10.0623]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,9D88E05B15F8F5D684A2D9EAC28DC67A3B789ABE5421D95843815289ED43C5B7,,NO,YES,PRISMATIC_JAW_DOF_TRAVEL_55.0_MM,50.5026,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,POSE_INDUCED_ACROSS_MOVING_JOINT_RULING_REQUIRED,no donor internal row matches this volume; overlap is produced by commanded prismatic travel
L1C1-PREG-013,PREGRASP,B601_GRIPPER_PALM.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,B601_GRIPPER_RIGHT_FINGER.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,0.120711,-75.864,60.8075,-3.2284,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-76.114, 60.3575, -3.3625, -75.614, 61.2575, -3.0943]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,9D88E05B15F8F5D684A2D9EAC28DC67A3B789ABE5421D95843815289ED43C5B7,0.120711,YES,YES,PRISMATIC_JAW_DOF_TRAVEL_55.0_MM,50.5026,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,KNOWN_DONOR_INTERNAL_INTERFERENCE_ACCEPTED,"volume matches a frozen donor internal row within tolerance; inherited from accepted donor geometry, no assembly-side correction exists"
L1C1-PREG-014,PREGRASP,B601_GRIPPER_LEFT_FINGER.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,B601_GRIPPER_PALM.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,0.120711,-75.864,-60.7926,3.30245,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-76.114, -61.2426, 3.1683, -75.614, -60.3426, 3.4366]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,60C634173C1F138FCF6D553652655CF2308C4E302DB3A4DAE818E356E16F8A00,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,0.120711,YES,YES,PRISMATIC_JAW_DOF_TRAVEL_55.0_MM,50.5026,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,KNOWN_DONOR_INTERNAL_INTERFERENCE_ACCEPTED,"volume matches a frozen donor internal row within tolerance; inherited from accepted donor geometry, no assembly-side correction exists"
L1C1-PREG-015,PREGRASP,B601_GRIPPER_LEFT_FINGER.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,B601_GRIPPER_PALM.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,0.120711,-75.864,-60.7925,-3.2293,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-76.114, -61.2425, -3.3634, -75.614, -60.3425, -3.0952]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,60C634173C1F138FCF6D553652655CF2308C4E302DB3A4DAE818E356E16F8A00,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,0.120711,YES,YES,PRISMATIC_JAW_DOF_TRAVEL_55.0_MM,50.5026,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,KNOWN_DONOR_INTERNAL_INTERFERENCE_ACCEPTED,"volume matches a frozen donor internal row within tolerance; inherited from accepted donor geometry, no assembly-side correction exists"
L1C1-PREG-016,PREGRASP,B601_GRIPPER_PALM.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,B601_GRIPPER_RIGHT_FINGER.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,0.120711,-75.864,60.8074,3.30335,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-76.114, 60.3574, 3.1692, -75.614, 61.2574, 3.4375]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,9D88E05B15F8F5D684A2D9EAC28DC67A3B789ABE5421D95843815289ED43C5B7,0.120711,YES,YES,PRISMATIC_JAW_DOF_TRAVEL_55.0_MM,50.5026,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,KNOWN_DONOR_INTERNAL_INTERFERENCE_ACCEPTED,"volume matches a frozen donor internal row within tolerance; inherited from accepted donor geometry, no assembly-side correction exists"
L1C1-CLOS-001,CLOSED,B601_GRIPPER_LEFT_FINGER.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,B601_GRIPPER_RIGHT_FINGER.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,79.527907,-32.3697,0.00745,0.03705,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-64.764, -0.0202, -19.5569, 0.0246, 0.0351, 19.631]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,60C634173C1F138FCF6D553652655CF2308C4E302DB3A4DAE818E356E16F8A00,9D88E05B15F8F5D684A2D9EAC28DC67A3B789ABE5421D95843815289ED43C5B7,79.527907,YES,YES,PRISMATIC_JAW_DOF_TRAVEL_0.0_MM,0.0,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,FUNCTIONAL_JAW_CONTACT_NOT_WHITELISTED,left/right jaw-face contact shell at CLOSED; explicitly excluded from the donor exception set by the strict criteria
L1C1-CLOS-002,CLOSED,B601_GRIPPER_PALM.SLDPRT,PALM_SOLID_07;PALM_SOLID_09,B601_GRIPPER_RIGHT_FINGER.SLDPRT,RIGHT_FINGER_SOLID_19,12.055338,-101.164,21.6582,-12.4628,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-102.164, 18.6582, -15.4628, -100.164, 24.6582, -9.4628]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,9D88E05B15F8F5D684A2D9EAC28DC67A3B789ABE5421D95843815289ED43C5B7,12.06477,YES,YES,PRISMATIC_JAW_DOF_TRAVEL_0.0_MM,0.0,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,KNOWN_DONOR_INTERNAL_INTERFERENCE_ACCEPTED,"volume matches a frozen donor internal row within tolerance; inherited from accepted donor geometry, no assembly-side correction exists"
L1C1-CLOS-003,CLOSED,B601_GRIPPER_PALM.SLDPRT,PALM_SOLID_07;PALM_SOLID_09,B601_GRIPPER_RIGHT_FINGER.SLDPRT,RIGHT_FINGER_SOLID_19,12.055338,-101.164,21.658,12.5372,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-102.164, 18.658, 9.5372, -100.164, 24.658, 15.5372]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,9D88E05B15F8F5D684A2D9EAC28DC67A3B789ABE5421D95843815289ED43C5B7,12.06477,YES,YES,PRISMATIC_JAW_DOF_TRAVEL_0.0_MM,0.0,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,KNOWN_DONOR_INTERNAL_INTERFERENCE_ACCEPTED,"volume matches a frozen donor internal row within tolerance; inherited from accepted donor geometry, no assembly-side correction exists"
L1C1-CLOS-004,CLOSED,B601_GRIPPER_LEFT_FINGER.SLDPRT,LEFT_FINGER_SOLID_16,B601_GRIPPER_PALM.SLDPRT,PALM_SOLID_07;PALM_SOLID_09,12.055338,-101.164,-21.6431,-12.4631,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-102.164, -24.6431, -15.4631, -100.164, -18.6431, -9.4631]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,60C634173C1F138FCF6D553652655CF2308C4E302DB3A4DAE818E356E16F8A00,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,12.06477,YES,YES,PRISMATIC_JAW_DOF_TRAVEL_0.0_MM,0.0,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,KNOWN_DONOR_INTERNAL_INTERFERENCE_ACCEPTED,"volume matches a frozen donor internal row within tolerance; inherited from accepted donor geometry, no assembly-side correction exists"
L1C1-CLOS-005,CLOSED,B601_GRIPPER_LEFT_FINGER.SLDPRT,LEFT_FINGER_SOLID_16,B601_GRIPPER_PALM.SLDPRT,PALM_SOLID_07;PALM_SOLID_09,12.055338,-101.164,-21.6433,12.5369,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-102.164, -24.6433, 9.5369, -100.164, -18.6433, 15.5369]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,60C634173C1F138FCF6D553652655CF2308C4E302DB3A4DAE818E356E16F8A00,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,12.06477,YES,YES,PRISMATIC_JAW_DOF_TRAVEL_0.0_MM,0.0,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,KNOWN_DONOR_INTERNAL_INTERFERENCE_ACCEPTED,"volume matches a frozen donor internal row within tolerance; inherited from accepted donor geometry, no assembly-side correction exists"
L1C1-CLOS-006,CLOSED,B601_GRIPPER_PALM.SLDPRT,PALM_SOLID_07;PALM_SOLID_09,B601_GRIPPER_RIGHT_FINGER.SLDPRT,RIGHT_FINGER_SOLID_19,12.055338,-100.664,6.7573,11.7284,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-101.664, 3.7573, 8.7284, -99.664, 9.7573, 14.7284]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,9D88E05B15F8F5D684A2D9EAC28DC67A3B789ABE5421D95843815289ED43C5B7,12.064764,YES,YES,PRISMATIC_JAW_DOF_TRAVEL_0.0_MM,0.0,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,KNOWN_DONOR_INTERNAL_INTERFERENCE_ACCEPTED,"volume matches a frozen donor internal row within tolerance; inherited from accepted donor geometry, no assembly-side correction exists"
L1C1-CLOS-007,CLOSED,B601_GRIPPER_PALM.SLDPRT,PALM_SOLID_07;PALM_SOLID_09,B601_GRIPPER_RIGHT_FINGER.SLDPRT,RIGHT_FINGER_SOLID_19,12.055338,-100.664,6.7575,-11.6543,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-101.664, 3.7575, -14.6543, -99.664, 9.7575, -8.6543]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,9D88E05B15F8F5D684A2D9EAC28DC67A3B789ABE5421D95843815289ED43C5B7,12.064764,YES,YES,PRISMATIC_JAW_DOF_TRAVEL_0.0_MM,0.0,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,KNOWN_DONOR_INTERNAL_INTERFERENCE_ACCEPTED,"volume matches a frozen donor internal row within tolerance; inherited from accepted donor geometry, no assembly-side correction exists"
L1C1-CLOS-008,CLOSED,B601_GRIPPER_LEFT_FINGER.SLDPRT,LEFT_FINGER_SOLID_16,B601_GRIPPER_PALM.SLDPRT,PALM_SOLID_07;PALM_SOLID_09,12.055338,-100.664,-6.7425,-11.6544,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-101.664, -9.7425, -14.6544, -99.664, -3.7425, -8.6544]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,60C634173C1F138FCF6D553652655CF2308C4E302DB3A4DAE818E356E16F8A00,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,12.064764,YES,YES,PRISMATIC_JAW_DOF_TRAVEL_0.0_MM,0.0,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,KNOWN_DONOR_INTERNAL_INTERFERENCE_ACCEPTED,"volume matches a frozen donor internal row within tolerance; inherited from accepted donor geometry, no assembly-side correction exists"
L1C1-CLOS-009,CLOSED,B601_GRIPPER_PALM.SLDPRT,PALM_SOLID_07;PALM_SOLID_09,B601_GRIPPER_RIGHT_FINGER.SLDPRT,RIGHT_FINGER_SOLID_19,12.055338,-100.664,13.5074,0.0371,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-101.664, 10.5074, -2.9629, -99.664, 16.5074, 3.0371]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,9D88E05B15F8F5D684A2D9EAC28DC67A3B789ABE5421D95843815289ED43C5B7,12.064764,YES,YES,PRISMATIC_JAW_DOF_TRAVEL_0.0_MM,0.0,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,KNOWN_DONOR_INTERNAL_INTERFERENCE_ACCEPTED,"volume matches a frozen donor internal row within tolerance; inherited from accepted donor geometry, no assembly-side correction exists"
L1C1-CLOS-010,CLOSED,B601_GRIPPER_LEFT_FINGER.SLDPRT,LEFT_FINGER_SOLID_16,B601_GRIPPER_PALM.SLDPRT,PALM_SOLID_07;PALM_SOLID_09,12.055338,-100.664,-13.4926,0.0369,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-101.664, -16.4926, -2.9631, -99.664, -10.4926, 3.0369]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,60C634173C1F138FCF6D553652655CF2308C4E302DB3A4DAE818E356E16F8A00,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,12.055338,YES,YES,PRISMATIC_JAW_DOF_TRAVEL_0.0_MM,0.0,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,KNOWN_DONOR_INTERNAL_INTERFERENCE_ACCEPTED,"volume matches a frozen donor internal row within tolerance; inherited from accepted donor geometry, no assembly-side correction exists"
L1C1-CLOS-011,CLOSED,B601_GRIPPER_LEFT_FINGER.SLDPRT,LEFT_FINGER_SOLID_16,B601_GRIPPER_PALM.SLDPRT,PALM_SOLID_07;PALM_SOLID_09,12.055338,-102.164,-10.9928,30.0369,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-103.164, -13.9928, 27.0369, -101.164, -7.9928, 33.0369]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,60C634173C1F138FCF6D553652655CF2308C4E302DB3A4DAE818E356E16F8A00,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,12.055338,YES,YES,PRISMATIC_JAW_DOF_TRAVEL_0.0_MM,0.0,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,KNOWN_DONOR_INTERNAL_INTERFERENCE_ACCEPTED,"volume matches a frozen donor internal row within tolerance; inherited from accepted donor geometry, no assembly-side correction exists"
L1C1-CLOS-012,CLOSED,B601_GRIPPER_LEFT_FINGER.SLDPRT,LEFT_FINGER_SOLID_16,B601_GRIPPER_PALM.SLDPRT,PALM_SOLID_07;PALM_SOLID_09,12.055338,-102.164,-10.9923,-29.9631,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-103.164, -13.9923, -32.9631, -101.164, -7.9923, -26.9631]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,60C634173C1F138FCF6D553652655CF2308C4E302DB3A4DAE818E356E16F8A00,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,12.055338,YES,YES,PRISMATIC_JAW_DOF_TRAVEL_0.0_MM,0.0,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,KNOWN_DONOR_INTERNAL_INTERFERENCE_ACCEPTED,"volume matches a frozen donor internal row within tolerance; inherited from accepted donor geometry, no assembly-side correction exists"
L1C1-CLOS-013,CLOSED,B601_GRIPPER_PALM.SLDPRT,PALM_SOLID_07;PALM_SOLID_09,B601_GRIPPER_RIGHT_FINGER.SLDPRT,RIGHT_FINGER_SOLID_19,12.055338,-102.164,11.0072,30.0371,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-103.164, 8.0072, 27.0371, -101.164, 14.0072, 33.0371]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,9D88E05B15F8F5D684A2D9EAC28DC67A3B789ABE5421D95843815289ED43C5B7,12.055338,YES,YES,PRISMATIC_JAW_DOF_TRAVEL_0.0_MM,0.0,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,KNOWN_DONOR_INTERNAL_INTERFERENCE_ACCEPTED,"volume matches a frozen donor internal row within tolerance; inherited from accepted donor geometry, no assembly-side correction exists"
L1C1-CLOS-014,CLOSED,B601_GRIPPER_PALM.SLDPRT,PALM_SOLID_07;PALM_SOLID_09,B601_GRIPPER_RIGHT_FINGER.SLDPRT,RIGHT_FINGER_SOLID_19,12.055338,-102.164,11.0077,-29.9629,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-103.164, 8.0077, -32.9629, -101.164, 14.0077, -26.9629]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,9D88E05B15F8F5D684A2D9EAC28DC67A3B789ABE5421D95843815289ED43C5B7,12.055338,YES,YES,PRISMATIC_JAW_DOF_TRAVEL_0.0_MM,0.0,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,KNOWN_DONOR_INTERNAL_INTERFERENCE_ACCEPTED,"volume matches a frozen donor internal row within tolerance; inherited from accepted donor geometry, no assembly-side correction exists"
L1C1-CLOS-015,CLOSED,B601_GRIPPER_LEFT_FINGER.SLDPRT,LEFT_FINGER_SOLID_16,B601_GRIPPER_PALM.SLDPRT,PALM_SOLID_07;PALM_SOLID_09,12.055338,-100.664,-6.7427,11.7283,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-101.664, -9.7427, 8.7283, -99.664, -3.7427, 14.7283]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,60C634173C1F138FCF6D553652655CF2308C4E302DB3A4DAE818E356E16F8A00,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,12.055338,YES,YES,PRISMATIC_JAW_DOF_TRAVEL_0.0_MM,0.0,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,KNOWN_DONOR_INTERNAL_INTERFERENCE_ACCEPTED,"volume matches a frozen donor internal row within tolerance; inherited from accepted donor geometry, no assembly-side correction exists"
L1C1-CLOS-016,CLOSED,B601_GRIPPER_LEFT_FINGER.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,B601_GRIPPER_PALM.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,11.917273,-85.564,0.2694,8.1427,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-88.564, -0.4902, 7.2475, -82.564, 1.029, 9.0379]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,60C634173C1F138FCF6D553652655CF2308C4E302DB3A4DAE818E356E16F8A00,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,11.917273,YES,YES,PRISMATIC_JAW_DOF_TRAVEL_0.0_MM,0.0,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,KNOWN_DONOR_INTERNAL_INTERFERENCE_ACCEPTED,"volume matches a frozen donor internal row within tolerance; inherited from accepted donor geometry, no assembly-side correction exists"
L1C1-CLOS-017,CLOSED,B601_GRIPPER_PALM.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,B601_GRIPPER_RIGHT_FINGER.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,11.917183,-85.564,-0.25725,-8.06865,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-88.564, -1.0195, -8.9638, -82.564, 0.505, -7.1735]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,9D88E05B15F8F5D684A2D9EAC28DC67A3B789ABE5421D95843815289ED43C5B7,11.917183,YES,YES,PRISMATIC_JAW_DOF_TRAVEL_0.0_MM,0.0,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,KNOWN_DONOR_INTERNAL_INTERFERENCE_ACCEPTED,"volume matches a frozen donor internal row within tolerance; inherited from accepted donor geometry, no assembly-side correction exists"
L1C1-CLOS-018,CLOSED,B601_GRIPPER_LEFT_FINGER.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,B601_GRIPPER_PALM.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,8.429286,-96.88275,-10.9923,-29.9631,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-100.164, -12.4923, -31.4631, -93.6015, -9.4923, -28.4631]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,60C634173C1F138FCF6D553652655CF2308C4E302DB3A4DAE818E356E16F8A00,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,8.429286,YES,YES,PRISMATIC_JAW_DOF_TRAVEL_0.0_MM,0.0,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,KNOWN_DONOR_INTERNAL_INTERFERENCE_ACCEPTED,"volume matches a frozen donor internal row within tolerance; inherited from accepted donor geometry, no assembly-side correction exists"
L1C1-CLOS-019,CLOSED,B601_GRIPPER_PALM.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,B601_GRIPPER_RIGHT_FINGER.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,8.429286,-96.88275,11.0077,-29.9629,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-100.164, 9.5077, -31.4629, -93.6015, 12.5077, -28.4629]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,9D88E05B15F8F5D684A2D9EAC28DC67A3B789ABE5421D95843815289ED43C5B7,8.429286,YES,YES,PRISMATIC_JAW_DOF_TRAVEL_0.0_MM,0.0,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,KNOWN_DONOR_INTERNAL_INTERFERENCE_ACCEPTED,"volume matches a frozen donor internal row within tolerance; inherited from accepted donor geometry, no assembly-side correction exists"
L1C1-CLOS-020,CLOSED,B601_GRIPPER_LEFT_FINGER.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,B601_GRIPPER_PALM.SLDPRT,BODY_EVIDENCE_NOT_CAPTURED_BY_PROBE,8.429286,-96.88275,-10.9928,30.0369,INTERFERENCE_BBOX_CENTER_NOT_VOLUMETRIC_CENTROID,"[-100.164, -12.4928, 28.5369, -93.6015, -9.4928, 31.5369]",6758B99741FFACABC31C2D629C6191F25C461AC877442212B468B141805EEECC,60C634173C1F138FCF6D553652655CF2308C4E302DB3A4DAE818E356E16F8A00,0E226BA20D6CD2E6E8093EC2772892C2C7AA1C1FCDF8280D0EDDF0EFFD2BCD38,8.429286,YES,YES,PRISMATIC_JAW_DOF_TRAVEL_0.0_MM,0.0,NO,NONE_INTERNAL_TO_GRIPPER_SUBASSEMBLY,KNOWN_DONOR_INTERNAL_INTERFERENCE_ACCEPTED,"volume matches a frozen donor internal row within tolerance; inherited from accepted donor geometry, no assembly-side correction exists"
