grid_index,case_id,scenario_hash,grasp_point_id,t_c_s,v_app_mps,task_constraint_mode,capture_mode,e15_state,M_PCS_e15,binding_metrics,binding_items,e15_reason_codes,e15_state_qualified,threshold_registry_schema_version,threshold_registry_status,threshold_evidence_json,H_RW_Nms,limit__H_RW_Nms,margin__H_RW_Nms,J_thr_Ns,limit__J_thr_Ns,margin__J_thr_Ns,E_flex_J,limit__E_flex_J,margin__E_flex_J,post_capture_rate_dps,limit__post_capture_rate_dps,margin__post_capture_rate_dps,base_attitude_change_deg,limit__base_attitude_change_deg,margin__base_attitude_change_deg
49,P3_tc00_v5mm_approach_5d,35c31f5f7ae7f1ab,P3,0,0.0050000000000000001,approach_5d,rigid_6dof,UNSAFE,,,reason:FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;reason:HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;reason:HARD_FLAG_MISSING_OR_INVALID_condition_number_max;reason:HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;reason:IK_FAIL;reason:IK_INFEASIBLE;reason:INVALID_OR_MISSING_E_flex_J;reason:INVALID_OR_MISSING_H_RW_Nms;reason:INVALID_OR_MISSING_J_thr_Ns;reason:INVALID_OR_MISSING_base_attitude_change_deg;reason:INVALID_OR_MISSING_post_capture_rate_dps,FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;HARD_FLAG_MISSING_OR_INVALID_condition_number_max;HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;IK_FAIL;IK_INFEASIBLE;INVALID_OR_MISSING_E_flex_J;INVALID_OR_MISSING_H_RW_Nms;INVALID_OR_MISSING_J_thr_Ns;INVALID_OR_MISSING_base_attitude_change_deg;INVALID_OR_MISSING_post_capture_rate_dps,UNSAFE_UNDER_PROVISIONAL_THRESHOLDS,e15-v1,PROVISIONAL,"{""E_flex_J"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""H_RW_Nms"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""J_thr_Ns"":{""confidence"":""LOW"",""source_type"":""DERIVED"",""verification_status"":""UNVERIFIED""},""base_attitude_change_deg"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""post_capture_rate_dps"":{""confidence"":""MEDIUM"",""source_type"":""MISSION_ASSUMPTION"",""verification_status"":""PARTIAL""}}",,5.4749999999999996,,,32.205882352941174,,,0.001,,,2,,,20,
50,P3_tc00_v10mm_pose_6d,8eba4f3a74398c4a,P3,0,0.01,pose_6d,rigid_6dof,UNSAFE,,,reason:FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;reason:HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;reason:HARD_FLAG_MISSING_OR_INVALID_condition_number_max;reason:HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;reason:IK_FAIL;reason:IK_INFEASIBLE;reason:INVALID_OR_MISSING_E_flex_J;reason:INVALID_OR_MISSING_H_RW_Nms;reason:INVALID_OR_MISSING_J_thr_Ns;reason:INVALID_OR_MISSING_base_attitude_change_deg;reason:INVALID_OR_MISSING_post_capture_rate_dps,FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;HARD_FLAG_MISSING_OR_INVALID_condition_number_max;HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;IK_FAIL;IK_INFEASIBLE;INVALID_OR_MISSING_E_flex_J;INVALID_OR_MISSING_H_RW_Nms;INVALID_OR_MISSING_J_thr_Ns;INVALID_OR_MISSING_base_attitude_change_deg;INVALID_OR_MISSING_post_capture_rate_dps,UNSAFE_UNDER_PROVISIONAL_THRESHOLDS,e15-v1,PROVISIONAL,"{""E_flex_J"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""H_RW_Nms"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""J_thr_Ns"":{""confidence"":""LOW"",""source_type"":""DERIVED"",""verification_status"":""UNVERIFIED""},""base_attitude_change_deg"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""post_capture_rate_dps"":{""confidence"":""MEDIUM"",""source_type"":""MISSION_ASSUMPTION"",""verification_status"":""PARTIAL""}}",,5.4749999999999996,,,32.205882352941174,,,0.001,,,2,,,20,
51,P3_tc00_v10mm_approach_5d,92bdd55dbea34a7e,P3,0,0.01,approach_5d,rigid_6dof,UNSAFE,,,reason:FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;reason:HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;reason:HARD_FLAG_MISSING_OR_INVALID_condition_number_max;reason:HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;reason:IK_FAIL;reason:IK_INFEASIBLE;reason:INVALID_OR_MISSING_E_flex_J;reason:INVALID_OR_MISSING_H_RW_Nms;reason:INVALID_OR_MISSING_J_thr_Ns;reason:INVALID_OR_MISSING_base_attitude_change_deg;reason:INVALID_OR_MISSING_post_capture_rate_dps,FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;HARD_FLAG_MISSING_OR_INVALID_condition_number_max;HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;IK_FAIL;IK_INFEASIBLE;INVALID_OR_MISSING_E_flex_J;INVALID_OR_MISSING_H_RW_Nms;INVALID_OR_MISSING_J_thr_Ns;INVALID_OR_MISSING_base_attitude_change_deg;INVALID_OR_MISSING_post_capture_rate_dps,UNSAFE_UNDER_PROVISIONAL_THRESHOLDS,e15-v1,PROVISIONAL,"{""E_flex_J"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""H_RW_Nms"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""J_thr_Ns"":{""confidence"":""LOW"",""source_type"":""DERIVED"",""verification_status"":""UNVERIFIED""},""base_attitude_change_deg"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""post_capture_rate_dps"":{""confidence"":""MEDIUM"",""source_type"":""MISSION_ASSUMPTION"",""verification_status"":""PARTIAL""}}",,5.4749999999999996,,,32.205882352941174,,,0.001,,,2,,,20,
52,P3_tc00_v20mm_pose_6d,42624f9f644611f0,P3,0,0.02,pose_6d,rigid_6dof,UNSAFE,,,reason:FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;reason:HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;reason:HARD_FLAG_MISSING_OR_INVALID_condition_number_max;reason:HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;reason:IK_FAIL;reason:IK_INFEASIBLE;reason:INVALID_OR_MISSING_E_flex_J;reason:INVALID_OR_MISSING_H_RW_Nms;reason:INVALID_OR_MISSING_J_thr_Ns;reason:INVALID_OR_MISSING_base_attitude_change_deg;reason:INVALID_OR_MISSING_post_capture_rate_dps,FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;HARD_FLAG_MISSING_OR_INVALID_condition_number_max;HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;IK_FAIL;IK_INFEASIBLE;INVALID_OR_MISSING_E_flex_J;INVALID_OR_MISSING_H_RW_Nms;INVALID_OR_MISSING_J_thr_Ns;INVALID_OR_MISSING_base_attitude_change_deg;INVALID_OR_MISSING_post_capture_rate_dps,UNSAFE_UNDER_PROVISIONAL_THRESHOLDS,e15-v1,PROVISIONAL,"{""E_flex_J"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""H_RW_Nms"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""J_thr_Ns"":{""confidence"":""LOW"",""source_type"":""DERIVED"",""verification_status"":""UNVERIFIED""},""base_attitude_change_deg"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""post_capture_rate_dps"":{""confidence"":""MEDIUM"",""source_type"":""MISSION_ASSUMPTION"",""verification_status"":""PARTIAL""}}",,5.4749999999999996,,,32.205882352941174,,,0.001,,,2,,,20,
53,P3_tc00_v20mm_approach_5d,6aa8712461ce392a,P3,0,0.02,approach_5d,rigid_6dof,UNSAFE,,,reason:FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;reason:HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;reason:HARD_FLAG_MISSING_OR_INVALID_condition_number_max;reason:HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;reason:IK_FAIL;reason:IK_INFEASIBLE;reason:INVALID_OR_MISSING_E_flex_J;reason:INVALID_OR_MISSING_H_RW_Nms;reason:INVALID_OR_MISSING_J_thr_Ns;reason:INVALID_OR_MISSING_base_attitude_change_deg;reason:INVALID_OR_MISSING_post_capture_rate_dps,FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;HARD_FLAG_MISSING_OR_INVALID_condition_number_max;HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;IK_FAIL;IK_INFEASIBLE;INVALID_OR_MISSING_E_flex_J;INVALID_OR_MISSING_H_RW_Nms;INVALID_OR_MISSING_J_thr_Ns;INVALID_OR_MISSING_base_attitude_change_deg;INVALID_OR_MISSING_post_capture_rate_dps,UNSAFE_UNDER_PROVISIONAL_THRESHOLDS,e15-v1,PROVISIONAL,"{""E_flex_J"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""H_RW_Nms"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""J_thr_Ns"":{""confidence"":""LOW"",""source_type"":""DERIVED"",""verification_status"":""UNVERIFIED""},""base_attitude_change_deg"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""post_capture_rate_dps"":{""confidence"":""MEDIUM"",""source_type"":""MISSION_ASSUMPTION"",""verification_status"":""PARTIAL""}}",,5.4749999999999996,,,32.205882352941174,,,0.001,,,2,,,20,
54,P3_tc30_v5mm_pose_6d,35856dcff7b63ede,P3,30,0.0050000000000000001,pose_6d,rigid_6dof,UNSAFE,,,reason:FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;reason:HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;reason:HARD_FLAG_MISSING_OR_INVALID_condition_number_max;reason:HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;reason:IK_FAIL;reason:IK_INFEASIBLE;reason:INVALID_OR_MISSING_E_flex_J;reason:INVALID_OR_MISSING_H_RW_Nms;reason:INVALID_OR_MISSING_J_thr_Ns;reason:INVALID_OR_MISSING_base_attitude_change_deg;reason:INVALID_OR_MISSING_post_capture_rate_dps,FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;HARD_FLAG_MISSING_OR_INVALID_condition_number_max;HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;IK_FAIL;IK_INFEASIBLE;INVALID_OR_MISSING_E_flex_J;INVALID_OR_MISSING_H_RW_Nms;INVALID_OR_MISSING_J_thr_Ns;INVALID_OR_MISSING_base_attitude_change_deg;INVALID_OR_MISSING_post_capture_rate_dps,UNSAFE_UNDER_PROVISIONAL_THRESHOLDS,e15-v1,PROVISIONAL,"{""E_flex_J"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""H_RW_Nms"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""J_thr_Ns"":{""confidence"":""LOW"",""source_type"":""DERIVED"",""verification_status"":""UNVERIFIED""},""base_attitude_change_deg"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""post_capture_rate_dps"":{""confidence"":""MEDIUM"",""source_type"":""MISSION_ASSUMPTION"",""verification_status"":""PARTIAL""}}",,5.4749999999999996,,,32.205882352941174,,,0.001,,,2,,,20,
55,P3_tc30_v5mm_approach_5d,e0a10e8e6bc47d9c,P3,30,0.0050000000000000001,approach_5d,rigid_6dof,UNSAFE,,,reason:FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;reason:HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;reason:HARD_FLAG_MISSING_OR_INVALID_condition_number_max;reason:HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;reason:IK_FAIL;reason:IK_INFEASIBLE;reason:INVALID_OR_MISSING_E_flex_J;reason:INVALID_OR_MISSING_H_RW_Nms;reason:INVALID_OR_MISSING_J_thr_Ns;reason:INVALID_OR_MISSING_base_attitude_change_deg;reason:INVALID_OR_MISSING_post_capture_rate_dps,FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;HARD_FLAG_MISSING_OR_INVALID_condition_number_max;HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;IK_FAIL;IK_INFEASIBLE;INVALID_OR_MISSING_E_flex_J;INVALID_OR_MISSING_H_RW_Nms;INVALID_OR_MISSING_J_thr_Ns;INVALID_OR_MISSING_base_attitude_change_deg;INVALID_OR_MISSING_post_capture_rate_dps,UNSAFE_UNDER_PROVISIONAL_THRESHOLDS,e15-v1,PROVISIONAL,"{""E_flex_J"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""H_RW_Nms"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""J_thr_Ns"":{""confidence"":""LOW"",""source_type"":""DERIVED"",""verification_status"":""UNVERIFIED""},""base_attitude_change_deg"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""post_capture_rate_dps"":{""confidence"":""MEDIUM"",""source_type"":""MISSION_ASSUMPTION"",""verification_status"":""PARTIAL""}}",,5.4749999999999996,,,32.205882352941174,,,0.001,,,2,,,20,
56,P3_tc30_v10mm_pose_6d,a87c44bc73852533,P3,30,0.01,pose_6d,rigid_6dof,UNSAFE,,,reason:FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;reason:HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;reason:HARD_FLAG_MISSING_OR_INVALID_condition_number_max;reason:HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;reason:IK_FAIL;reason:IK_INFEASIBLE;reason:INVALID_OR_MISSING_E_flex_J;reason:INVALID_OR_MISSING_H_RW_Nms;reason:INVALID_OR_MISSING_J_thr_Ns;reason:INVALID_OR_MISSING_base_attitude_change_deg;reason:INVALID_OR_MISSING_post_capture_rate_dps,FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;HARD_FLAG_MISSING_OR_INVALID_condition_number_max;HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;IK_FAIL;IK_INFEASIBLE;INVALID_OR_MISSING_E_flex_J;INVALID_OR_MISSING_H_RW_Nms;INVALID_OR_MISSING_J_thr_Ns;INVALID_OR_MISSING_base_attitude_change_deg;INVALID_OR_MISSING_post_capture_rate_dps,UNSAFE_UNDER_PROVISIONAL_THRESHOLDS,e15-v1,PROVISIONAL,"{""E_flex_J"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""H_RW_Nms"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""J_thr_Ns"":{""confidence"":""LOW"",""source_type"":""DERIVED"",""verification_status"":""UNVERIFIED""},""base_attitude_change_deg"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""post_capture_rate_dps"":{""confidence"":""MEDIUM"",""source_type"":""MISSION_ASSUMPTION"",""verification_status"":""PARTIAL""}}",,5.4749999999999996,,,32.205882352941174,,,0.001,,,2,,,20,
57,P3_tc30_v10mm_approach_5d,96d597c46318f495,P3,30,0.01,approach_5d,rigid_6dof,UNSAFE,,,reason:FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;reason:HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;reason:HARD_FLAG_MISSING_OR_INVALID_condition_number_max;reason:HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;reason:IK_FAIL;reason:IK_INFEASIBLE;reason:INVALID_OR_MISSING_E_flex_J;reason:INVALID_OR_MISSING_H_RW_Nms;reason:INVALID_OR_MISSING_J_thr_Ns;reason:INVALID_OR_MISSING_base_attitude_change_deg;reason:INVALID_OR_MISSING_post_capture_rate_dps,FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;HARD_FLAG_MISSING_OR_INVALID_condition_number_max;HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;IK_FAIL;IK_INFEASIBLE;INVALID_OR_MISSING_E_flex_J;INVALID_OR_MISSING_H_RW_Nms;INVALID_OR_MISSING_J_thr_Ns;INVALID_OR_MISSING_base_attitude_change_deg;INVALID_OR_MISSING_post_capture_rate_dps,UNSAFE_UNDER_PROVISIONAL_THRESHOLDS,e15-v1,PROVISIONAL,"{""E_flex_J"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""H_RW_Nms"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""J_thr_Ns"":{""confidence"":""LOW"",""source_type"":""DERIVED"",""verification_status"":""UNVERIFIED""},""base_attitude_change_deg"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""post_capture_rate_dps"":{""confidence"":""MEDIUM"",""source_type"":""MISSION_ASSUMPTION"",""verification_status"":""PARTIAL""}}",,5.4749999999999996,,,32.205882352941174,,,0.001,,,2,,,20,
58,P3_tc30_v20mm_pose_6d,f89129c33162adaa,P3,30,0.02,pose_6d,rigid_6dof,UNSAFE,,,reason:FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;reason:HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;reason:HARD_FLAG_MISSING_OR_INVALID_condition_number_max;reason:HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;reason:IK_FAIL;reason:IK_INFEASIBLE;reason:INVALID_OR_MISSING_E_flex_J;reason:INVALID_OR_MISSING_H_RW_Nms;reason:INVALID_OR_MISSING_J_thr_Ns;reason:INVALID_OR_MISSING_base_attitude_change_deg;reason:INVALID_OR_MISSING_post_capture_rate_dps,FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;HARD_FLAG_MISSING_OR_INVALID_condition_number_max;HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;IK_FAIL;IK_INFEASIBLE;INVALID_OR_MISSING_E_flex_J;INVALID_OR_MISSING_H_RW_Nms;INVALID_OR_MISSING_J_thr_Ns;INVALID_OR_MISSING_base_attitude_change_deg;INVALID_OR_MISSING_post_capture_rate_dps,UNSAFE_UNDER_PROVISIONAL_THRESHOLDS,e15-v1,PROVISIONAL,"{""E_flex_J"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""H_RW_Nms"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""J_thr_Ns"":{""confidence"":""LOW"",""source_type"":""DERIVED"",""verification_status"":""UNVERIFIED""},""base_attitude_change_deg"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""post_capture_rate_dps"":{""confidence"":""MEDIUM"",""source_type"":""MISSION_ASSUMPTION"",""verification_status"":""PARTIAL""}}",,5.4749999999999996,,,32.205882352941174,,,0.001,,,2,,,20,
59,P3_tc30_v20mm_approach_5d,b7f25cdcdcb1389a,P3,30,0.02,approach_5d,rigid_6dof,UNSAFE,,,reason:FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;reason:HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;reason:HARD_FLAG_MISSING_OR_INVALID_condition_number_max;reason:HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;reason:IK_FAIL;reason:IK_INFEASIBLE;reason:INVALID_OR_MISSING_E_flex_J;reason:INVALID_OR_MISSING_H_RW_Nms;reason:INVALID_OR_MISSING_J_thr_Ns;reason:INVALID_OR_MISSING_base_attitude_change_deg;reason:INVALID_OR_MISSING_post_capture_rate_dps,FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;HARD_FLAG_MISSING_OR_INVALID_condition_number_max;HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;IK_FAIL;IK_INFEASIBLE;INVALID_OR_MISSING_E_flex_J;INVALID_OR_MISSING_H_RW_Nms;INVALID_OR_MISSING_J_thr_Ns;INVALID_OR_MISSING_base_attitude_change_deg;INVALID_OR_MISSING_post_capture_rate_dps,UNSAFE_UNDER_PROVISIONAL_THRESHOLDS,e15-v1,PROVISIONAL,"{""E_flex_J"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""H_RW_Nms"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""J_thr_Ns"":{""confidence"":""LOW"",""source_type"":""DERIVED"",""verification_status"":""UNVERIFIED""},""base_attitude_change_deg"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""post_capture_rate_dps"":{""confidence"":""MEDIUM"",""source_type"":""MISSION_ASSUMPTION"",""verification_status"":""PARTIAL""}}",,5.4749999999999996,,,32.205882352941174,,,0.001,,,2,,,20,
60,P3_tc60_v5mm_pose_6d,ae2f14058dcf2a5b,P3,60,0.0050000000000000001,pose_6d,rigid_6dof,UNSAFE,,,reason:FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;reason:HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;reason:HARD_FLAG_MISSING_OR_INVALID_condition_number_max;reason:HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;reason:IK_FAIL;reason:IK_INFEASIBLE;reason:INVALID_OR_MISSING_E_flex_J;reason:INVALID_OR_MISSING_H_RW_Nms;reason:INVALID_OR_MISSING_J_thr_Ns;reason:INVALID_OR_MISSING_base_attitude_change_deg;reason:INVALID_OR_MISSING_post_capture_rate_dps,FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;HARD_FLAG_MISSING_OR_INVALID_condition_number_max;HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;IK_FAIL;IK_INFEASIBLE;INVALID_OR_MISSING_E_flex_J;INVALID_OR_MISSING_H_RW_Nms;INVALID_OR_MISSING_J_thr_Ns;INVALID_OR_MISSING_base_attitude_change_deg;INVALID_OR_MISSING_post_capture_rate_dps,UNSAFE_UNDER_PROVISIONAL_THRESHOLDS,e15-v1,PROVISIONAL,"{""E_flex_J"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""H_RW_Nms"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""J_thr_Ns"":{""confidence"":""LOW"",""source_type"":""DERIVED"",""verification_status"":""UNVERIFIED""},""base_attitude_change_deg"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""post_capture_rate_dps"":{""confidence"":""MEDIUM"",""source_type"":""MISSION_ASSUMPTION"",""verification_status"":""PARTIAL""}}",,5.4749999999999996,,,32.205882352941174,,,0.001,,,2,,,20,
61,P3_tc60_v5mm_approach_5d,d26dcd7e44351df0,P3,60,0.0050000000000000001,approach_5d,rigid_6dof,UNSAFE,,,reason:FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;reason:HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;reason:HARD_FLAG_MISSING_OR_INVALID_condition_number_max;reason:HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;reason:IK_FAIL;reason:IK_INFEASIBLE;reason:INVALID_OR_MISSING_E_flex_J;reason:INVALID_OR_MISSING_H_RW_Nms;reason:INVALID_OR_MISSING_J_thr_Ns;reason:INVALID_OR_MISSING_base_attitude_change_deg;reason:INVALID_OR_MISSING_post_capture_rate_dps,FLEX_STATUS_SKIPPED_DEFINITE_UNSAFE;HARD_FLAG_MISSING_OR_INVALID_collision_margin_min_m;HARD_FLAG_MISSING_OR_INVALID_condition_number_max;HARD_FLAG_MISSING_OR_INVALID_joint_limit_margin_min_rad;IK_FAIL;IK_INFEASIBLE;INVALID_OR_MISSING_E_flex_J;INVALID_OR_MISSING_H_RW_Nms;INVALID_OR_MISSING_J_thr_Ns;INVALID_OR_MISSING_base_attitude_change_deg;INVALID_OR_MISSING_post_capture_rate_dps,UNSAFE_UNDER_PROVISIONAL_THRESHOLDS,e15-v1,PROVISIONAL,"{""E_flex_J"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""H_RW_Nms"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""J_thr_Ns"":{""confidence"":""LOW"",""source_type"":""DERIVED"",""verification_status"":""UNVERIFIED""},""base_attitude_change_deg"":{""confidence"":""LOW"",""source_type"":""PROVISIONAL"",""verification_status"":""UNVERIFIED""},""post_capture_rate_dps"":{""confidence"":""MEDIUM"",""source_type"":""MISSION_ASSUMPTION"",""verification_status"":""PARTIAL""}}",,5.4749999999999996,,,32.205882352941174,,,0.001,,,2,,,20,
