concept,condition,axis,sign,maximum_pure_axis,unit,nonzero_authority,active_jet_count
CONCEPT_24_JETS,C24_J17_FAILED,Fx,1,0.048,N,True,8
CONCEPT_24_JETS,C24_J17_FAILED,Fx,-1,0.048,N,True,8
CONCEPT_24_JETS,C24_J17_FAILED,Fy,1,0.048,N,True,10
CONCEPT_24_JETS,C24_J17_FAILED,Fy,-1,0.048,N,True,10
CONCEPT_24_JETS,C24_J17_FAILED,Fz,1,0.036000000000000004,N,True,11
CONCEPT_24_JETS,C24_J17_FAILED,Fz,-1,0.048,N,True,12
CONCEPT_24_JETS,C24_J17_FAILED,Tx,1,0.007679999999999999,Nm,True,12
CONCEPT_24_JETS,C24_J17_FAILED,Tx,-1,0.0057599999999999995,Nm,True,10
CONCEPT_24_JETS,C24_J17_FAILED,Ty,1,0.0072000000000000015,Nm,True,10
CONCEPT_24_JETS,C24_J17_FAILED,Ty,-1,0.010560000000000003,Nm,True,12
CONCEPT_24_JETS,C24_J17_FAILED,Tz,1,0.010560000000000003,Nm,True,8
CONCEPT_24_JETS,C24_J17_FAILED,Tz,-1,0.010560000000000003,Nm,True,8
CONCEPT_24_JETS,C24_J18_FAILED,Fx,1,0.048,N,True,8
CONCEPT_24_JETS,C24_J18_FAILED,Fx,-1,0.048,N,True,8
CONCEPT_24_JETS,C24_J18_FAILED,Fy,1,0.048,N,True,8
CONCEPT_24_JETS,C24_J18_FAILED,Fy,-1,0.048,N,True,8
CONCEPT_24_JETS,C24_J18_FAILED,Fz,1,0.036000000000000004,N,True,11
CONCEPT_24_JETS,C24_J18_FAILED,Fz,-1,0.048,N,True,12
CONCEPT_24_JETS,C24_J18_FAILED,Tx,1,0.0057599999999999995,Nm,True,10
CONCEPT_24_JETS,C24_J18_FAILED,Tx,-1,0.007679999999999999,Nm,True,12
CONCEPT_24_JETS,C24_J18_FAILED,Ty,1,0.0072000000000000015,Nm,True,8
CONCEPT_24_JETS,C24_J18_FAILED,Ty,-1,0.010560000000000003,Nm,True,12
CONCEPT_24_JETS,C24_J18_FAILED,Tz,1,0.010560000000000003,Nm,True,8
CONCEPT_24_JETS,C24_J18_FAILED,Tz,-1,0.010560000000000003,Nm,True,8
CONCEPT_24_JETS,C24_J19_FAILED,Fx,1,0.048,N,True,8
CONCEPT_24_JETS,C24_J19_FAILED,Fx,-1,0.048,N,True,8
CONCEPT_24_JETS,C24_J19_FAILED,Fy,1,0.048,N,True,10
CONCEPT_24_JETS,C24_J19_FAILED,Fy,-1,0.048,N,True,10
CONCEPT_24_JETS,C24_J19_FAILED,Fz,1,0.036000000000000004,N,True,11
CONCEPT_24_JETS,C24_J19_FAILED,Fz,-1,0.048,N,True,12
CONCEPT_24_JETS,C24_J19_FAILED,Tx,1,0.007679999999999999,Nm,True,12
CONCEPT_24_JETS,C24_J19_FAILED,Tx,-1,0.0057599999999999995,Nm,True,10
CONCEPT_24_JETS,C24_J19_FAILED,Ty,1,0.010560000000000003,Nm,True,12
CONCEPT_24_JETS,C24_J19_FAILED,Ty,-1,0.0072000000000000015,Nm,True,8
CONCEPT_24_JETS,C24_J19_FAILED,Tz,1,0.010560000000000003,Nm,True,8
CONCEPT_24_JETS,C24_J19_FAILED,Tz,-1,0.010560000000000003,Nm,True,8
CONCEPT_24_JETS,C24_J20_FAILED,Fx,1,0.048,N,True,8
CONCEPT_24_JETS,C24_J20_FAILED,Fx,-1,0.048,N,True,8
CONCEPT_24_JETS,C24_J20_FAILED,Fy,1,0.048,N,True,10
CONCEPT_24_JETS,C24_J20_FAILED,Fy,-1,0.048,N,True,10
CONCEPT_24_JETS,C24_J20_FAILED,Fz,1,0.036000000000000004,N,True,11
CONCEPT_24_JETS,C24_J20_FAILED,Fz,-1,0.048,N,True,12
CONCEPT_24_JETS,C24_J20_FAILED,Tx,1,0.0057599999999999995,Nm,True,10
CONCEPT_24_JETS,C24_J20_FAILED,Tx,-1,0.007679999999999999,Nm,True,12
CONCEPT_24_JETS,C24_J20_FAILED,Ty,1,0.010560000000000003,Nm,True,12
CONCEPT_24_JETS,C24_J20_FAILED,Ty,-1,0.0072000000000000015,Nm,True,10
CONCEPT_24_JETS,C24_J20_FAILED,Tz,1,0.010560000000000003,Nm,True,8
CONCEPT_24_JETS,C24_J20_FAILED,Tz,-1,0.010560000000000003,Nm,True,8
CONCEPT_24_JETS,C24_J21_FAILED,Fx,1,0.048,N,True,8
CONCEPT_24_JETS,C24_J21_FAILED,Fx,-1,0.048,N,True,8
CONCEPT_24_JETS,C24_J21_FAILED,Fy,1,0.048,N,True,12
CONCEPT_24_JETS,C24_J21_FAILED,Fy,-1,0.048,N,True,12
CONCEPT_24_JETS,C24_J21_FAILED,Fz,1,0.048,N,True,12
CONCEPT_24_JETS,C24_J21_FAILED,Fz,-1,0.036000000000000004,N,True,11
CONCEPT_24_JETS,C24_J21_FAILED,Tx,1,0.0057599999999999995,Nm,True,10
CONCEPT_24_JETS,C24_J21_FAILED,Tx,-1,0.007679999999999999,Nm,True,12
CONCEPT_24_JETS,C24_J21_FAILED,Ty,1,0.010560000000000003,Nm,True,12
CONCEPT_24_JETS,C24_J21_FAILED,Ty,-1,0.0072000000000000015,Nm,True,10
CONCEPT_24_JETS,C24_J21_FAILED,Tz,1,0.010560000000000003,Nm,True,8
CONCEPT_24_JETS,C24_J21_FAILED,Tz,-1,0.010560000000000003,Nm,True,8
CONCEPT_24_JETS,C24_J22_FAILED,Fx,1,0.048,N,True,12
CONCEPT_24_JETS,C24_J22_FAILED,Fx,-1,0.048,N,True,12
CONCEPT_24_JETS,C24_J22_FAILED,Fy,1,0.048,N,True,12
CONCEPT_24_JETS,C24_J22_FAILED,Fy,-1,0.048,N,True,12
CONCEPT_24_JETS,C24_J22_FAILED,Fz,1,0.048,N,True,12
CONCEPT_24_JETS,C24_J22_FAILED,Fz,-1,0.036000000000000004,N,True,11
CONCEPT_24_JETS,C24_J22_FAILED,Tx,1,0.007679999999999999,Nm,True,12
CONCEPT_24_JETS,C24_J22_FAILED,Tx,-1,0.0057599999999999995,Nm,True,10
CONCEPT_24_JETS,C24_J22_FAILED,Ty,1,0.010560000000000003,Nm,True,12
CONCEPT_24_JETS,C24_J22_FAILED,Ty,-1,0.0072000000000000015,Nm,True,10
CONCEPT_24_JETS,C24_J22_FAILED,Tz,1,0.010560000000000003,Nm,True,12
CONCEPT_24_JETS,C24_J22_FAILED,Tz,-1,0.010560000000000003,Nm,True,12
CONCEPT_24_JETS,C24_J23_FAILED,Fx,1,0.048,N,True,12
CONCEPT_24_JETS,C24_J23_FAILED,Fx,-1,0.048,N,True,12
CONCEPT_24_JETS,C24_J23_FAILED,Fy,1,0.048,N,True,10
CONCEPT_24_JETS,C24_J23_FAILED,Fy,-1,0.048,N,True,10
CONCEPT_24_JETS,C24_J23_FAILED,Fz,1,0.048,N,True,12
CONCEPT_24_JETS,C24_J23_FAILED,Fz,-1,0.036000000000000004,N,True,11
CONCEPT_24_JETS,C24_J23_FAILED,Tx,1,0.0057599999999999995,Nm,True,10
CONCEPT_24_JETS,C24_J23_FAILED,Tx,-1,0.007679999999999999,Nm,True,12
CONCEPT_24_JETS,C24_J23_FAILED,Ty,1,0.0072000000000000015,Nm,True,10
CONCEPT_24_JETS,C24_J23_FAILED,Ty,-1,0.010560000000000003,Nm,True,12
CONCEPT_24_JETS,C24_J23_FAILED,Tz,1,0.010560000000000003,Nm,True,12
CONCEPT_24_JETS,C24_J23_FAILED,Tz,-1,0.010560000000000003,Nm,True,12
CONCEPT_24_JETS,C24_J24_FAILED,Fx,1,0.048,N,True,8
CONCEPT_24_JETS,C24_J24_FAILED,Fx,-1,0.048,N,True,8
CONCEPT_24_JETS,C24_J24_FAILED,Fy,1,0.048,N,True,10
CONCEPT_24_JETS,C24_J24_FAILED,Fy,-1,0.048,N,True,10
CONCEPT_24_JETS,C24_J24_FAILED,Fz,1,0.048,N,True,12
CONCEPT_24_JETS,C24_J24_FAILED,Fz,-1,0.036000000000000004,N,True,11
CONCEPT_24_JETS,C24_J24_FAILED,Tx,1,0.007679999999999999,Nm,True,12
CONCEPT_24_JETS,C24_J24_FAILED,Tx,-1,0.0057599999999999995,Nm,True,10
CONCEPT_24_JETS,C24_J24_FAILED,Ty,1,0.0072000000000000015,Nm,True,8
CONCEPT_24_JETS,C24_J24_FAILED,Ty,-1,0.010560000000000003,Nm,True,12
CONCEPT_24_JETS,C24_J24_FAILED,Tz,1,0.010560000000000003,Nm,True,8
CONCEPT_24_JETS,C24_J24_FAILED,Tz,-1,0.010560000000000003,Nm,True,8
