relative_path,object_id,feature_name,feature_type
"04_Solar_Wings/Solar_Wing_Left_Visual.SLDPRT","solar_panel_left","LEFT_PANEL_TILE_3","ICE"
"04_Solar_Wings/Solar_Wing_Left_Visual.SLDPRT","solar_panel_left","LEFT_PANEL_TILE_3_SKETCH","ProfileFeature"
"04_Solar_Wings/Solar_Wing_Left_Visual.SLDPRT","solar_panel_left","Lights, Cameras and Scene","EnvFolder"
"04_Solar_Wings/Solar_Wing_Left_Visual.SLDPRT","solar_panel_left","Origin","OriginProfileFeature"
"04_Solar_Wings/Solar_Wing_Left_Visual.SLDPRT","solar_panel_left","Right","RefPlane"
"04_Solar_Wings/Solar_Wing_Left_Visual.SLDPRT","solar_panel_left","Selection Sets","SelectionSetFolder"
"04_Solar_Wings/Solar_Wing_Left_Visual.SLDPRT","solar_panel_left","Sensors","SensorFolder"
"04_Solar_Wings/Solar_Wing_Left_Visual.SLDPRT","solar_panel_left","Solid Bodies","SolidBodyFolder"
"04_Solar_Wings/Solar_Wing_Left_Visual.SLDPRT","solar_panel_left","Surface Bodies","SurfaceBodyFolder"
"04_Solar_Wings/Solar_Wing_Left_Visual.SLDPRT","solar_panel_left","Top","RefPlane"
"04_Solar_Wings/Solar_Wing_Left_Visual.SLDPRT","solar_panel_left","标注","InkMarkupFolder"
"04_Solar_Wings/Solar_Wing_Left_Visual.SLDPRT","solar_panel_left","设计活页夹","DocsFolder"
"04_Solar_Wings/Solar_Wing_Right_Visual.SLDPRT","solar_panel_right","6061-T6 (SS)","MaterialFolder"
"04_Solar_Wings/Solar_Wing_Right_Visual.SLDPRT","solar_panel_right","Annotations","DetailCabinet"
"04_Solar_Wings/Solar_Wing_Right_Visual.SLDPRT","solar_panel_right","Comments","CommentsFolder"
"04_Solar_Wings/Solar_Wing_Right_Visual.SLDPRT","solar_panel_right","Equations","EqnFolder"
"04_Solar_Wings/Solar_Wing_Right_Visual.SLDPRT","solar_panel_right","Favorites","FavoriteFolder"
"04_Solar_Wings/Solar_Wing_Right_Visual.SLDPRT","solar_panel_right","Front","RefPlane"
"04_Solar_Wings/Solar_Wing_Right_Visual.SLDPRT","solar_panel_right","History","HistoryFolder"
"04_Solar_Wings/Solar_Wing_Right_Visual.SLDPRT","solar_panel_right","Lights, Cameras and Scene","EnvFolder"
"04_Solar_Wings/Solar_Wing_Right_Visual.SLDPRT","solar_panel_right","Origin","OriginProfileFeature"
"04_Solar_Wings/Solar_Wing_Right_Visual.SLDPRT","solar_panel_right","Right","RefPlane"
"04_Solar_Wings/Solar_Wing_Right_Visual.SLDPRT","solar_panel_right","RIGHT_HINGE_REFERENCE_VISUAL","ICE"
"04_Solar_Wings/Solar_Wing_Right_Visual.SLDPRT","solar_panel_right","RIGHT_HINGE_REFERENCE_VISUAL_SKETCH","ProfileFeature"
"04_Solar_Wings/Solar_Wing_Right_Visual.SLDPRT","solar_panel_right","RIGHT_PANEL_TILE_1","Extrusion"
"04_Solar_Wings/Solar_Wing_Right_Visual.SLDPRT","solar_panel_right","RIGHT_PANEL_TILE_1_SKETCH","ProfileFeature"
"04_Solar_Wings/Solar_Wing_Right_Visual.SLDPRT","solar_panel_right","RIGHT_PANEL_TILE_2","ICE"
"04_Solar_Wings/Solar_Wing_Right_Visual.SLDPRT","solar_panel_right","RIGHT_PANEL_TILE_2_SKETCH","ProfileFeature"
"04_Solar_Wings/Solar_Wing_Right_Visual.SLDPRT","solar_panel_right","RIGHT_PANEL_TILE_3","ICE"
"04_Solar_Wings/Solar_Wing_Right_Visual.SLDPRT","solar_panel_right","RIGHT_PANEL_TILE_3_SKETCH","ProfileFeature"
"04_Solar_Wings/Solar_Wing_Right_Visual.SLDPRT","solar_panel_right","Selection Sets","SelectionSetFolder"
"04_Solar_Wings/Solar_Wing_Right_Visual.SLDPRT","solar_panel_right","Sensors","SensorFolder"
"04_Solar_Wings/Solar_Wing_Right_Visual.SLDPRT","solar_panel_right","Solid Bodies","SolidBodyFolder"
"04_Solar_Wings/Solar_Wing_Right_Visual.SLDPRT","solar_panel_right","Surface Bodies","SurfaceBodyFolder"
"04_Solar_Wings/Solar_Wing_Right_Visual.SLDPRT","solar_panel_right","Top","RefPlane"
"04_Solar_Wings/Solar_Wing_Right_Visual.SLDPRT","solar_panel_right","标注","InkMarkupFolder"
"04_Solar_Wings/Solar_Wing_Right_Visual.SLDPRT","solar_panel_right","设计活页夹","DocsFolder"
"05_Sensor_Reference/Sensor_Semantic_Reference.SLDPRT","sensor_semantic_reference","6061-T6 (SS)","MaterialFolder"
"05_Sensor_Reference/Sensor_Semantic_Reference.SLDPRT","sensor_semantic_reference","Annotations","DetailCabinet"
"05_Sensor_Reference/Sensor_Semantic_Reference.SLDPRT","sensor_semantic_reference","Comments","CommentsFolder"
"05_Sensor_Reference/Sensor_Semantic_Reference.SLDPRT","sensor_semantic_reference","CS_SENSOR_RESERVED","CoordSys"
"05_Sensor_Reference/Sensor_Semantic_Reference.SLDPRT","sensor_semantic_reference","Equations","EqnFolder"
"05_Sensor_Reference/Sensor_Semantic_Reference.SLDPRT","sensor_semantic_reference","Favorites","FavoriteFolder"
"05_Sensor_Reference/Sensor_Semantic_Reference.SLDPRT","sensor_semantic_reference","Front","RefPlane"
"05_Sensor_Reference/Sensor_Semantic_Reference.SLDPRT","sensor_semantic_reference","History","HistoryFolder"
"05_Sensor_Reference/Sensor_Semantic_Reference.SLDPRT","sensor_semantic_reference","Lights, Cameras and Scene","EnvFolder"
"05_Sensor_Reference/Sensor_Semantic_Reference.SLDPRT","sensor_semantic_reference","Origin","OriginProfileFeature"
"05_Sensor_Reference/Sensor_Semantic_Reference.SLDPRT","sensor_semantic_reference","Right","RefPlane"
"05_Sensor_Reference/Sensor_Semantic_Reference.SLDPRT","sensor_semantic_reference","Selection Sets","SelectionSetFolder"
"05_Sensor_Reference/Sensor_Semantic_Reference.SLDPRT","sensor_semantic_reference","Sensors","SensorFolder"
"05_Sensor_Reference/Sensor_Semantic_Reference.SLDPRT","sensor_semantic_reference","SENSOR_MOUNT_REFERENCE_NO_HARDWARE_NO_FOV","3DProfileFeature"
"05_Sensor_Reference/Sensor_Semantic_Reference.SLDPRT","sensor_semantic_reference","Solid Bodies","SolidBodyFolder"
"05_Sensor_Reference/Sensor_Semantic_Reference.SLDPRT","sensor_semantic_reference","Surface Bodies","SurfaceBodyFolder"
"05_Sensor_Reference/Sensor_Semantic_Reference.SLDPRT","sensor_semantic_reference","Top","RefPlane"
"05_Sensor_Reference/Sensor_Semantic_Reference.SLDPRT","sensor_semantic_reference","标注","InkMarkupFolder"
"05_Sensor_Reference/Sensor_Semantic_Reference.SLDPRT","sensor_semantic_reference","设计活页夹","DocsFolder"
"06_End_Effector_Reference/E_Virtual_Reference.SLDPRT","e_virtual_reference","6061-T6 (SS)","MaterialFolder"
"06_End_Effector_Reference/E_Virtual_Reference.SLDPRT","e_virtual_reference","Annotations","DetailCabinet"
"06_End_Effector_Reference/E_Virtual_Reference.SLDPRT","e_virtual_reference","Comments","CommentsFolder"
"06_End_Effector_Reference/E_Virtual_Reference.SLDPRT","e_virtual_reference","CS_E_virtual","CoordSys"
"06_End_Effector_Reference/E_Virtual_Reference.SLDPRT","e_virtual_reference","CS_G","CoordSys"
"06_End_Effector_Reference/E_Virtual_Reference.SLDPRT","e_virtual_reference","Equations","EqnFolder"
"06_End_Effector_Reference/E_Virtual_Reference.SLDPRT","e_virtual_reference","E_VIRTUAL_REFERENCE_PLATE_WIRE","3DProfileFeature"
"06_End_Effector_Reference/E_Virtual_Reference.SLDPRT","e_virtual_reference","Favorites","FavoriteFolder"
"06_End_Effector_Reference/E_Virtual_Reference.SLDPRT","e_virtual_reference","Front","RefPlane"
"06_End_Effector_Reference/E_Virtual_Reference.SLDPRT","e_virtual_reference","History","HistoryFolder"
"06_End_Effector_Reference/E_Virtual_Reference.SLDPRT","e_virtual_reference","Lights, Cameras and Scene","EnvFolder"
"06_End_Effector_Reference/E_Virtual_Reference.SLDPRT","e_virtual_reference","Origin","OriginProfileFeature"
"06_End_Effector_Reference/E_Virtual_Reference.SLDPRT","e_virtual_reference","Right","RefPlane"
"06_End_Effector_Reference/E_Virtual_Reference.SLDPRT","e_virtual_reference","Selection Sets","SelectionSetFolder"
"06_End_Effector_Reference/E_Virtual_Reference.SLDPRT","e_virtual_reference","Sensors","SensorFolder"
"06_End_Effector_Reference/E_Virtual_Reference.SLDPRT","e_virtual_reference","Solid Bodies","SolidBodyFolder"
"06_End_Effector_Reference/E_Virtual_Reference.SLDPRT","e_virtual_reference","Surface Bodies","SurfaceBodyFolder"
"06_End_Effector_Reference/E_Virtual_Reference.SLDPRT","e_virtual_reference","Top","RefPlane"
"06_End_Effector_Reference/E_Virtual_Reference.SLDPRT","e_virtual_reference","标注","InkMarkupFolder"
"06_End_Effector_Reference/E_Virtual_Reference.SLDPRT","e_virtual_reference","设计活页夹","DocsFolder"
"07_Rear_Service_Visual/Rear_Service_Module_Visual.SLDPRT","rear_service_visual","6061-T6 (SS)","MaterialFolder"
"07_Rear_Service_Visual/Rear_Service_Module_Visual.SLDPRT","rear_service_visual","Annotations","DetailCabinet"
"07_Rear_Service_Visual/Rear_Service_Module_Visual.SLDPRT","rear_service_visual","Comments","CommentsFolder"
"07_Rear_Service_Visual/Rear_Service_Module_Visual.SLDPRT","rear_service_visual","Equations","EqnFolder"
"07_Rear_Service_Visual/Rear_Service_Module_Visual.SLDPRT","rear_service_visual","Favorites","FavoriteFolder"
"07_Rear_Service_Visual/Rear_Service_Module_Visual.SLDPRT","rear_service_visual","Front","RefPlane"
"07_Rear_Service_Visual/Rear_Service_Module_Visual.SLDPRT","rear_service_visual","History","HistoryFolder"
"07_Rear_Service_Visual/Rear_Service_Module_Visual.SLDPRT","rear_service_visual","Lights, Cameras and Scene","EnvFolder"
"07_Rear_Service_Visual/Rear_Service_Module_Visual.SLDPRT","rear_service_visual","Origin","OriginProfileFeature"
"07_Rear_Service_Visual/Rear_Service_Module_Visual.SLDPRT","rear_service_visual","PLANE_REAR_SERVICE_CENTRAL_REFERENCE_X","RefPlane"
"07_Rear_Service_Visual/Rear_Service_Module_Visual.SLDPRT","rear_service_visual","PLANE_REAR_SERVICE_PORT_NN_X","RefPlane"
"07_Rear_Service_Visual/Rear_Service_Module_Visual.SLDPRT","rear_service_visual","PLANE_REAR_SERVICE_PORT_NP_X","RefPlane"
"07_Rear_Service_Visual/Rear_Service_Module_Visual.SLDPRT","rear_service_visual","PLANE_REAR_SERVICE_PORT_PN_X","RefPlane"
"07_Rear_Service_Visual/Rear_Service_Module_Visual.SLDPRT","rear_service_visual","PLANE_REAR_SERVICE_PORT_PP_X","RefPlane"
"07_Rear_Service_Visual/Rear_Service_Module_Visual.SLDPRT","rear_service_visual","REAR_SERVICE_CENTRAL_REFERENCE","Extrusion"
"07_Rear_Service_Visual/Rear_Service_Module_Visual.SLDPRT","rear_service_visual","REAR_SERVICE_CENTRAL_REFERENCE_SKETCH","ProfileFeature"
"07_Rear_Service_Visual/Rear_Service_Module_Visual.SLDPRT","rear_service_visual","REAR_SERVICE_PORT_NN","ICE"
"07_Rear_Service_Visual/Rear_Service_Module_Visual.SLDPRT","rear_service_visual","REAR_SERVICE_PORT_NN_SKETCH","ProfileFeature"
"07_Rear_Service_Visual/Rear_Service_Module_Visual.SLDPRT","rear_service_visual","REAR_SERVICE_PORT_NP","ICE"
"07_Rear_Service_Visual/Rear_Service_Module_Visual.SLDPRT","rear_service_visual","REAR_SERVICE_PORT_NP_SKETCH","ProfileFeature"
"07_Rear_Service_Visual/Rear_Service_Module_Visual.SLDPRT","rear_service_visual","REAR_SERVICE_PORT_PN","ICE"
"07_Rear_Service_Visual/Rear_Service_Module_Visual.SLDPRT","rear_service_visual","REAR_SERVICE_PORT_PN_SKETCH","ProfileFeature"
"07_Rear_Service_Visual/Rear_Service_Module_Visual.SLDPRT","rear_service_visual","REAR_SERVICE_PORT_PP","ICE"
"07_Rear_Service_Visual/Rear_Service_Module_Visual.SLDPRT","rear_service_visual","REAR_SERVICE_PORT_PP_SKETCH","ProfileFeature"
"07_Rear_Service_Visual/Rear_Service_Module_Visual.SLDPRT","rear_service_visual","Right","RefPlane"
"07_Rear_Service_Visual/Rear_Service_Module_Visual.SLDPRT","rear_service_visual","Selection Sets","SelectionSetFolder"
"07_Rear_Service_Visual/Rear_Service_Module_Visual.SLDPRT","rear_service_visual","Sensors","SensorFolder"
"07_Rear_Service_Visual/Rear_Service_Module_Visual.SLDPRT","rear_service_visual","Solid Bodies","SolidBodyFolder"
"07_Rear_Service_Visual/Rear_Service_Module_Visual.SLDPRT","rear_service_visual","Surface Bodies","SurfaceBodyFolder"
"07_Rear_Service_Visual/Rear_Service_Module_Visual.SLDPRT","rear_service_visual","Top","RefPlane"
"07_Rear_Service_Visual/Rear_Service_Module_Visual.SLDPRT","rear_service_visual","标注","InkMarkupFolder"
"07_Rear_Service_Visual/Rear_Service_Module_Visual.SLDPRT","rear_service_visual","设计活页夹","DocsFolder"
"08_Target_Scene_Reference/Target_Scene_Reference.SLDASM","independent_target_scene","Comments","CommentsFolder"
"08_Target_Scene_Reference/Target_Scene_Reference.SLDASM","independent_target_scene","Equations","EqnFolder"
"08_Target_Scene_Reference/Target_Scene_Reference.SLDASM","independent_target_scene","Favorites","FavoriteFolder"
"08_Target_Scene_Reference/Target_Scene_Reference.SLDASM","independent_target_scene","History","HistoryFolder"
"08_Target_Scene_Reference/Target_Scene_Reference.SLDASM","independent_target_scene","Selection Sets","SelectionSetFolder"
"08_Target_Scene_Reference/Target_Scene_Reference.SLDASM","independent_target_scene","Sensors","SensorFolder"
"08_Target_Scene_Reference/Target_Scene_Reference.SLDASM","independent_target_scene","Simulation","AEMSimFeature"
"08_Target_Scene_Reference/Target_Scene_Reference.SLDASM","independent_target_scene","Space_Embodied_Robot_V1_0-1","Reference"
"08_Target_Scene_Reference/Target_Scene_Reference.SLDASM","independent_target_scene","Target_Scene_Reference_Visual-1","Reference"
"08_Target_Scene_Reference/Target_Scene_Reference.SLDASM","independent_target_scene","上视","RefPlane"
"08_Target_Scene_Reference/Target_Scene_Reference.SLDASM","independent_target_scene","光源与相机","EnvFolder"
"08_Target_Scene_Reference/Target_Scene_Reference.SLDASM","independent_target_scene","前视","RefPlane"
"08_Target_Scene_Reference/Target_Scene_Reference.SLDASM","independent_target_scene","原点","OriginProfileFeature"
"08_Target_Scene_Reference/Target_Scene_Reference.SLDASM","independent_target_scene","右视","RefPlane"
"08_Target_Scene_Reference/Target_Scene_Reference.SLDASM","independent_target_scene","标注","InkMarkupFolder"
"08_Target_Scene_Reference/Target_Scene_Reference.SLDASM","independent_target_scene","注解","DetailCabinet"
"08_Target_Scene_Reference/Target_Scene_Reference.SLDASM","independent_target_scene","设计活页夹","DocsFolder"
"08_Target_Scene_Reference/Target_Scene_Reference.SLDASM","independent_target_scene","配合","MateGroup"
"08_Target_Scene_Reference/Target_Scene_Reference_Visual.SLDPRT","target_scene_reference","6061-T6 (SS)","MaterialFolder"
"08_Target_Scene_Reference/Target_Scene_Reference_Visual.SLDPRT","target_scene_reference","Annotations","DetailCabinet"
"08_Target_Scene_Reference/Target_Scene_Reference_Visual.SLDPRT","target_scene_reference","Comments","CommentsFolder"
"08_Target_Scene_Reference/Target_Scene_Reference_Visual.SLDPRT","target_scene_reference","Equations","EqnFolder"
"08_Target_Scene_Reference/Target_Scene_Reference_Visual.SLDPRT","target_scene_reference","Favorites","FavoriteFolder"
"08_Target_Scene_Reference/Target_Scene_Reference_Visual.SLDPRT","target_scene_reference","Front","RefPlane"
"08_Target_Scene_Reference/Target_Scene_Reference_Visual.SLDPRT","target_scene_reference","History","HistoryFolder"
"08_Target_Scene_Reference/Target_Scene_Reference_Visual.SLDPRT","target_scene_reference","Lights, Cameras and Scene","EnvFolder"
"08_Target_Scene_Reference/Target_Scene_Reference_Visual.SLDPRT","target_scene_reference","Origin","OriginProfileFeature"
"08_Target_Scene_Reference/Target_Scene_Reference_Visual.SLDPRT","target_scene_reference","PLANE_TARGET_FRONT_RING_REFERENCE_X","RefPlane"
"08_Target_Scene_Reference/Target_Scene_Reference_Visual.SLDPRT","target_scene_reference","PLANE_TARGET_REAR_RING_REFERENCE_X","RefPlane"
"08_Target_Scene_Reference/Target_Scene_Reference_Visual.SLDPRT","target_scene_reference","Right","RefPlane"
"08_Target_Scene_Reference/Target_Scene_Reference_Visual.SLDPRT","target_scene_reference","Selection Sets","SelectionSetFolder"
"08_Target_Scene_Reference/Target_Scene_Reference_Visual.SLDPRT","target_scene_reference","Sensors","SensorFolder"
"08_Target_Scene_Reference/Target_Scene_Reference_Visual.SLDPRT","target_scene_reference","Solid Bodies","SolidBodyFolder"
"08_Target_Scene_Reference/Target_Scene_Reference_Visual.SLDPRT","target_scene_reference","Surface Bodies","SurfaceBodyFolder"
"08_Target_Scene_Reference/Target_Scene_Reference_Visual.SLDPRT","target_scene_reference","TARGET_CYLINDRICAL_STAGE_REFERENCE","Extrusion"
"08_Target_Scene_Reference/Target_Scene_Reference_Visual.SLDPRT","target_scene_reference","TARGET_CYLINDRICAL_STAGE_REFERENCE_SKETCH","ProfileFeature"
"08_Target_Scene_Reference/Target_Scene_Reference_Visual.SLDPRT","target_scene_reference","TARGET_FRONT_RING_REFERENCE","ICE"
"08_Target_Scene_Reference/Target_Scene_Reference_Visual.SLDPRT","target_scene_reference","TARGET_FRONT_RING_REFERENCE_SKETCH","ProfileFeature"
"08_Target_Scene_Reference/Target_Scene_Reference_Visual.SLDPRT","target_scene_reference","TARGET_REAR_RING_REFERENCE","ICE"
"08_Target_Scene_Reference/Target_Scene_Reference_Visual.SLDPRT","target_scene_reference","TARGET_REAR_RING_REFERENCE_SKETCH","ProfileFeature"
"08_Target_Scene_Reference/Target_Scene_Reference_Visual.SLDPRT","target_scene_reference","Top","RefPlane"
"08_Target_Scene_Reference/Target_Scene_Reference_Visual.SLDPRT","target_scene_reference","标注","InkMarkupFolder"
"08_Target_Scene_Reference/Target_Scene_Reference_Visual.SLDPRT","target_scene_reference","设计活页夹","DocsFolder"
"10_Review_Overlays/Review_Exploded_V1_0.SLDASM","review_exploded_v1_0","12U_Structured_Bus_Visual-1","Reference"
"10_Review_Overlays/Review_Exploded_V1_0.SLDASM","review_exploded_v1_0","B601_Mount_Module_Visual-1","Reference"
"10_Review_Overlays/Review_Exploded_V1_0.SLDASM","review_exploded_v1_0","B601_Visual_Assembly-1","Reference"
"10_Review_Overlays/Review_Exploded_V1_0.SLDASM","review_exploded_v1_0","Comments","CommentsFolder"
"10_Review_Overlays/Review_Exploded_V1_0.SLDASM","review_exploded_v1_0","Equations","EqnFolder"
"10_Review_Overlays/Review_Exploded_V1_0.SLDASM","review_exploded_v1_0","Favorites","FavoriteFolder"
"10_Review_Overlays/Review_Exploded_V1_0.SLDASM","review_exploded_v1_0","History","HistoryFolder"
"10_Review_Overlays/Review_Exploded_V1_0.SLDASM","review_exploded_v1_0","Rear_Service_Module_Visual-1","Reference"
"10_Review_Overlays/Review_Exploded_V1_0.SLDASM","review_exploded_v1_0","Selection Sets","SelectionSetFolder"
"10_Review_Overlays/Review_Exploded_V1_0.SLDASM","review_exploded_v1_0","Sensors","SensorFolder"
"10_Review_Overlays/Review_Exploded_V1_0.SLDASM","review_exploded_v1_0","Sensor_Semantic_Reference-1","Reference"
"10_Review_Overlays/Review_Exploded_V1_0.SLDASM","review_exploded_v1_0","Simulation","AEMSimFeature"
"10_Review_Overlays/Review_Exploded_V1_0.SLDASM","review_exploded_v1_0","Solar_Wing_Left_Visual-1","Reference"
"10_Review_Overlays/Review_Exploded_V1_0.SLDASM","review_exploded_v1_0","Solar_Wing_Right_Visual-1","Reference"
"10_Review_Overlays/Review_Exploded_V1_0.SLDASM","review_exploded_v1_0","上视","RefPlane"
"10_Review_Overlays/Review_Exploded_V1_0.SLDASM","review_exploded_v1_0","光源与相机","EnvFolder"
"10_Review_Overlays/Review_Exploded_V1_0.SLDASM","review_exploded_v1_0","前视","RefPlane"
"10_Review_Overlays/Review_Exploded_V1_0.SLDASM","review_exploded_v1_0","原点","OriginProfileFeature"
"10_Review_Overlays/Review_Exploded_V1_0.SLDASM","review_exploded_v1_0","右视","RefPlane"
"10_Review_Overlays/Review_Exploded_V1_0.SLDASM","review_exploded_v1_0","标注","InkMarkupFolder"
"10_Review_Overlays/Review_Exploded_V1_0.SLDASM","review_exploded_v1_0","注解","DetailCabinet"
"10_Review_Overlays/Review_Exploded_V1_0.SLDASM","review_exploded_v1_0","设计活页夹","DocsFolder"
"10_Review_Overlays/Review_Exploded_V1_0.SLDASM","review_exploded_v1_0","配合","MateGroup"
"10_Review_Overlays/Review_Safe_Display_V1_0.SLDASM","review_safe_display_v1_0","12U_Structured_Bus_Visual-1","Reference"
"10_Review_Overlays/Review_Safe_Display_V1_0.SLDASM","review_safe_display_v1_0","B601_Mount_Module_Visual-1","Reference"
"10_Review_Overlays/Review_Safe_Display_V1_0.SLDASM","review_safe_display_v1_0","B601_Visual_Assembly-1","Reference"
"10_Review_Overlays/Review_Safe_Display_V1_0.SLDASM","review_safe_display_v1_0","Comments","CommentsFolder"
"10_Review_Overlays/Review_Safe_Display_V1_0.SLDASM","review_safe_display_v1_0","Equations","EqnFolder"
"10_Review_Overlays/Review_Safe_Display_V1_0.SLDASM","review_safe_display_v1_0","Favorites","FavoriteFolder"
"10_Review_Overlays/Review_Safe_Display_V1_0.SLDASM","review_safe_display_v1_0","History","HistoryFolder"
"10_Review_Overlays/Review_Safe_Display_V1_0.SLDASM","review_safe_display_v1_0","Rear_Service_Module_Visual-1","Reference"
"10_Review_Overlays/Review_Safe_Display_V1_0.SLDASM","review_safe_display_v1_0","Selection Sets","SelectionSetFolder"
"10_Review_Overlays/Review_Safe_Display_V1_0.SLDASM","review_safe_display_v1_0","Sensors","SensorFolder"
"10_Review_Overlays/Review_Safe_Display_V1_0.SLDASM","review_safe_display_v1_0","Sensor_Semantic_Reference-1","Reference"
"10_Review_Overlays/Review_Safe_Display_V1_0.SLDASM","review_safe_display_v1_0","Simulation","AEMSimFeature"
"10_Review_Overlays/Review_Safe_Display_V1_0.SLDASM","review_safe_display_v1_0","Solar_Wing_Left_Visual-1","Reference"
"10_Review_Overlays/Review_Safe_Display_V1_0.SLDASM","review_safe_display_v1_0","Solar_Wing_Right_Visual-1","Reference"
"10_Review_Overlays/Review_Safe_Display_V1_0.SLDASM","review_safe_display_v1_0","上视","RefPlane"
"10_Review_Overlays/Review_Safe_Display_V1_0.SLDASM","review_safe_display_v1_0","光源与相机","EnvFolder"
"10_Review_Overlays/Review_Safe_Display_V1_0.SLDASM","review_safe_display_v1_0","前视","RefPlane"
"10_Review_Overlays/Review_Safe_Display_V1_0.SLDASM","review_safe_display_v1_0","原点","OriginProfileFeature"
"10_Review_Overlays/Review_Safe_Display_V1_0.SLDASM","review_safe_display_v1_0","右视","RefPlane"
"10_Review_Overlays/Review_Safe_Display_V1_0.SLDASM","review_safe_display_v1_0","标注","InkMarkupFolder"
"10_Review_Overlays/Review_Safe_Display_V1_0.SLDASM","review_safe_display_v1_0","注解","DetailCabinet"
"10_Review_Overlays/Review_Safe_Display_V1_0.SLDASM","review_safe_display_v1_0","设计活页夹","DocsFolder"
"10_Review_Overlays/Review_Safe_Display_V1_0.SLDASM","review_safe_display_v1_0","配合","MateGroup"
"10_Review_Overlays/Review_Three_Bay_Section_V1_0.SLDASM","review_three_bay_section_v1_0","12U_Equipment_Decks_Visual-1","Reference"
"10_Review_Overlays/Review_Three_Bay_Section_V1_0.SLDASM","review_three_bay_section_v1_0","12U_Frame_Structure_Visual-1","Reference"
"10_Review_Overlays/Review_Three_Bay_Section_V1_0.SLDASM","review_three_bay_section_v1_0","B601_Mount_Module_Visual-1","Reference"
"10_Review_Overlays/Review_Three_Bay_Section_V1_0.SLDASM","review_three_bay_section_v1_0","B601_Visual_Assembly-1","Reference"
"10_Review_Overlays/Review_Three_Bay_Section_V1_0.SLDASM","review_three_bay_section_v1_0","Comments","CommentsFolder"
"10_Review_Overlays/Review_Three_Bay_Section_V1_0.SLDASM","review_three_bay_section_v1_0","Equations","EqnFolder"
"10_Review_Overlays/Review_Three_Bay_Section_V1_0.SLDASM","review_three_bay_section_v1_0","Favorites","FavoriteFolder"
"10_Review_Overlays/Review_Three_Bay_Section_V1_0.SLDASM","review_three_bay_section_v1_0","History","HistoryFolder"
"10_Review_Overlays/Review_Three_Bay_Section_V1_0.SLDASM","review_three_bay_section_v1_0","Rail_Contact_Reference_Wire-1","Reference"
"10_Review_Overlays/Review_Three_Bay_Section_V1_0.SLDASM","review_three_bay_section_v1_0","Rear_Service_Module_Visual-1","Reference"
"10_Review_Overlays/Review_Three_Bay_Section_V1_0.SLDASM","review_three_bay_section_v1_0","Selection Sets","SelectionSetFolder"
"10_Review_Overlays/Review_Three_Bay_Section_V1_0.SLDASM","review_three_bay_section_v1_0","Sensors","SensorFolder"
"10_Review_Overlays/Review_Three_Bay_Section_V1_0.SLDASM","review_three_bay_section_v1_0","Sensor_Semantic_Reference-1","Reference"
"10_Review_Overlays/Review_Three_Bay_Section_V1_0.SLDASM","review_three_bay_section_v1_0","Simulation","AEMSimFeature"
"10_Review_Overlays/Review_Three_Bay_Section_V1_0.SLDASM","review_three_bay_section_v1_0","Solar_Wing_Left_Visual-1","Reference"
"10_Review_Overlays/Review_Three_Bay_Section_V1_0.SLDASM","review_three_bay_section_v1_0","Solar_Wing_Right_Visual-1","Reference"
"10_Review_Overlays/Review_Three_Bay_Section_V1_0.SLDASM","review_three_bay_section_v1_0","Task_Face_Panel_Visual-1","Reference"
"10_Review_Overlays/Review_Three_Bay_Section_V1_0.SLDASM","review_three_bay_section_v1_0","上视","RefPlane"
"10_Review_Overlays/Review_Three_Bay_Section_V1_0.SLDASM","review_three_bay_section_v1_0","光源与相机","EnvFolder"
"10_Review_Overlays/Review_Three_Bay_Section_V1_0.SLDASM","review_three_bay_section_v1_0","前视","RefPlane"
"10_Review_Overlays/Review_Three_Bay_Section_V1_0.SLDASM","review_three_bay_section_v1_0","原点","OriginProfileFeature"
"10_Review_Overlays/Review_Three_Bay_Section_V1_0.SLDASM","review_three_bay_section_v1_0","右视","RefPlane"
"10_Review_Overlays/Review_Three_Bay_Section_V1_0.SLDASM","review_three_bay_section_v1_0","标注","InkMarkupFolder"
"10_Review_Overlays/Review_Three_Bay_Section_V1_0.SLDASM","review_three_bay_section_v1_0","注解","DetailCabinet"
"10_Review_Overlays/Review_Three_Bay_Section_V1_0.SLDASM","review_three_bay_section_v1_0","设计活页夹","DocsFolder"
"10_Review_Overlays/Review_Three_Bay_Section_V1_0.SLDASM","review_three_bay_section_v1_0","配合","MateGroup"
"Assembly/Space_Embodied_Robot_V1_0.SLDASM","space_embodied_robot_v1_0","12U_Structured_Bus_Visual-1","Reference"
"Assembly/Space_Embodied_Robot_V1_0.SLDASM","space_embodied_robot_v1_0","B601_Mount_Module_Visual-1","Reference"
"Assembly/Space_Embodied_Robot_V1_0.SLDASM","space_embodied_robot_v1_0","B601_Visual_Assembly-1","Reference"
"Assembly/Space_Embodied_Robot_V1_0.SLDASM","space_embodied_robot_v1_0","Comments","CommentsFolder"
"Assembly/Space_Embodied_Robot_V1_0.SLDASM","space_embodied_robot_v1_0","Equations","EqnFolder"
"Assembly/Space_Embodied_Robot_V1_0.SLDASM","space_embodied_robot_v1_0","Favorites","FavoriteFolder"
"Assembly/Space_Embodied_Robot_V1_0.SLDASM","space_embodied_robot_v1_0","History","HistoryFolder"
"Assembly/Space_Embodied_Robot_V1_0.SLDASM","space_embodied_robot_v1_0","Rear_Service_Module_Visual-1","Reference"
