phase,maneuver,controller,t_s,base_dev_angle_deg,base_rate_norm_dps,wheel_h_x_Nms,wheel_h_y_Nms,wheel_h_z_Nms,momentum_residual
A,M1_headline,A2_arm_wheel_coordination,1.8,0.0,1.3381751067693722e-16,-2.6813153230116084e-08,0.025596411909736216,-1.6773331444876085e-05,6.938893903907228e-18
A,M1_headline,A2_arm_wheel_coordination,1.9000000000000001,0.0,3.4721809386057014e-16,1.1917960236709034e-07,0.028088497178485376,-1.8103126009152368e-05,6.938893903907228e-18
A,M1_headline,A2_arm_wheel_coordination,2.0,0.0,2.398680813500048e-16,2.990228137744825e-07,0.030662281292213437,-1.9420409901113036e-05,6.938893903907228e-18
A,M1_headline,A2_arm_wheel_coordination,2.1,0.0,1.8614883064230506e-16,5.146728268071911e-07,0.03331105772163713,-2.071851146119774e-05,6.938893903907228e-18
A,M1_headline,A2_arm_wheel_coordination,2.2,0.0,4.2450326921569427e-16,7.677289498089767e-07,0.036026776276437404,-2.1991009718298327e-05,6.938893903907228e-18
A,M1_headline,A2_arm_wheel_coordination,2.3000000000000003,0.0,7.742576739606805e-19,1.059400146381332e-06,0.03879989721795908,-2.3231728873318578e-05,3.469446951953614e-18
A,M1_headline,A2_arm_wheel_coordination,2.4000000000000004,0.0,5.809326469818778e-16,1.3904763539791033e-06,0.041619283308204545,-2.443473378423832e-05,1.3877787807814457e-17
A,M1_headline,A2_arm_wheel_coordination,2.5,0.0,4.741732119034237e-16,1.7613042825743655e-06,0.04447213495677496,-2.559432666348236e-05,1.3877787807814457e-17
A,M1_headline,A2_arm_wheel_coordination,2.6,0.0,9.347226065658695e-19,2.1717674871247726e-06,0.04734397291060704,-2.670504524280168e-05,4.235164736271502e-22
A,M1_headline,A2_arm_wheel_coordination,2.7,0.0,1.57316215989155e-16,2.6212704892317874e-06,0.05021867194230844,-2.7761662704451425e-05,1.3877787807814457e-17
A,M1_headline,A2_arm_wheel_coordination,2.8000000000000003,0.0,1.5696333079597338e-16,3.108726747304874e-06,0.053078547735977234,-2.8759189713491255e-05,1.734723475976807e-18
A,M1_headline,A2_arm_wheel_coordination,2.9000000000000004,0.0,6.786900831513246e-16,3.6325503380973616e-06,0.05590449766957699,-2.9692878907007405e-05,1.734723475976807e-18
A,M1_headline,A2_arm_wheel_coordination,3.0,0.0,2.6050672064571856e-16,4.190651310295318e-06,0.05867619449582679,-3.0558232194617864e-05,8.673617379884035e-19
A,M1_headline,A2_arm_wheel_coordination,3.1,0.0,4.160227028822925e-16,4.780434794686128e-06,0.061372330093851506,-3.135101119402933e-05,1.3877787807814457e-17
A,M1_headline,A2_arm_wheel_coordination,3.2,0.0,1.7005672882212796e-18,5.3988040946943075e-06,0.06397090458231577,-3.206725106056299e-05,1.3877787807814457e-17
A,M1_headline,A2_arm_wheel_coordination,3.3000000000000003,0.0,3.6286129341871284e-16,6.042168123104389e-06,0.06644955424391553,-3.270327786752561e-05,8.673617379884035e-19
A,M1_headline,A2_arm_wheel_coordination,3.4000000000000004,0.0,1.5013965943421162e-15,6.706453681802406e-06,0.06878591000953377,-3.3255729555076296e-05,1.3877787807814457e-17
A,M1_headline,A2_arm_wheel_coordination,3.5,0.0,3.620455113362312e-16,7.387123187308857e-06,0.07095797678642933,-3.372158029205881e-05,8.470329472543003e-22
A,M1_headline,A2_arm_wheel_coordination,3.6,0.0,6.202050687495448e-16,8.0791985124767e-06,0.0729445227798851,-3.409816789482794e-05,3.469446951953614e-18
A,M1_headline,A2_arm_wheel_coordination,3.7,0.0,3.099773770781252e-16,8.777291632445463e-06,0.07472546722950645,-3.438322372930385e-05,1.6940658945086007e-21
A,M1_headline,A2_arm_wheel_coordination,3.8000000000000003,0.0,9.298273640601504e-16,9.475642722402323e-06,0.07628225471797519,-3.4574904300185764e-05,0.0
A,M1_headline,A2_arm_wheel_coordination,3.9000000000000004,0.0,1.0333750280049011e-15,1.0168166250847002e-05,0.07759820444524361,-3.467182351921753e-05,6.938893903907228e-18
A,M1_headline,A2_arm_wheel_coordination,4.0,0.0,5.169787338720045e-16,1.0848505444548239e-05,0.07865882360094134,-3.46730844585978e-05,6.938893903907228e-18
A,M1_headline,A2_arm_wheel_coordination,4.1000000000000005,0.0,7.244327865596525e-16,1.1510095274294195e-05,0.07945207518925143,-3.4578309251858733e-05,6.938893903907228e-18
A,M1_headline,A2_arm_wheel_coordination,4.2,0.0,4.144800094566384e-16,1.2146233832677065e-05,0.07996859231244152,-3.438766571726119e-05,1.6940658945086007e-21
A,M1_headline,A2_arm_wheel_coordination,4.3,0.0,1.0378443248573086e-15,1.2750161659385602e-05,0.08020183292488509,-3.4101889259846265e-05,1.3877787807814457e-17
A,M1_headline,A2_arm_wheel_coordination,4.4,0.0,1.6117644220960973e-15,1.3315148232228667e-05,0.08014817133114864,-3.372229866593249e-05,0.0
A,M1_headline,A2_arm_wheel_coordination,4.5,0.0,5.732077903789544e-16,1.3834584501978353e-05,0.07980692510723039,-3.3250804541705726e-05,5.293955920339377e-23
A,M1_headline,A2_arm_wheel_coordination,4.6000000000000005,0.0,6.269252650484167e-16,1.430208002579851e-05,0.07918031855347568,-3.268990936418522e-05,1.3877787807814457e-17
A,M1_headline,A2_arm_wheel_coordination,4.7,0.0,6.287194119574e-16,1.4711562966923601e-05,0.07827338612146295,-3.2042698401627155e-05,1.3877787807814457e-17
A,M1_headline,A2_arm_wheel_coordination,4.800000000000001,0.0,1.5241702850537335e-15,1.5057380994822496e-05,0.07709382138338372,-3.1312821109666955e-05,1.3877787807814457e-17
A,M1_headline,A2_arm_wheel_coordination,4.9,0.0,8.965042032415086e-16,1.5334400955047944e-05,0.07565177893394778,-3.050446300318112e-05,1.3877787807814457e-17
A,M1_headline,A2_arm_wheel_coordination,5.0,0.0,2.11703715653796e-16,1.5538105091685543e-05,0.07395963805467051,-2.962230842251108e-05,0.0
A,M1_headline,A2_arm_wheel_coordination,5.1000000000000005,0.0,1.5938028045023983e-16,1.566468160372018e-05,0.07203173797590343,-2.867149503461388e-05,1.3877787807814457e-17
A,M1_headline,A2_arm_wheel_coordination,5.2,0.0,5.3344526066414484e-17,1.5711107400205868e-05,0.06988409511684242,-2.7657561312434897e-05,1.3877787807814457e-17
A,M1_headline,A2_arm_wheel_coordination,5.300000000000001,0.0,1.0710902694937089e-16,1.56752210837738e-05,0.06753411276832785,-2.6586388597293354e-05,1.3877787807814457e-17
A,M1_headline,A2_arm_wheel_coordination,5.4,0.0,1.6133821556974503e-16,1.5555784428661735e-05,0.06500029333265023,-2.546413964938338e-05,5.293955920339377e-23
A,M1_headline,A2_arm_wheel_coordination,5.5,0.0,4.860450883666676e-16,1.5352530915624518e-05,0.06230196249548376,-2.429719581369662e-05,5.293955920339377e-23
A,M1_headline,A2_arm_wheel_coordination,5.6000000000000005,0.0,1.627043724199557e-16,1.5066200226399083e-05,0.059459013641098096,-2.309209506000332e-05,5.293955920339377e-23
A,M1_headline,A2_arm_wheel_coordination,5.7,0.0,1.6339199560939514e-16,1.4698557968200398e-05,0.05649167950819054,-2.1855473187912583e-05,1.3877787807814457e-17
A,M1_headline,A2_arm_wheel_coordination,5.800000000000001,0.0,6.562955799629001e-16,1.4252400276998963e-05,0.053420336600886374,-2.0594010418571685e-05,1.3877787807814457e-17
A,M1_headline,A2_arm_wheel_coordination,5.9,0.0,7.413530991821693e-16,1.3731543321358664e-05,0.050265346298537225,-1.9314385425411525e-05,1.3877787807814457e-17
A,M1_headline,A2_arm_wheel_coordination,6.0,0.0,1.0199709009838274e-15,1.3140798082761134e-05,0.04704693502484188,-1.8023238594446365e-05,1.3877787807814457e-17
A,M1_headline,A2_arm_wheel_coordination,6.1000000000000005,0.0,6.364663644278058e-16,1.2485931113009328e-05,0.043785114308337224,-1.6727145961344778e-05,1.3877787807814457e-17
A,M1_headline,A2_arm_wheel_coordination,6.2,0.0,1.6664282237328238e-16,1.1773612257663785e-05,0.04049964014717494,-1.5432604862536767e-05,5.293955920339377e-23
A,M1_headline,A2_arm_wheel_coordination,6.300000000000001,0.0,1.6722134020623493e-16,1.1011350583456822e-05,0.037210009822290835,-1.4146031878613994e-05,1.3877787807814457e-17
A,M1_headline,A2_arm_wheel_coordination,6.4,0.0,3.8140255639530807e-19,1.0207419958139001e-05,0.03393549321141854,-1.2873773159451887e-05,0.0
A,M1_headline,A2_arm_wheel_coordination,6.5,0.0,3.926301679183481e-16,9.37077590753954e-06,0.030695194755486918,-1.1622126722010848e-05,1.3877787807814457e-17
A,M1_headline,A2_arm_wheel_coordination,6.6000000000000005,0.0,4.218437404858379e-17,8.510965523851956e-06,0.027508141520842695,-1.0397375823752467e-05,1.3877787807814457e-17
A,M1_headline,A2_arm_wheel_coordination,6.7,0.0,4.3699577413103157e-16,7.638032330478752e-06,0.024393392278780433,-9.205832056169714e-06,6.938893903907228e-18
A,M1_headline,A2_arm_wheel_coordination,6.800000000000001,0.0,2.9669437156701583e-16,6.762418132164369e-06,0.02137016217534214,-8.05388639171667e-06,3.469446951953614e-18
A,M1_headline,A2_arm_wheel_coordination,6.9,0.0,2.3357893832048637e-16,5.894864004880567e-06,0.0184579573737694,-6.948066068492934e-06,8.470329472543003e-22
A,M1_headline,A2_arm_wheel_coordination,7.0,0.0,2.836171729963576e-17,5.046312717067618e-06,0.0156767140034816,-5.895094922644279e-06,6.938893903907228e-18
A,M1_headline,A2_arm_wheel_coordination,7.1000000000000005,0.0,2.840308804692177e-17,4.227815029900359e-06,0.013046935828872541,-4.9019545871350945e-06,0.0
A,M1_headline,A2_arm_wheel_coordination,7.2,0.0,6.042840003640276e-17,3.4504425043438455e-06,0.010589825246945565,-3.975943871719029e-06,3.469446951953614e-18
A,M1_headline,A2_arm_wheel_coordination,7.300000000000001,0.0,7.117396814168662e-18,2.725209649390592e-06,0.008327402525435837,-3.124733622277481e-06,3.469446951953614e-18
A,M1_headline,A2_arm_wheel_coordination,7.4,0.0,8.901846126264696e-17,2.0630084789368642e-06,0.006282608593611289,-2.3564144225705415e-06,3.469446951953614e-18
A,M1_headline,A2_arm_wheel_coordination,7.5,0.0,1.531969644029693e-16,1.4745588019422979e-06,0.004479387184651558,-1.6795346364440812e-06,1.734723475976807e-18
A,M1_headline,A2_arm_wheel_coordination,7.6000000000000005,0.0,2.494865444219453e-17,9.703778478982232e-07,0.002942742681950504,-1.1031264758158171e-06,8.673617379884035e-19
A,M1_headline,A2_arm_wheel_coordination,7.7,0.0,1.1586061699812913e-17,5.607731227700084e-07,0.0016987706093699062,-6.36717994719466e-07,2.168404344971009e-19
A,M1_headline,A2_arm_wheel_coordination,7.800000000000001,0.0,2.2283735127178216e-18,2.558626955049195e-07,0.0007746582745973441,-2.903291202567097e-07,1.0842021724855044e-19
A,M1_headline,A2_arm_wheel_coordination,7.9,0.0,2.228950242421693e-19,6.562742973004971e-08,0.00019865354568606512,-7.444999762524516e-08,1.0842021724855044e-19
A,M1_headline,A2_arm_wheel_coordination,8.0,0.0,0.0,-0.0,0.0,0.0,0.0
A,M1_headline,A2_arm_wheel_coordination,8.1,0.0,0.0,-0.0,0.0,0.0,0.0
A,M1_headline,A2_arm_wheel_coordination,8.200000000000001,0.0,0.0,-0.0,0.0,0.0,0.0
A,M1_headline,A2_arm_wheel_coordination,8.3,0.0,0.0,-0.0,0.0,0.0,0.0
A,M1_headline,A2_arm_wheel_coordination,8.4,0.0,0.0,-0.0,0.0,0.0,0.0
A,M1_headline,A2_arm_wheel_coordination,8.5,0.0,0.0,-0.0,0.0,0.0,0.0
A,M1_headline,A2_arm_wheel_coordination,8.6,0.0,0.0,-0.0,0.0,0.0,0.0
A,M1_headline,A2_arm_wheel_coordination,8.700000000000001,0.0,0.0,-0.0,0.0,0.0,0.0
A,M1_headline,A2_arm_wheel_coordination,8.8,0.0,0.0,-0.0,0.0,0.0,0.0
A,M1_headline,A2_arm_wheel_coordination,8.9,0.0,0.0,-0.0,0.0,0.0,0.0
A,M1_headline,A2_arm_wheel_coordination,9.0,0.0,0.0,-0.0,0.0,0.0,0.0
A,M1_headline,A2_arm_wheel_coordination,9.1,0.0,0.0,-0.0,0.0,0.0,0.0
A,M1_headline,A2_arm_wheel_coordination,9.200000000000001,0.0,0.0,-0.0,0.0,0.0,0.0
A,M1_headline,A2_arm_wheel_coordination,9.3,0.0,0.0,-0.0,0.0,0.0,0.0
A,M1_headline,A2_arm_wheel_coordination,9.4,0.0,0.0,-0.0,0.0,0.0,0.0
A,M1_headline,A2_arm_wheel_coordination,9.5,0.0,0.0,-0.0,0.0,0.0,0.0
A,M1_headline,A2_arm_wheel_coordination,9.600000000000001,0.0,0.0,-0.0,0.0,0.0,0.0
A,M1_headline,A2_arm_wheel_coordination,9.700000000000001,0.0,0.0,-0.0,0.0,0.0,0.0
A,M1_headline,A2_arm_wheel_coordination,9.8,0.0,0.0,-0.0,0.0,0.0,0.0
A,M1_headline,A2_arm_wheel_coordination,9.9,0.0,0.0,-0.0,0.0,0.0,0.0
A,M1_headline,A2_arm_wheel_coordination,10.0,0.0,0.0,-0.0,0.0,0.0,0.0
A,M1_headline,A2_arm_wheel_coordination,10.100000000000001,0.0,0.0,-0.0,0.0,0.0,0.0
A,M1_headline,A2_arm_wheel_coordination,10.200000000000001,0.0,0.0,-0.0,0.0,0.0,0.0
A,M1_headline,A2_arm_wheel_coordination,10.3,0.0,0.0,-0.0,0.0,0.0,0.0
A,M1_headline,A2_arm_wheel_coordination,10.4,0.0,0.0,-0.0,0.0,0.0,0.0
A,M1_headline,A2_arm_wheel_coordination,10.5,0.0,0.0,-0.0,0.0,0.0,0.0
A,M1_headline,A2_arm_wheel_coordination,10.600000000000001,0.0,0.0,-0.0,0.0,0.0,0.0
A,M1_headline,A2_arm_wheel_coordination,10.700000000000001,0.0,0.0,-0.0,0.0,0.0,0.0
A,M1_headline,A2_arm_wheel_coordination,10.8,0.0,0.0,-0.0,0.0,0.0,0.0
A,M1_headline,A2_arm_wheel_coordination,10.9,0.0,0.0,-0.0,0.0,0.0,0.0
A,M1_headline,A2_arm_wheel_coordination,11.0,0.0,0.0,-0.0,0.0,0.0,0.0
A,M1_headline,A2_arm_wheel_coordination,11.100000000000001,0.0,0.0,-0.0,0.0,0.0,0.0
A,M1_headline,A2_arm_wheel_coordination,11.200000000000001,0.0,0.0,-0.0,0.0,0.0,0.0
A,M1_headline,A2_arm_wheel_coordination,11.3,0.0,0.0,-0.0,0.0,0.0,0.0
A,M1_headline,A2_arm_wheel_coordination,11.4,0.0,0.0,-0.0,0.0,0.0,0.0
A,M1_headline,A2_arm_wheel_coordination,11.5,0.0,0.0,-0.0,0.0,0.0,0.0
A,M1_headline,A2_arm_wheel_coordination,11.600000000000001,0.0,0.0,-0.0,0.0,0.0,0.0
A,M1_headline,A2_arm_wheel_coordination,11.700000000000001,0.0,0.0,-0.0,0.0,0.0,0.0
A,M1_headline,A2_arm_wheel_coordination,11.8,0.0,0.0,-0.0,0.0,0.0,0.0
A,M1_headline,A2_arm_wheel_coordination,11.9,0.0,0.0,-0.0,0.0,0.0,0.0
A,M1_headline,A2_arm_wheel_coordination,12.0,0.0,0.0,-0.0,0.0,0.0,0.0
A,M2_limit_compliant,A0_no_compensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,M2_limit_compliant,A0_no_compensation,0.1,0.00011558468219713005,0.0034458044765917233,0.0,0.0,0.0,2.710505431213761e-20
A,M2_limit_compliant,A0_no_compensation,0.2,0.0009073617753512763,0.013438358417377326,0.0,0.0,0.0,2.168404344971009e-19
A,M2_limit_compliant,A0_no_compensation,0.30000000000000004,0.0030047617085774275,0.029476868608093655,0.0,0.0,0.0,1.8694281843698425e-22
A,M2_limit_compliant,A0_no_compensation,0.4,0.006988416787495625,0.05108680418431573,0.0,0.0,0.0,4.336808689942018e-19
A,M2_limit_compliant,A0_no_compensation,0.5,0.01339298617740579,0.07782373139099398,0.0,0.0,0.0,2.168404344971009e-19
A,M2_limit_compliant,A0_no_compensation,0.6000000000000001,0.02271028857862707,0.10927553027845456,0.0,0.0,0.0,8.673617379884035e-19
A,M2_limit_compliant,A0_no_compensation,0.7000000000000001,0.03539258475675639,0.14506319414283977,0.0,0.0,0.0,4.336808689942018e-19
A,M2_limit_compliant,A0_no_compensation,0.8,0.05185587749052037,0.1848404021318767,0.0,0.0,0.0,1.734723475976807e-18
A,M2_limit_compliant,A0_no_compensation,0.9,0.07248311425034426,0.22829204686852983,0.0,0.0,0.0,1.734723475976807e-18
A,M2_limit_compliant,A0_no_compensation,1.0,0.09762719811015007,0.27513189140093897,0.0,0.0,0.0,3.469446951953614e-18
A,M2_limit_compliant,A0_no_compensation,1.1,0.12761372733872614,0.32509952265251685,0.0,0.0,0.0,1.6940658945086007e-21
A,M2_limit_compliant,A0_no_compensation,1.2000000000000002,0.16274340254611822,0.37795676136124295,0.0,0.0,0.0,3.469446951953614e-18
A,M2_limit_compliant,A0_no_compensation,1.3,0.20329405335029438,0.4334836809319405,0.0,0.0,0.0,3.469446951953614e-18
A,M2_limit_compliant,A0_no_compensation,1.4000000000000001,0.24952225387634017,0.4914743794559682,0.0,0.0,0.0,3.469446951953614e-18
A,M2_limit_compliant,A0_no_compensation,1.5,0.30166450860410143,0.5517326402413424,0.0,0.0,0.0,1.734723475976807e-18
A,M2_limit_compliant,A0_no_compensation,1.6,0.3599380040053195,0.6140676064725801,0.0,0.0,0.0,6.938893903907228e-18
A,M2_limit_compliant,A0_no_compensation,1.7000000000000002,0.42454093320422054,0.6782895850672351,0.0,0.0,0.0,1.6940658945086007e-21
A,M2_limit_compliant,A0_no_compensation,1.8,0.49565241184570363,0.7442060834419738,0.0,0.0,0.0,6.938893903907228e-18
A,M2_limit_compliant,A0_no_compensation,1.9000000000000001,0.5734320131362253,0.8116181708082643,0.0,0.0,0.0,3.494010907423989e-21
A,M2_limit_compliant,A0_no_compensation,2.0,0.6580189586425376,0.8803172428810159,0.0,0.0,0.0,6.938893903907228e-18
A,M2_limit_compliant,A0_no_compensation,2.1,0.749531008460469,0.9500822556268608,0.0,0.0,0.0,1.5087774372967225e-21
A,M2_limit_compliant,A0_no_compensation,2.2,0.8480631004463429,1.0206774800537266,0.0,0.0,0.0,6.938893903907228e-18
A,M2_limit_compliant,A0_no_compensation,2.3000000000000003,0.9536857926589095,1.0918508162272285,0.0,0.0,0.0,6.938893903907228e-18
A,M2_limit_compliant,A0_no_compensation,2.4000000000000004,1.0664435662144558,1.1633326908927608,0.0,0.0,0.0,6.938893903907228e-18
A,M2_limit_compliant,A0_no_compensation,2.5,1.1863530475810402,1.2348355495043997,0.0,0.0,0.0,6.938893903907228e-18
A,M2_limit_compliant,A0_no_compensation,2.6,1.313401209786373,1.3060539403452267,0.0,0.0,0.0,3.469446951953614e-18
A,M2_limit_compliant,A0_no_compensation,2.7,1.4475436110462288,1.3766651760059778,0.0,0.0,0.0,1.3877787807814457e-17
A,M2_limit_compliant,A0_no_compensation,2.8000000000000003,1.588702727363932,1.4463305460030016,0.0,0.0,0.0,1.3877787807814457e-17
A,M2_limit_compliant,A0_no_compensation,2.9000000000000004,1.7367664324899594,1.5146970439812009,0.0,0.0,0.0,2.7755575615628914e-17
A,M2_limit_compliant,A0_no_compensation,3.0,1.8915866743841947,1.5813995639562806,0.0,0.0,0.0,1.3877787807814457e-17
A,M2_limit_compliant,A0_no_compensation,3.1,2.052978392777217,1.646063512562282,0.0,0.0,0.0,1.3877787807814457e-17
A,M2_limit_compliant,A0_no_compensation,3.2,2.2207187160480237,1.7083077784010017,0.0,0.0,0.0,2.7755575615628914e-17
A,M2_limit_compliant,A0_no_compensation,3.3000000000000003,2.3945464704885153,1.7677479954062096,0.0,0.0,0.0,1.3877787807814457e-17
A,M2_limit_compliant,A0_no_compensation,3.4000000000000004,2.5741620277590527,1.824000034652602,0.0,0.0,0.0,6.829203137237796e-21
A,M2_limit_compliant,A0_no_compensation,3.5,2.759227510172044,1.8766836582186646,0.0,0.0,0.0,1.3877787807814457e-17
A,M2_limit_compliant,A0_no_compensation,3.6,2.949367366930916,1.9254262694660391,0.0,0.0,0.0,1.3877787807814457e-17
A,M2_limit_compliant,A0_no_compensation,3.7,3.1441693272510793,1.9698666962920757,0.0,0.0,0.0,1.3877787807814457e-17
A,M2_limit_compliant,A0_no_compensation,3.8000000000000003,3.343185731178537,2.009658947375929,0.0,0.0,0.0,3.3881317890172014e-21
A,M2_limit_compliant,A0_no_compensation,3.9000000000000004,3.5459352321996183,2.044475885972304,0.0,0.0,0.0,8.999725064576941e-22
A,M2_limit_compliant,A0_no_compensation,4.0,3.7519048610666683,2.0740127711918324,0.0,0.0,0.0,6.776263578034403e-21
A,M2_limit_compliant,A0_no_compensation,4.1000000000000005,3.960552435320451,2.097990622716474,0.0,0.0,0.0,6.938893903907228e-18
A,M2_limit_compliant,A0_no_compensation,4.2,4.171309294732337,2.116159371305555,0.0,0.0,0.0,6.938893903907228e-18
A,M2_limit_compliant,A0_no_compensation,4.3,4.383583339863601,2.128300764037169,0.0,0.0,0.0,6.938893903907228e-18
A,M2_limit_compliant,A0_no_compensation,4.4,4.596762347780397,2.1342309998012716,0.0,0.0,0.0,6.246867986000465e-21
A,M2_limit_compliant,A0_no_compensation,4.5,4.810217537085173,2.1338030769386975,0.0,0.0,0.0,6.938893903907228e-18
A,M2_limit_compliant,A0_no_compensation,4.6000000000000005,5.023307352787961,2.1269088409552412,0.0,0.0,0.0,6.938893903907228e-18
A,M2_limit_compliant,A0_no_compensation,4.7,5.235381440645498,2.113480725811865,0.0,0.0,0.0,6.938893903907228e-18
A,M2_limit_compliant,A0_no_compensation,4.800000000000001,5.44578478024107,2.093493187310894,0.0,0.0,0.0,3.22931311140702e-21
A,M2_limit_compliant,A0_no_compensation,4.9,5.653861946094819,2.0669638315034464,0.0,0.0,0.0,6.938893903907228e-18
A,M2_limit_compliant,A0_no_compensation,5.0,5.858961466674974,2.0339542448021914,0.0,0.0,0.0,1.3877787807814457e-17
A,M2_limit_compliant,A0_no_compensation,5.1000000000000005,6.060440251821415,1.9945705355888959,0.0,0.0,0.0,6.938893903907228e-18
A,M2_limit_compliant,A0_no_compensation,5.2,6.257668060496347,1.948963599572403,0.0,0.0,0.0,6.938893903907228e-18
A,M2_limit_compliant,A0_no_compensation,5.300000000000001,6.450031981776392,1.8973291230147236,0.0,0.0,0.0,6.938893903907228e-18
A,M2_limit_compliant,A0_no_compensation,5.4,6.636940903723567,1.8399073392505356,0.0,0.0,0.0,6.938893903907228e-18
A,M2_limit_compliant,A0_no_compensation,5.5,6.81782994629151,1.776982554742234,0.0,0.0,0.0,6.938893903907228e-18
A,M2_limit_compliant,A0_no_compensation,5.6000000000000005,6.992164835910533,1.7088824613134295,0.0,0.0,0.0,6.938893903907228e-18
A,M2_limit_compliant,A0_no_compensation,5.7,7.159446201332854,1.6359772512696944,0.0,0.0,0.0,6.938893903907228e-18
A,M2_limit_compliant,A0_no_compensation,5.800000000000001,7.3192137719081245,1.5586785519363289,0.0,0.0,0.0,1.3877787807814457e-17
A,M2_limit_compliant,A0_no_compensation,5.9,7.47105046084976,1.4774381958123992,0.0,0.0,0.0,6.938893903907228e-18
A,M2_limit_compliant,A0_no_compensation,6.0,7.614586318007324,1.3927468421560678,0.0,0.0,0.0,3.469446951953614e-18
A,M2_limit_compliant,A0_no_compensation,6.1000000000000005,7.749502338084577,1.3051324654801513,0.0,0.0,0.0,3.469446951953614e-18
A,M2_limit_compliant,A0_no_compensation,6.2,7.875534111541397,1.215158726252353,0.0,0.0,0.0,1.734723475976807e-18
A,M2_limit_compliant,A0_no_compensation,6.300000000000001,7.992475307341361,1.123423239168248,0.0,0.0,0.0,6.938893903907228e-18
A,M2_limit_compliant,A0_no_compensation,6.4,8.100180978254071,1.0305557548046707,0.0,0.0,0.0,3.469446951953614e-18
A,M2_limit_compliant,A0_no_compensation,6.5,8.198570680387485,0.9372162713760724,0.0,0.0,0.0,3.469446951953614e-18
A,M2_limit_compliant,A0_no_compensation,6.6000000000000005,8.287631401421429,0.8440930948142614,0.0,0.0,0.0,1.734723475976807e-18
A,M2_limit_compliant,A0_no_compensation,6.7,8.367420292962743,0.7519008675813141,0.0,0.0,0.0,3.469446951953614e-18
A,M2_limit_compliant,A0_no_compensation,6.800000000000001,8.438067205278228,0.6613785896074761,0.0,0.0,0.0,6.938893903907228e-18
A,M2_limit_compliant,A0_no_compensation,6.9,8.499777024485189,0.573287658617673,0.0,0.0,0.0,3.469446951953614e-18
A,M2_limit_compliant,A0_no_compensation,7.0,8.552831816680374,0.48840996195442615,0.0,0.0,0.0,1.734723475976807e-18
A,M2_limit_compliant,A0_no_compensation,7.1000000000000005,8.597592784770832,0.4075460578892827,0.0,0.0,0.0,1.734723475976807e-18
A,M2_limit_compliant,A0_no_compensation,7.2,8.634502050286226,0.3315134913817885,0.0,0.0,0.0,1.3010426069826053e-18
A,M2_limit_compliant,A0_no_compensation,7.300000000000001,8.664084275167983,0.2611452973044101,0.0,0.0,0.0,8.673617379884035e-19
A,M2_limit_compliant,A0_no_compensation,7.4,8.686948146477684,0.19728875327005888,0.0,0.0,0.0,4.336808689942018e-19
A,M2_limit_compliant,A0_no_compensation,7.5,8.703787750646695,0.14080445428914465,0.0,0.0,0.0,4.336808689942018e-19
A,M2_limit_compliant,A0_no_compensation,7.6000000000000005,8.715383876050119,0.09256579238281867,0.0,0.0,0.0,2.168404344971009e-19
A,M2_limit_compliant,A0_no_compensation,7.7,8.722605286752485,0.05345893574755414,0.0,0.0,0.0,2.168404344971009e-19
A,M2_limit_compliant,A0_no_compensation,7.800000000000001,8.72641002413154,0.02438341375041823,0.0,0.0,0.0,2.168404344971009e-19
A,M2_limit_compliant,A0_no_compensation,7.9,8.727846801712753,0.0062534254634646555,0.0,0.0,0.0,5.421010862427522e-20
A,M2_limit_compliant,A0_no_compensation,8.0,8.728056572440526,0.0,0.0,0.0,0.0,0.0
A,M2_limit_compliant,A0_no_compensation,8.1,8.728056572436513,0.0,0.0,0.0,0.0,0.0
A,M2_limit_compliant,A0_no_compensation,8.200000000000001,8.728056572436513,0.0,0.0,0.0,0.0,0.0
A,M2_limit_compliant,A0_no_compensation,8.3,8.728056572436513,0.0,0.0,0.0,0.0,0.0
A,M2_limit_compliant,A0_no_compensation,8.4,8.728056572436513,0.0,0.0,0.0,0.0,0.0
A,M2_limit_compliant,A0_no_compensation,8.5,8.728056572436513,0.0,0.0,0.0,0.0,0.0
A,M2_limit_compliant,A0_no_compensation,8.6,8.728056572436513,0.0,0.0,0.0,0.0,0.0
A,M2_limit_compliant,A0_no_compensation,8.700000000000001,8.728056572436513,0.0,0.0,0.0,0.0,0.0
A,M2_limit_compliant,A0_no_compensation,8.8,8.728056572436513,0.0,0.0,0.0,0.0,0.0
A,M2_limit_compliant,A0_no_compensation,8.9,8.728056572436513,0.0,0.0,0.0,0.0,0.0
A,M2_limit_compliant,A0_no_compensation,9.0,8.728056572436513,0.0,0.0,0.0,0.0,0.0
A,M2_limit_compliant,A0_no_compensation,9.1,8.728056572436513,0.0,0.0,0.0,0.0,0.0
A,M2_limit_compliant,A0_no_compensation,9.200000000000001,8.728056572436513,0.0,0.0,0.0,0.0,0.0
A,M2_limit_compliant,A0_no_compensation,9.3,8.728056572436513,0.0,0.0,0.0,0.0,0.0
A,M2_limit_compliant,A0_no_compensation,9.4,8.728056572436513,0.0,0.0,0.0,0.0,0.0
A,M2_limit_compliant,A0_no_compensation,9.5,8.728056572436513,0.0,0.0,0.0,0.0,0.0
A,M2_limit_compliant,A0_no_compensation,9.600000000000001,8.728056572436513,0.0,0.0,0.0,0.0,0.0
A,M2_limit_compliant,A0_no_compensation,9.700000000000001,8.728056572436513,0.0,0.0,0.0,0.0,0.0
