instance_id,baseline_relation,responsibility_owner,source_container_label,container_is_dynamic_body,dynamic_link_id,rigid_group_id,rigid_group_mapping_status,dynamic_parent_joint,source_URDF_link_record_complete,whole_body_ownership_complete,source_frame,source_step_path,source_sha256,source_hash_verified,representation_role,is_ground_only,native_current_whole_plan_installed,mass_evidence_class,mass_kg,mass_scope,mass_source_pointer,COM_local_m,inertia_COM_local_kg_m2,inertia_expressed_in,inertia_reference_point,legacy_budget_mass_kg,legacy_budget_evidence_class,budget_is_additive_to_mass,owner_reference_mass_kg,owner_reference_additive_to_children,as_built_mass_kg,uncertainty_status
RB_longeron_-1_-1,UNCHANGED_SOURCE_FROM_873,ROOT_FRAME_METAL,ROOT_STRUCTURE,False,,,UNKNOWN_NOT_INFERRED_FROM_STATIC_GROUP,,False,False,STEP_LOCAL:RB_longeron_-1_-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\sources\RB_longeron_-1_-1_860c564c_service_solid.step,9a2bed76a3e1cb7baece6b6436e08af8c6f128146e36a0a3203e93b2348a1787,True,PHYSICAL_GEOMETRY,False,False,CAD_ESTIMATE,0.07516425714576416,CANDIDATE_GEOMETRY_MATERIAL_MODEL,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\PARAMETER_PACKET.json#instances/544/mass,,,,,,UNKNOWN,False,,False,,UNKNOWN_NOT_ZERO
RB_longeron_-1_1,UNCHANGED_SOURCE_FROM_873,ROOT_FRAME_METAL,ROOT_STRUCTURE,False,,,UNKNOWN_NOT_INFERRED_FROM_STATIC_GROUP,,False,False,STEP_LOCAL:RB_longeron_-1_1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\sources\RB_longeron_-1_1_7f47196b_service_solid.step,89ff560c26a41f4eca879d3d7b3272c8ae4b5f8c47b2d379eade9ab61f7c4bd2,True,PHYSICAL_GEOMETRY,False,False,CAD_ESTIMATE,0.07501683476890202,CANDIDATE_GEOMETRY_MATERIAL_MODEL,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\PARAMETER_PACKET.json#instances/545/mass,,,,,,UNKNOWN,False,,False,,UNKNOWN_NOT_ZERO
RB_longeron_1_-1,UNCHANGED_SOURCE_FROM_873,ROOT_FRAME_METAL,ROOT_STRUCTURE,False,,,UNKNOWN_NOT_INFERRED_FROM_STATIC_GROUP,,False,False,STEP_LOCAL:RB_longeron_1_-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\sources\RB_longeron_1_-1_968f5c50_service_solid.step,975e72455ad902850c9388efe208822026f6612a7eff20f2b159dc57600ddea0,True,PHYSICAL_GEOMETRY,False,False,CAD_ESTIMATE,0.07516425714576419,CANDIDATE_GEOMETRY_MATERIAL_MODEL,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\PARAMETER_PACKET.json#instances/546/mass,,,,,,UNKNOWN,False,,False,,UNKNOWN_NOT_ZERO
RB_longeron_1_1,UNCHANGED_SOURCE_FROM_873,ROOT_FRAME_METAL,ROOT_STRUCTURE,False,,,UNKNOWN_NOT_INFERRED_FROM_STATIC_GROUP,,False,False,STEP_LOCAL:RB_longeron_1_1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\sources\RB_longeron_1_1_3330a9e7_service_solid.step,f9b2c15b827efcf6ffe40c8df1d037c263281beafc151ac3929a78c64fc7005a,True,PHYSICAL_GEOMETRY,False,False,CAD_ESTIMATE,0.07501683476890202,CANDIDATE_GEOMETRY_MATERIAL_MODEL,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\PARAMETER_PACKET.json#instances/547/mass,,,,,,UNKNOWN,False,,False,,UNKNOWN_NOT_ZERO
RB_end_frame_-1,UNCHANGED_SOURCE_FROM_873,ROOT_FRAME_METAL,ROOT_STRUCTURE,False,,,UNKNOWN_NOT_INFERRED_FROM_STATIC_GROUP,,False,False,STEP_LOCAL:RB_end_frame_-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\sources\RB_end_frame_-1_e46eea49_service_solid.step,4c3f189f299741c6008fe6d8d1163d48e8fd3ab5f2c50b58b832ebb1205035ae,True,PHYSICAL_GEOMETRY,False,False,CAD_ESTIMATE,0.16560908052998966,CANDIDATE_GEOMETRY_MATERIAL_MODEL,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\PARAMETER_PACKET.json#instances/526/mass,,,,,,UNKNOWN,False,,False,,UNKNOWN_NOT_ZERO
RB_end_plug_-1_-1_-1,UNCHANGED_SOURCE_FROM_873,ROOT_FRAME_METAL,ROOT_STRUCTURE,False,,,UNKNOWN_NOT_INFERRED_FROM_STATIC_GROUP,,False,False,STEP_LOCAL:RB_end_plug_-1_-1_-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\sources\RB_end_plug_-1_-1_-1_578cc8ce_service_solid.step,16163ac28356dc62d2a97d01560c45c50eb1c212ef9c2fc7f50e170e90299191,True,PHYSICAL_GEOMETRY,False,False,CAD_ESTIMATE,0.002584907503737639,CANDIDATE_GEOMETRY_MATERIAL_MODEL,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\PARAMETER_PACKET.json#instances/528/mass,,,,,,UNKNOWN,False,,False,,UNKNOWN_NOT_ZERO
RB_end_screw_-1_-1_-1,UNCHANGED_SOURCE_FROM_873,ROOT_FRAME_FASTENER_KIT,ROOT_STRUCTURE,False,,,UNKNOWN_NOT_INFERRED_FROM_STATIC_GROUP,,False,False,STEP_LOCAL:RB_end_screw_-1_-1_-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\sources\RB_end_screw_-1_-1_-1_ff5d0c37_service_solid.step,4ece51ef372326ffb80d177e3214a7b5699140a994eda82e72c9db9e32a67865,True,SIMPLIFIED_PROXY,False,False,UNKNOWN,,UNKNOWN_CURRENT_INSTANCE,,,,,,,UNKNOWN,False,,False,,UNKNOWN_NOT_ZERO
RB_end_plug_-1_-1_1,UNCHANGED_SOURCE_FROM_873,ROOT_FRAME_METAL,ROOT_STRUCTURE,False,,,UNKNOWN_NOT_INFERRED_FROM_STATIC_GROUP,,False,False,STEP_LOCAL:RB_end_plug_-1_-1_1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\sources\RB_end_plug_-1_-1_-1_578cc8ce_service_solid.step,16163ac28356dc62d2a97d01560c45c50eb1c212ef9c2fc7f50e170e90299191,True,PHYSICAL_GEOMETRY,False,False,CAD_ESTIMATE,0.002584907503737639,CANDIDATE_GEOMETRY_MATERIAL_MODEL,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\PARAMETER_PACKET.json#instances/529/mass,,,,,,UNKNOWN,False,,False,,UNKNOWN_NOT_ZERO
RB_end_screw_-1_-1_1,UNCHANGED_SOURCE_FROM_873,ROOT_FRAME_FASTENER_KIT,ROOT_STRUCTURE,False,,,UNKNOWN_NOT_INFERRED_FROM_STATIC_GROUP,,False,False,STEP_LOCAL:RB_end_screw_-1_-1_1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\sources\RB_end_screw_-1_-1_-1_ff5d0c37_service_solid.step,4ece51ef372326ffb80d177e3214a7b5699140a994eda82e72c9db9e32a67865,True,SIMPLIFIED_PROXY,False,False,UNKNOWN,,UNKNOWN_CURRENT_INSTANCE,,,,,,,UNKNOWN,False,,False,,UNKNOWN_NOT_ZERO
RB_end_plug_-1_1_-1,UNCHANGED_SOURCE_FROM_873,ROOT_FRAME_METAL,ROOT_STRUCTURE,False,,,UNKNOWN_NOT_INFERRED_FROM_STATIC_GROUP,,False,False,STEP_LOCAL:RB_end_plug_-1_1_-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\sources\RB_end_plug_-1_-1_-1_578cc8ce_service_solid.step,16163ac28356dc62d2a97d01560c45c50eb1c212ef9c2fc7f50e170e90299191,True,PHYSICAL_GEOMETRY,False,False,CAD_ESTIMATE,0.002584907503737639,CANDIDATE_GEOMETRY_MATERIAL_MODEL,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\PARAMETER_PACKET.json#instances/530/mass,,,,,,UNKNOWN,False,,False,,UNKNOWN_NOT_ZERO
RB_end_screw_-1_1_-1,UNCHANGED_SOURCE_FROM_873,ROOT_FRAME_FASTENER_KIT,ROOT_STRUCTURE,False,,,UNKNOWN_NOT_INFERRED_FROM_STATIC_GROUP,,False,False,STEP_LOCAL:RB_end_screw_-1_1_-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\sources\RB_end_screw_-1_-1_-1_ff5d0c37_service_solid.step,4ece51ef372326ffb80d177e3214a7b5699140a994eda82e72c9db9e32a67865,True,SIMPLIFIED_PROXY,False,False,UNKNOWN,,UNKNOWN_CURRENT_INSTANCE,,,,,,,UNKNOWN,False,,False,,UNKNOWN_NOT_ZERO
RB_end_plug_-1_1_1,UNCHANGED_SOURCE_FROM_873,ROOT_FRAME_METAL,ROOT_STRUCTURE,False,,,UNKNOWN_NOT_INFERRED_FROM_STATIC_GROUP,,False,False,STEP_LOCAL:RB_end_plug_-1_1_1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\sources\RB_end_plug_-1_-1_-1_578cc8ce_service_solid.step,16163ac28356dc62d2a97d01560c45c50eb1c212ef9c2fc7f50e170e90299191,True,PHYSICAL_GEOMETRY,False,False,CAD_ESTIMATE,0.002584907503737639,CANDIDATE_GEOMETRY_MATERIAL_MODEL,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\PARAMETER_PACKET.json#instances/531/mass,,,,,,UNKNOWN,False,,False,,UNKNOWN_NOT_ZERO
RB_end_screw_-1_1_1,UNCHANGED_SOURCE_FROM_873,ROOT_FRAME_FASTENER_KIT,ROOT_STRUCTURE,False,,,UNKNOWN_NOT_INFERRED_FROM_STATIC_GROUP,,False,False,STEP_LOCAL:RB_end_screw_-1_1_1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\sources\RB_end_screw_-1_-1_-1_ff5d0c37_service_solid.step,4ece51ef372326ffb80d177e3214a7b5699140a994eda82e72c9db9e32a67865,True,SIMPLIFIED_PROXY,False,False,UNKNOWN,,UNKNOWN_CURRENT_INSTANCE,,,,,,,UNKNOWN,False,,False,,UNKNOWN_NOT_ZERO
RB_end_frame_1,UNCHANGED_SOURCE_FROM_873,ROOT_FRAME_METAL,ROOT_STRUCTURE,False,,,UNKNOWN_NOT_INFERRED_FROM_STATIC_GROUP,,False,False,STEP_LOCAL:RB_end_frame_1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\sources\RB_end_frame_-1_e46eea49_service_solid.step,4c3f189f299741c6008fe6d8d1163d48e8fd3ab5f2c50b58b832ebb1205035ae,True,PHYSICAL_GEOMETRY,False,False,CAD_ESTIMATE,0.16560908052998966,CANDIDATE_GEOMETRY_MATERIAL_MODEL,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\PARAMETER_PACKET.json#instances/527/mass,,,,,,UNKNOWN,False,,False,,UNKNOWN_NOT_ZERO
RB_end_plug_1_-1_-1,UNCHANGED_SOURCE_FROM_873,ROOT_FRAME_METAL,ROOT_STRUCTURE,False,,,UNKNOWN_NOT_INFERRED_FROM_STATIC_GROUP,,False,False,STEP_LOCAL:RB_end_plug_1_-1_-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\sources\RB_end_plug_1_-1_-1_750eb7c8_service_solid.step,7d65b6a89d61206f48c000f046dc4c8dc0bf3146966540cc0db47ad3955fdadc,True,PHYSICAL_GEOMETRY,False,False,CAD_ESTIMATE,0.002584907105323995,CANDIDATE_GEOMETRY_MATERIAL_MODEL,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\PARAMETER_PACKET.json#instances/532/mass,,,,,,UNKNOWN,False,,False,,UNKNOWN_NOT_ZERO
RB_end_screw_1_-1_-1,UNCHANGED_SOURCE_FROM_873,ROOT_FRAME_FASTENER_KIT,ROOT_STRUCTURE,False,,,UNKNOWN_NOT_INFERRED_FROM_STATIC_GROUP,,False,False,STEP_LOCAL:RB_end_screw_1_-1_-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\sources\RB_end_screw_1_-1_-1_6b29a4e6_service_solid.step,431537339fd9da25bb2152c3c6d1169121d0256ae69e7aef8b1d7eef0623864f,True,SIMPLIFIED_PROXY,False,False,UNKNOWN,,UNKNOWN_CURRENT_INSTANCE,,,,,,,UNKNOWN,False,,False,,UNKNOWN_NOT_ZERO
RB_end_plug_1_-1_1,UNCHANGED_SOURCE_FROM_873,ROOT_FRAME_METAL,ROOT_STRUCTURE,False,,,UNKNOWN_NOT_INFERRED_FROM_STATIC_GROUP,,False,False,STEP_LOCAL:RB_end_plug_1_-1_1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\sources\RB_end_plug_1_-1_-1_750eb7c8_service_solid.step,7d65b6a89d61206f48c000f046dc4c8dc0bf3146966540cc0db47ad3955fdadc,True,PHYSICAL_GEOMETRY,False,False,CAD_ESTIMATE,0.002584907105323995,CANDIDATE_GEOMETRY_MATERIAL_MODEL,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\PARAMETER_PACKET.json#instances/533/mass,,,,,,UNKNOWN,False,,False,,UNKNOWN_NOT_ZERO
RB_end_screw_1_-1_1,UNCHANGED_SOURCE_FROM_873,ROOT_FRAME_FASTENER_KIT,ROOT_STRUCTURE,False,,,UNKNOWN_NOT_INFERRED_FROM_STATIC_GROUP,,False,False,STEP_LOCAL:RB_end_screw_1_-1_1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\sources\RB_end_screw_1_-1_-1_6b29a4e6_service_solid.step,431537339fd9da25bb2152c3c6d1169121d0256ae69e7aef8b1d7eef0623864f,True,SIMPLIFIED_PROXY,False,False,UNKNOWN,,UNKNOWN_CURRENT_INSTANCE,,,,,,,UNKNOWN,False,,False,,UNKNOWN_NOT_ZERO
RB_end_plug_1_1_-1,UNCHANGED_SOURCE_FROM_873,ROOT_FRAME_METAL,ROOT_STRUCTURE,False,,,UNKNOWN_NOT_INFERRED_FROM_STATIC_GROUP,,False,False,STEP_LOCAL:RB_end_plug_1_1_-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\sources\RB_end_plug_1_-1_-1_750eb7c8_service_solid.step,7d65b6a89d61206f48c000f046dc4c8dc0bf3146966540cc0db47ad3955fdadc,True,PHYSICAL_GEOMETRY,False,False,CAD_ESTIMATE,0.002584907105323995,CANDIDATE_GEOMETRY_MATERIAL_MODEL,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\PARAMETER_PACKET.json#instances/534/mass,,,,,,UNKNOWN,False,,False,,UNKNOWN_NOT_ZERO
RB_end_screw_1_1_-1,UNCHANGED_SOURCE_FROM_873,ROOT_FRAME_FASTENER_KIT,ROOT_STRUCTURE,False,,,UNKNOWN_NOT_INFERRED_FROM_STATIC_GROUP,,False,False,STEP_LOCAL:RB_end_screw_1_1_-1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\sources\RB_end_screw_1_-1_-1_6b29a4e6_service_solid.step,431537339fd9da25bb2152c3c6d1169121d0256ae69e7aef8b1d7eef0623864f,True,SIMPLIFIED_PROXY,False,False,UNKNOWN,,UNKNOWN_CURRENT_INSTANCE,,,,,,,UNKNOWN,False,,False,,UNKNOWN_NOT_ZERO
RB_end_plug_1_1_1,UNCHANGED_SOURCE_FROM_873,ROOT_FRAME_METAL,ROOT_STRUCTURE,False,,,UNKNOWN_NOT_INFERRED_FROM_STATIC_GROUP,,False,False,STEP_LOCAL:RB_end_plug_1_1_1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\sources\RB_end_plug_1_-1_-1_750eb7c8_service_solid.step,7d65b6a89d61206f48c000f046dc4c8dc0bf3146966540cc0db47ad3955fdadc,True,PHYSICAL_GEOMETRY,False,False,CAD_ESTIMATE,0.002584907105323995,CANDIDATE_GEOMETRY_MATERIAL_MODEL,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\PARAMETER_PACKET.json#instances/535/mass,,,,,,UNKNOWN,False,,False,,UNKNOWN_NOT_ZERO
RB_end_screw_1_1_1,UNCHANGED_SOURCE_FROM_873,ROOT_FRAME_FASTENER_KIT,ROOT_STRUCTURE,False,,,UNKNOWN_NOT_INFERRED_FROM_STATIC_GROUP,,False,False,STEP_LOCAL:RB_end_screw_1_1_1,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\sources\RB_end_screw_1_-1_-1_6b29a4e6_service_solid.step,431537339fd9da25bb2152c3c6d1169121d0256ae69e7aef8b1d7eef0623864f,True,SIMPLIFIED_PROXY,False,False,UNKNOWN,,UNKNOWN_CURRENT_INSTANCE,,,,,,,UNKNOWN,False,,False,,UNKNOWN_NOT_ZERO
WP01-RB-BRIDGE-R2,SAME_ID_CHANGED_SOURCE,ROOT_FRAME_METAL,ROOT_STRUCTURE,False,,,UNKNOWN_NOT_INFERRED_FROM_STATIC_GROUP,,False,False,STEP_LOCAL:WP01-RB-BRIDGE-R2,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\root_bridge.step,af5f035b6263c9af636ac48ede706ff03033126a21f45fedd3fcae9adaf34787,True,PROJECT_PASSAGE_CAPTURE_GEOMETRY__THREAD_AND_PHYSICAL_QUALIFICATION_OPEN,False,False,UNKNOWN,,UNKNOWN_CURRENT_INSTANCE,,,,,,,UNKNOWN,False,,False,,UNKNOWN_NOT_ZERO
RB_upper_beam_20,UNCHANGED_SOURCE_FROM_873,ROOT_FRAME_METAL,ROOT_STRUCTURE,False,,,UNKNOWN_NOT_INFERRED_FROM_STATIC_GROUP,,False,False,STEP_LOCAL:RB_upper_beam_20,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\sources\RB_upper_beam_20_286c816f_service_solid.step,39c6eff2ce9f76ff8a38d189c7a871cdbd8d1990b9398d2f0504148a84075d42,True,PHYSICAL_GEOMETRY,False,False,CAD_ESTIMATE,0.08851574655894578,CANDIDATE_GEOMETRY_MATERIAL_MODEL,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\PARAMETER_PACKET.json#instances/583/mass,,,,,,UNKNOWN,False,,False,,UNKNOWN_NOT_ZERO
RB_lower_beam_20,UNCHANGED_SOURCE_FROM_873,ROOT_FRAME_METAL,ROOT_STRUCTURE,False,,,UNKNOWN_NOT_INFERRED_FROM_STATIC_GROUP,,False,False,STEP_LOCAL:RB_lower_beam_20,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\sources\RB_lower_beam_20_fedf83e3_service_solid.step,5755cb850392d06147c73e3285a0ea307eb2a0c5cc720ed20b2e1404785e11b0,True,PHYSICAL_GEOMETRY,False,False,CAD_ESTIMATE,0.04536634026499492,CANDIDATE_GEOMETRY_MATERIAL_MODEL,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\PARAMETER_PACKET.json#instances/549/mass,,,,,,UNKNOWN,False,,False,,UNKNOWN_NOT_ZERO
RB_upper_beam_160,UNCHANGED_SOURCE_FROM_873,ROOT_FRAME_METAL,ROOT_STRUCTURE,False,,,UNKNOWN_NOT_INFERRED_FROM_STATIC_GROUP,,False,False,STEP_LOCAL:RB_upper_beam_160,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\sources\RB_upper_beam_20_286c816f_service_solid.step,39c6eff2ce9f76ff8a38d189c7a871cdbd8d1990b9398d2f0504148a84075d42,True,PHYSICAL_GEOMETRY,False,False,CAD_ESTIMATE,0.08851574655894578,CANDIDATE_GEOMETRY_MATERIAL_MODEL,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\PARAMETER_PACKET.json#instances/582/mass,,,,,,UNKNOWN,False,,False,,UNKNOWN_NOT_ZERO
RB_lower_beam_160,UNCHANGED_SOURCE_FROM_873,ROOT_FRAME_METAL,ROOT_STRUCTURE,False,,,UNKNOWN_NOT_INFERRED_FROM_STATIC_GROUP,,False,False,STEP_LOCAL:RB_lower_beam_160,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\sources\RB_lower_beam_20_fedf83e3_service_solid.step,5755cb850392d06147c73e3285a0ea307eb2a0c5cc720ed20b2e1404785e11b0,True,PHYSICAL_GEOMETRY,False,False,CAD_ESTIMATE,0.04536634026499492,CANDIDATE_GEOMETRY_MATERIAL_MODEL,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\PARAMETER_PACKET.json#instances/548/mass,,,,,,UNKNOWN,False,,False,,UNKNOWN_NOT_ZERO
RB_pillar_0,UNCHANGED_SOURCE_FROM_873,ROOT_FRAME_METAL,ROOT_STRUCTURE,False,,,UNKNOWN_NOT_INFERRED_FROM_STATIC_GROUP,,False,False,STEP_LOCAL:RB_pillar_0,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\sources\RB_pillar_0_341f75ce_service_solid.step,66f1364c608b6b60ef79e895e9d20c8c2affd3309fb98190f0b9d1c365454389,True,PHYSICAL_GEOMETRY,False,False,CAD_ESTIMATE,0.05010336,CANDIDATE_GEOMETRY_MATERIAL_MODEL,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\PARAMETER_PACKET.json#instances/554/mass,,,,,,UNKNOWN,False,,False,,UNKNOWN_NOT_ZERO
RB_pillar_plug_0_top,UNCHANGED_SOURCE_FROM_873,ROOT_FRAME_METAL,ROOT_STRUCTURE,False,,,UNKNOWN_NOT_INFERRED_FROM_STATIC_GROUP,,False,False,STEP_LOCAL:RB_pillar_plug_0_top,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\sources\RB_pillar_plug_0_top_53442f90_service_solid.step,84c6245a67175b4229840cbce873cb0e7c32d9dd0170fdaa29a584f6b6e5ff6c,True,PHYSICAL_GEOMETRY,False,False,CAD_ESTIMATE,0.0035469656866598883,CANDIDATE_GEOMETRY_MATERIAL_MODEL,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\PARAMETER_PACKET.json#instances/567/mass,,,,,,UNKNOWN,False,,False,,UNKNOWN_NOT_ZERO
RB_pillar_plug_0_bottom,UNCHANGED_SOURCE_FROM_873,ROOT_FRAME_METAL,ROOT_STRUCTURE,False,,,UNKNOWN_NOT_INFERRED_FROM_STATIC_GROUP,,False,False,STEP_LOCAL:RB_pillar_plug_0_bottom,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\sources\RB_pillar_plug_0_top_53442f90_service_solid.step,84c6245a67175b4229840cbce873cb0e7c32d9dd0170fdaa29a584f6b6e5ff6c,True,PHYSICAL_GEOMETRY,False,False,CAD_ESTIMATE,0.0035469656866598883,CANDIDATE_GEOMETRY_MATERIAL_MODEL,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\PARAMETER_PACKET.json#instances/566/mass,,,,,,UNKNOWN,False,,False,,UNKNOWN_NOT_ZERO
RB_lower_spacer_0,UNCHANGED_SOURCE_FROM_873,ROOT_FRAME_METAL,ROOT_STRUCTURE,False,,,UNKNOWN_NOT_INFERRED_FROM_STATIC_GROUP,,False,False,STEP_LOCAL:RB_lower_spacer_0,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\sources\RB_lower_spacer_0_4e71515f_service_solid.step,bb2ad41c151a3ba37711f7be89f707d1e8c975aab56caab0f470f9a9dbf0da26,True,PHYSICAL_GEOMETRY,False,False,CAD_ESTIMATE,0.002496350132497458,CANDIDATE_GEOMETRY_MATERIAL_MODEL,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp10_mechatronic_closure_20260908\implementation\mechanical\PARAMETER_PACKET.json#instances/550/mass,,,,,,UNKNOWN,False,,False,,UNKNOWN_NOT_ZERO
