id,canonical_id,representation_role,operation,qualification,source_step,native_path,nominal_volume_mm3,material,mass_kg,manufacturing_release
P60_HOST_2_BN,C008,SIMPLIFIED_PROXY,ADD,NOT_EVALUATED,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\P60_HOST_2_BN.step,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\native\p\C008.SLDPRT,45.153883725859515,,,False
P60_HOST_3_POST,C009,PHYSICAL_GEOMETRY,ADD,NOT_EVALUATED,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\P60_HOST_3_POST.step,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\native\p\C009.SLDPRT,2532.956200846574,,,False
P60_HOST_3_ROD,C010,SIMPLIFIED_PROXY,ADD,M3 nominal smooth custom tie-rod; thread class/material/locking not released,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\P60_HOST_3_ROD.step,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\native\p\C010.SLDPRT,558.4180941755859,,,False
P60_HOST_3_TW,C007,SIMPLIFIED_PROXY,ADD,NOT_EVALUATED,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\P60_HOST_3_TW.step,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\native\p\C007.SLDPRT,15.221016406642548,,,False
P60_HOST_3_TN,C008,SIMPLIFIED_PROXY,ADD,NOT_EVALUATED,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\P60_HOST_3_TN.step,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\native\p\C008.SLDPRT,45.15388372585952,,,False
P60_HOST_3_BW,C007,SIMPLIFIED_PROXY,ADD,NOT_EVALUATED,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\P60_HOST_3_BW.step,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\native\p\C007.SLDPRT,15.221016406642548,,,False
P60_HOST_3_BN,C008,SIMPLIFIED_PROXY,ADD,NOT_EVALUATED,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\P60_HOST_3_BN.step,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\native\p\C008.SLDPRT,45.153883725859515,,,False
CLAMP_PWR_BASE,C011,PHYSICAL_GEOMETRY,ADD,CUSTOM_SPLIT_SUPPORT_GEOMETRY; LINER_AND_CLAMP_FORCE_PENDING,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_PWR_BASE.step,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\native\p\C011.SLDPRT,1923.2982665462291,,,False
CLAMP_PWR_LID,C012,PHYSICAL_GEOMETRY,ADD,CUSTOM_SPLIT_SUPPORT_GEOMETRY; LINER_AND_CLAMP_FORCE_PENDING,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_PWR_LID.step,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\native\p\C012.SLDPRT,1923.2982664944604,,,False
POST_PWR_0,C013,PHYSICAL_GEOMETRY,ADD,NOT_EVALUATED,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\POST_PWR_0.step,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\native\p\C013.SLDPRT,4836.8431733566495,,,False
TIEROD_PWR_0,C014,SIMPLIFIED_PROXY,ADD,"M3 nominal smooth proxy, thread form/class/material/locking pending; custom rod, not sourced M3x70 screw",F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\TIEROD_PWR_0.step,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\native\p\C014.SLDPRT,537.2123437638547,,,False
CLAMP_PWR_0_TW,C007,SIMPLIFIED_PROXY,ADD,NOT_EVALUATED,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_PWR_0_TW.step,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\native\p\C007.SLDPRT,15.221016406642546,,,False
CLAMP_PWR_0_TN,C008,SIMPLIFIED_PROXY,ADD,NOT_EVALUATED,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_PWR_0_TN.step,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\native\p\C008.SLDPRT,45.15388372585954,,,False
CLAMP_PWR_0_BW,C007,SIMPLIFIED_PROXY,ADD,NOT_EVALUATED,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_PWR_0_BW.step,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\native\p\C007.SLDPRT,15.221016406642546,,,False
CLAMP_PWR_0_BN,C008,SIMPLIFIED_PROXY,ADD,NOT_EVALUATED,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_PWR_0_BN.step,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\native\p\C008.SLDPRT,45.15388372585953,,,False
POST_PWR_1,C013,PHYSICAL_GEOMETRY,ADD,NOT_EVALUATED,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\POST_PWR_1.step,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\native\p\C013.SLDPRT,4836.843173356649,,,False
TIEROD_PWR_1,C014,SIMPLIFIED_PROXY,ADD,"M3 nominal smooth proxy, thread form/class/material/locking pending; custom rod, not sourced M3x70 screw",F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\TIEROD_PWR_1.step,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\native\p\C014.SLDPRT,537.2123437638547,,,False
CLAMP_PWR_1_TW,C007,SIMPLIFIED_PROXY,ADD,NOT_EVALUATED,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_PWR_1_TW.step,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\native\p\C007.SLDPRT,15.221016406642553,,,False
CLAMP_PWR_1_TN,C008,SIMPLIFIED_PROXY,ADD,NOT_EVALUATED,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_PWR_1_TN.step,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\native\p\C008.SLDPRT,45.15388372585953,,,False
CLAMP_PWR_1_BW,C007,SIMPLIFIED_PROXY,ADD,NOT_EVALUATED,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_PWR_1_BW.step,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\native\p\C007.SLDPRT,15.221016406642553,,,False
CLAMP_PWR_1_BN,C008,SIMPLIFIED_PROXY,ADD,NOT_EVALUATED,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_PWR_1_BN.step,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\native\p\C008.SLDPRT,45.15388372585953,,,False
