id,canonical_id,representation_role,operation,qualification,source_step,native_path,nominal_volume_mm3,material,mass_kg,manufacturing_release
CLAMP_DUAL_BASE,C015,PHYSICAL_GEOMETRY,ADD,CUSTOM_SPLIT_SUPPORT_GEOMETRY; LINER_AND_CLAMP_FORCE_PENDING,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_DUAL_BASE.step,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\native\p\C015.SLDPRT,2713.7053718346647,,,False
CLAMP_DUAL_LID,C016,PHYSICAL_GEOMETRY,ADD,CUSTOM_SPLIT_SUPPORT_GEOMETRY; LINER_AND_CLAMP_FORCE_PENDING,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_DUAL_LID.step,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\native\p\C016.SLDPRT,2713.7053717518343,,,False
POST_DUAL_0,C013,PHYSICAL_GEOMETRY,ADD,NOT_EVALUATED,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\POST_DUAL_0.step,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\native\p\C013.SLDPRT,4836.843173356649,,,False
TIEROD_DUAL_0,C014,SIMPLIFIED_PROXY,ADD,"M3 nominal smooth proxy, thread form/class/material/locking pending; custom rod, not sourced M3x70 screw",F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\TIEROD_DUAL_0.step,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\native\p\C014.SLDPRT,537.2123437638547,,,False
CLAMP_DUAL_0_TW,C007,SIMPLIFIED_PROXY,ADD,NOT_EVALUATED,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_DUAL_0_TW.step,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\native\p\C007.SLDPRT,15.22101640664254,,,False
CLAMP_DUAL_0_TN,C008,SIMPLIFIED_PROXY,ADD,NOT_EVALUATED,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_DUAL_0_TN.step,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\native\p\C008.SLDPRT,45.15388372585953,,,False
CLAMP_DUAL_0_BW,C007,SIMPLIFIED_PROXY,ADD,NOT_EVALUATED,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_DUAL_0_BW.step,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\native\p\C007.SLDPRT,15.22101640664254,,,False
CLAMP_DUAL_0_BN,C008,SIMPLIFIED_PROXY,ADD,NOT_EVALUATED,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_DUAL_0_BN.step,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\native\p\C008.SLDPRT,45.153883725859515,,,False
POST_DUAL_1,C013,PHYSICAL_GEOMETRY,ADD,NOT_EVALUATED,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\POST_DUAL_1.step,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\native\p\C013.SLDPRT,4836.843173356648,,,False
TIEROD_DUAL_1,C014,SIMPLIFIED_PROXY,ADD,"M3 nominal smooth proxy, thread form/class/material/locking pending; custom rod, not sourced M3x70 screw",F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\TIEROD_DUAL_1.step,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\native\p\C014.SLDPRT,537.2123437638547,,,False
CLAMP_DUAL_1_TW,C007,SIMPLIFIED_PROXY,ADD,NOT_EVALUATED,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_DUAL_1_TW.step,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\native\p\C007.SLDPRT,15.22101640664255,,,False
CLAMP_DUAL_1_TN,C008,SIMPLIFIED_PROXY,ADD,NOT_EVALUATED,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_DUAL_1_TN.step,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\native\p\C008.SLDPRT,45.153883725859515,,,False
CLAMP_DUAL_1_BW,C007,SIMPLIFIED_PROXY,ADD,NOT_EVALUATED,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_DUAL_1_BW.step,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\native\p\C007.SLDPRT,15.22101640664255,,,False
CLAMP_DUAL_1_BN,C008,SIMPLIFIED_PROXY,ADD,NOT_EVALUATED,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\CLAMP_DUAL_1_BN.step,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\native\p\C008.SLDPRT,45.153883725859515,,,False
lower_equipment_deck_B,C017,PHYSICAL_GEOMETRY,ADD,NOT_EVALUATED,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\lower_equipment_deck_B.step,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\native\p\C017.SLDPRT,199365.45669373285,,,False
upper_equipment_deck_B,C018,PHYSICAL_GEOMETRY,ADD,NOT_EVALUATED,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\upper_equipment_deck_B.step,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\native\p\C018.SLDPRT,187496.94166379434,,,False
PROP_PWR_ROUTE,C019,FUNCTIONAL_ENVELOPE,ADD,STATIC_BUNDLE_RESERVATION_NOT_CUT_WIRE; OEM_ENDPOINTS_UNBOUND,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\PROP_PWR_ROUTE.step,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\native\p\C019.SLDPRT,8962.213036289959,,,False
PROP_DATA_ROUTE,C020,FUNCTIONAL_ENVELOPE,ADD,STATIC_BUNDLE_RESERVATION_NOT_CUT_WIRE; OEM_ENDPOINTS_UNBOUND,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\candidate\v6parts\PROP_DATA_ROUTE.step,F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\native\p\C020.SLDPRT,5795.487641448786,,,False
