case_id,target,tumble_dps,approach_mps,arm_speed,pose_err_deg,inertia_scale,reaction_aware,v0_result,v0_reason,v0_post_rate_dps,v2_result,v2_reason,v2_post_rate_dps,migration
C1244,target_debris_v0,2.0,0.02,0.5,1.0,0.8,1,FAIL,APPROACH_SPEED_FAIL,1.591,FAIL,APPROACH_SPEED_FAIL,2.046,FAIL->FAIL
C1245,target_debris_v0,2.0,0.02,0.5,1.0,1.0,0,FAIL,BASE_REACTION_FAIL,1.989,FAIL,BASE_REACTION_FAIL,2.041,FAIL->FAIL
C1246,target_debris_v0,2.0,0.02,0.5,1.0,1.0,1,FAIL,APPROACH_SPEED_FAIL,1.989,FAIL,APPROACH_SPEED_FAIL,2.041,FAIL->FAIL
C1247,target_debris_v0,2.0,0.02,0.5,1.0,1.2,0,FAIL,BASE_REACTION_FAIL,2.387,FAIL,BASE_REACTION_FAIL,2.036,FAIL->FAIL
C1248,target_debris_v0,2.0,0.02,0.5,1.0,1.2,1,FAIL,APPROACH_SPEED_FAIL,2.387,FAIL,APPROACH_SPEED_FAIL,2.036,FAIL->FAIL
C1249,target_debris_v0,2.0,0.02,0.5,2.0,0.8,0,FAIL,BASE_REACTION_FAIL,1.591,FAIL,BASE_REACTION_FAIL,2.046,FAIL->FAIL
C1250,target_debris_v0,2.0,0.02,0.5,2.0,0.8,1,FAIL,APPROACH_SPEED_FAIL,1.591,FAIL,APPROACH_SPEED_FAIL,2.046,FAIL->FAIL
C1251,target_debris_v0,2.0,0.02,0.5,2.0,1.0,0,FAIL,BASE_REACTION_FAIL,1.989,FAIL,BASE_REACTION_FAIL,2.041,FAIL->FAIL
C1252,target_debris_v0,2.0,0.02,0.5,2.0,1.0,1,FAIL,APPROACH_SPEED_FAIL,1.989,FAIL,APPROACH_SPEED_FAIL,2.041,FAIL->FAIL
C1253,target_debris_v0,2.0,0.02,0.5,2.0,1.2,0,FAIL,BASE_REACTION_FAIL,2.387,FAIL,BASE_REACTION_FAIL,2.036,FAIL->FAIL
C1254,target_debris_v0,2.0,0.02,0.5,2.0,1.2,1,FAIL,APPROACH_SPEED_FAIL,2.387,FAIL,APPROACH_SPEED_FAIL,2.036,FAIL->FAIL
C1255,target_debris_v0,2.0,0.02,0.5,3.0,0.8,0,FAIL,POSE_UNCERTAINTY_FAIL,1.591,FAIL,POSE_UNCERTAINTY_FAIL,2.046,FAIL->FAIL
C1256,target_debris_v0,2.0,0.02,0.5,3.0,0.8,1,FAIL,POSE_UNCERTAINTY_FAIL,1.591,FAIL,POSE_UNCERTAINTY_FAIL,2.046,FAIL->FAIL
C1257,target_debris_v0,2.0,0.02,0.5,3.0,1.0,0,FAIL,POSE_UNCERTAINTY_FAIL,1.989,FAIL,POSE_UNCERTAINTY_FAIL,2.041,FAIL->FAIL
C1258,target_debris_v0,2.0,0.02,0.5,3.0,1.0,1,FAIL,POSE_UNCERTAINTY_FAIL,1.989,FAIL,POSE_UNCERTAINTY_FAIL,2.041,FAIL->FAIL
C1259,target_debris_v0,2.0,0.02,0.5,3.0,1.2,0,FAIL,POSE_UNCERTAINTY_FAIL,2.387,FAIL,POSE_UNCERTAINTY_FAIL,2.036,FAIL->FAIL
C1260,target_debris_v0,2.0,0.02,0.5,3.0,1.2,1,FAIL,POSE_UNCERTAINTY_FAIL,2.387,FAIL,POSE_UNCERTAINTY_FAIL,2.036,FAIL->FAIL
C1261,target_debris_v0,2.0,0.02,1.0,1.0,0.8,0,FAIL,BASE_REACTION_FAIL,1.591,FAIL,BASE_REACTION_FAIL,2.046,FAIL->FAIL
C1262,target_debris_v0,2.0,0.02,1.0,1.0,0.8,1,FAIL,APPROACH_SPEED_FAIL,1.591,FAIL,APPROACH_SPEED_FAIL,2.046,FAIL->FAIL
C1263,target_debris_v0,2.0,0.02,1.0,1.0,1.0,0,FAIL,BASE_REACTION_FAIL,1.989,FAIL,BASE_REACTION_FAIL,2.041,FAIL->FAIL
C1264,target_debris_v0,2.0,0.02,1.0,1.0,1.0,1,FAIL,APPROACH_SPEED_FAIL,1.989,FAIL,APPROACH_SPEED_FAIL,2.041,FAIL->FAIL
C1265,target_debris_v0,2.0,0.02,1.0,1.0,1.2,0,FAIL,BASE_REACTION_FAIL,2.387,FAIL,BASE_REACTION_FAIL,2.036,FAIL->FAIL
C1266,target_debris_v0,2.0,0.02,1.0,1.0,1.2,1,FAIL,APPROACH_SPEED_FAIL,2.387,FAIL,APPROACH_SPEED_FAIL,2.036,FAIL->FAIL
C1267,target_debris_v0,2.0,0.02,1.0,2.0,0.8,0,FAIL,BASE_REACTION_FAIL,1.591,FAIL,BASE_REACTION_FAIL,2.046,FAIL->FAIL
C1268,target_debris_v0,2.0,0.02,1.0,2.0,0.8,1,FAIL,APPROACH_SPEED_FAIL,1.591,FAIL,APPROACH_SPEED_FAIL,2.046,FAIL->FAIL
C1269,target_debris_v0,2.0,0.02,1.0,2.0,1.0,0,FAIL,BASE_REACTION_FAIL,1.989,FAIL,BASE_REACTION_FAIL,2.041,FAIL->FAIL
C1270,target_debris_v0,2.0,0.02,1.0,2.0,1.0,1,FAIL,APPROACH_SPEED_FAIL,1.989,FAIL,APPROACH_SPEED_FAIL,2.041,FAIL->FAIL
C1271,target_debris_v0,2.0,0.02,1.0,2.0,1.2,0,FAIL,BASE_REACTION_FAIL,2.387,FAIL,BASE_REACTION_FAIL,2.036,FAIL->FAIL
C1272,target_debris_v0,2.0,0.02,1.0,2.0,1.2,1,FAIL,APPROACH_SPEED_FAIL,2.387,FAIL,APPROACH_SPEED_FAIL,2.036,FAIL->FAIL
C1273,target_debris_v0,2.0,0.02,1.0,3.0,0.8,0,FAIL,POSE_UNCERTAINTY_FAIL,1.591,FAIL,POSE_UNCERTAINTY_FAIL,2.046,FAIL->FAIL
C1274,target_debris_v0,2.0,0.02,1.0,3.0,0.8,1,FAIL,POSE_UNCERTAINTY_FAIL,1.591,FAIL,POSE_UNCERTAINTY_FAIL,2.046,FAIL->FAIL
C1275,target_debris_v0,2.0,0.02,1.0,3.0,1.0,0,FAIL,POSE_UNCERTAINTY_FAIL,1.989,FAIL,POSE_UNCERTAINTY_FAIL,2.041,FAIL->FAIL
C1276,target_debris_v0,2.0,0.02,1.0,3.0,1.0,1,FAIL,POSE_UNCERTAINTY_FAIL,1.989,FAIL,POSE_UNCERTAINTY_FAIL,2.041,FAIL->FAIL
C1277,target_debris_v0,2.0,0.02,1.0,3.0,1.2,0,FAIL,POSE_UNCERTAINTY_FAIL,2.387,FAIL,POSE_UNCERTAINTY_FAIL,2.036,FAIL->FAIL
C1278,target_debris_v0,2.0,0.02,1.0,3.0,1.2,1,FAIL,POSE_UNCERTAINTY_FAIL,2.387,FAIL,POSE_UNCERTAINTY_FAIL,2.036,FAIL->FAIL
C1279,target_debris_v0,2.0,0.02,1.5,1.0,0.8,0,FAIL,BASE_REACTION_FAIL,1.591,FAIL,BASE_REACTION_FAIL,2.046,FAIL->FAIL
C1280,target_debris_v0,2.0,0.02,1.5,1.0,0.8,1,FAIL,APPROACH_SPEED_FAIL,1.591,FAIL,APPROACH_SPEED_FAIL,2.046,FAIL->FAIL
C1281,target_debris_v0,2.0,0.02,1.5,1.0,1.0,0,FAIL,BASE_REACTION_FAIL,1.989,FAIL,BASE_REACTION_FAIL,2.041,FAIL->FAIL
C1282,target_debris_v0,2.0,0.02,1.5,1.0,1.0,1,FAIL,APPROACH_SPEED_FAIL,1.989,FAIL,APPROACH_SPEED_FAIL,2.041,FAIL->FAIL
C1283,target_debris_v0,2.0,0.02,1.5,1.0,1.2,0,FAIL,BASE_REACTION_FAIL,2.387,FAIL,BASE_REACTION_FAIL,2.036,FAIL->FAIL
C1284,target_debris_v0,2.0,0.02,1.5,1.0,1.2,1,FAIL,APPROACH_SPEED_FAIL,2.387,FAIL,APPROACH_SPEED_FAIL,2.036,FAIL->FAIL
C1285,target_debris_v0,2.0,0.02,1.5,2.0,0.8,0,FAIL,BASE_REACTION_FAIL,1.591,FAIL,BASE_REACTION_FAIL,2.046,FAIL->FAIL
C1286,target_debris_v0,2.0,0.02,1.5,2.0,0.8,1,FAIL,APPROACH_SPEED_FAIL,1.591,FAIL,APPROACH_SPEED_FAIL,2.046,FAIL->FAIL
C1287,target_debris_v0,2.0,0.02,1.5,2.0,1.0,0,FAIL,BASE_REACTION_FAIL,1.989,FAIL,BASE_REACTION_FAIL,2.041,FAIL->FAIL
C1288,target_debris_v0,2.0,0.02,1.5,2.0,1.0,1,FAIL,APPROACH_SPEED_FAIL,1.989,FAIL,APPROACH_SPEED_FAIL,2.041,FAIL->FAIL
C1289,target_debris_v0,2.0,0.02,1.5,2.0,1.2,0,FAIL,BASE_REACTION_FAIL,2.387,FAIL,BASE_REACTION_FAIL,2.036,FAIL->FAIL
C1290,target_debris_v0,2.0,0.02,1.5,2.0,1.2,1,FAIL,APPROACH_SPEED_FAIL,2.387,FAIL,APPROACH_SPEED_FAIL,2.036,FAIL->FAIL
C1291,target_debris_v0,2.0,0.02,1.5,3.0,0.8,0,FAIL,POSE_UNCERTAINTY_FAIL,1.591,FAIL,POSE_UNCERTAINTY_FAIL,2.046,FAIL->FAIL
C1292,target_debris_v0,2.0,0.02,1.5,3.0,0.8,1,FAIL,POSE_UNCERTAINTY_FAIL,1.591,FAIL,POSE_UNCERTAINTY_FAIL,2.046,FAIL->FAIL
C1293,target_debris_v0,2.0,0.02,1.5,3.0,1.0,0,FAIL,POSE_UNCERTAINTY_FAIL,1.989,FAIL,POSE_UNCERTAINTY_FAIL,2.041,FAIL->FAIL
C1294,target_debris_v0,2.0,0.02,1.5,3.0,1.0,1,FAIL,POSE_UNCERTAINTY_FAIL,1.989,FAIL,POSE_UNCERTAINTY_FAIL,2.041,FAIL->FAIL
C1295,target_debris_v0,2.0,0.02,1.5,3.0,1.2,0,FAIL,POSE_UNCERTAINTY_FAIL,2.387,FAIL,POSE_UNCERTAINTY_FAIL,2.036,FAIL->FAIL
C1296,target_debris_v0,2.0,0.02,1.5,3.0,1.2,1,FAIL,POSE_UNCERTAINTY_FAIL,2.387,FAIL,POSE_UNCERTAINTY_FAIL,2.036,FAIL->FAIL
C1297,target_debris_v0,3.0,0.005,0.5,1.0,0.8,0,FAIL,BASE_REACTION_FAIL,2.387,FAIL,BASE_REACTION_FAIL,3.07,FAIL->FAIL
C1298,target_debris_v0,3.0,0.005,0.5,1.0,0.8,1,FAIL,INERTIA_UNCERTAINTY_FAIL,2.387,FAIL,INERTIA_UNCERTAINTY_FAIL,3.07,FAIL->FAIL
C1299,target_debris_v0,3.0,0.005,0.5,1.0,1.0,0,FAIL,BASE_REACTION_FAIL,2.984,FAIL,BASE_REACTION_FAIL,3.066,FAIL->FAIL
C1300,target_debris_v0,3.0,0.005,0.5,1.0,1.0,1,FAIL,INERTIA_UNCERTAINTY_FAIL,2.984,FAIL,INERTIA_UNCERTAINTY_FAIL,3.066,FAIL->FAIL
C1301,target_debris_v0,3.0,0.005,0.5,1.0,1.2,0,FAIL,BASE_REACTION_FAIL,3.58,FAIL,BASE_REACTION_FAIL,3.061,FAIL->FAIL
C1302,target_debris_v0,3.0,0.005,0.5,1.0,1.2,1,FAIL,INERTIA_UNCERTAINTY_FAIL,3.58,FAIL,INERTIA_UNCERTAINTY_FAIL,3.061,FAIL->FAIL
C1303,target_debris_v0,3.0,0.005,0.5,2.0,0.8,0,FAIL,BASE_REACTION_FAIL,2.387,FAIL,BASE_REACTION_FAIL,3.07,FAIL->FAIL
C1304,target_debris_v0,3.0,0.005,0.5,2.0,0.8,1,FAIL,INERTIA_UNCERTAINTY_FAIL,2.387,FAIL,INERTIA_UNCERTAINTY_FAIL,3.07,FAIL->FAIL
C1305,target_debris_v0,3.0,0.005,0.5,2.0,1.0,0,FAIL,BASE_REACTION_FAIL,2.984,FAIL,BASE_REACTION_FAIL,3.066,FAIL->FAIL
C1306,target_debris_v0,3.0,0.005,0.5,2.0,1.0,1,FAIL,INERTIA_UNCERTAINTY_FAIL,2.984,FAIL,INERTIA_UNCERTAINTY_FAIL,3.066,FAIL->FAIL
C1307,target_debris_v0,3.0,0.005,0.5,2.0,1.2,0,FAIL,BASE_REACTION_FAIL,3.58,FAIL,BASE_REACTION_FAIL,3.061,FAIL->FAIL
C1308,target_debris_v0,3.0,0.005,0.5,2.0,1.2,1,FAIL,INERTIA_UNCERTAINTY_FAIL,3.58,FAIL,INERTIA_UNCERTAINTY_FAIL,3.061,FAIL->FAIL
C1309,target_debris_v0,3.0,0.005,0.5,3.0,0.8,0,FAIL,POSE_UNCERTAINTY_FAIL,2.387,FAIL,POSE_UNCERTAINTY_FAIL,3.07,FAIL->FAIL
C1310,target_debris_v0,3.0,0.005,0.5,3.0,0.8,1,FAIL,POSE_UNCERTAINTY_FAIL,2.387,FAIL,POSE_UNCERTAINTY_FAIL,3.07,FAIL->FAIL
C1311,target_debris_v0,3.0,0.005,0.5,3.0,1.0,0,FAIL,POSE_UNCERTAINTY_FAIL,2.984,FAIL,POSE_UNCERTAINTY_FAIL,3.066,FAIL->FAIL
C1312,target_debris_v0,3.0,0.005,0.5,3.0,1.0,1,FAIL,POSE_UNCERTAINTY_FAIL,2.984,FAIL,POSE_UNCERTAINTY_FAIL,3.066,FAIL->FAIL
C1313,target_debris_v0,3.0,0.005,0.5,3.0,1.2,0,FAIL,POSE_UNCERTAINTY_FAIL,3.58,FAIL,POSE_UNCERTAINTY_FAIL,3.061,FAIL->FAIL
C1314,target_debris_v0,3.0,0.005,0.5,3.0,1.2,1,FAIL,POSE_UNCERTAINTY_FAIL,3.58,FAIL,POSE_UNCERTAINTY_FAIL,3.061,FAIL->FAIL
C1315,target_debris_v0,3.0,0.005,1.0,1.0,0.8,0,FAIL,BASE_REACTION_FAIL,2.387,FAIL,BASE_REACTION_FAIL,3.07,FAIL->FAIL
C1316,target_debris_v0,3.0,0.005,1.0,1.0,0.8,1,FAIL,INERTIA_UNCERTAINTY_FAIL,2.387,FAIL,INERTIA_UNCERTAINTY_FAIL,3.07,FAIL->FAIL
C1317,target_debris_v0,3.0,0.005,1.0,1.0,1.0,0,FAIL,BASE_REACTION_FAIL,2.984,FAIL,BASE_REACTION_FAIL,3.066,FAIL->FAIL
C1318,target_debris_v0,3.0,0.005,1.0,1.0,1.0,1,FAIL,INERTIA_UNCERTAINTY_FAIL,2.984,FAIL,INERTIA_UNCERTAINTY_FAIL,3.066,FAIL->FAIL
C1319,target_debris_v0,3.0,0.005,1.0,1.0,1.2,0,FAIL,BASE_REACTION_FAIL,3.58,FAIL,BASE_REACTION_FAIL,3.061,FAIL->FAIL
C1320,target_debris_v0,3.0,0.005,1.0,1.0,1.2,1,FAIL,INERTIA_UNCERTAINTY_FAIL,3.58,FAIL,INERTIA_UNCERTAINTY_FAIL,3.061,FAIL->FAIL
C1321,target_debris_v0,3.0,0.005,1.0,2.0,0.8,0,FAIL,BASE_REACTION_FAIL,2.387,FAIL,BASE_REACTION_FAIL,3.07,FAIL->FAIL
C1322,target_debris_v0,3.0,0.005,1.0,2.0,0.8,1,FAIL,INERTIA_UNCERTAINTY_FAIL,2.387,FAIL,INERTIA_UNCERTAINTY_FAIL,3.07,FAIL->FAIL
C1323,target_debris_v0,3.0,0.005,1.0,2.0,1.0,0,FAIL,BASE_REACTION_FAIL,2.984,FAIL,BASE_REACTION_FAIL,3.066,FAIL->FAIL
C1324,target_debris_v0,3.0,0.005,1.0,2.0,1.0,1,FAIL,INERTIA_UNCERTAINTY_FAIL,2.984,FAIL,INERTIA_UNCERTAINTY_FAIL,3.066,FAIL->FAIL
C1325,target_debris_v0,3.0,0.005,1.0,2.0,1.2,0,FAIL,BASE_REACTION_FAIL,3.58,FAIL,BASE_REACTION_FAIL,3.061,FAIL->FAIL
C1326,target_debris_v0,3.0,0.005,1.0,2.0,1.2,1,FAIL,INERTIA_UNCERTAINTY_FAIL,3.58,FAIL,INERTIA_UNCERTAINTY_FAIL,3.061,FAIL->FAIL
C1327,target_debris_v0,3.0,0.005,1.0,3.0,0.8,0,FAIL,POSE_UNCERTAINTY_FAIL,2.387,FAIL,POSE_UNCERTAINTY_FAIL,3.07,FAIL->FAIL
C1328,target_debris_v0,3.0,0.005,1.0,3.0,0.8,1,FAIL,POSE_UNCERTAINTY_FAIL,2.387,FAIL,POSE_UNCERTAINTY_FAIL,3.07,FAIL->FAIL
C1329,target_debris_v0,3.0,0.005,1.0,3.0,1.0,0,FAIL,POSE_UNCERTAINTY_FAIL,2.984,FAIL,POSE_UNCERTAINTY_FAIL,3.066,FAIL->FAIL
C1330,target_debris_v0,3.0,0.005,1.0,3.0,1.0,1,FAIL,POSE_UNCERTAINTY_FAIL,2.984,FAIL,POSE_UNCERTAINTY_FAIL,3.066,FAIL->FAIL
C1331,target_debris_v0,3.0,0.005,1.0,3.0,1.2,0,FAIL,POSE_UNCERTAINTY_FAIL,3.58,FAIL,POSE_UNCERTAINTY_FAIL,3.061,FAIL->FAIL
C1332,target_debris_v0,3.0,0.005,1.0,3.0,1.2,1,FAIL,POSE_UNCERTAINTY_FAIL,3.58,FAIL,POSE_UNCERTAINTY_FAIL,3.061,FAIL->FAIL
C1333,target_debris_v0,3.0,0.005,1.5,1.0,0.8,0,FAIL,BASE_REACTION_FAIL,2.387,FAIL,BASE_REACTION_FAIL,3.07,FAIL->FAIL
C1334,target_debris_v0,3.0,0.005,1.5,1.0,0.8,1,FAIL,INERTIA_UNCERTAINTY_FAIL,2.387,FAIL,INERTIA_UNCERTAINTY_FAIL,3.07,FAIL->FAIL
C1335,target_debris_v0,3.0,0.005,1.5,1.0,1.0,0,FAIL,BASE_REACTION_FAIL,2.984,FAIL,BASE_REACTION_FAIL,3.066,FAIL->FAIL
C1336,target_debris_v0,3.0,0.005,1.5,1.0,1.0,1,FAIL,INERTIA_UNCERTAINTY_FAIL,2.984,FAIL,INERTIA_UNCERTAINTY_FAIL,3.066,FAIL->FAIL
C1337,target_debris_v0,3.0,0.005,1.5,1.0,1.2,0,FAIL,BASE_REACTION_FAIL,3.58,FAIL,BASE_REACTION_FAIL,3.061,FAIL->FAIL
C1338,target_debris_v0,3.0,0.005,1.5,1.0,1.2,1,FAIL,INERTIA_UNCERTAINTY_FAIL,3.58,FAIL,INERTIA_UNCERTAINTY_FAIL,3.061,FAIL->FAIL
C1339,target_debris_v0,3.0,0.005,1.5,2.0,0.8,0,FAIL,BASE_REACTION_FAIL,2.387,FAIL,BASE_REACTION_FAIL,3.07,FAIL->FAIL
C1340,target_debris_v0,3.0,0.005,1.5,2.0,0.8,1,FAIL,INERTIA_UNCERTAINTY_FAIL,2.387,FAIL,INERTIA_UNCERTAINTY_FAIL,3.07,FAIL->FAIL
C1341,target_debris_v0,3.0,0.005,1.5,2.0,1.0,0,FAIL,BASE_REACTION_FAIL,2.984,FAIL,BASE_REACTION_FAIL,3.066,FAIL->FAIL
C1342,target_debris_v0,3.0,0.005,1.5,2.0,1.0,1,FAIL,INERTIA_UNCERTAINTY_FAIL,2.984,FAIL,INERTIA_UNCERTAINTY_FAIL,3.066,FAIL->FAIL
C1343,target_debris_v0,3.0,0.005,1.5,2.0,1.2,0,FAIL,BASE_REACTION_FAIL,3.58,FAIL,BASE_REACTION_FAIL,3.061,FAIL->FAIL
C1344,target_debris_v0,3.0,0.005,1.5,2.0,1.2,1,FAIL,INERTIA_UNCERTAINTY_FAIL,3.58,FAIL,INERTIA_UNCERTAINTY_FAIL,3.061,FAIL->FAIL
C1345,target_debris_v0,3.0,0.005,1.5,3.0,0.8,0,FAIL,POSE_UNCERTAINTY_FAIL,2.387,FAIL,POSE_UNCERTAINTY_FAIL,3.07,FAIL->FAIL
C1346,target_debris_v0,3.0,0.005,1.5,3.0,0.8,1,FAIL,POSE_UNCERTAINTY_FAIL,2.387,FAIL,POSE_UNCERTAINTY_FAIL,3.07,FAIL->FAIL
C1347,target_debris_v0,3.0,0.005,1.5,3.0,1.0,0,FAIL,POSE_UNCERTAINTY_FAIL,2.984,FAIL,POSE_UNCERTAINTY_FAIL,3.066,FAIL->FAIL
C1348,target_debris_v0,3.0,0.005,1.5,3.0,1.0,1,FAIL,POSE_UNCERTAINTY_FAIL,2.984,FAIL,POSE_UNCERTAINTY_FAIL,3.066,FAIL->FAIL
C1349,target_debris_v0,3.0,0.005,1.5,3.0,1.2,0,FAIL,POSE_UNCERTAINTY_FAIL,3.58,FAIL,POSE_UNCERTAINTY_FAIL,3.061,FAIL->FAIL
C1350,target_debris_v0,3.0,0.005,1.5,3.0,1.2,1,FAIL,POSE_UNCERTAINTY_FAIL,3.58,FAIL,POSE_UNCERTAINTY_FAIL,3.061,FAIL->FAIL
C1351,target_debris_v0,3.0,0.01,0.5,1.0,0.8,0,FAIL,BASE_REACTION_FAIL,2.387,FAIL,BASE_REACTION_FAIL,3.068,FAIL->FAIL
C1352,target_debris_v0,3.0,0.01,0.5,1.0,0.8,1,FAIL,INERTIA_UNCERTAINTY_FAIL,2.387,FAIL,INERTIA_UNCERTAINTY_FAIL,3.068,FAIL->FAIL
C1353,target_debris_v0,3.0,0.01,0.5,1.0,1.0,0,FAIL,BASE_REACTION_FAIL,2.984,FAIL,BASE_REACTION_FAIL,3.063,FAIL->FAIL
C1354,target_debris_v0,3.0,0.01,0.5,1.0,1.0,1,FAIL,INERTIA_UNCERTAINTY_FAIL,2.984,FAIL,INERTIA_UNCERTAINTY_FAIL,3.063,FAIL->FAIL
C1355,target_debris_v0,3.0,0.01,0.5,1.0,1.2,0,FAIL,BASE_REACTION_FAIL,3.58,FAIL,BASE_REACTION_FAIL,3.058,FAIL->FAIL
C1356,target_debris_v0,3.0,0.01,0.5,1.0,1.2,1,FAIL,INERTIA_UNCERTAINTY_FAIL,3.58,FAIL,INERTIA_UNCERTAINTY_FAIL,3.058,FAIL->FAIL
C1357,target_debris_v0,3.0,0.01,0.5,2.0,0.8,0,FAIL,BASE_REACTION_FAIL,2.387,FAIL,BASE_REACTION_FAIL,3.068,FAIL->FAIL
C1358,target_debris_v0,3.0,0.01,0.5,2.0,0.8,1,FAIL,INERTIA_UNCERTAINTY_FAIL,2.387,FAIL,INERTIA_UNCERTAINTY_FAIL,3.068,FAIL->FAIL
C1359,target_debris_v0,3.0,0.01,0.5,2.0,1.0,0,FAIL,BASE_REACTION_FAIL,2.984,FAIL,BASE_REACTION_FAIL,3.063,FAIL->FAIL
C1360,target_debris_v0,3.0,0.01,0.5,2.0,1.0,1,FAIL,INERTIA_UNCERTAINTY_FAIL,2.984,FAIL,INERTIA_UNCERTAINTY_FAIL,3.063,FAIL->FAIL
C1361,target_debris_v0,3.0,0.01,0.5,2.0,1.2,0,FAIL,BASE_REACTION_FAIL,3.58,FAIL,BASE_REACTION_FAIL,3.058,FAIL->FAIL
C1362,target_debris_v0,3.0,0.01,0.5,2.0,1.2,1,FAIL,INERTIA_UNCERTAINTY_FAIL,3.58,FAIL,INERTIA_UNCERTAINTY_FAIL,3.058,FAIL->FAIL
C1363,target_debris_v0,3.0,0.01,0.5,3.0,0.8,0,FAIL,POSE_UNCERTAINTY_FAIL,2.387,FAIL,POSE_UNCERTAINTY_FAIL,3.068,FAIL->FAIL
C1364,target_debris_v0,3.0,0.01,0.5,3.0,0.8,1,FAIL,POSE_UNCERTAINTY_FAIL,2.387,FAIL,POSE_UNCERTAINTY_FAIL,3.068,FAIL->FAIL
C1365,target_debris_v0,3.0,0.01,0.5,3.0,1.0,0,FAIL,POSE_UNCERTAINTY_FAIL,2.984,FAIL,POSE_UNCERTAINTY_FAIL,3.063,FAIL->FAIL
C1366,target_debris_v0,3.0,0.01,0.5,3.0,1.0,1,FAIL,POSE_UNCERTAINTY_FAIL,2.984,FAIL,POSE_UNCERTAINTY_FAIL,3.063,FAIL->FAIL
C1367,target_debris_v0,3.0,0.01,0.5,3.0,1.2,0,FAIL,POSE_UNCERTAINTY_FAIL,3.58,FAIL,POSE_UNCERTAINTY_FAIL,3.058,FAIL->FAIL
C1368,target_debris_v0,3.0,0.01,0.5,3.0,1.2,1,FAIL,POSE_UNCERTAINTY_FAIL,3.58,FAIL,POSE_UNCERTAINTY_FAIL,3.058,FAIL->FAIL
C1369,target_debris_v0,3.0,0.01,1.0,1.0,0.8,0,FAIL,BASE_REACTION_FAIL,2.387,FAIL,BASE_REACTION_FAIL,3.068,FAIL->FAIL
C1370,target_debris_v0,3.0,0.01,1.0,1.0,0.8,1,FAIL,INERTIA_UNCERTAINTY_FAIL,2.387,FAIL,INERTIA_UNCERTAINTY_FAIL,3.068,FAIL->FAIL
C1371,target_debris_v0,3.0,0.01,1.0,1.0,1.0,0,FAIL,BASE_REACTION_FAIL,2.984,FAIL,BASE_REACTION_FAIL,3.063,FAIL->FAIL
C1372,target_debris_v0,3.0,0.01,1.0,1.0,1.0,1,FAIL,INERTIA_UNCERTAINTY_FAIL,2.984,FAIL,INERTIA_UNCERTAINTY_FAIL,3.063,FAIL->FAIL
C1373,target_debris_v0,3.0,0.01,1.0,1.0,1.2,0,FAIL,BASE_REACTION_FAIL,3.58,FAIL,BASE_REACTION_FAIL,3.058,FAIL->FAIL
C1374,target_debris_v0,3.0,0.01,1.0,1.0,1.2,1,FAIL,INERTIA_UNCERTAINTY_FAIL,3.58,FAIL,INERTIA_UNCERTAINTY_FAIL,3.058,FAIL->FAIL
C1375,target_debris_v0,3.0,0.01,1.0,2.0,0.8,0,FAIL,BASE_REACTION_FAIL,2.387,FAIL,BASE_REACTION_FAIL,3.068,FAIL->FAIL
C1376,target_debris_v0,3.0,0.01,1.0,2.0,0.8,1,FAIL,INERTIA_UNCERTAINTY_FAIL,2.387,FAIL,INERTIA_UNCERTAINTY_FAIL,3.068,FAIL->FAIL
C1377,target_debris_v0,3.0,0.01,1.0,2.0,1.0,0,FAIL,BASE_REACTION_FAIL,2.984,FAIL,BASE_REACTION_FAIL,3.063,FAIL->FAIL
C1378,target_debris_v0,3.0,0.01,1.0,2.0,1.0,1,FAIL,INERTIA_UNCERTAINTY_FAIL,2.984,FAIL,INERTIA_UNCERTAINTY_FAIL,3.063,FAIL->FAIL
C1379,target_debris_v0,3.0,0.01,1.0,2.0,1.2,0,FAIL,BASE_REACTION_FAIL,3.58,FAIL,BASE_REACTION_FAIL,3.058,FAIL->FAIL
C1380,target_debris_v0,3.0,0.01,1.0,2.0,1.2,1,FAIL,INERTIA_UNCERTAINTY_FAIL,3.58,FAIL,INERTIA_UNCERTAINTY_FAIL,3.058,FAIL->FAIL
C1381,target_debris_v0,3.0,0.01,1.0,3.0,0.8,0,FAIL,POSE_UNCERTAINTY_FAIL,2.387,FAIL,POSE_UNCERTAINTY_FAIL,3.068,FAIL->FAIL
C1382,target_debris_v0,3.0,0.01,1.0,3.0,0.8,1,FAIL,POSE_UNCERTAINTY_FAIL,2.387,FAIL,POSE_UNCERTAINTY_FAIL,3.068,FAIL->FAIL
C1383,target_debris_v0,3.0,0.01,1.0,3.0,1.0,0,FAIL,POSE_UNCERTAINTY_FAIL,2.984,FAIL,POSE_UNCERTAINTY_FAIL,3.063,FAIL->FAIL
C1384,target_debris_v0,3.0,0.01,1.0,3.0,1.0,1,FAIL,POSE_UNCERTAINTY_FAIL,2.984,FAIL,POSE_UNCERTAINTY_FAIL,3.063,FAIL->FAIL
C1385,target_debris_v0,3.0,0.01,1.0,3.0,1.2,0,FAIL,POSE_UNCERTAINTY_FAIL,3.58,FAIL,POSE_UNCERTAINTY_FAIL,3.058,FAIL->FAIL
C1386,target_debris_v0,3.0,0.01,1.0,3.0,1.2,1,FAIL,POSE_UNCERTAINTY_FAIL,3.58,FAIL,POSE_UNCERTAINTY_FAIL,3.058,FAIL->FAIL
