case_id,target,tumble_dps,approach_mps,arm_speed,pose_err_deg,inertia_scale,reaction_aware,v0_result,v0_reason,v0_post_rate_dps,v2_result,v2_reason,v2_post_rate_dps,migration
C0411,target_satellite_v0,2.0,0.01,1.0,3.0,1.0,0,FAIL,POSE_UNCERTAINTY_FAIL,1.083,FAIL,POSE_UNCERTAINTY_FAIL,0.925,FAIL->FAIL
C0412,target_satellite_v0,2.0,0.01,1.0,3.0,1.0,1,FAIL,POSE_UNCERTAINTY_FAIL,1.083,FAIL,POSE_UNCERTAINTY_FAIL,0.925,FAIL->FAIL
C0413,target_satellite_v0,2.0,0.01,1.0,3.0,1.2,0,FAIL,POSE_UNCERTAINTY_FAIL,1.3,FAIL,POSE_UNCERTAINTY_FAIL,1.009,FAIL->FAIL
C0414,target_satellite_v0,2.0,0.01,1.0,3.0,1.2,1,FAIL,POSE_UNCERTAINTY_FAIL,1.3,FAIL,POSE_UNCERTAINTY_FAIL,1.009,FAIL->FAIL
C0415,target_satellite_v0,2.0,0.01,1.5,1.0,0.8,0,FAIL,BASE_REACTION_FAIL,0.867,FAIL,BASE_REACTION_FAIL,0.822,FAIL->FAIL
C0416,target_satellite_v0,2.0,0.01,1.5,1.0,0.8,1,SAFE,SAFE,0.867,SAFE,SAFE,0.822,SAFE->SAFE
C0417,target_satellite_v0,2.0,0.01,1.5,1.0,1.0,0,FAIL,BASE_REACTION_FAIL,1.083,FAIL,BASE_REACTION_FAIL,0.925,FAIL->FAIL
C0418,target_satellite_v0,2.0,0.01,1.5,1.0,1.0,1,SAFE,SAFE,1.083,SAFE,SAFE,0.925,SAFE->SAFE
C0419,target_satellite_v0,2.0,0.01,1.5,1.0,1.2,0,FAIL,BASE_REACTION_FAIL,1.3,FAIL,BASE_REACTION_FAIL,1.009,FAIL->FAIL
C0420,target_satellite_v0,2.0,0.01,1.5,1.0,1.2,1,SAFE,SAFE,1.3,SAFE,SAFE,1.009,SAFE->SAFE
C0421,target_satellite_v0,2.0,0.01,1.5,2.0,0.8,0,FAIL,BASE_REACTION_FAIL,0.867,FAIL,BASE_REACTION_FAIL,0.822,FAIL->FAIL
C0422,target_satellite_v0,2.0,0.01,1.5,2.0,0.8,1,SAFE,SAFE,0.867,SAFE,SAFE,0.822,SAFE->SAFE
C0423,target_satellite_v0,2.0,0.01,1.5,2.0,1.0,0,FAIL,BASE_REACTION_FAIL,1.083,FAIL,BASE_REACTION_FAIL,0.925,FAIL->FAIL
C0424,target_satellite_v0,2.0,0.01,1.5,2.0,1.0,1,SAFE,SAFE,1.083,SAFE,SAFE,0.925,SAFE->SAFE
C0425,target_satellite_v0,2.0,0.01,1.5,2.0,1.2,0,FAIL,BASE_REACTION_FAIL,1.3,FAIL,BASE_REACTION_FAIL,1.009,FAIL->FAIL
C0426,target_satellite_v0,2.0,0.01,1.5,2.0,1.2,1,SAFE,SAFE,1.3,SAFE,SAFE,1.009,SAFE->SAFE
C0427,target_satellite_v0,2.0,0.01,1.5,3.0,0.8,0,FAIL,POSE_UNCERTAINTY_FAIL,0.867,FAIL,POSE_UNCERTAINTY_FAIL,0.822,FAIL->FAIL
C0428,target_satellite_v0,2.0,0.01,1.5,3.0,0.8,1,FAIL,POSE_UNCERTAINTY_FAIL,0.867,FAIL,POSE_UNCERTAINTY_FAIL,0.822,FAIL->FAIL
C0429,target_satellite_v0,2.0,0.01,1.5,3.0,1.0,0,FAIL,POSE_UNCERTAINTY_FAIL,1.083,FAIL,POSE_UNCERTAINTY_FAIL,0.925,FAIL->FAIL
C0430,target_satellite_v0,2.0,0.01,1.5,3.0,1.0,1,FAIL,POSE_UNCERTAINTY_FAIL,1.083,FAIL,POSE_UNCERTAINTY_FAIL,0.925,FAIL->FAIL
C0431,target_satellite_v0,2.0,0.01,1.5,3.0,1.2,0,FAIL,POSE_UNCERTAINTY_FAIL,1.3,FAIL,POSE_UNCERTAINTY_FAIL,1.009,FAIL->FAIL
C0432,target_satellite_v0,2.0,0.01,1.5,3.0,1.2,1,FAIL,POSE_UNCERTAINTY_FAIL,1.3,FAIL,POSE_UNCERTAINTY_FAIL,1.009,FAIL->FAIL
C0433,target_satellite_v0,2.0,0.02,0.5,1.0,0.8,0,FAIL,BASE_REACTION_FAIL,0.867,FAIL,BASE_REACTION_FAIL,0.822,FAIL->FAIL
C0434,target_satellite_v0,2.0,0.02,0.5,1.0,0.8,1,FAIL,APPROACH_SPEED_FAIL,0.867,FAIL,APPROACH_SPEED_FAIL,0.822,FAIL->FAIL
C0435,target_satellite_v0,2.0,0.02,0.5,1.0,1.0,0,FAIL,BASE_REACTION_FAIL,1.083,FAIL,BASE_REACTION_FAIL,0.925,FAIL->FAIL
C0436,target_satellite_v0,2.0,0.02,0.5,1.0,1.0,1,FAIL,APPROACH_SPEED_FAIL,1.083,FAIL,APPROACH_SPEED_FAIL,0.925,FAIL->FAIL
C0437,target_satellite_v0,2.0,0.02,0.5,1.0,1.2,0,FAIL,BASE_REACTION_FAIL,1.3,FAIL,BASE_REACTION_FAIL,1.009,FAIL->FAIL
C0438,target_satellite_v0,2.0,0.02,0.5,1.0,1.2,1,FAIL,APPROACH_SPEED_FAIL,1.3,FAIL,APPROACH_SPEED_FAIL,1.009,FAIL->FAIL
C0439,target_satellite_v0,2.0,0.02,0.5,2.0,0.8,0,FAIL,BASE_REACTION_FAIL,0.867,FAIL,BASE_REACTION_FAIL,0.822,FAIL->FAIL
C0440,target_satellite_v0,2.0,0.02,0.5,2.0,0.8,1,FAIL,APPROACH_SPEED_FAIL,0.867,FAIL,APPROACH_SPEED_FAIL,0.822,FAIL->FAIL
C0441,target_satellite_v0,2.0,0.02,0.5,2.0,1.0,0,FAIL,BASE_REACTION_FAIL,1.083,FAIL,BASE_REACTION_FAIL,0.925,FAIL->FAIL
C0442,target_satellite_v0,2.0,0.02,0.5,2.0,1.0,1,FAIL,APPROACH_SPEED_FAIL,1.083,FAIL,APPROACH_SPEED_FAIL,0.925,FAIL->FAIL
C0443,target_satellite_v0,2.0,0.02,0.5,2.0,1.2,0,FAIL,BASE_REACTION_FAIL,1.3,FAIL,BASE_REACTION_FAIL,1.009,FAIL->FAIL
C0444,target_satellite_v0,2.0,0.02,0.5,2.0,1.2,1,FAIL,APPROACH_SPEED_FAIL,1.3,FAIL,APPROACH_SPEED_FAIL,1.009,FAIL->FAIL
C0445,target_satellite_v0,2.0,0.02,0.5,3.0,0.8,0,FAIL,POSE_UNCERTAINTY_FAIL,0.867,FAIL,POSE_UNCERTAINTY_FAIL,0.822,FAIL->FAIL
C0446,target_satellite_v0,2.0,0.02,0.5,3.0,0.8,1,FAIL,POSE_UNCERTAINTY_FAIL,0.867,FAIL,POSE_UNCERTAINTY_FAIL,0.822,FAIL->FAIL
C0447,target_satellite_v0,2.0,0.02,0.5,3.0,1.0,0,FAIL,POSE_UNCERTAINTY_FAIL,1.083,FAIL,POSE_UNCERTAINTY_FAIL,0.925,FAIL->FAIL
C0448,target_satellite_v0,2.0,0.02,0.5,3.0,1.0,1,FAIL,POSE_UNCERTAINTY_FAIL,1.083,FAIL,POSE_UNCERTAINTY_FAIL,0.925,FAIL->FAIL
C0449,target_satellite_v0,2.0,0.02,0.5,3.0,1.2,0,FAIL,POSE_UNCERTAINTY_FAIL,1.3,FAIL,POSE_UNCERTAINTY_FAIL,1.009,FAIL->FAIL
C0450,target_satellite_v0,2.0,0.02,0.5,3.0,1.2,1,FAIL,POSE_UNCERTAINTY_FAIL,1.3,FAIL,POSE_UNCERTAINTY_FAIL,1.009,FAIL->FAIL
C0451,target_satellite_v0,2.0,0.02,1.0,1.0,0.8,0,FAIL,BASE_REACTION_FAIL,0.867,FAIL,BASE_REACTION_FAIL,0.822,FAIL->FAIL
C0452,target_satellite_v0,2.0,0.02,1.0,1.0,0.8,1,FAIL,APPROACH_SPEED_FAIL,0.867,FAIL,APPROACH_SPEED_FAIL,0.822,FAIL->FAIL
C0453,target_satellite_v0,2.0,0.02,1.0,1.0,1.0,0,FAIL,BASE_REACTION_FAIL,1.083,FAIL,BASE_REACTION_FAIL,0.925,FAIL->FAIL
C0454,target_satellite_v0,2.0,0.02,1.0,1.0,1.0,1,FAIL,APPROACH_SPEED_FAIL,1.083,FAIL,APPROACH_SPEED_FAIL,0.925,FAIL->FAIL
C0455,target_satellite_v0,2.0,0.02,1.0,1.0,1.2,0,FAIL,BASE_REACTION_FAIL,1.3,FAIL,BASE_REACTION_FAIL,1.009,FAIL->FAIL
C0456,target_satellite_v0,2.0,0.02,1.0,1.0,1.2,1,FAIL,APPROACH_SPEED_FAIL,1.3,FAIL,APPROACH_SPEED_FAIL,1.009,FAIL->FAIL
C0457,target_satellite_v0,2.0,0.02,1.0,2.0,0.8,0,FAIL,BASE_REACTION_FAIL,0.867,FAIL,BASE_REACTION_FAIL,0.822,FAIL->FAIL
C0458,target_satellite_v0,2.0,0.02,1.0,2.0,0.8,1,FAIL,APPROACH_SPEED_FAIL,0.867,FAIL,APPROACH_SPEED_FAIL,0.822,FAIL->FAIL
C0459,target_satellite_v0,2.0,0.02,1.0,2.0,1.0,0,FAIL,BASE_REACTION_FAIL,1.083,FAIL,BASE_REACTION_FAIL,0.925,FAIL->FAIL
C0460,target_satellite_v0,2.0,0.02,1.0,2.0,1.0,1,FAIL,APPROACH_SPEED_FAIL,1.083,FAIL,APPROACH_SPEED_FAIL,0.925,FAIL->FAIL
C0461,target_satellite_v0,2.0,0.02,1.0,2.0,1.2,0,FAIL,BASE_REACTION_FAIL,1.3,FAIL,BASE_REACTION_FAIL,1.009,FAIL->FAIL
C0462,target_satellite_v0,2.0,0.02,1.0,2.0,1.2,1,FAIL,APPROACH_SPEED_FAIL,1.3,FAIL,APPROACH_SPEED_FAIL,1.009,FAIL->FAIL
C0463,target_satellite_v0,2.0,0.02,1.0,3.0,0.8,0,FAIL,POSE_UNCERTAINTY_FAIL,0.867,FAIL,POSE_UNCERTAINTY_FAIL,0.822,FAIL->FAIL
C0464,target_satellite_v0,2.0,0.02,1.0,3.0,0.8,1,FAIL,POSE_UNCERTAINTY_FAIL,0.867,FAIL,POSE_UNCERTAINTY_FAIL,0.822,FAIL->FAIL
C0465,target_satellite_v0,2.0,0.02,1.0,3.0,1.0,0,FAIL,POSE_UNCERTAINTY_FAIL,1.083,FAIL,POSE_UNCERTAINTY_FAIL,0.925,FAIL->FAIL
C0466,target_satellite_v0,2.0,0.02,1.0,3.0,1.0,1,FAIL,POSE_UNCERTAINTY_FAIL,1.083,FAIL,POSE_UNCERTAINTY_FAIL,0.925,FAIL->FAIL
C0467,target_satellite_v0,2.0,0.02,1.0,3.0,1.2,0,FAIL,POSE_UNCERTAINTY_FAIL,1.3,FAIL,POSE_UNCERTAINTY_FAIL,1.009,FAIL->FAIL
C0468,target_satellite_v0,2.0,0.02,1.0,3.0,1.2,1,FAIL,POSE_UNCERTAINTY_FAIL,1.3,FAIL,POSE_UNCERTAINTY_FAIL,1.009,FAIL->FAIL
C0469,target_satellite_v0,2.0,0.02,1.5,1.0,0.8,0,FAIL,BASE_REACTION_FAIL,0.867,FAIL,BASE_REACTION_FAIL,0.822,FAIL->FAIL
C0470,target_satellite_v0,2.0,0.02,1.5,1.0,0.8,1,FAIL,APPROACH_SPEED_FAIL,0.867,FAIL,APPROACH_SPEED_FAIL,0.822,FAIL->FAIL
C0471,target_satellite_v0,2.0,0.02,1.5,1.0,1.0,0,FAIL,BASE_REACTION_FAIL,1.083,FAIL,BASE_REACTION_FAIL,0.925,FAIL->FAIL
C0472,target_satellite_v0,2.0,0.02,1.5,1.0,1.0,1,FAIL,APPROACH_SPEED_FAIL,1.083,FAIL,APPROACH_SPEED_FAIL,0.925,FAIL->FAIL
C0473,target_satellite_v0,2.0,0.02,1.5,1.0,1.2,0,FAIL,BASE_REACTION_FAIL,1.3,FAIL,BASE_REACTION_FAIL,1.009,FAIL->FAIL
C0474,target_satellite_v0,2.0,0.02,1.5,1.0,1.2,1,FAIL,APPROACH_SPEED_FAIL,1.3,FAIL,APPROACH_SPEED_FAIL,1.009,FAIL->FAIL
C0475,target_satellite_v0,2.0,0.02,1.5,2.0,0.8,0,FAIL,BASE_REACTION_FAIL,0.867,FAIL,BASE_REACTION_FAIL,0.822,FAIL->FAIL
C0476,target_satellite_v0,2.0,0.02,1.5,2.0,0.8,1,FAIL,APPROACH_SPEED_FAIL,0.867,FAIL,APPROACH_SPEED_FAIL,0.822,FAIL->FAIL
C0477,target_satellite_v0,2.0,0.02,1.5,2.0,1.0,0,FAIL,BASE_REACTION_FAIL,1.083,FAIL,BASE_REACTION_FAIL,0.925,FAIL->FAIL
C0478,target_satellite_v0,2.0,0.02,1.5,2.0,1.0,1,FAIL,APPROACH_SPEED_FAIL,1.083,FAIL,APPROACH_SPEED_FAIL,0.925,FAIL->FAIL
C0479,target_satellite_v0,2.0,0.02,1.5,2.0,1.2,0,FAIL,BASE_REACTION_FAIL,1.3,FAIL,BASE_REACTION_FAIL,1.009,FAIL->FAIL
C0480,target_satellite_v0,2.0,0.02,1.5,2.0,1.2,1,FAIL,APPROACH_SPEED_FAIL,1.3,FAIL,APPROACH_SPEED_FAIL,1.009,FAIL->FAIL
C0481,target_satellite_v0,2.0,0.02,1.5,3.0,0.8,0,FAIL,POSE_UNCERTAINTY_FAIL,0.867,FAIL,POSE_UNCERTAINTY_FAIL,0.822,FAIL->FAIL
C0482,target_satellite_v0,2.0,0.02,1.5,3.0,0.8,1,FAIL,POSE_UNCERTAINTY_FAIL,0.867,FAIL,POSE_UNCERTAINTY_FAIL,0.822,FAIL->FAIL
C0483,target_satellite_v0,2.0,0.02,1.5,3.0,1.0,0,FAIL,POSE_UNCERTAINTY_FAIL,1.083,FAIL,POSE_UNCERTAINTY_FAIL,0.925,FAIL->FAIL
C0484,target_satellite_v0,2.0,0.02,1.5,3.0,1.0,1,FAIL,POSE_UNCERTAINTY_FAIL,1.083,FAIL,POSE_UNCERTAINTY_FAIL,0.925,FAIL->FAIL
C0485,target_satellite_v0,2.0,0.02,1.5,3.0,1.2,0,FAIL,POSE_UNCERTAINTY_FAIL,1.3,FAIL,POSE_UNCERTAINTY_FAIL,1.009,FAIL->FAIL
C0486,target_satellite_v0,2.0,0.02,1.5,3.0,1.2,1,FAIL,POSE_UNCERTAINTY_FAIL,1.3,FAIL,POSE_UNCERTAINTY_FAIL,1.009,FAIL->FAIL
C0487,target_satellite_v0,3.0,0.005,0.5,1.0,0.8,0,FAIL,BASE_REACTION_FAIL,1.3,FAIL,BASE_REACTION_FAIL,1.234,FAIL->FAIL
C0488,target_satellite_v0,3.0,0.005,0.5,1.0,0.8,1,SAFE,SAFE,1.3,SAFE,SAFE,1.234,SAFE->SAFE
C0489,target_satellite_v0,3.0,0.005,0.5,1.0,1.0,0,FAIL,BASE_REACTION_FAIL,1.625,FAIL,BASE_REACTION_FAIL,1.387,FAIL->FAIL
C0490,target_satellite_v0,3.0,0.005,0.5,1.0,1.0,1,SAFE,SAFE,1.625,SAFE,SAFE,1.387,SAFE->SAFE
C0491,target_satellite_v0,3.0,0.005,0.5,1.0,1.2,0,FAIL,BASE_REACTION_FAIL,1.95,FAIL,BASE_REACTION_FAIL,1.513,FAIL->FAIL
C0492,target_satellite_v0,3.0,0.005,0.5,1.0,1.2,1,SAFE,SAFE,1.95,SAFE,SAFE,1.513,SAFE->SAFE
C0493,target_satellite_v0,3.0,0.005,0.5,2.0,0.8,0,FAIL,BASE_REACTION_FAIL,1.3,FAIL,BASE_REACTION_FAIL,1.234,FAIL->FAIL
C0494,target_satellite_v0,3.0,0.005,0.5,2.0,0.8,1,SAFE,SAFE,1.3,SAFE,SAFE,1.234,SAFE->SAFE
C0495,target_satellite_v0,3.0,0.005,0.5,2.0,1.0,0,FAIL,BASE_REACTION_FAIL,1.625,FAIL,BASE_REACTION_FAIL,1.387,FAIL->FAIL
C0496,target_satellite_v0,3.0,0.005,0.5,2.0,1.0,1,SAFE,SAFE,1.625,SAFE,SAFE,1.387,SAFE->SAFE
C0497,target_satellite_v0,3.0,0.005,0.5,2.0,1.2,0,FAIL,BASE_REACTION_FAIL,1.95,FAIL,BASE_REACTION_FAIL,1.513,FAIL->FAIL
C0498,target_satellite_v0,3.0,0.005,0.5,2.0,1.2,1,SAFE,SAFE,1.95,SAFE,SAFE,1.513,SAFE->SAFE
C0499,target_satellite_v0,3.0,0.005,0.5,3.0,0.8,0,FAIL,POSE_UNCERTAINTY_FAIL,1.3,FAIL,POSE_UNCERTAINTY_FAIL,1.234,FAIL->FAIL
C0500,target_satellite_v0,3.0,0.005,0.5,3.0,0.8,1,FAIL,POSE_UNCERTAINTY_FAIL,1.3,FAIL,POSE_UNCERTAINTY_FAIL,1.234,FAIL->FAIL
C0501,target_satellite_v0,3.0,0.005,0.5,3.0,1.0,0,FAIL,POSE_UNCERTAINTY_FAIL,1.625,FAIL,POSE_UNCERTAINTY_FAIL,1.387,FAIL->FAIL
C0502,target_satellite_v0,3.0,0.005,0.5,3.0,1.0,1,FAIL,POSE_UNCERTAINTY_FAIL,1.625,FAIL,POSE_UNCERTAINTY_FAIL,1.387,FAIL->FAIL
C0503,target_satellite_v0,3.0,0.005,0.5,3.0,1.2,0,FAIL,POSE_UNCERTAINTY_FAIL,1.95,FAIL,POSE_UNCERTAINTY_FAIL,1.513,FAIL->FAIL
C0504,target_satellite_v0,3.0,0.005,0.5,3.0,1.2,1,FAIL,POSE_UNCERTAINTY_FAIL,1.95,FAIL,POSE_UNCERTAINTY_FAIL,1.513,FAIL->FAIL
C0505,target_satellite_v0,3.0,0.005,1.0,1.0,0.8,0,FAIL,BASE_REACTION_FAIL,1.3,FAIL,BASE_REACTION_FAIL,1.234,FAIL->FAIL
C0506,target_satellite_v0,3.0,0.005,1.0,1.0,0.8,1,SAFE,SAFE,1.3,SAFE,SAFE,1.234,SAFE->SAFE
C0507,target_satellite_v0,3.0,0.005,1.0,1.0,1.0,0,FAIL,BASE_REACTION_FAIL,1.625,FAIL,BASE_REACTION_FAIL,1.387,FAIL->FAIL
C0508,target_satellite_v0,3.0,0.005,1.0,1.0,1.0,1,SAFE,SAFE,1.625,SAFE,SAFE,1.387,SAFE->SAFE
C0509,target_satellite_v0,3.0,0.005,1.0,1.0,1.2,0,FAIL,BASE_REACTION_FAIL,1.95,FAIL,BASE_REACTION_FAIL,1.513,FAIL->FAIL
C0510,target_satellite_v0,3.0,0.005,1.0,1.0,1.2,1,SAFE,SAFE,1.95,SAFE,SAFE,1.513,SAFE->SAFE
C0511,target_satellite_v0,3.0,0.005,1.0,2.0,0.8,0,FAIL,BASE_REACTION_FAIL,1.3,FAIL,BASE_REACTION_FAIL,1.234,FAIL->FAIL
C0512,target_satellite_v0,3.0,0.005,1.0,2.0,0.8,1,SAFE,SAFE,1.3,SAFE,SAFE,1.234,SAFE->SAFE
C0513,target_satellite_v0,3.0,0.005,1.0,2.0,1.0,0,FAIL,BASE_REACTION_FAIL,1.625,FAIL,BASE_REACTION_FAIL,1.387,FAIL->FAIL
C0514,target_satellite_v0,3.0,0.005,1.0,2.0,1.0,1,SAFE,SAFE,1.625,SAFE,SAFE,1.387,SAFE->SAFE
C0515,target_satellite_v0,3.0,0.005,1.0,2.0,1.2,0,FAIL,BASE_REACTION_FAIL,1.95,FAIL,BASE_REACTION_FAIL,1.513,FAIL->FAIL
C0516,target_satellite_v0,3.0,0.005,1.0,2.0,1.2,1,SAFE,SAFE,1.95,SAFE,SAFE,1.513,SAFE->SAFE
C0517,target_satellite_v0,3.0,0.005,1.0,3.0,0.8,0,FAIL,POSE_UNCERTAINTY_FAIL,1.3,FAIL,POSE_UNCERTAINTY_FAIL,1.234,FAIL->FAIL
C0518,target_satellite_v0,3.0,0.005,1.0,3.0,0.8,1,FAIL,POSE_UNCERTAINTY_FAIL,1.3,FAIL,POSE_UNCERTAINTY_FAIL,1.234,FAIL->FAIL
C0519,target_satellite_v0,3.0,0.005,1.0,3.0,1.0,0,FAIL,POSE_UNCERTAINTY_FAIL,1.625,FAIL,POSE_UNCERTAINTY_FAIL,1.387,FAIL->FAIL
C0520,target_satellite_v0,3.0,0.005,1.0,3.0,1.0,1,FAIL,POSE_UNCERTAINTY_FAIL,1.625,FAIL,POSE_UNCERTAINTY_FAIL,1.387,FAIL->FAIL
C0521,target_satellite_v0,3.0,0.005,1.0,3.0,1.2,0,FAIL,POSE_UNCERTAINTY_FAIL,1.95,FAIL,POSE_UNCERTAINTY_FAIL,1.513,FAIL->FAIL
C0522,target_satellite_v0,3.0,0.005,1.0,3.0,1.2,1,FAIL,POSE_UNCERTAINTY_FAIL,1.95,FAIL,POSE_UNCERTAINTY_FAIL,1.513,FAIL->FAIL
C0523,target_satellite_v0,3.0,0.005,1.5,1.0,0.8,0,FAIL,BASE_REACTION_FAIL,1.3,FAIL,BASE_REACTION_FAIL,1.234,FAIL->FAIL
C0524,target_satellite_v0,3.0,0.005,1.5,1.0,0.8,1,SAFE,SAFE,1.3,SAFE,SAFE,1.234,SAFE->SAFE
C0525,target_satellite_v0,3.0,0.005,1.5,1.0,1.0,0,FAIL,BASE_REACTION_FAIL,1.625,FAIL,BASE_REACTION_FAIL,1.387,FAIL->FAIL
C0526,target_satellite_v0,3.0,0.005,1.5,1.0,1.0,1,SAFE,SAFE,1.625,SAFE,SAFE,1.387,SAFE->SAFE
C0527,target_satellite_v0,3.0,0.005,1.5,1.0,1.2,0,FAIL,BASE_REACTION_FAIL,1.95,FAIL,BASE_REACTION_FAIL,1.513,FAIL->FAIL
C0528,target_satellite_v0,3.0,0.005,1.5,1.0,1.2,1,SAFE,SAFE,1.95,SAFE,SAFE,1.513,SAFE->SAFE
C0529,target_satellite_v0,3.0,0.005,1.5,2.0,0.8,0,FAIL,BASE_REACTION_FAIL,1.3,FAIL,BASE_REACTION_FAIL,1.234,FAIL->FAIL
C0530,target_satellite_v0,3.0,0.005,1.5,2.0,0.8,1,SAFE,SAFE,1.3,SAFE,SAFE,1.234,SAFE->SAFE
C0531,target_satellite_v0,3.0,0.005,1.5,2.0,1.0,0,FAIL,BASE_REACTION_FAIL,1.625,FAIL,BASE_REACTION_FAIL,1.387,FAIL->FAIL
C0532,target_satellite_v0,3.0,0.005,1.5,2.0,1.0,1,SAFE,SAFE,1.625,SAFE,SAFE,1.387,SAFE->SAFE
C0533,target_satellite_v0,3.0,0.005,1.5,2.0,1.2,0,FAIL,BASE_REACTION_FAIL,1.95,FAIL,BASE_REACTION_FAIL,1.513,FAIL->FAIL
C0534,target_satellite_v0,3.0,0.005,1.5,2.0,1.2,1,SAFE,SAFE,1.95,SAFE,SAFE,1.513,SAFE->SAFE
C0535,target_satellite_v0,3.0,0.005,1.5,3.0,0.8,0,FAIL,POSE_UNCERTAINTY_FAIL,1.3,FAIL,POSE_UNCERTAINTY_FAIL,1.234,FAIL->FAIL
C0536,target_satellite_v0,3.0,0.005,1.5,3.0,0.8,1,FAIL,POSE_UNCERTAINTY_FAIL,1.3,FAIL,POSE_UNCERTAINTY_FAIL,1.234,FAIL->FAIL
C0537,target_satellite_v0,3.0,0.005,1.5,3.0,1.0,0,FAIL,POSE_UNCERTAINTY_FAIL,1.625,FAIL,POSE_UNCERTAINTY_FAIL,1.387,FAIL->FAIL
C0538,target_satellite_v0,3.0,0.005,1.5,3.0,1.0,1,FAIL,POSE_UNCERTAINTY_FAIL,1.625,FAIL,POSE_UNCERTAINTY_FAIL,1.387,FAIL->FAIL
C0539,target_satellite_v0,3.0,0.005,1.5,3.0,1.2,0,FAIL,POSE_UNCERTAINTY_FAIL,1.95,FAIL,POSE_UNCERTAINTY_FAIL,1.513,FAIL->FAIL
C0540,target_satellite_v0,3.0,0.005,1.5,3.0,1.2,1,FAIL,POSE_UNCERTAINTY_FAIL,1.95,FAIL,POSE_UNCERTAINTY_FAIL,1.513,FAIL->FAIL
C0541,target_satellite_v0,3.0,0.01,0.5,1.0,0.8,0,FAIL,BASE_REACTION_FAIL,1.3,FAIL,BASE_REACTION_FAIL,1.234,FAIL->FAIL
C0542,target_satellite_v0,3.0,0.01,0.5,1.0,0.8,1,SAFE,SAFE,1.3,SAFE,SAFE,1.234,SAFE->SAFE
C0543,target_satellite_v0,3.0,0.01,0.5,1.0,1.0,0,FAIL,BASE_REACTION_FAIL,1.625,FAIL,BASE_REACTION_FAIL,1.387,FAIL->FAIL
C0544,target_satellite_v0,3.0,0.01,0.5,1.0,1.0,1,SAFE,SAFE,1.625,SAFE,SAFE,1.387,SAFE->SAFE
C0545,target_satellite_v0,3.0,0.01,0.5,1.0,1.2,0,FAIL,BASE_REACTION_FAIL,1.95,FAIL,BASE_REACTION_FAIL,1.513,FAIL->FAIL
C0546,target_satellite_v0,3.0,0.01,0.5,1.0,1.2,1,SAFE,SAFE,1.95,SAFE,SAFE,1.513,SAFE->SAFE
C0547,target_satellite_v0,3.0,0.01,0.5,2.0,0.8,0,FAIL,BASE_REACTION_FAIL,1.3,FAIL,BASE_REACTION_FAIL,1.234,FAIL->FAIL
C0548,target_satellite_v0,3.0,0.01,0.5,2.0,0.8,1,SAFE,SAFE,1.3,SAFE,SAFE,1.234,SAFE->SAFE
C0549,target_satellite_v0,3.0,0.01,0.5,2.0,1.0,0,FAIL,BASE_REACTION_FAIL,1.625,FAIL,BASE_REACTION_FAIL,1.387,FAIL->FAIL
C0550,target_satellite_v0,3.0,0.01,0.5,2.0,1.0,1,SAFE,SAFE,1.625,SAFE,SAFE,1.387,SAFE->SAFE
C0551,target_satellite_v0,3.0,0.01,0.5,2.0,1.2,0,FAIL,BASE_REACTION_FAIL,1.95,FAIL,BASE_REACTION_FAIL,1.513,FAIL->FAIL
C0552,target_satellite_v0,3.0,0.01,0.5,2.0,1.2,1,SAFE,SAFE,1.95,SAFE,SAFE,1.513,SAFE->SAFE
C0553,target_satellite_v0,3.0,0.01,0.5,3.0,0.8,0,FAIL,POSE_UNCERTAINTY_FAIL,1.3,FAIL,POSE_UNCERTAINTY_FAIL,1.234,FAIL->FAIL
C0554,target_satellite_v0,3.0,0.01,0.5,3.0,0.8,1,FAIL,POSE_UNCERTAINTY_FAIL,1.3,FAIL,POSE_UNCERTAINTY_FAIL,1.234,FAIL->FAIL
C0555,target_satellite_v0,3.0,0.01,0.5,3.0,1.0,0,FAIL,POSE_UNCERTAINTY_FAIL,1.625,FAIL,POSE_UNCERTAINTY_FAIL,1.387,FAIL->FAIL
C0556,target_satellite_v0,3.0,0.01,0.5,3.0,1.0,1,FAIL,POSE_UNCERTAINTY_FAIL,1.625,FAIL,POSE_UNCERTAINTY_FAIL,1.387,FAIL->FAIL
C0557,target_satellite_v0,3.0,0.01,0.5,3.0,1.2,0,FAIL,POSE_UNCERTAINTY_FAIL,1.95,FAIL,POSE_UNCERTAINTY_FAIL,1.513,FAIL->FAIL
C0558,target_satellite_v0,3.0,0.01,0.5,3.0,1.2,1,FAIL,POSE_UNCERTAINTY_FAIL,1.95,FAIL,POSE_UNCERTAINTY_FAIL,1.513,FAIL->FAIL
C0559,target_satellite_v0,3.0,0.01,1.0,1.0,0.8,0,FAIL,BASE_REACTION_FAIL,1.3,FAIL,BASE_REACTION_FAIL,1.234,FAIL->FAIL
C0560,target_satellite_v0,3.0,0.01,1.0,1.0,0.8,1,SAFE,SAFE,1.3,SAFE,SAFE,1.234,SAFE->SAFE
C0561,target_satellite_v0,3.0,0.01,1.0,1.0,1.0,0,FAIL,BASE_REACTION_FAIL,1.625,FAIL,BASE_REACTION_FAIL,1.387,FAIL->FAIL
C0562,target_satellite_v0,3.0,0.01,1.0,1.0,1.0,1,SAFE,SAFE,1.625,SAFE,SAFE,1.387,SAFE->SAFE
