id,responsibility_owner,variant,supplier_article,source_step_sha256,old_receipt_volume_mm3,selected_density_kg_mm3,existing_geometry_material_delta_kg,corrected_proxy_analytic_volume_mm3,corrected_proxy_material_kg,mass_model,exact_COTS_mass_kg,as_built_mass_kg
R01_D_lower_-1_-150_screw,R01_EQUIPMENT_FASTENER_KIT,SCREW_M3X12,00843  12,4be80bfbf224fe18938257e787d7769ab60dfa63f2b1cff7b88745144c2480c9,148.10740114047022,7.85e-06,0.0011626430989526912,147.84847338895378,0.0011606105161032871,SELECTED_STEEL_THREADLESS_GEOMETRY_MODEL,,
R01_D_lower_-1_-150_washer_head,R01_EQUIPMENT_FASTENER_KIT,WASHER_M3,515005013,bbf2bc583bd2090c9d58c6f72dce6c9881ee4f9eb4520dd114c5de397fe93f64,9.597565556717043,7.85e-06,7.534088962022878e-05,10.115928344559133,7.941003750478919e-05,SELECTED_STEEL_THREADLESS_GEOMETRY_MODEL,,
R01_D_lower_-1_-150_washer_nut,R01_EQUIPMENT_FASTENER_KIT,WASHER_M3,515005013,5a7d228c8ef0ecb2b9efb2538a95b5e78e370f6e0c4765f3b36a9fe8340667fe,9.597565556717045,7.85e-06,7.53408896202288e-05,10.115928344559133,7.941003750478919e-05,SELECTED_STEEL_THREADLESS_GEOMETRY_MODEL,,
R01_D_lower_-1_-150_nut,R01_EQUIPMENT_FASTENER_KIT,NUT_M3,0324903,3fa4c0ca597d1e2e652c248387d19b058d8545d1fac1d6c000c3fac359505813,45.90884398535843,7.85e-06,0.0003603844252850637,45.90884398536536,0.00036038442528511805,SELECTED_STEEL_THREADLESS_GEOMETRY_MODEL,,
R01_D_lower_-1_-50_screw,R01_EQUIPMENT_FASTENER_KIT,SCREW_M3X12,00843  12,5e9f63c71a2652b61a7d87a52d0e776d3ab87826ee63d98adf3d38e443c4f096,148.10740114047024,7.85e-06,0.0011626430989526914,147.84847338895378,0.0011606105161032871,SELECTED_STEEL_THREADLESS_GEOMETRY_MODEL,,
R01_D_lower_-1_-50_washer_head,R01_EQUIPMENT_FASTENER_KIT,WASHER_M3,515005013,28d23a995398389bb2c4686286101372fb43bf237d6b91a7ccb676889d61cd5b,9.597565556717024,7.85e-06,7.534088962022863e-05,10.115928344559133,7.941003750478919e-05,SELECTED_STEEL_THREADLESS_GEOMETRY_MODEL,,
R01_D_lower_-1_-50_washer_nut,R01_EQUIPMENT_FASTENER_KIT,WASHER_M3,515005013,541d965e07d5d018b18637e62d79285e0f71db5314919d379fa5102e1065992e,9.597565556717024,7.85e-06,7.534088962022863e-05,10.115928344559133,7.941003750478919e-05,SELECTED_STEEL_THREADLESS_GEOMETRY_MODEL,,
R01_D_lower_-1_-50_nut,R01_EQUIPMENT_FASTENER_KIT,NUT_M3,0324903,ce9b1cc2aa604189c24229d51d3bffd0c5a8c6d3efdf18e0ebc77eb52a8fa6db,45.908843985358395,7.85e-06,0.00036038442528506335,45.90884398536536,0.00036038442528511805,SELECTED_STEEL_THREADLESS_GEOMETRY_MODEL,,
R01_W_lower_-1_-130_screw,R01_EQUIPMENT_FASTENER_KIT,SCREW_M3X10,00843  10,5387dfa637602bb67a00b452c508a6a0b1bf7fe086d8fe15915cb2cd68cdcb11,133.97023419931622,7.85e-06,0.0010516663384646323,133.71130644779973,0.0010496337556152278,SELECTED_STEEL_THREADLESS_GEOMETRY_MODEL,,
R01_W_lower_-1_-130_washer_head,R01_EQUIPMENT_FASTENER_KIT,WASHER_M3,515005013,bcb6a5372ecbcdbfcd574e3e401b9ae8667ea58b7cfa056c446e5114d821a6b6,9.597565556717026,7.85e-06,7.534088962022865e-05,10.115928344559133,7.941003750478919e-05,SELECTED_STEEL_THREADLESS_GEOMETRY_MODEL,,
R01_W_lower_-1_-130_washer_nut,R01_EQUIPMENT_FASTENER_KIT,WASHER_M3,515005013,10f88a697c50be49c92d47e72f7c9b36aa3e9f969c849d51aaf202f81e4771af,9.597565556717026,7.85e-06,7.534088962022865e-05,10.115928344559133,7.941003750478919e-05,SELECTED_STEEL_THREADLESS_GEOMETRY_MODEL,,
R01_W_lower_-1_-130_nut,R01_EQUIPMENT_FASTENER_KIT,NUT_M3,0324903,cd2f8d675260fffc924cfca672d57ae3fea056f83289287b4fedb523d0d7a411,45.90884398535842,7.85e-06,0.0003603844252850636,45.90884398536536,0.00036038442528511805,SELECTED_STEEL_THREADLESS_GEOMETRY_MODEL,,
R01_W_lower_-1_-70_screw,R01_EQUIPMENT_FASTENER_KIT,SCREW_M3X10,00843  10,c40839d159304a1be392ba250679a3b3062c4f3e72cde05b2d3a1829401d09ec,133.97023419931622,7.85e-06,0.0010516663384646323,133.71130644779973,0.0010496337556152278,SELECTED_STEEL_THREADLESS_GEOMETRY_MODEL,,
R01_W_lower_-1_-70_washer_head,R01_EQUIPMENT_FASTENER_KIT,WASHER_M3,515005013,5d76a1f292e3bb15478dbea795ee2fdff36a06d3e8ceec3da96a8f127a994a0c,9.597565556717024,7.85e-06,7.534088962022863e-05,10.115928344559133,7.941003750478919e-05,SELECTED_STEEL_THREADLESS_GEOMETRY_MODEL,,
R01_W_lower_-1_-70_washer_nut,R01_EQUIPMENT_FASTENER_KIT,WASHER_M3,515005013,87db72363ebdcdf0323000d7a7d25e71bce25d9c0339e61ebb16d7c935b9a6ab,9.597565556717024,7.85e-06,7.534088962022863e-05,10.115928344559133,7.941003750478919e-05,SELECTED_STEEL_THREADLESS_GEOMETRY_MODEL,,
R01_W_lower_-1_-70_nut,R01_EQUIPMENT_FASTENER_KIT,NUT_M3,0324903,7804a849bc7d111a2ab69e9fdf335f499f942fe3461987cf0934cf2cf6d7b34c,45.908843985358416,7.85e-06,0.00036038442528506356,45.90884398536536,0.00036038442528511805,SELECTED_STEEL_THREADLESS_GEOMETRY_MODEL,,
R01_D_lower_-1_50_screw,R01_EQUIPMENT_FASTENER_KIT,SCREW_M3X12,00843  12,2da11609d1b82bac253fb2ec717430e8aaf8b38ff3f41aa3f496f9ea9efdd0a8,148.10740114047024,7.85e-06,0.0011626430989526914,147.84847338895378,0.0011606105161032871,SELECTED_STEEL_THREADLESS_GEOMETRY_MODEL,,
R01_D_lower_-1_50_washer_head,R01_EQUIPMENT_FASTENER_KIT,WASHER_M3,515005013,1291fff38c51a6b974f4912965fd9bd2d49b31cd27dc04a78a4be075595ecfb5,9.597565556717024,7.85e-06,7.534088962022863e-05,10.115928344559133,7.941003750478919e-05,SELECTED_STEEL_THREADLESS_GEOMETRY_MODEL,,
R01_D_lower_-1_50_washer_nut,R01_EQUIPMENT_FASTENER_KIT,WASHER_M3,515005013,defba534db5b2006151741f4d168660ff945508ce34e5e8befe26e83a1dbc417,9.597565556717024,7.85e-06,7.534088962022863e-05,10.115928344559133,7.941003750478919e-05,SELECTED_STEEL_THREADLESS_GEOMETRY_MODEL,,
R01_D_lower_-1_50_nut,R01_EQUIPMENT_FASTENER_KIT,NUT_M3,0324903,0e5785bc3ca66f9592dffd2248c205bb9efbbbd7bbce52b9334edea365efd426,45.908843985358395,7.85e-06,0.00036038442528506335,45.90884398536536,0.00036038442528511805,SELECTED_STEEL_THREADLESS_GEOMETRY_MODEL,,
R01_D_lower_-1_140_screw,R01_EQUIPMENT_FASTENER_KIT,SCREW_M3X12,00843  12,23628b725c39df15264f9a7c256e15ffc03927f1cdb73acf079797382d702b01,148.10740114047022,7.85e-06,0.0011626430989526912,147.84847338895378,0.0011606105161032871,SELECTED_STEEL_THREADLESS_GEOMETRY_MODEL,,
R01_D_lower_-1_140_washer_head,R01_EQUIPMENT_FASTENER_KIT,WASHER_M3,515005013,23efe2a1c0bc16f54e6f002497befa38d83f77488202ea2e5c1b405dc304cb12,9.597565556717043,7.85e-06,7.534088962022878e-05,10.115928344559133,7.941003750478919e-05,SELECTED_STEEL_THREADLESS_GEOMETRY_MODEL,,
R01_D_lower_-1_140_washer_nut,R01_EQUIPMENT_FASTENER_KIT,WASHER_M3,515005013,24fee0eef1379f64cbc6ba9800f2b95be43d7a2f2677c05e049a8bb8f7aa3dd7,9.597565556717045,7.85e-06,7.53408896202288e-05,10.115928344559133,7.941003750478919e-05,SELECTED_STEEL_THREADLESS_GEOMETRY_MODEL,,
R01_D_lower_-1_140_nut,R01_EQUIPMENT_FASTENER_KIT,NUT_M3,0324903,947400486724a9d57f4f1455bc1754d30af05f37fe649a74f0d1091c8ca36d90,45.90884398535843,7.85e-06,0.0003603844252850637,45.90884398536536,0.00036038442528511805,SELECTED_STEEL_THREADLESS_GEOMETRY_MODEL,,
R01_W_lower_-1_60_screw,R01_EQUIPMENT_FASTENER_KIT,SCREW_M3X10,00843  10,483446be0f6a64eb16a25c6bb2e8b1ea3c572b098b10dba104fa7c1e636e1012,133.97023419931625,7.85e-06,0.0010516663384646326,133.71130644779973,0.0010496337556152278,SELECTED_STEEL_THREADLESS_GEOMETRY_MODEL,,
R01_W_lower_-1_60_washer_head,R01_EQUIPMENT_FASTENER_KIT,WASHER_M3,515005013,c45e9d62292ca4f0f6906d554134750dbd00e759414b1c81a7937764391fd853,9.597565556717026,7.85e-06,7.534088962022865e-05,10.115928344559133,7.941003750478919e-05,SELECTED_STEEL_THREADLESS_GEOMETRY_MODEL,,
R01_W_lower_-1_60_washer_nut,R01_EQUIPMENT_FASTENER_KIT,WASHER_M3,515005013,6c29929a52ec3f88e70fe7b4ae908dcc4a08ab57aca487ba46703c025a13e9f2,9.597565556717026,7.85e-06,7.534088962022865e-05,10.115928344559133,7.941003750478919e-05,SELECTED_STEEL_THREADLESS_GEOMETRY_MODEL,,
R01_W_lower_-1_60_nut,R01_EQUIPMENT_FASTENER_KIT,NUT_M3,0324903,6a9adacf83039551986cd0f9496ca043a43e49ba39b56fc210fc434fc73ef8cc,45.908843985358416,7.85e-06,0.00036038442528506356,45.90884398536536,0.00036038442528511805,SELECTED_STEEL_THREADLESS_GEOMETRY_MODEL,,
R01_W_lower_-1_130_screw,R01_EQUIPMENT_FASTENER_KIT,SCREW_M3X10,00843  10,384837f1c6ae56f86060da89bdc84cca977507dfb806815208eb889f03de8fc3,133.9702341993162,7.85e-06,0.0010516663384646321,133.71130644779973,0.0010496337556152278,SELECTED_STEEL_THREADLESS_GEOMETRY_MODEL,,
R01_W_lower_-1_130_washer_head,R01_EQUIPMENT_FASTENER_KIT,WASHER_M3,515005013,fb77c48fac1bfbe9d17ccf9a01af2b855c1fe91e1e4e5867bd262d77a44ffb85,9.597565556717019,7.85e-06,7.534088962022859e-05,10.115928344559133,7.941003750478919e-05,SELECTED_STEEL_THREADLESS_GEOMETRY_MODEL,,
R01_W_lower_-1_130_washer_nut,R01_EQUIPMENT_FASTENER_KIT,WASHER_M3,515005013,c487bcf68ac0ec7374ba4de693ab80488533f21adacb2a8f1fb13394807cb1bb,9.597565556717019,7.85e-06,7.534088962022859e-05,10.115928344559133,7.941003750478919e-05,SELECTED_STEEL_THREADLESS_GEOMETRY_MODEL,,
